antigen137|Q5HHB7|CP002114.3|mhci|seq3981	antigen137|Q5HHB7|CP002114.3|mhci|seq3981
antigen137|Q5HHB7|CP002114.3|mhci|seq824	antigen137|Q5HHB7|CP002114.3|mhci|seq824
antigen137|Q5HHB7|CP002114.3|mhci|seq824	antigen137|Q5HHB7|BA000018.3|mhci|seq840
antigen137|Q5HHB7|CP002114.3|mhci|seq856	antigen137|Q5HHB7|CP002114.3|mhci|seq856
antigen137|Q5HHB7|CP002114.3|mhci|seq856	antigen137|Q5HHB7|BA000018.3|mhci|seq872
antigen137|Q5HHB7|CP002114.3|mhci|seq888	antigen137|Q5HHB7|CP002114.3|mhci|seq888
antigen137|Q5HHB7|CP002114.3|mhci|seq888	antigen137|Q5HHB7|BA000018.3|mhci|seq904
antigen137|Q5HHB7|CP002114.3|mhci|seq920	antigen137|Q5HHB7|CP002114.3|mhci|seq920
antigen137|Q5HHB7|CP002114.3|mhci|seq920	antigen137|Q5HHB7|BA000018.3|mhci|seq936
antigen137|Q5HHB7|CP002114.3|mhci|seq952	antigen137|Q5HHB7|CP002114.3|mhci|seq952
antigen137|Q5HHB7|CP002114.3|mhci|seq952	antigen137|Q5HHB7|BA000018.3|mhci|seq968
antigen137|Q5HHB7|CP002114.3|mhci|seq1208	antigen137|Q5HHB7|CP002114.3|mhci|seq1208
antigen137|Q5HHB7|CP002114.3|mhci|seq1208	antigen137|Q5HHB7|BA000018.3|mhci|seq1204
antigen137|Q5HHB7|CP002114.3|mhci|seq1240	antigen137|Q5HHB7|CP002114.3|mhci|seq1240
antigen137|Q5HHB7|CP002114.3|mhci|seq1240	antigen137|Q5HHB7|BA000018.3|mhci|seq1236
antigen137|Q5HHB7|CP002114.3|mhci|seq1272	antigen137|Q5HHB7|CP002114.3|mhci|seq1272
antigen137|Q5HHB7|CP002114.3|mhci|seq1272	antigen137|Q5HHB7|BA000018.3|mhci|seq1268
antigen137|Q5HHB7|CP002114.3|mhci|seq1304	antigen137|Q5HHB7|CP002114.3|mhci|seq1304
antigen137|Q5HHB7|CP002114.3|mhci|seq1304	antigen137|Q5HHB7|BA000018.3|mhci|seq1300
antigen137|Q5HHB7|CP002114.3|mhci|seq1336	antigen137|Q5HHB7|CP002114.3|mhci|seq1336
antigen137|Q5HHB7|CP002114.3|mhci|seq1336	antigen137|Q5HHB7|BA000018.3|mhci|seq1328
antigen137|Q5HHB7|CP002114.3|mhci|seq1368	antigen137|Q5HHB7|CP002114.3|mhci|seq1368
antigen137|Q5HHB7|CP002114.3|mhci|seq1368	antigen137|Q5HHB7|BA000018.3|mhci|seq1356
antigen137|Q5HHB7|CP002114.3|mhci|seq1400	antigen137|Q5HHB7|CP002114.3|mhci|seq1400
antigen137|Q5HHB7|CP002114.3|mhci|seq1400	antigen137|Q5HHB7|BA000018.3|mhci|seq1388
antigen137|Q5HHB7|CP002114.3|mhci|seq1432	antigen137|Q5HHB7|CP002114.3|mhci|seq1432
antigen137|Q5HHB7|CP002114.3|mhci|seq1432	antigen137|Q5HHB7|BA000018.3|mhci|seq1420
antigen137|Q5HHB7|CP002114.3|mhci|seq1464	antigen137|Q5HHB7|CP002114.3|mhci|seq1464
antigen137|Q5HHB7|CP002114.3|mhci|seq1496	antigen137|Q5HHB7|CP002114.3|mhci|seq1496
antigen137|Q5HHB7|CP002114.3|mhci|seq1528	antigen137|Q5HHB7|CP002114.3|mhci|seq1528
antigen137|Q5HHB7|CP002114.3|mhci|seq1528	antigen137|Q5HHB7|BA000018.3|mhci|seq1520
antigen137|Q5HHB7|CP002114.3|mhci|seq1560	antigen137|Q5HHB7|CP002114.3|mhci|seq1560
antigen137|Q5HHB7|CP002114.3|mhci|seq1560	antigen137|Q5HHB7|BA000018.3|mhci|seq1552
antigen137|Q5HHB7|CP002114.3|mhci|seq1592	antigen137|Q5HHB7|CP002114.3|mhci|seq1592
antigen137|Q5HHB7|CP002114.3|mhci|seq1592	antigen137|Q5HHB7|BA000018.3|mhci|seq1584
antigen137|Q5HHB7|CP002114.3|mhci|seq1624	antigen137|Q5HHB7|CP002114.3|mhci|seq1624
antigen137|Q5HHB7|CP002114.3|mhci|seq1624	antigen137|Q5HHB7|BA000018.3|mhci|seq1616
antigen137|Q5HHB7|CP002114.3|mhci|seq1656	antigen137|Q5HHB7|CP002114.3|mhci|seq1656
antigen137|Q5HHB7|CP002114.3|mhci|seq1656	antigen137|Q5HHB7|BA000018.3|mhci|seq1652
antigen137|Q5HHB7|CP002114.3|mhci|seq1688	antigen137|Q5HHB7|CP002114.3|mhci|seq1688
antigen137|Q5HHB7|CP002114.3|mhci|seq1688	antigen137|Q5HHB7|BA000018.3|mhci|seq1680
antigen137|Q5HHB7|CP002114.3|mhci|seq1720	antigen137|Q5HHB7|CP002114.3|mhci|seq1720
antigen137|Q5HHB7|CP002114.3|mhci|seq1752	antigen137|Q5HHB7|CP002114.3|mhci|seq1752
antigen137|Q5HHB7|CP002114.3|mhci|seq1784	antigen137|Q5HHB7|CP002114.3|mhci|seq1784
antigen137|Q5HHB7|CP002114.3|mhci|seq1784	antigen137|Q5HHB7|BA000018.3|mhci|seq1776
antigen137|Q5HHB7|CP002114.3|mhci|seq1816	antigen137|Q5HHB7|CP002114.3|mhci|seq1816
antigen137|Q5HHB7|CP002114.3|mhci|seq1816	antigen137|Q5HHB7|BA000018.3|mhci|seq1808
antigen137|Q5HHB7|CP002114.3|mhci|seq1848	antigen137|Q5HHB7|CP002114.3|mhci|seq1848
antigen137|Q5HHB7|CP002114.3|mhci|seq1848	antigen137|Q5HHB7|BA000018.3|mhci|seq1840
antigen137|Q5HHB7|CP002114.3|mhci|seq1880	antigen137|Q5HHB7|CP002114.3|mhci|seq1880
antigen137|Q5HHB7|CP002114.3|mhci|seq1880	antigen137|Q5HHB7|BA000018.3|mhci|seq1872
antigen137|Q5HHB7|CP002114.3|mhci|seq1912	antigen137|Q5HHB7|CP002114.3|mhci|seq1912
antigen137|Q5HHB7|CP002114.3|mhci|seq1912	antigen137|Q5HHB7|BA000018.3|mhci|seq1904
antigen137|Q5HHB7|CP002114.3|mhci|seq1944	antigen137|Q5HHB7|CP002114.3|mhci|seq1944
antigen137|Q5HHB7|CP002114.3|mhci|seq1944	antigen137|Q5HHB7|BA000018.3|mhci|seq1936
antigen137|Q5HHB7|CP002114.3|mhci|seq1976	antigen137|Q5HHB7|CP002114.3|mhci|seq1976
antigen137|Q5HHB7|CP002114.3|mhci|seq1976	antigen137|Q5HHB7|BA000018.3|mhci|seq1968
antigen137|Q5HHB7|CP002114.3|mhci|seq2008	antigen137|Q5HHB7|CP002114.3|mhci|seq2008
antigen137|Q5HHB7|CP002114.3|mhci|seq2040	antigen137|Q5HHB7|CP002114.3|mhci|seq2040
antigen137|Q5HHB7|CP002114.3|mhci|seq2040	antigen137|Q5HHB7|BA000018.3|mhci|seq2036
antigen137|Q5HHB7|CP002114.3|mhci|seq2072	antigen137|Q5HHB7|CP002114.3|mhci|seq2072
antigen137|Q5HHB7|CP002114.3|mhci|seq2072	antigen137|Q5HHB7|BA000018.3|mhci|seq2068
antigen137|Q5HHB7|CP002114.3|mhci|seq2104	antigen137|Q5HHB7|CP002114.3|mhci|seq2104
antigen137|Q5HHB7|CP002114.3|mhci|seq2104	antigen137|Q5HHB7|BA000018.3|mhci|seq2100
antigen137|Q5HHB7|CP002114.3|mhci|seq2136	antigen137|Q5HHB7|CP002114.3|mhci|seq2136
antigen137|Q5HHB7|CP002114.3|mhci|seq2136	antigen137|Q5HHB7|BA000018.3|mhci|seq2132
antigen137|Q5HHB7|CP002114.3|mhci|seq2168	antigen137|Q5HHB7|CP002114.3|mhci|seq2168
antigen137|Q5HHB7|CP002114.3|mhci|seq2200	antigen137|Q5HHB7|CP002114.3|mhci|seq2200
antigen137|Q5HHB7|CP002114.3|mhci|seq2200	antigen137|Q5HHB7|BA000018.3|mhci|seq2200
antigen137|Q5HHB7|CP002114.3|mhci|seq2232	antigen137|Q5HHB7|CP002114.3|mhci|seq2232
antigen137|Q5HHB7|CP002114.3|mhci|seq2232	antigen137|Q5HHB7|BA000018.3|mhci|seq2228
antigen137|Q5HHB7|CP002114.3|mhci|seq2264	antigen137|Q5HHB7|CP002114.3|mhci|seq2264
antigen137|Q5HHB7|CP002114.3|mhci|seq2264	antigen137|Q5HHB7|BA000018.3|mhci|seq2256
antigen137|Q5HHB7|CP002114.3|mhci|seq2296	antigen137|Q5HHB7|CP002114.3|mhci|seq2296
antigen137|Q5HHB7|CP002114.3|mhci|seq2328	antigen137|Q5HHB7|CP002114.3|mhci|seq2328
antigen137|Q5HHB7|CP002114.3|mhci|seq2360	antigen137|Q5HHB7|CP002114.3|mhci|seq2360
antigen137|Q5HHB7|CP002114.3|mhci|seq2360	antigen137|Q5HHB7|BA000018.3|mhci|seq2352
antigen137|Q5HHB7|CP002114.3|mhci|seq2392	antigen137|Q5HHB7|CP002114.3|mhci|seq2392
antigen137|Q5HHB7|CP002114.3|mhci|seq2392	antigen137|Q5HHB7|BA000018.3|mhci|seq2384
antigen137|Q5HHB7|CP002114.3|mhci|seq2424	antigen137|Q5HHB7|CP002114.3|mhci|seq2424
antigen137|Q5HHB7|CP002114.3|mhci|seq2424	antigen137|Q5HHB7|BA000018.3|mhci|seq2416
antigen137|Q5HHB7|CP002114.3|mhci|seq2456	antigen137|Q5HHB7|CP002114.3|mhci|seq2456
antigen137|Q5HHB7|CP002114.3|mhci|seq2456	antigen137|Q5HHB7|BA000018.3|mhci|seq2448
antigen137|Q5HHB7|CP002114.3|mhci|seq2488	antigen137|Q5HHB7|CP002114.3|mhci|seq2488
antigen137|Q5HHB7|CP002114.3|mhci|seq2520	antigen137|Q5HHB7|CP002114.3|mhci|seq2520
antigen137|Q5HHB7|CP002114.3|mhci|seq2520	antigen137|Q5HHB7|BA000018.3|mhci|seq2512
antigen137|Q5HHB7|CP002114.3|mhci|seq2552	antigen137|Q5HHB7|CP002114.3|mhci|seq2552
antigen137|Q5HHB7|CP002114.3|mhci|seq2584	antigen137|Q5HHB7|CP002114.3|mhci|seq2584
antigen137|Q5HHB7|CP002114.3|mhci|seq2584	antigen137|Q5HHB7|BA000018.3|mhci|seq2580
antigen137|Q5HHB7|CP002114.3|mhci|seq2616	antigen137|Q5HHB7|CP002114.3|mhci|seq2616
antigen137|Q5HHB7|CP002114.3|mhci|seq2616	antigen137|Q5HHB7|BA000018.3|mhci|seq2612
antigen137|Q5HHB7|CP002114.3|mhci|seq2648	antigen137|Q5HHB7|CP002114.3|mhci|seq2648
antigen137|Q5HHB7|CP002114.3|mhci|seq2680	antigen137|Q5HHB7|CP002114.3|mhci|seq2680
antigen137|Q5HHB7|CP002114.3|mhci|seq2680	antigen137|Q5HHB7|BA000018.3|mhci|seq2676
antigen137|Q5HHB7|CP002114.3|mhci|seq2712	antigen137|Q5HHB7|CP002114.3|mhci|seq2712
antigen137|Q5HHB7|CP002114.3|mhci|seq2712	antigen137|Q5HHB7|BA000018.3|mhci|seq2708
antigen137|Q5HHB7|CP002114.3|mhci|seq2744	antigen137|Q5HHB7|CP002114.3|mhci|seq2744
antigen137|Q5HHB7|CP002114.3|mhci|seq2744	antigen137|Q5HHB7|BA000018.3|mhci|seq2740
antigen137|Q5HHB7|CP002114.3|mhci|seq2776	antigen137|Q5HHB7|CP002114.3|mhci|seq2776
antigen137|Q5HHB7|CP002114.3|mhci|seq2776	antigen137|Q5HHB7|BA000018.3|mhci|seq2772
antigen137|Q5HHB7|CP002114.3|mhci|seq2808	antigen137|Q5HHB7|CP002114.3|mhci|seq2808
antigen137|Q5HHB7|CP002114.3|mhci|seq2808	antigen137|Q5HHB7|BA000018.3|mhci|seq2804
antigen137|Q5HHB7|CP002114.3|mhci|seq2840	antigen137|Q5HHB7|CP002114.3|mhci|seq2840
antigen137|Q5HHB7|CP002114.3|mhci|seq2840	antigen137|Q5HHB7|BA000018.3|mhci|seq2836
antigen137|Q5HHB7|CP002114.3|mhci|seq2872	antigen137|Q5HHB7|CP002114.3|mhci|seq2872
antigen137|Q5HHB7|CP002114.3|mhci|seq2872	antigen137|Q5HHB7|BA000018.3|mhci|seq2864
antigen137|Q5HHB7|CP002114.3|mhci|seq2904	antigen137|Q5HHB7|CP002114.3|mhci|seq2904
antigen137|Q5HHB7|CP002114.3|mhci|seq2904	antigen137|Q5HHB7|BA000018.3|mhci|seq2904
antigen137|Q5HHB7|CP002114.3|mhci|seq2936	antigen137|Q5HHB7|CP002114.3|mhci|seq2936
antigen137|Q5HHB7|CP002114.3|mhci|seq2936	antigen137|Q5HHB7|BA000018.3|mhci|seq2936
antigen137|Q5HHB7|CP002114.3|mhci|seq2968	antigen137|Q5HHB7|CP002114.3|mhci|seq2968
antigen137|Q5HHB7|CP002114.3|mhci|seq4104	antigen137|Q5HHB7|CP002114.3|mhci|seq4104
antigen137|Q5HHB7|CP002114.3|mhci|seq4104	antigen137|Q5HHB7|BA000018.3|mhci|seq4100
antigen137|Q5HHB7|CP002114.3|mhci|seq4136	antigen137|Q5HHB7|CP002114.3|mhci|seq4136
antigen137|Q5HHB7|CP002114.3|mhci|seq4168	antigen137|Q5HHB7|CP002114.3|mhci|seq4168
antigen137|Q5HHB7|CP002114.3|mhci|seq4168	antigen137|Q5HHB7|BA000018.3|mhci|seq4164
antigen137|Q5HHB7|CP002114.3|mhci|seq4232	antigen137|Q5HHB7|CP002114.3|mhci|seq4232
antigen137|Q5HHB7|CP002114.3|mhci|seq4232	antigen137|Q5HHB7|BA000018.3|mhci|seq4228
antigen137|Q5HHB7|CP002114.3|mhci|seq4264	antigen137|Q5HHB7|CP002114.3|mhci|seq4264
antigen137|Q5HHB7|CP002114.3|mhci|seq4296	antigen137|Q5HHB7|CP002114.3|mhci|seq4296
antigen137|Q5HHB7|CP002114.3|mhci|seq4328	antigen137|Q5HHB7|CP002114.3|mhci|seq4328
antigen137|Q5HHB7|CP002114.3|mhci|seq4328	antigen137|Q5HHB7|BA000018.3|mhci|seq4328
antigen137|Q5HHB7|CP002114.3|mhci|seq4360	antigen137|Q5HHB7|CP002114.3|mhci|seq4360
antigen137|Q5HHB7|CP002114.3|mhci|seq4360	antigen137|Q5HHB7|BA000018.3|mhci|seq4360
antigen137|Q5HHB7|CP002114.3|mhci|seq4392	antigen137|Q5HHB7|CP002114.3|mhci|seq4392
antigen137|Q5HHB7|CP002114.3|mhci|seq4392	antigen137|Q5HHB7|BA000018.3|mhci|seq4392
antigen137|Q5HHB7|CP002114.3|mhci|seq4488	antigen137|Q5HHB7|CP002114.3|mhci|seq4488
antigen137|Q5HHB7|CP002114.3|mhci|seq4488	antigen137|Q5HHB7|BA000018.3|mhci|seq4488
antigen137|Q5HHB7|CP002114.3|mhci|seq4520	antigen137|Q5HHB7|CP002114.3|mhci|seq4520
antigen137|Q5HHB7|CP002114.3|mhci|seq4520	antigen137|Q5HHB7|BA000018.3|mhci|seq4516
antigen137|Q5HHB7|CP002114.3|mhci|seq4552	antigen137|Q5HHB7|CP002114.3|mhci|seq4552
antigen137|Q5HHB7|CP002114.3|mhci|seq4552	antigen137|Q5HHB7|BA000018.3|mhci|seq4548
antigen137|Q5HHB7|CP002114.3|mhci|seq4584	antigen137|Q5HHB7|CP002114.3|mhci|seq4584
antigen137|Q5HHB7|CP002114.3|mhci|seq4584	antigen137|Q5HHB7|BA000018.3|mhci|seq4580
antigen137|Q5HHB7|CP002114.3|mhci|seq4616	antigen137|Q5HHB7|CP002114.3|mhci|seq4616
antigen137|Q5HHB7|CP002114.3|mhci|seq4648	antigen137|Q5HHB7|CP002114.3|mhci|seq4648
antigen137|Q5HHB7|CP002114.3|mhci|seq4648	antigen137|Q5HHB7|BA000018.3|mhci|seq4644
antigen137|Q5HHB7|CP002114.3|mhci|seq4680	antigen137|Q5HHB7|CP002114.3|mhci|seq4680
antigen137|Q5HHB7|CP002114.3|mhci|seq4680	antigen137|Q5HHB7|BA000018.3|mhci|seq4676
antigen137|Q5HHB7|CP002114.3|mhci|seq4712	antigen137|Q5HHB7|CP002114.3|mhci|seq4712
antigen137|Q5HHB7|CP002114.3|mhci|seq4712	antigen137|Q5HHB7|BA000018.3|mhci|seq4712
antigen137|Q5HHB7|CP002114.3|mhci|seq4744	antigen137|Q5HHB7|CP002114.3|mhci|seq4744
antigen137|Q5HHB7|CP002114.3|mhci|seq4744	antigen137|Q5HHB7|BA000018.3|mhci|seq4744
antigen137|Q5HHB7|CP002114.3|mhci|seq4776	antigen137|Q5HHB7|CP002114.3|mhci|seq4776
antigen137|Q5HHB7|CP002114.3|mhci|seq4776	antigen137|Q5HHB7|BA000018.3|mhci|seq4776
antigen137|Q5HHB7|CP002114.3|mhci|seq4808	antigen137|Q5HHB7|CP002114.3|mhci|seq4808
antigen137|Q5HHB7|CP002114.3|mhci|seq4808	antigen137|Q5HHB7|BA000018.3|mhci|seq4808
antigen137|Q5HHB7|BA000018.3|mhci|seq43	antigen137|Q5HHB7|BA000018.3|mhci|seq43
antigen137|Q5HHB7|BA000018.3|mhci|seq43	antigen137|Q5HHB7|CP002114.3|mhci|seq39
antigen137|Q5HHB7|BA000018.3|mhci|seq43	antigen137|Q5HHB7|BA000018.3|mhci|seq44
antigen137|Q5HHB7|BA000018.3|mhci|seq43	antigen137|Q5HHB7|CP002114.3|mhci|seq40
antigen137|Q5HHB7|BA000018.3|mhci|seq75	antigen137|Q5HHB7|BA000018.3|mhci|seq75
antigen137|Q5HHB7|BA000018.3|mhci|seq75	antigen137|Q5HHB7|CP002114.3|mhci|seq71
antigen137|Q5HHB7|BA000018.3|mhci|seq235	antigen137|Q5HHB7|BA000018.3|mhci|seq235
antigen137|Q5HHB7|BA000018.3|mhci|seq235	antigen137|Q5HHB7|CP002114.3|mhci|seq227
antigen137|Q5HHB7|BA000018.3|mhci|seq267	antigen137|Q5HHB7|BA000018.3|mhci|seq267
antigen137|Q5HHB7|BA000018.3|mhci|seq267	antigen137|Q5HHB7|CP002114.3|mhci|seq259
antigen137|Q5HHB7|BA000018.3|mhci|seq267	antigen137|Q5HHB7|BA000018.3|mhci|seq268
antigen137|Q5HHB7|BA000018.3|mhci|seq267	antigen137|Q5HHB7|CP002114.3|mhci|seq260
antigen137|Q5HHB7|BA000018.3|mhci|seq299	antigen137|Q5HHB7|BA000018.3|mhci|seq299
antigen137|Q5HHB7|BA000018.3|mhci|seq299	antigen137|Q5HHB7|CP002114.3|mhci|seq287
antigen137|Q5HHB7|BA000018.3|mhci|seq331	antigen137|Q5HHB7|BA000018.3|mhci|seq331
antigen137|Q5HHB7|BA000018.3|mhci|seq331	antigen137|Q5HHB7|CP002114.3|mhci|seq351
antigen137|Q5HHB7|BA000018.3|mhci|seq331	antigen137|Q5HHB7|BA000018.3|mhci|seq332
antigen137|Q5HHB7|BA000018.3|mhci|seq331	antigen137|Q5HHB7|CP002114.3|mhci|seq352
antigen137|Q5HHB7|BA000018.3|mhci|seq395	antigen137|Q5HHB7|BA000018.3|mhci|seq395
antigen137|Q5HHB7|BA000018.3|mhci|seq395	antigen137|Q5HHB7|CP002114.3|mhci|seq387
antigen137|Q5HHB7|BA000018.3|mhci|seq427	antigen137|Q5HHB7|BA000018.3|mhci|seq427
antigen137|Q5HHB7|BA000018.3|mhci|seq427	antigen137|Q5HHB7|CP002114.3|mhci|seq415
antigen137|Q5HHB7|BA000018.3|mhci|seq427	antigen137|Q5HHB7|BA000018.3|mhci|seq428
antigen137|Q5HHB7|BA000018.3|mhci|seq427	antigen137|Q5HHB7|CP002114.3|mhci|seq416
antigen137|Q5HHB7|BA000018.3|mhci|seq459	antigen137|Q5HHB7|BA000018.3|mhci|seq459
antigen137|Q5HHB7|BA000018.3|mhci|seq459	antigen137|Q5HHB7|CP002114.3|mhci|seq447
antigen137|Q5HHB7|BA000018.3|mhci|seq459	antigen137|Q5HHB7|BA000018.3|mhci|seq460
antigen137|Q5HHB7|BA000018.3|mhci|seq459	antigen137|Q5HHB7|CP002114.3|mhci|seq448
antigen137|Q5HHB7|BA000018.3|mhci|seq491	antigen137|Q5HHB7|BA000018.3|mhci|seq491
antigen137|Q5HHB7|BA000018.3|mhci|seq491	antigen137|Q5HHB7|CP002114.3|mhci|seq479
antigen137|Q5HHB7|BA000018.3|mhci|seq523	antigen137|Q5HHB7|BA000018.3|mhci|seq523
antigen137|Q5HHB7|BA000018.3|mhci|seq523	antigen137|Q5HHB7|CP002114.3|mhci|seq511
antigen137|Q5HHB7|BA000018.3|mhci|seq555	antigen137|Q5HHB7|BA000018.3|mhci|seq555
antigen137|Q5HHB7|BA000018.3|mhci|seq555	antigen137|Q5HHB7|CP002114.3|mhci|seq543
antigen137|Q5HHB7|BA000018.3|mhci|seq555	antigen137|Q5HHB7|BA000018.3|mhci|seq556
antigen137|Q5HHB7|BA000018.3|mhci|seq555	antigen137|Q5HHB7|CP002114.3|mhci|seq544
antigen137|Q5HHB7|BA000018.3|mhci|seq587	antigen137|Q5HHB7|BA000018.3|mhci|seq587
antigen137|Q5HHB7|BA000018.3|mhci|seq587	antigen137|Q5HHB7|CP002114.3|mhci|seq575
antigen137|Q5HHB7|BA000018.3|mhci|seq619	antigen137|Q5HHB7|BA000018.3|mhci|seq619
antigen137|Q5HHB7|BA000018.3|mhci|seq619	antigen137|Q5HHB7|CP002114.3|mhci|seq607
antigen137|Q5HHB7|BA000018.3|mhci|seq651	antigen137|Q5HHB7|BA000018.3|mhci|seq651
antigen137|Q5HHB7|BA000018.3|mhci|seq747	antigen137|Q5HHB7|BA000018.3|mhci|seq747
antigen137|Q5HHB7|BA000018.3|mhci|seq907	antigen137|Q5HHB7|BA000018.3|mhci|seq907
antigen137|Q5HHB7|BA000018.3|mhci|seq1003	antigen137|Q5HHB7|BA000018.3|mhci|seq1003
antigen137|Q5HHB7|BA000018.3|mhci|seq1003	antigen137|Q5HHB7|CP002114.3|mhci|seq995
antigen137|Q5HHB7|BA000018.3|mhci|seq1003	antigen137|Q5HHB7|BA000018.3|mhci|seq1004
antigen137|Q5HHB7|BA000018.3|mhci|seq1003	antigen137|Q5HHB7|CP002114.3|mhci|seq996
antigen137|Q5HHB7|BA000018.3|mhci|seq1035	antigen137|Q5HHB7|BA000018.3|mhci|seq1035
antigen137|Q5HHB7|BA000018.3|mhci|seq1035	antigen137|Q5HHB7|CP002114.3|mhci|seq1023
antigen137|Q5HHB7|BA000018.3|mhci|seq1067	antigen137|Q5HHB7|BA000018.3|mhci|seq1067
antigen137|Q5HHB7|BA000018.3|mhci|seq1067	antigen137|Q5HHB7|CP002114.3|mhci|seq1063
antigen137|Q5HHB7|BA000018.3|mhci|seq1099	antigen137|Q5HHB7|BA000018.3|mhci|seq1099
antigen137|Q5HHB7|BA000018.3|mhci|seq1099	antigen137|Q5HHB7|CP002114.3|mhci|seq1095
antigen137|Q5HHB7|BA000018.3|mhci|seq1131	antigen137|Q5HHB7|BA000018.3|mhci|seq1131
antigen137|Q5HHB7|BA000018.3|mhci|seq1131	antigen137|Q5HHB7|CP002114.3|mhci|seq1127
antigen137|Q5HHB7|BA000018.3|mhci|seq1163	antigen137|Q5HHB7|BA000018.3|mhci|seq1163
antigen137|Q5HHB7|BA000018.3|mhci|seq1163	antigen137|Q5HHB7|CP002114.3|mhci|seq1159
antigen137|Q5HHB7|CP002114.3|mhci|seq3222	antigen137|Q5HHB7|CP002114.3|mhci|seq3222
antigen137|Q5HHB7|CP002114.3|mhci|seq3222	antigen137|Q5HHB7|BA000018.3|mhci|seq3222
antigen137|Q5HHB7|CP002114.3|mhci|seq3254	antigen137|Q5HHB7|CP002114.3|mhci|seq3254
antigen137|Q5HHB7|CP002114.3|mhci|seq3254	antigen137|Q5HHB7|BA000018.3|mhci|seq3254
antigen137|Q5HHB7|CP002114.3|mhci|seq3286	antigen137|Q5HHB7|CP002114.3|mhci|seq3286
antigen137|Q5HHB7|CP002114.3|mhci|seq3286	antigen137|Q5HHB7|BA000018.3|mhci|seq3286
antigen137|Q5HHB7|CP002114.3|mhci|seq3286	antigen137|Q5HHB7|CP002114.3|mhci|seq3287
antigen137|Q5HHB7|CP002114.3|mhci|seq3286	antigen137|Q5HHB7|BA000018.3|mhci|seq3287
antigen137|Q5HHB7|CP002114.3|mhci|seq3350	antigen137|Q5HHB7|CP002114.3|mhci|seq3350
antigen137|Q5HHB7|CP002114.3|mhci|seq3382	antigen137|Q5HHB7|CP002114.3|mhci|seq3382
antigen137|Q5HHB7|CP002114.3|mhci|seq3382	antigen137|Q5HHB7|BA000018.3|mhci|seq3382
antigen137|Q5HHB7|CP002114.3|mhci|seq3382	antigen137|Q5HHB7|CP002114.3|mhci|seq3383
antigen137|Q5HHB7|CP002114.3|mhci|seq3382	antigen137|Q5HHB7|BA000018.3|mhci|seq3383
antigen137|Q5HHB7|CP002114.3|mhci|seq3414	antigen137|Q5HHB7|CP002114.3|mhci|seq3414
antigen137|Q5HHB7|CP002114.3|mhci|seq3414	antigen137|Q5HHB7|BA000018.3|mhci|seq3414
antigen137|Q5HHB7|CP002114.3|mhci|seq3414	antigen137|Q5HHB7|CP002114.3|mhci|seq3415
antigen137|Q5HHB7|CP002114.3|mhci|seq3414	antigen137|Q5HHB7|BA000018.3|mhci|seq3415
antigen137|Q5HHB7|CP002114.3|mhci|seq3446	antigen137|Q5HHB7|CP002114.3|mhci|seq3446
antigen137|Q5HHB7|CP002114.3|mhci|seq3446	antigen137|Q5HHB7|BA000018.3|mhci|seq3446
antigen137|Q5HHB7|CP002114.3|mhci|seq3478	antigen137|Q5HHB7|CP002114.3|mhci|seq3478
antigen137|Q5HHB7|CP002114.3|mhci|seq3478	antigen137|Q5HHB7|CP002114.3|mhci|seq3479
antigen137|Q5HHB7|CP002114.3|mhci|seq3542	antigen137|Q5HHB7|CP002114.3|mhci|seq3542
antigen137|Q5HHB7|CP002114.3|mhci|seq3542	antigen137|Q5HHB7|BA000018.3|mhci|seq3542
antigen137|Q5HHB7|CP002114.3|mhci|seq3574	antigen137|Q5HHB7|CP002114.3|mhci|seq3574
antigen137|Q5HHB7|CP002114.3|mhci|seq3574	antigen137|Q5HHB7|BA000018.3|mhci|seq3574
antigen137|Q5HHB7|CP002114.3|mhci|seq3574	antigen137|Q5HHB7|CP002114.3|mhci|seq3575
antigen137|Q5HHB7|CP002114.3|mhci|seq3574	antigen137|Q5HHB7|BA000018.3|mhci|seq3575
antigen137|Q5HHB7|CP002114.3|mhci|seq3606	antigen137|Q5HHB7|CP002114.3|mhci|seq3606
antigen137|Q5HHB7|CP002114.3|mhci|seq3606	antigen137|Q5HHB7|BA000018.3|mhci|seq3606
antigen137|Q5HHB7|CP002114.3|mhci|seq3638	antigen137|Q5HHB7|CP002114.3|mhci|seq3638
antigen137|Q5HHB7|CP002114.3|mhci|seq3670	antigen137|Q5HHB7|CP002114.3|mhci|seq3670
antigen137|Q5HHB7|CP002114.3|mhci|seq3670	antigen137|Q5HHB7|BA000018.3|mhci|seq3670
antigen137|Q5HHB7|CP002114.3|mhci|seq3670	antigen137|Q5HHB7|CP002114.3|mhci|seq3671
antigen137|Q5HHB7|CP002114.3|mhci|seq3670	antigen137|Q5HHB7|BA000018.3|mhci|seq3671
antigen137|Q5HHB7|CP002114.3|mhci|seq3702	antigen137|Q5HHB7|CP002114.3|mhci|seq3702
antigen137|Q5HHB7|CP002114.3|mhci|seq3702	antigen137|Q5HHB7|BA000018.3|mhci|seq3702
antigen137|Q5HHB7|CP002114.3|mhci|seq3734	antigen137|Q5HHB7|CP002114.3|mhci|seq3734
antigen137|Q5HHB7|CP002114.3|mhci|seq3734	antigen137|Q5HHB7|BA000018.3|mhci|seq3734
antigen137|Q5HHB7|CP002114.3|mhci|seq3734	antigen137|Q5HHB7|CP002114.3|mhci|seq3735
