antigen63|P65177|HE681097.1|mhci|seq669	antigen63|P65177|HE681097.1|mhci|seq669
antigen63|P65177|HE681097.1|mhci|seq66	antigen63|P65177|CP002114.3|mhci|seq67
antigen63|P65177|HE681097.1|mhci|seq98	antigen63|P65177|HE681097.1|mhci|seq98
antigen63|P65177|HE681097.1|mhci|seq98	antigen63|P65177|CP002114.3|mhci|seq98
antigen63|P65177|HE681097.1|mhci|seq162	antigen63|P65177|HE681097.1|mhci|seq162
antigen63|P65177|HE681097.1|mhci|seq162	antigen63|P65177|CP002114.3|mhci|seq162
antigen63|P65177|HE681097.1|mhci|seq194	antigen63|P65177|HE681097.1|mhci|seq194
antigen63|P65177|HE681097.1|mhci|seq194	antigen63|P65177|CP002114.3|mhci|seq194
antigen63|P65177|HE681097.1|mhci|seq194	antigen63|P65177|HE681097.1|mhci|seq195
antigen63|P65177|HE681097.1|mhci|seq194	antigen63|P65177|CP002114.3|mhci|seq195
antigen63|P65177|HE681097.1|mhci|seq194	antigen63|P65177|BA000018.3|mhci|seq179
antigen63|P65177|HE681097.1|mhci|seq194	antigen63|P65177|BX571857.1|mhci|seq175
antigen63|P65177|HE681097.1|mhci|seq194	antigen63|P65177|BA000018.3|mhci|seq178
antigen63|P65177|HE681097.1|mhci|seq194	antigen63|P65177|BX571857.1|mhci|seq174
antigen63|P65177|HE681097.1|mhci|seq226	antigen63|P65177|HE681097.1|mhci|seq226
antigen63|P65177|HE681097.1|mhci|seq258	antigen63|P65177|HE681097.1|mhci|seq258
antigen63|P65177|HE681097.1|mhci|seq258	antigen63|P65177|CP002114.3|mhci|seq258
antigen63|P65177|HE681097.1|mhci|seq258	antigen63|P65177|HE681097.1|mhci|seq259
antigen63|P65177|HE681097.1|mhci|seq258	antigen63|P65177|CP002114.3|mhci|seq259
antigen63|P65177|HE681097.1|mhci|seq290	antigen63|P65177|HE681097.1|mhci|seq290
antigen63|P65177|HE681097.1|mhci|seq290	antigen63|P65177|CP002114.3|mhci|seq290
antigen63|P65177|HE681097.1|mhci|seq290	antigen63|P65177|HE681097.1|mhci|seq291
antigen63|P65177|HE681097.1|mhci|seq290	antigen63|P65177|CP002114.3|mhci|seq291
antigen63|P65177|HE681097.1|mhci|seq354	antigen63|P65177|HE681097.1|mhci|seq354
antigen63|P65177|HE681097.1|mhci|seq354	antigen63|P65177|CP002114.3|mhci|seq354
antigen63|P65177|HE681097.1|mhci|seq738	antigen63|P65177|HE681097.1|mhci|seq738
antigen63|P65177|HE681097.1|mhci|seq738	antigen63|P65177|CP002114.3|mhci|seq738
antigen63|P65177|HE681097.1|mhci|seq802	antigen63|P65177|HE681097.1|mhci|seq802
antigen63|P65177|HE681097.1|mhci|seq802	antigen63|P65177|CP002114.3|mhci|seq802
antigen63|P65177|HE681097.1|mhci|seq802	antigen63|P65177|CP002114.3|mhci|seq801
antigen63|P65177|HE681097.1|mhci|seq802	antigen63|P65177|HE681097.1|mhci|seq801
antigen63|P65177|HE681097.1|mhci|seq834	antigen63|P65177|HE681097.1|mhci|seq834
antigen63|P65177|HE681097.1|mhci|seq834	antigen63|P65177|CP002114.3|mhci|seq834
antigen63|P65177|BX571857.1|mhci|seq206	antigen63|P65177|BX571857.1|mhci|seq206
antigen63|P65177|BX571857.1|mhci|seq206	antigen63|P65177|BX571857.1|mhci|seq730
antigen63|P65177|BX571857.1|mhci|seq206	antigen63|P65177|BX571857.1|mhci|seq207
antigen63|P65177|BX571857.1|mhci|seq206	antigen63|P65177|BA000018.3|mhci|seq211
antigen63|P65177|BX571857.1|mhci|seq206	antigen63|P65177|BA000018.3|mhci|seq210
antigen63|P65177|BX571857.1|mhci|seq206	antigen63|P65177|BA000018.3|mhci|seq734
antigen63|P65177|BX571857.1|mhci|seq270	antigen63|P65177|BX571857.1|mhci|seq270
antigen63|P65177|BX571857.1|mhci|seq270	antigen63|P65177|BX571857.1|mhci|seq271
antigen63|P65177|BX571857.1|mhci|seq270	antigen63|P65177|BA000018.3|mhci|seq271
antigen63|P65177|BX571857.1|mhci|seq270	antigen63|P65177|BA000018.3|mhci|seq270
antigen63|P65177|BX571857.1|mhci|seq334	antigen63|P65177|BX571857.1|mhci|seq334
antigen63|P65177|BX571857.1|mhci|seq334	antigen63|P65177|BA000018.3|mhci|seq342
antigen63|P65177|BX571857.1|mhci|seq494	antigen63|P65177|BX571857.1|mhci|seq494
antigen63|P65177|BX571857.1|mhci|seq590	antigen63|P65177|BX571857.1|mhci|seq590
antigen63|P65177|BX571857.1|mhci|seq590	antigen63|P65177|BA000018.3|mhci|seq598
antigen63|P65177|BX571857.1|mhci|seq686	antigen63|P65177|BX571857.1|mhci|seq686
antigen63|P65177|BX571857.1|mhci|seq750	antigen63|P65177|BX571857.1|mhci|seq750
antigen63|P65177|HE681097.1|mhci|seq24	antigen63|P65177|HE681097.1|mhci|seq24
antigen63|P65177|HE681097.1|mhci|seq24	antigen63|P65177|BA000018.3|mhci|seq739
antigen63|P65177|HE681097.1|mhci|seq24	antigen63|P65177|CP002114.3|mhci|seq24
antigen63|P65177|HE681097.1|mhci|seq24	antigen63|P65177|BX571857.1|mhci|seq735
antigen63|P65177|HE681097.1|mhci|seq56	antigen63|P65177|HE681097.1|mhci|seq56
antigen63|P65177|HE681097.1|mhci|seq248	antigen63|P65177|HE681097.1|mhci|seq248
antigen63|P65177|HE681097.1|mhci|seq280	antigen63|P65177|HE681097.1|mhci|seq280
antigen63|P65177|HE681097.1|mhci|seq312	antigen63|P65177|HE681097.1|mhci|seq312
antigen63|P65177|HE681097.1|mhci|seq344	antigen63|P65177|HE681097.1|mhci|seq344
antigen63|P65177|HE681097.1|mhci|seq568	antigen63|P65177|HE681097.1|mhci|seq568
antigen63|P65177|HE681097.1|mhci|seq568	antigen63|P65177|BA000018.3|mhci|seq552
antigen63|P65177|HE681097.1|mhci|seq568	antigen63|P65177|CP002114.3|mhci|seq568
antigen63|P65177|HE681097.1|mhci|seq568	antigen63|P65177|BX571857.1|mhci|seq544
antigen63|P65177|HE681097.1|mhci|seq632	antigen63|P65177|HE681097.1|mhci|seq632
antigen63|P65177|HE681097.1|mhci|seq824	antigen63|P65177|HE681097.1|mhci|seq824
antigen63|P65177|HE681097.1|mhci|seq824	antigen63|P65177|BA000018.3|mhci|seq804
antigen63|P65177|HE681097.1|mhci|seq824	antigen63|P65177|CP002114.3|mhci|seq824
antigen63|P65177|HE681097.1|mhci|seq824	antigen63|P65177|BX571857.1|mhci|seq800
antigen63|P65177|BA000018.3|mhci|seq2	antigen63|P65177|BA000018.3|mhci|seq2
antigen63|P65177|BA000018.3|mhci|seq34	antigen63|P65177|BA000018.3|mhci|seq34
antigen63|P65177|BA000018.3|mhci|seq162	antigen63|P65177|BA000018.3|mhci|seq162
antigen63|P65177|BA000018.3|mhci|seq162	antigen63|P65177|BA000018.3|mhci|seq163
antigen63|P65177|BA000018.3|mhci|seq290	antigen63|P65177|BA000018.3|mhci|seq290
antigen63|P65177|BA000018.3|mhci|seq322	antigen63|P65177|BA000018.3|mhci|seq322
antigen63|P65177|BA000018.3|mhci|seq642	antigen63|P65177|BA000018.3|mhci|seq642
antigen63|P65177|CP002114.3|mhci|seq44	antigen63|P65177|CP002114.3|mhci|seq44
antigen63|P65177|CP002114.3|mhci|seq44	antigen63|P65177|HE681097.1|mhci|seq44
antigen63|P65177|CP002114.3|mhci|seq108	antigen63|P65177|CP002114.3|mhci|seq108
antigen63|P65177|CP002114.3|mhci|seq172	antigen63|P65177|CP002114.3|mhci|seq172
antigen63|P65177|CP002114.3|mhci|seq172	antigen63|P65177|HE681097.1|mhci|seq172
antigen63|P65177|CP002114.3|mhci|seq204	antigen63|P65177|CP002114.3|mhci|seq204
antigen63|P65177|CP002114.3|mhci|seq204	antigen63|P65177|HE681097.1|mhci|seq204
antigen63|P65177|CP002114.3|mhci|seq268	antigen63|P65177|CP002114.3|mhci|seq268
antigen63|P65177|CP002114.3|mhci|seq268	antigen63|P65177|HE681097.1|mhci|seq268
antigen63|P65177|CP002114.3|mhci|seq300	antigen63|P65177|CP002114.3|mhci|seq300
antigen63|P65177|CP002114.3|mhci|seq300	antigen63|P65177|HE681097.1|mhci|seq300
antigen63|P65177|CP002114.3|mhci|seq332	antigen63|P65177|CP002114.3|mhci|seq332
antigen63|P65177|CP002114.3|mhci|seq332	antigen63|P65177|HE681097.1|mhci|seq332
antigen63|P65177|CP002114.3|mhci|seq332	antigen63|P65177|CP002114.3|mhci|seq333
antigen63|P65177|CP002114.3|mhci|seq332	antigen63|P65177|HE681097.1|mhci|seq333
antigen63|P65177|CP002114.3|mhci|seq364	antigen63|P65177|CP002114.3|mhci|seq364
antigen63|P65177|CP002114.3|mhci|seq364	antigen63|P65177|HE681097.1|mhci|seq364
antigen63|P65177|CP002114.3|mhci|seq396	antigen63|P65177|CP002114.3|mhci|seq396
antigen63|P65177|CP002114.3|mhci|seq428	antigen63|P65177|CP002114.3|mhci|seq428
antigen63|P65177|CP002114.3|mhci|seq428	antigen63|P65177|HE681097.1|mhci|seq428
antigen63|P65177|CP002114.3|mhci|seq460	antigen63|P65177|CP002114.3|mhci|seq460
antigen63|P65177|CP002114.3|mhci|seq460	antigen63|P65177|HE681097.1|mhci|seq460
antigen63|P65177|CP002114.3|mhci|seq492	antigen63|P65177|CP002114.3|mhci|seq492
antigen63|P65177|CP002114.3|mhci|seq492	antigen63|P65177|HE681097.1|mhci|seq492
antigen63|P65177|CP002114.3|mhci|seq588	antigen63|P65177|CP002114.3|mhci|seq588
antigen63|P65177|CP002114.3|mhci|seq588	antigen63|P65177|HE681097.1|mhci|seq588
antigen63|P65177|CP002114.3|mhci|seq467	antigen63|P65177|CP002114.3|mhci|seq467
antigen63|P65177|CP002114.3|mhci|seq467	antigen63|P65177|HE681097.1|mhci|seq467
antigen63|P65177|CP002114.3|mhci|seq499	antigen63|P65177|CP002114.3|mhci|seq499
antigen63|P65177|CP002114.3|mhci|seq499	antigen63|P65177|HE681097.1|mhci|seq499
antigen63|P65177|CP002114.3|mhci|seq563	antigen63|P65177|CP002114.3|mhci|seq563
antigen63|P65177|CP002114.3|mhci|seq563	antigen63|P65177|HE681097.1|mhci|seq563
antigen63|P65177|CP002114.3|mhci|seq595	antigen63|P65177|CP002114.3|mhci|seq595
antigen63|P65177|CP002114.3|mhci|seq627	antigen63|P65177|CP002114.3|mhci|seq627
antigen63|P65177|CP002114.3|mhci|seq691	antigen63|P65177|CP002114.3|mhci|seq691
antigen63|P65177|CP002114.3|mhci|seq691	antigen63|P65177|HE681097.1|mhci|seq691
antigen63|P65177|CP002114.3|mhci|seq755	antigen63|P65177|CP002114.3|mhci|seq755
antigen63|P65177|CP002114.3|mhci|seq755	antigen63|P65177|HE681097.1|mhci|seq755
antigen63|P65177|CP002114.3|mhci|seq787	antigen63|P65177|CP002114.3|mhci|seq787
antigen63|P65177|CP002114.3|mhci|seq787	antigen63|P65177|HE681097.1|mhci|seq787
antigen63|P65177|CP002114.3|mhci|seq819	antigen63|P65177|CP002114.3|mhci|seq819
antigen63|P65177|CP002114.3|mhci|seq819	antigen63|P65177|HE681097.1|mhci|seq819
antigen63|P65177|CP002114.3|mhci|seq883	antigen63|P65177|CP002114.3|mhci|seq883
antigen63|P65177|CP002114.3|mhci|seq883	antigen63|P65177|HE681097.1|mhci|seq883
antigen63|P65177|BX571857.1|mhci|seq22	antigen63|P65177|BX571857.1|mhci|seq22
antigen63|P65177|BX571857.1|mhci|seq22	antigen63|P65177|BA000018.3|mhci|seq22
antigen63|P65177|BX571857.1|mhci|seq54	antigen63|P65177|BX571857.1|mhci|seq54
antigen63|P65177|BX571857.1|mhci|seq54	antigen63|P65177|BA000018.3|mhci|seq58
antigen63|P65177|BX571857.1|mhci|seq54	antigen63|P65177|BX571857.1|mhci|seq55
antigen63|P65177|BX571857.1|mhci|seq54	antigen63|P65177|BA000018.3|mhci|seq59
antigen63|P65177|BX571857.1|mhci|seq86	antigen63|P65177|BX571857.1|mhci|seq86
antigen63|P65177|BX571857.1|mhci|seq86	antigen63|P65177|BA000018.3|mhci|seq94
antigen63|P65177|BX571857.1|mhci|seq182	antigen63|P65177|BX571857.1|mhci|seq182
antigen63|P65177|BX571857.1|mhci|seq182	antigen63|P65177|BA000018.3|mhci|seq186
antigen63|P65177|BX571857.1|mhci|seq182	antigen63|P65177|BX571857.1|mhci|seq183
antigen63|P65177|BX571857.1|mhci|seq182	antigen63|P65177|BA000018.3|mhci|seq187
antigen63|P65177|BX571857.1|mhci|seq214	antigen63|P65177|BX571857.1|mhci|seq214
antigen63|P65177|BX571857.1|mhci|seq246	antigen63|P65177|BX571857.1|mhci|seq246
antigen63|P65177|BX571857.1|mhci|seq246	antigen63|P65177|BA000018.3|mhci|seq254
antigen63|P65177|BX571857.1|mhci|seq246	antigen63|P65177|BX571857.1|mhci|seq247
antigen63|P65177|BX571857.1|mhci|seq246	antigen63|P65177|BA000018.3|mhci|seq255
antigen63|P65177|BX571857.1|mhci|seq278	antigen63|P65177|BX571857.1|mhci|seq278
antigen63|P65177|BX571857.1|mhci|seq310	antigen63|P65177|BX571857.1|mhci|seq310
antigen63|P65177|BX571857.1|mhci|seq342	antigen63|P65177|BX571857.1|mhci|seq342
antigen63|P65177|BX571857.1|mhci|seq374	antigen63|P65177|BX571857.1|mhci|seq374
antigen63|P65177|BX571857.1|mhci|seq374	antigen63|P65177|BA000018.3|mhci|seq382
antigen63|P65177|BX571857.1|mhci|seq566	antigen63|P65177|BX571857.1|mhci|seq566
antigen63|P65177|BX571857.1|mhci|seq566	antigen63|P65177|BX571857.1|mhci|seq565
antigen63|P65177|BX571857.1|mhci|seq822	antigen63|P65177|BX571857.1|mhci|seq822
antigen63|P65177|BX571857.1|mhci|seq822	antigen63|P65177|BA000018.3|mhci|seq826
antigen63|P65177|BX571857.1|mhci|seq918	antigen63|P65177|BX571857.1|mhci|seq918
antigen63|P65177|HE681097.1|mhci|seq32	antigen63|P65177|HE681097.1|mhci|seq32
antigen63|P65177|HE681097.1|mhci|seq32	antigen63|P65177|CP002114.3|mhci|seq32
antigen63|P65177|HE681097.1|mhci|seq64	antigen63|P65177|HE681097.1|mhci|seq64
antigen63|P65177|HE681097.1|mhci|seq64	antigen63|P65177|CP002114.3|mhci|seq64
antigen63|P65177|HE681097.1|mhci|seq160	antigen63|P65177|HE681097.1|mhci|seq160
antigen63|P65177|HE681097.1|mhci|seq160	antigen63|P65177|CP002114.3|mhci|seq160
antigen63|P65177|HE681097.1|mhci|seq192	antigen63|P65177|HE681097.1|mhci|seq192
antigen63|P65177|HE681097.1|mhci|seq192	antigen63|P65177|CP002114.3|mhci|seq192
antigen63|P65177|HE681097.1|mhci|seq224	antigen63|P65177|HE681097.1|mhci|seq224
antigen63|P65177|HE681097.1|mhci|seq256	antigen63|P65177|HE681097.1|mhci|seq256
antigen63|P65177|HE681097.1|mhci|seq288	antigen63|P65177|HE681097.1|mhci|seq288
antigen63|P65177|HE681097.1|mhci|seq288	antigen63|P65177|CP002114.3|mhci|seq288
antigen63|P65177|HE681097.1|mhci|seq320	antigen63|P65177|HE681097.1|mhci|seq320
antigen63|P65177|HE681097.1|mhci|seq320	antigen63|P65177|CP002114.3|mhci|seq320
antigen63|P65177|HE681097.1|mhci|seq352	antigen63|P65177|HE681097.1|mhci|seq352
antigen63|P65177|HE681097.1|mhci|seq352	antigen63|P65177|CP002114.3|mhci|seq352
antigen63|P65177|HE681097.1|mhci|seq448	antigen63|P65177|HE681097.1|mhci|seq448
antigen63|P65177|HE681097.1|mhci|seq448	antigen63|P65177|CP002114.3|mhci|seq448
antigen63|P65177|HE681097.1|mhci|seq480	antigen63|P65177|HE681097.1|mhci|seq480
antigen63|P65177|HE681097.1|mhci|seq544	antigen63|P65177|HE681097.1|mhci|seq544
antigen63|P65177|HE681097.1|mhci|seq544	antigen63|P65177|CP002114.3|mhci|seq544
antigen63|P65177|HE681097.1|mhci|seq672	antigen63|P65177|HE681097.1|mhci|seq672
antigen63|P65177|HE681097.1|mhci|seq672	antigen63|P65177|CP002114.3|mhci|seq672
antigen63|P65177|HE681097.1|mhci|seq736	antigen63|P65177|HE681097.1|mhci|seq736
antigen63|P65177|HE681097.1|mhci|seq736	antigen63|P65177|CP002114.3|mhci|seq736
antigen63|P65177|HE681097.1|mhci|seq768	antigen63|P65177|HE681097.1|mhci|seq768
antigen63|P65177|HE681097.1|mhci|seq768	antigen63|P65177|CP002114.3|mhci|seq768
antigen63|P65177|HE681097.1|mhci|seq800	antigen63|P65177|HE681097.1|mhci|seq800
antigen63|P65177|HE681097.1|mhci|seq832	antigen63|P65177|HE681097.1|mhci|seq832
antigen63|P65177|HE681097.1|mhci|seq832	antigen63|P65177|CP002114.3|mhci|seq832
antigen63|P65177|BA000018.3|mhci|seq42	antigen63|P65177|BA000018.3|mhci|seq42
antigen63|P65177|BA000018.3|mhci|seq42	antigen63|P65177|BX571857.1|mhci|seq42
antigen63|P65177|BA000018.3|mhci|seq42	antigen63|P65177|BA000018.3|mhci|seq43
antigen63|P65177|BA000018.3|mhci|seq42	antigen63|P65177|BX571857.1|mhci|seq43
antigen63|P65177|BA000018.3|mhci|seq106	antigen63|P65177|BA000018.3|mhci|seq106
antigen63|P65177|BA000018.3|mhci|seq106	antigen63|P65177|BX571857.1|mhci|seq98
antigen63|P65177|BA000018.3|mhci|seq106	antigen63|P65177|BA000018.3|mhci|seq107
antigen63|P65177|BA000018.3|mhci|seq106	antigen63|P65177|BX571857.1|mhci|seq99
antigen63|P65177|BA000018.3|mhci|seq138	antigen63|P65177|BA000018.3|mhci|seq138
antigen63|P65177|BA000018.3|mhci|seq138	antigen63|P65177|BX571857.1|mhci|seq134
antigen63|P65177|BA000018.3|mhci|seq138	antigen63|P65177|BA000018.3|mhci|seq139
antigen63|P65177|BA000018.3|mhci|seq138	antigen63|P65177|BX571857.1|mhci|seq135
antigen63|P65177|BA000018.3|mhci|seq170	antigen63|P65177|BA000018.3|mhci|seq170
antigen63|P65177|BA000018.3|mhci|seq266	antigen63|P65177|BA000018.3|mhci|seq266
antigen63|P65177|BA000018.3|mhci|seq266	antigen63|P65177|BX571857.1|mhci|seq258
antigen63|P65177|BA000018.3|mhci|seq266	antigen63|P65177|BA000018.3|mhci|seq267
antigen63|P65177|BA000018.3|mhci|seq266	antigen63|P65177|BX571857.1|mhci|seq259
antigen63|P65177|BA000018.3|mhci|seq298	antigen63|P65177|BA000018.3|mhci|seq298
antigen63|P65177|BA000018.3|mhci|seq298	antigen63|P65177|BX571857.1|mhci|seq290
antigen63|P65177|BA000018.3|mhci|seq298	antigen63|P65177|BA000018.3|mhci|seq299
antigen63|P65177|BA000018.3|mhci|seq298	antigen63|P65177|BX571857.1|mhci|seq291
antigen63|P65177|BA000018.3|mhci|seq330	antigen63|P65177|BA000018.3|mhci|seq330
antigen63|P65177|BA000018.3|mhci|seq330	antigen63|P65177|BX571857.1|mhci|seq322
antigen63|P65177|BA000018.3|mhci|seq458	antigen63|P65177|BA000018.3|mhci|seq458
antigen63|P65177|BA000018.3|mhci|seq458	antigen63|P65177|BX571857.1|mhci|seq450
antigen63|P65177|BA000018.3|mhci|seq586	antigen63|P65177|BA000018.3|mhci|seq586
antigen63|P65177|BA000018.3|mhci|seq586	antigen63|P65177|BX571857.1|mhci|seq578
antigen63|P65177|BA000018.3|mhci|seq682	antigen63|P65177|BA000018.3|mhci|seq682
antigen63|P65177|BA000018.3|mhci|seq810	antigen63|P65177|BA000018.3|mhci|seq810
antigen63|P65177|BA000018.3|mhci|seq810	antigen63|P65177|BX571857.1|mhci|seq806
antigen63|P65177|BA000018.3|mhci|seq874	antigen63|P65177|BA000018.3|mhci|seq874
antigen63|P65177|BA000018.3|mhci|seq874	antigen63|P65177|BX571857.1|mhci|seq870
antigen63|P65177|CP002114.3|mhci|seq173	antigen63|P65177|CP002114.3|mhci|seq173
antigen63|P65177|CP002114.3|mhci|seq173	antigen63|P65177|HE681097.1|mhci|seq173
antigen63|P65177|CP002114.3|mhci|seq205	antigen63|P65177|CP002114.3|mhci|seq205
antigen63|P65177|CP002114.3|mhci|seq205	antigen63|P65177|HE681097.1|mhci|seq205
antigen63|P65177|CP002114.3|mhci|seq269	antigen63|P65177|CP002114.3|mhci|seq269
antigen63|P65177|CP002114.3|mhci|seq269	antigen63|P65177|HE681097.1|mhci|seq269
antigen63|P65177|CP002114.3|mhci|seq301	antigen63|P65177|CP002114.3|mhci|seq301
antigen63|P65177|CP002114.3|mhci|seq301	antigen63|P65177|HE681097.1|mhci|seq301
antigen63|P65177|CP002114.3|mhci|seq365	antigen63|P65177|CP002114.3|mhci|seq365
antigen63|P65177|CP002114.3|mhci|seq365	antigen63|P65177|HE681097.1|mhci|seq365
antigen63|P65177|CP002114.3|mhci|seq397	antigen63|P65177|CP002114.3|mhci|seq397
antigen63|P65177|CP002114.3|mhci|seq397	antigen63|P65177|HE681097.1|mhci|seq397
antigen63|P65177|CP002114.3|mhci|seq397	antigen63|P65177|CP002114.3|mhci|seq398
antigen63|P65177|CP002114.3|mhci|seq397	antigen63|P65177|HE681097.1|mhci|seq398
antigen63|P65177|CP002114.3|mhci|seq429	antigen63|P65177|CP002114.3|mhci|seq429
antigen63|P65177|CP002114.3|mhci|seq429	antigen63|P65177|HE681097.1|mhci|seq429
antigen63|P65177|CP002114.3|mhci|seq429	antigen63|P65177|CP002114.3|mhci|seq430
antigen63|P65177|CP002114.3|mhci|seq429	antigen63|P65177|HE681097.1|mhci|seq430
antigen63|P65177|CP002114.3|mhci|seq461	antigen63|P65177|CP002114.3|mhci|seq461
antigen63|P65177|CP002114.3|mhci|seq461	antigen63|P65177|HE681097.1|mhci|seq461
antigen63|P65177|CP002114.3|mhci|seq461	antigen63|P65177|CP002114.3|mhci|seq462
antigen63|P65177|CP002114.3|mhci|seq461	antigen63|P65177|HE681097.1|mhci|seq462
antigen63|P65177|CP002114.3|mhci|seq493	antigen63|P65177|CP002114.3|mhci|seq493
antigen63|P65177|CP002114.3|mhci|seq493	antigen63|P65177|HE681097.1|mhci|seq493
antigen63|P65177|CP002114.3|mhci|seq493	antigen63|P65177|CP002114.3|mhci|seq494
antigen63|P65177|CP002114.3|mhci|seq493	antigen63|P65177|HE681097.1|mhci|seq494
antigen63|P65177|CP002114.3|mhci|seq589	antigen63|P65177|CP002114.3|mhci|seq589
antigen63|P65177|CP002114.3|mhci|seq589	antigen63|P65177|HE681097.1|mhci|seq589
antigen63|P65177|CP002114.3|mhci|seq589	antigen63|P65177|CP002114.3|mhci|seq590
antigen63|P65177|CP002114.3|mhci|seq589	antigen63|P65177|HE681097.1|mhci|seq590
antigen63|P65177|CP002114.3|mhci|seq781	antigen63|P65177|CP002114.3|mhci|seq781
antigen63|P65177|CP002114.3|mhci|seq781	antigen63|P65177|HE681097.1|mhci|seq781
antigen63|P65177|CP002114.3|mhci|seq813	antigen63|P65177|CP002114.3|mhci|seq813
antigen63|P65177|CP002114.3|mhci|seq813	antigen63|P65177|HE681097.1|mhci|seq813
antigen63|P65177|CP002114.3|mhci|seq813	antigen63|P65177|CP002114.3|mhci|seq814
antigen63|P65177|CP002114.3|mhci|seq813	antigen63|P65177|HE681097.1|mhci|seq814
antigen63|P65177|CP002114.3|mhci|seq845	antigen63|P65177|CP002114.3|mhci|seq845
antigen63|P65177|CP002114.3|mhci|seq877	antigen63|P65177|CP002114.3|mhci|seq877
antigen63|P65177|CP002114.3|mhci|seq877	antigen63|P65177|HE681097.1|mhci|seq877
antigen63|P65177|CP002114.3|mhci|seq877	antigen63|P65177|CP002114.3|mhci|seq878
antigen63|P65177|CP002114.3|mhci|seq877	antigen63|P65177|HE681097.1|mhci|seq878
antigen63|P65177|CP002114.3|mhci|seq909	antigen63|P65177|CP002114.3|mhci|seq909
antigen63|P65177|CP002114.3|mhci|seq909	antigen63|P65177|HE681097.1|mhci|seq909
antigen63|P65177|CP002114.3|mhci|seq909	antigen63|P65177|CP002114.3|mhci|seq910
antigen63|P65177|CP002114.3|mhci|seq909	antigen63|P65177|HE681097.1|mhci|seq910
antigen63|P65177|BX571857.1|mhci|seq80	antigen63|P65177|BX571857.1|mhci|seq80
antigen63|P65177|BX571857.1|mhci|seq80	antigen63|P65177|BA000018.3|mhci|seq88
antigen63|P65177|BX571857.1|mhci|seq208	antigen63|P65177|BX571857.1|mhci|seq208
antigen63|P65177|BX571857.1|mhci|seq208	antigen63|P65177|HE681097.1|mhci|seq220
antigen63|P65177|BX571857.1|mhci|seq208	antigen63|P65177|CP002114.3|mhci|seq220
antigen63|P65177|BX571857.1|mhci|seq208	antigen63|P65177|BA000018.3|mhci|seq212
antigen63|P65177|BX571857.1|mhci|seq240	antigen63|P65177|BX571857.1|mhci|seq240
antigen63|P65177|BX571857.1|mhci|seq272	antigen63|P65177|BX571857.1|mhci|seq272
antigen63|P65177|BX571857.1|mhci|seq272	antigen63|P65177|BA000018.3|mhci|seq280
antigen63|P65177|BX571857.1|mhci|seq304	antigen63|P65177|BX571857.1|mhci|seq304
antigen63|P65177|BX571857.1|mhci|seq304	antigen63|P65177|BA000018.3|mhci|seq312
antigen63|P65177|BX571857.1|mhci|seq336	antigen63|P65177|BX571857.1|mhci|seq336
antigen63|P65177|BX571857.1|mhci|seq336	antigen63|P65177|BA000018.3|mhci|seq344
antigen63|P65177|BX571857.1|mhci|seq336	antigen63|P65177|BX571857.1|mhci|seq337
antigen63|P65177|BX571857.1|mhci|seq336	antigen63|P65177|BA000018.3|mhci|seq345
antigen63|P65177|BX571857.1|mhci|seq368	antigen63|P65177|BX571857.1|mhci|seq368
antigen63|P65177|BX571857.1|mhci|seq368	antigen63|P65177|BA000018.3|mhci|seq376
antigen63|P65177|BX571857.1|mhci|seq400	antigen63|P65177|BX571857.1|mhci|seq400
antigen63|P65177|BX571857.1|mhci|seq432	antigen63|P65177|BX571857.1|mhci|seq432
antigen63|P65177|BX571857.1|mhci|seq432	antigen63|P65177|BA000018.3|mhci|seq440
antigen63|P65177|BX571857.1|mhci|seq464	antigen63|P65177|BX571857.1|mhci|seq464
antigen63|P65177|BX571857.1|mhci|seq464	antigen63|P65177|BA000018.3|mhci|seq472
antigen63|P65177|BX571857.1|mhci|seq496	antigen63|P65177|BX571857.1|mhci|seq496
antigen63|P65177|BX571857.1|mhci|seq496	antigen63|P65177|BA000018.3|mhci|seq504
antigen63|P65177|BX571857.1|mhci|seq560	antigen63|P65177|BX571857.1|mhci|seq560
antigen63|P65177|BX571857.1|mhci|seq560	antigen63|P65177|BA000018.3|mhci|seq568
antigen63|P65177|BX571857.1|mhci|seq656	antigen63|P65177|BX571857.1|mhci|seq656
antigen63|P65177|BX571857.1|mhci|seq688	antigen63|P65177|BX571857.1|mhci|seq688
antigen63|P65177|BX571857.1|mhci|seq752	antigen63|P65177|BX571857.1|mhci|seq752
antigen63|P65177|BA000018.3|mhci|seq100	antigen63|P65177|BA000018.3|mhci|seq100
antigen63|P65177|BA000018.3|mhci|seq260	antigen63|P65177|BA000018.3|mhci|seq260
antigen63|P65177|BA000018.3|mhci|seq324	antigen63|P65177|BA000018.3|mhci|seq324
antigen63|P65177|BA000018.3|mhci|seq324	antigen63|P65177|BX571857.1|mhci|seq317
antigen63|P65177|BA000018.3|mhci|seq324	antigen63|P65177|BA000018.3|mhci|seq325
antigen63|P65177|BA000018.3|mhci|seq324	antigen63|P65177|BX571857.1|mhci|seq316
antigen63|P65177|BA000018.3|mhci|seq388	antigen63|P65177|BA000018.3|mhci|seq388
antigen63|P65177|HE681097.1|mhci|seq572	antigen63|P65177|HE681097.1|mhci|seq572
antigen63|P65177|HE681097.1|mhci|seq668	antigen63|P65177|HE681097.1|mhci|seq668
