antigen179|Q5HEW2|BX571856.1|mhcii|seq204	antigen179|Q5HEW2|BX571856.1|mhcii|seq204
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq945
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq370
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq658
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq946
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq371
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq659
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq1107
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq244
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq372
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq660
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq1108
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq245
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq373
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq597
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq661
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq1109
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq246
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq374
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq598
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq662
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq1110
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq247
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq375
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq599
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq663
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq248
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq600
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq601
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq602
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq187
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq188
antigen179|Q5HEW2|BX571856.1|mhcii|seq518	antigen179|Q5HEW2|BX571856.1|mhcii|seq518
antigen179|Q5HEW2|BX571856.1|mhcii|seq518	antigen179|Q5HEW2|BX571856.1|mhcii|seq515
antigen179|Q5HEW2|BX571856.1|mhcii|seq518	antigen179|Q5HEW2|BX571856.1|mhcii|seq516
antigen179|Q5HEW2|BX571856.1|mhcii|seq518	antigen179|Q5HEW2|BX571856.1|mhcii|seq517
antigen179|Q5HEW2|BX571856.1|mhcii|seq518	antigen179|Q5HEW2|BX571856.1|mhcii|seq519
antigen179|Q5HEW2|BX571856.1|mhcii|seq518	antigen179|Q5HEW2|BX571856.1|mhcii|seq520
antigen179|Q5HEW2|BX571856.1|mhcii|seq518	antigen179|Q5HEW2|BX571856.1|mhcii|seq521
antigen179|Q5HEW2|BX571856.1|mhcii|seq902	antigen179|Q5HEW2|BX571856.1|mhcii|seq902
antigen179|Q5HEW2|BX571856.1|mhcii|seq902	antigen179|Q5HEW2|BX571856.1|mhcii|seq918
antigen179|Q5HEW2|BX571856.1|mhcii|seq1126	antigen179|Q5HEW2|BX571856.1|mhcii|seq1126
antigen179|Q5HEW2|BX571856.1|mhcii|seq1126	antigen179|Q5HEW2|BX571856.1|mhcii|seq948
antigen179|Q5HEW2|BX571856.1|mhcii|seq39	antigen179|Q5HEW2|BX571856.1|mhcii|seq39
antigen179|Q5HEW2|BX571856.1|mhcii|seq71	antigen179|Q5HEW2|BX571856.1|mhcii|seq71
antigen179|Q5HEW2|BX571856.1|mhcii|seq583	antigen179|Q5HEW2|BX571856.1|mhcii|seq583
antigen179|Q5HEW2|BX571856.1|mhcii|seq583	antigen179|Q5HEW2|BX571856.1|mhcii|seq641
antigen179|Q5HEW2|BX571856.1|mhcii|seq583	antigen179|Q5HEW2|BX571856.1|mhcii|seq579
antigen179|Q5HEW2|BX571856.1|mhcii|seq583	antigen179|Q5HEW2|BX571856.1|mhcii|seq1058
antigen179|Q5HEW2|BX571856.1|mhcii|seq583	antigen179|Q5HEW2|BX571856.1|mhcii|seq580
antigen179|Q5HEW2|BX571856.1|mhcii|seq583	antigen179|Q5HEW2|BX571856.1|mhcii|seq1059
antigen179|Q5HEW2|BX571856.1|mhcii|seq583	antigen179|Q5HEW2|BX571856.1|mhcii|seq581
antigen179|Q5HEW2|BX571856.1|mhcii|seq583	antigen179|Q5HEW2|BX571856.1|mhcii|seq582
antigen179|Q5HEW2|BX571856.1|mhcii|seq583	antigen179|Q5HEW2|BX571856.1|mhcii|seq1133
antigen179|Q5HEW2|BX571856.1|mhcii|seq583	antigen179|Q5HEW2|BX571856.1|mhcii|seq955
antigen179|Q5HEW2|BX571856.1|mhcii|seq583	antigen179|Q5HEW2|BX571856.1|mhcii|seq1165
antigen179|Q5HEW2|BX571856.1|mhcii|seq583	antigen179|Q5HEW2|BX571856.1|mhcii|seq1134
antigen179|Q5HEW2|BX571856.1|mhcii|seq583	antigen179|Q5HEW2|BX571856.1|mhcii|seq639
antigen179|Q5HEW2|BX571856.1|mhcii|seq583	antigen179|Q5HEW2|BX571856.1|mhcii|seq640
antigen179|Q5HEW2|BX571856.1|mhcii|seq807	antigen179|Q5HEW2|BX571856.1|mhcii|seq807
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq1095
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq1090
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq1091
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq1060
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq1092
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq229
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq1061
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq1093
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq230
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq1062
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq1094
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq231
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq1063
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq232
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq392
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq1064
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq233
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq393
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq1065
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq394
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq426
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq395
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq427
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq1035
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq396
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq748
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq397
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq749
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq750
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq751
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq752
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq753
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq310
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq311
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq1015
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq24
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq312
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq1016
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq25
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq313
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq1017
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq26
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq314
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq1018
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq27
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq315
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq1019
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq156
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq1020
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq157
antigen179|Q5HEW2|BX571856.1|mhcii|seq1095	antigen179|Q5HEW2|BX571856.1|mhcii|seq158
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq8
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq34
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq478
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq5
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq475
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq31
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq6
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq476
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq32
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq7
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq33
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq477
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq136
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq983
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq9
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq35
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq479
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq137
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq984
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq10
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq36
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq480
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq138
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq985
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq11
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq481
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq37
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq139
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq12
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq482
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq38
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq814
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq815
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq668
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq669
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq670
antigen179|Q5HEW2|BX571856.1|mhcii|seq8	antigen179|Q5HEW2|BX571856.1|mhcii|seq671
antigen179|Q5HEW2|BX571856.1|mhcii|seq264	antigen179|Q5HEW2|BX571856.1|mhcii|seq264
antigen179|Q5HEW2|BX571856.1|mhcii|seq297	antigen179|Q5HEW2|BX571856.1|mhcii|seq297
antigen179|Q5HEW2|BX571856.1|mhcii|seq297	antigen179|Q5HEW2|BX571856.1|mhcii|seq883
antigen179|Q5HEW2|BX571856.1|mhcii|seq297	antigen179|Q5HEW2|BX571856.1|mhcii|seq298
antigen179|Q5HEW2|BX571856.1|mhcii|seq297	antigen179|Q5HEW2|BX571856.1|mhcii|seq884
antigen179|Q5HEW2|BX571856.1|mhcii|seq297	antigen179|Q5HEW2|BX571856.1|mhcii|seq299
antigen179|Q5HEW2|BX571856.1|mhcii|seq297	antigen179|Q5HEW2|BX571856.1|mhcii|seq885
antigen179|Q5HEW2|BX571856.1|mhcii|seq649	antigen179|Q5HEW2|BX571856.1|mhcii|seq649
antigen179|Q5HEW2|BX571856.1|mhcii|seq777	antigen179|Q5HEW2|BX571856.1|mhcii|seq777
antigen179|Q5HEW2|BX571856.1|mhcii|seq1161	antigen179|Q5HEW2|BX571856.1|mhcii|seq1161
antigen179|Q5HEW2|BX571856.1|mhcii|seq1161	antigen179|Q5HEW2|BX571856.1|mhcii|seq1158
antigen179|Q5HEW2|BX571856.1|mhcii|seq1161	antigen179|Q5HEW2|BX571856.1|mhcii|seq1159
antigen179|Q5HEW2|BX571856.1|mhcii|seq1161	antigen179|Q5HEW2|BX571856.1|mhcii|seq1160
antigen179|Q5HEW2|BX571856.1|mhcii|seq1161	antigen179|Q5HEW2|BX571856.1|mhcii|seq1162
antigen179|Q5HEW2|BX571856.1|mhcii|seq1161	antigen179|Q5HEW2|BX571856.1|mhcii|seq1163
antigen179|Q5HEW2|BX571856.1|mhcii|seq1161	antigen179|Q5HEW2|BX571856.1|mhcii|seq1164
antigen179|Q5HEW2|BX571856.1|mhcii|seq234	antigen179|Q5HEW2|BX571856.1|mhcii|seq234
antigen179|Q5HEW2|BX571856.1|mhcii|seq458	antigen179|Q5HEW2|BX571856.1|mhcii|seq458
antigen179|Q5HEW2|BX571856.1|mhcii|seq331	antigen179|Q5HEW2|BX571856.1|mhcii|seq331
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq715
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq93
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq801
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq802
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq803
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq804
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq805
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq797
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq798
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq799
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq800
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq712
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq90
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq713
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq91
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq714
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq92
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq716
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq94
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq269
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq717
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq95
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq1069
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq889
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq317
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq270
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq718
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq96
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq1070
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq890
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq318
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq271
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq719
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq97
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq272
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq273
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq274
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq627
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq623
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq624
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq625
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq626
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq628
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq629
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq630
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq631
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq632
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq1174
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq966
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq1175
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq967
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq1176
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq968
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq1177
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq969
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq1178
antigen179|Q5HEW2|BX571856.1|mhcii|seq715	antigen179|Q5HEW2|BX571856.1|mhcii|seq970
antigen179|Q5HEW2|BX571856.1|mhcii|seq811	antigen179|Q5HEW2|BX571856.1|mhcii|seq811
antigen179|Q5HEW2|BX571856.1|mhcii|seq811	antigen179|Q5HEW2|BX571856.1|mhcii|seq132
antigen179|Q5HEW2|BX571856.1|mhcii|seq811	antigen179|Q5HEW2|BX571856.1|mhcii|seq979
antigen179|Q5HEW2|BX571856.1|mhcii|seq811	antigen179|Q5HEW2|BX571856.1|mhcii|seq133
antigen179|Q5HEW2|BX571856.1|mhcii|seq811	antigen179|Q5HEW2|BX571856.1|mhcii|seq980
antigen179|Q5HEW2|BX571856.1|mhcii|seq811	antigen179|Q5HEW2|BX571856.1|mhcii|seq135
antigen179|Q5HEW2|BX571856.1|mhcii|seq811	antigen179|Q5HEW2|BX571856.1|mhcii|seq982
antigen179|Q5HEW2|BX571856.1|mhcii|seq811	antigen179|Q5HEW2|BX571856.1|mhcii|seq134
antigen179|Q5HEW2|BX571856.1|mhcii|seq811	antigen179|Q5HEW2|BX571856.1|mhcii|seq981
antigen179|Q5HEW2|BX571856.1|mhcii|seq811	antigen179|Q5HEW2|BX571856.1|mhcii|seq813
antigen179|Q5HEW2|BX571856.1|mhcii|seq811	antigen179|Q5HEW2|BX571856.1|mhcii|seq808
antigen179|Q5HEW2|BX571856.1|mhcii|seq811	antigen179|Q5HEW2|BX571856.1|mhcii|seq809
antigen179|Q5HEW2|BX571856.1|mhcii|seq811	antigen179|Q5HEW2|BX571856.1|mhcii|seq1129
antigen179|Q5HEW2|BX571856.1|mhcii|seq811	antigen179|Q5HEW2|BX571856.1|mhcii|seq951
antigen179|Q5HEW2|BX571856.1|mhcii|seq811	antigen179|Q5HEW2|BX571856.1|mhcii|seq1127
