antigen41|Q5HEC4|BA000018.3|mhcii|seq5894	antigen41|Q5HEC4|BA000018.3|mhcii|seq5894
antigen41|Q5HEC4|BA000018.3|mhcii|seq1505	antigen41|Q5HEC4|BA000018.3|mhcii|seq351
antigen41|Q5HEC4|BA000018.3|mhcii|seq1505	antigen41|Q5HEC4|BA000018.3|mhcii|seq4864
antigen41|Q5HEC4|BA000018.3|mhcii|seq1505	antigen41|Q5HEC4|BA000018.3|mhcii|seq353
antigen41|Q5HEC4|BA000018.3|mhcii|seq1505	antigen41|Q5HEC4|BA000018.3|mhcii|seq1504
antigen41|Q5HEC4|BA000018.3|mhcii|seq1505	antigen41|Q5HEC4|BA000018.3|mhcii|seq95
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq1665
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq6849
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq7714
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq7715
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq7716
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq7717
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq7718
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq7719
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq4078
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq4079
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq4080
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq4081
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq4082
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq4083
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq8629
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq1750
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq8630
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq1751
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq8631
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq1752
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq8632
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq1753
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq8633
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq1754
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq8634
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq1755
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq1660
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq6844
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq1661
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq6845
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq1662
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq6846
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq1663
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq6847
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq1664
antigen41|Q5HEC4|BA000018.3|mhcii|seq1665	antigen41|Q5HEC4|BA000018.3|mhcii|seq6848
antigen41|Q5HEC4|BA000018.3|mhcii|seq1921	antigen41|Q5HEC4|BA000018.3|mhcii|seq1921
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq2145
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq4196
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq5093
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq5094
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq5095
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq5096
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq8104
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq9416
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq5097
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq8105
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq9417
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq8106
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq9418
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq3307
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq8107
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq9419
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq3308
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq8108
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq9420
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq3309
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq8109
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq9421
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq3310
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq6766
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq3311
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq6767
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq3312
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq6768
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq9719
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq9720
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq7129
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq1242
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq7130
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq1243
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq1915
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq7131
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq1244
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq1916
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq2140
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq7132
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq1245
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq1917
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq2141
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq7133
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq1918
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq2142
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq7134
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq1919
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq2143
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq1920
antigen41|Q5HEC4|BA000018.3|mhcii|seq2145	antigen41|Q5HEC4|BA000018.3|mhcii|seq2144
antigen41|Q5HEC4|BA000018.3|mhcii|seq2241	antigen41|Q5HEC4|BA000018.3|mhcii|seq2241
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq2465
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq4417
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq4418
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq7234
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq4419
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq7235
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq4420
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq7236
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq4421
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq7237
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq7238
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq9158
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq4359
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq7239
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq9159
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq4360
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq4361
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq8329
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq8330
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq8554
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq8331
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq8555
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq8044
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq8332
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq8556
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq8045
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq8333
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq8557
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq8046
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq8334
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq8558
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq8047
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq8559
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq2192
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq8048
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq2193
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq8049
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq2194
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq2195
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq790
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq791
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq792
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq793
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq794
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq3162
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq795
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq2460
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq2461
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq2462
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq2463
antigen41|Q5HEC4|BA000018.3|mhcii|seq2465	antigen41|Q5HEC4|BA000018.3|mhcii|seq2464
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq2625
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq2626
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq2627
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq8675
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq8299
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq3606
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq2628
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq8676
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq8300
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq3607
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq2629
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq8677
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq8301
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq3608
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq8678
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq8302
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq3609
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq8679
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq8303
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq3610
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq4008
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq5610
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq2859
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq5611
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq2860
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq5612
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq2861
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq5613
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq2862
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq5614
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq2863
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq5615
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq2864
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq2865
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq6996
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq6997
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq5430
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq6998
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq5431
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq6999
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq7575
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq3631
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq215
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq5432
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq7576
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq3632
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq216
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq5433
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq7577
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq3633
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq217
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq5434
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq7578
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq3634
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq218
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq3611
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq8304
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq5435
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq7579
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq3635
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq219
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq3612
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq5436
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq2622
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq2623
antigen41|Q5HEC4|BA000018.3|mhcii|seq2625	antigen41|Q5HEC4|BA000018.3|mhcii|seq2624
antigen41|Q5HEC4|BA000018.3|mhcii|seq2913	antigen41|Q5HEC4|BA000018.3|mhcii|seq2913
antigen41|Q5HEC4|BA000018.3|mhcii|seq2913	antigen41|Q5HEC4|BA000018.3|mhcii|seq182
antigen41|Q5HEC4|BA000018.3|mhcii|seq2913	antigen41|Q5HEC4|BA000018.3|mhcii|seq2914
antigen41|Q5HEC4|BA000018.3|mhcii|seq2913	antigen41|Q5HEC4|BA000018.3|mhcii|seq183
antigen41|Q5HEC4|BA000018.3|mhcii|seq3105	antigen41|Q5HEC4|BA000018.3|mhcii|seq3105
antigen41|Q5HEC4|BA000018.3|mhcii|seq3105	antigen41|Q5HEC4|BA000018.3|mhcii|seq2658
antigen41|Q5HEC4|BA000018.3|mhcii|seq3105	antigen41|Q5HEC4|BA000018.3|mhcii|seq2657
antigen41|Q5HEC4|BA000018.3|mhcii|seq3105	antigen41|Q5HEC4|BA000018.3|mhcii|seq2659
antigen41|Q5HEC4|BA000018.3|mhcii|seq3105	antigen41|Q5HEC4|BA000018.3|mhcii|seq2660
antigen41|Q5HEC4|BA000018.3|mhcii|seq3105	antigen41|Q5HEC4|BA000018.3|mhcii|seq2661
antigen41|Q5HEC4|BA000018.3|mhcii|seq3105	antigen41|Q5HEC4|BA000018.3|mhcii|seq3106
antigen41|Q5HEC4|BA000018.3|mhcii|seq3105	antigen41|Q5HEC4|BA000018.3|mhcii|seq3107
antigen41|Q5HEC4|BA000018.3|mhcii|seq3105	antigen41|Q5HEC4|BA000018.3|mhcii|seq8050
antigen41|Q5HEC4|BA000018.3|mhcii|seq3105	antigen41|Q5HEC4|BA000018.3|mhcii|seq8636
antigen41|Q5HEC4|BA000018.3|mhcii|seq3105	antigen41|Q5HEC4|BA000018.3|mhcii|seq8051
antigen41|Q5HEC4|BA000018.3|mhcii|seq3105	antigen41|Q5HEC4|BA000018.3|mhcii|seq8637
antigen41|Q5HEC4|BA000018.3|mhcii|seq3105	antigen41|Q5HEC4|BA000018.3|mhcii|seq8635
antigen41|Q5HEC4|BA000018.3|mhcii|seq3105	antigen41|Q5HEC4|BA000018.3|mhcii|seq3103
antigen41|Q5HEC4|BA000018.3|mhcii|seq3105	antigen41|Q5HEC4|BA000018.3|mhcii|seq8639
antigen41|Q5HEC4|BA000018.3|mhcii|seq3105	antigen41|Q5HEC4|BA000018.3|mhcii|seq8772
antigen41|Q5HEC4|BA000018.3|mhcii|seq3105	antigen41|Q5HEC4|BA000018.3|mhcii|seq8053
