antigen188|Q5HGH0|BX571856.1|mhcii|seq1126	antigen188|Q5HGH0|BX571856.1|mhcii|seq1126
antigen188|Q5HGH0|BX571856.1|mhcii|seq1483	antigen188|Q5HGH0|BX571856.1|mhcii|seq1483
antigen188|Q5HGH0|BX571856.1|mhcii|seq1483	antigen188|Q5HGH0|BX571856.1|mhcii|seq1915
antigen188|Q5HGH0|BX571856.1|mhcii|seq1483	antigen188|Q5HGH0|BX571856.1|mhcii|seq2986
antigen188|Q5HGH0|BX571856.1|mhcii|seq1483	antigen188|Q5HGH0|BX571856.1|mhcii|seq1914
antigen188|Q5HGH0|BX571856.1|mhcii|seq1483	antigen188|Q5HGH0|BX571856.1|mhcii|seq1916
antigen188|Q5HGH0|BX571856.1|mhcii|seq1483	antigen188|Q5HGH0|BX571856.1|mhcii|seq2987
antigen188|Q5HGH0|BX571856.1|mhcii|seq1483	antigen188|Q5HGH0|BX571856.1|mhcii|seq1918
antigen188|Q5HGH0|BX571856.1|mhcii|seq1483	antigen188|Q5HGH0|BX571856.1|mhcii|seq2989
antigen188|Q5HGH0|BX571856.1|mhcii|seq1900	antigen188|Q5HGH0|BX571856.1|mhcii|seq1900
antigen188|Q5HGH0|BX571856.1|mhcii|seq1900	antigen188|Q5HGH0|BX571856.1|mhcii|seq93
antigen188|Q5HGH0|BX571856.1|mhcii|seq1900	antigen188|Q5HGH0|BX571856.1|mhcii|seq1128
antigen188|Q5HGH0|BX571856.1|mhcii|seq1900	antigen188|Q5HGH0|BX571856.1|mhcii|seq1899
antigen188|Q5HGH0|BX571856.1|mhcii|seq1900	antigen188|Q5HGH0|BX571856.1|mhcii|seq1455
antigen188|Q5HGH0|BX571856.1|mhcii|seq1900	antigen188|Q5HGH0|BX571856.1|mhcii|seq1453
antigen188|Q5HGH0|BX571856.1|mhcii|seq1900	antigen188|Q5HGH0|BX571856.1|mhcii|seq1454
antigen188|Q5HGH0|BX571856.1|mhcii|seq1900	antigen188|Q5HGH0|BX571856.1|mhcii|seq1456
antigen188|Q5HGH0|BX571856.1|mhcii|seq1900	antigen188|Q5HGH0|BX571856.1|mhcii|seq1457
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2220
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq969
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq966
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq967
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq968
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2221
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2222
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2223
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2039
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq3319
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2040
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq3320
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2041
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq3321
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2042
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq3322
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2043
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq3323
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq3324
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2218
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2219
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2037
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2038
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq3317
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2326
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq3318
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2329
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2327
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2328
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2330
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2331
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2332
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1563
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1560
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1561
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1562
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1564
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1565
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1566
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1963
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1960
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1961
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1962
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1964
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1965
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1966
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1967
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq818
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq815
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq816
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq817
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq819
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq820
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq821
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2009
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2006
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2007
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2008
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2010
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2011
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq2012
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1339
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1336
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1337
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1338
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1340
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1341
antigen188|Q5HGH0|BX571856.1|mhcii|seq2220	antigen188|Q5HGH0|BX571856.1|mhcii|seq1342
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2284
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq609
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2563
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2561
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq610
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2562
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2950
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2951
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2952
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2953
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq3178
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq655
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq656
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq3344
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq657
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2897
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq3345
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq658
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2898
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq659
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2899
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq660
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2900
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2901
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2902
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2137
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2777
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2138
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2778
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2139
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2779
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq1628
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2780
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq1629
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2781
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq1630
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2558
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2782
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq1631
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2559
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq1632
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2560
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq6
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq426
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq20
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq7
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq427
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq21
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq8
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq428
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq22
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2280
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq9
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq429
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq23
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2281
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq10
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq430
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq24
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2282
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2283
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq12
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq432
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq26
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2285
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2286
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2287
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2288
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq246
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq247
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq248
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq249
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq250
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq251
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq252
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq604
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq253
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq605
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq606
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq607
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq608
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq11
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq431
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq25
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq602
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2895
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq4
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq424
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq18
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq5
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq425
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq19
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2278
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2279
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq600
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2893
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq601
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2894
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq603
antigen188|Q5HGH0|BX571856.1|mhcii|seq2284	antigen188|Q5HGH0|BX571856.1|mhcii|seq2896
antigen188|Q5HGH0|BX571856.1|mhcii|seq2444	antigen188|Q5HGH0|BX571856.1|mhcii|seq2444
antigen188|Q5HGH0|BX571856.1|mhcii|seq2476	antigen188|Q5HGH0|BX571856.1|mhcii|seq2476
antigen188|Q5HGH0|BX571856.1|mhcii|seq2476	antigen188|Q5HGH0|BX571856.1|mhcii|seq154
antigen188|Q5HGH0|BX571856.1|mhcii|seq2476	antigen188|Q5HGH0|BX571856.1|mhcii|seq2475
antigen188|Q5HGH0|BX571856.1|mhcii|seq2476	antigen188|Q5HGH0|BX571856.1|mhcii|seq2477
antigen188|Q5HGH0|BX571856.1|mhcii|seq2476	antigen188|Q5HGH0|BX571856.1|mhcii|seq155
antigen188|Q5HGH0|BX571856.1|mhcii|seq2828	antigen188|Q5HGH0|BX571856.1|mhcii|seq2828
antigen188|Q5HGH0|BX571856.1|mhcii|seq2924	antigen188|Q5HGH0|BX571856.1|mhcii|seq2924
antigen188|Q5HGH0|BX571856.1|mhcii|seq525	antigen188|Q5HGH0|BX571856.1|mhcii|seq525
antigen188|Q5HGH0|BX571856.1|mhcii|seq525	antigen188|Q5HGH0|BX571856.1|mhcii|seq1217
antigen188|Q5HGH0|BX571856.1|mhcii|seq525	antigen188|Q5HGH0|BX571856.1|mhcii|seq1218
antigen188|Q5HGH0|BX571856.1|mhcii|seq525	antigen188|Q5HGH0|BX571856.1|mhcii|seq1219
antigen188|Q5HGH0|BX571856.1|mhcii|seq525	antigen188|Q5HGH0|BX571856.1|mhcii|seq741
antigen188|Q5HGH0|BX571856.1|mhcii|seq525	antigen188|Q5HGH0|BX571856.1|mhcii|seq742
antigen188|Q5HGH0|BX571856.1|mhcii|seq525	antigen188|Q5HGH0|BX571856.1|mhcii|seq902
antigen188|Q5HGH0|BX571856.1|mhcii|seq525	antigen188|Q5HGH0|BX571856.1|mhcii|seq743
antigen188|Q5HGH0|BX571856.1|mhcii|seq525	antigen188|Q5HGH0|BX571856.1|mhcii|seq522
antigen188|Q5HGH0|BX571856.1|mhcii|seq525	antigen188|Q5HGH0|BX571856.1|mhcii|seq523
antigen188|Q5HGH0|BX571856.1|mhcii|seq525	antigen188|Q5HGH0|BX571856.1|mhcii|seq524
antigen188|Q5HGH0|BX571856.1|mhcii|seq525	antigen188|Q5HGH0|BX571856.1|mhcii|seq526
antigen188|Q5HGH0|BX571856.1|mhcii|seq525	antigen188|Q5HGH0|BX571856.1|mhcii|seq527
antigen188|Q5HGH0|BX571856.1|mhcii|seq525	antigen188|Q5HGH0|BX571856.1|mhcii|seq799
antigen188|Q5HGH0|BX571856.1|mhcii|seq525	antigen188|Q5HGH0|BX571856.1|mhcii|seq800
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq685
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq1281
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq3425
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq1282
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq3426
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq1283
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq3427
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq1284
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq3364
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq3033
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq3428
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq3365
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq3034
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq3429
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq3366
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq3035
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq3367
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq3036
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq682
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq683
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq1547
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq684
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq1548
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq1549
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq686
antigen188|Q5HGH0|BX571856.1|mhcii|seq685	antigen188|Q5HGH0|BX571856.1|mhcii|seq1550
