antigen90|A5IRH5|BX571856.1|mhcii|seq225	antigen90|A5IRH5|BX571856.1|mhcii|seq225
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq2348
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq2349
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq2350
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq2351
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq2352
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq2895
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq2896
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq2897
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq1266
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq2450
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq1267
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq2451
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq1268
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq2454
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq2452
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq2453
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq2455
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq2456
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq1271
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq1270
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq1272
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq1273
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq1883
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq1884
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq1885
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq1886
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq1887
antigen90|A5IRH5|BX571856.1|mhcii|seq1269	antigen90|A5IRH5|BX571856.1|mhcii|seq1888
antigen90|A5IRH5|BX571856.1|mhcii|seq1717	antigen90|A5IRH5|BX571856.1|mhcii|seq1717
antigen90|A5IRH5|BX571856.1|mhcii|seq1717	antigen90|A5IRH5|BX571856.1|mhcii|seq796
antigen90|A5IRH5|BX571856.1|mhcii|seq1717	antigen90|A5IRH5|BX571856.1|mhcii|seq1610
antigen90|A5IRH5|BX571856.1|mhcii|seq1717	antigen90|A5IRH5|BX571856.1|mhcii|seq1715
antigen90|A5IRH5|BX571856.1|mhcii|seq1717	antigen90|A5IRH5|BX571856.1|mhcii|seq1716
antigen90|A5IRH5|BX571856.1|mhcii|seq1717	antigen90|A5IRH5|BX571856.1|mhcii|seq794
antigen90|A5IRH5|BX571856.1|mhcii|seq1717	antigen90|A5IRH5|BX571856.1|mhcii|seq795
antigen90|A5IRH5|BX571856.1|mhcii|seq2133	antigen90|A5IRH5|BX571856.1|mhcii|seq2133
antigen90|A5IRH5|BX571856.1|mhcii|seq2133	antigen90|A5IRH5|BX571856.1|mhcii|seq3060
antigen90|A5IRH5|BX571856.1|mhcii|seq2133	antigen90|A5IRH5|BX571856.1|mhcii|seq2134
antigen90|A5IRH5|BX571856.1|mhcii|seq2133	antigen90|A5IRH5|BX571856.1|mhcii|seq2135
antigen90|A5IRH5|BX571856.1|mhcii|seq2389	antigen90|A5IRH5|BX571856.1|mhcii|seq2389
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq2421
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq2807
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq2055
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq2053
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq2054
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq2056
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq2057
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq2058
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq2729
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq1290
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq2730
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq1291
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq2731
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq1292
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq2732
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq2419
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq2805
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq2420
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq2806
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq2422
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq2808
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq2423
antigen90|A5IRH5|BX571856.1|mhcii|seq2421	antigen90|A5IRH5|BX571856.1|mhcii|seq2809
antigen90|A5IRH5|BX571856.1|mhcii|seq150	antigen90|A5IRH5|BX571856.1|mhcii|seq150
antigen90|A5IRH5|BX571856.1|mhcii|seq150	antigen90|A5IRH5|BX571856.1|mhcii|seq151
antigen90|A5IRH5|BX571856.1|mhcii|seq406	antigen90|A5IRH5|BX571856.1|mhcii|seq406
antigen90|A5IRH5|BX571856.1|mhcii|seq406	antigen90|A5IRH5|BX571856.1|mhcii|seq405
antigen90|A5IRH5|BX571856.1|mhcii|seq406	antigen90|A5IRH5|BX571856.1|mhcii|seq407
antigen90|A5IRH5|BX571856.1|mhcii|seq406	antigen90|A5IRH5|BX571856.1|mhcii|seq933
antigen90|A5IRH5|BX571856.1|mhcii|seq406	antigen90|A5IRH5|BX571856.1|mhcii|seq930
antigen90|A5IRH5|BX571856.1|mhcii|seq406	antigen90|A5IRH5|BX571856.1|mhcii|seq931
antigen90|A5IRH5|BX571856.1|mhcii|seq406	antigen90|A5IRH5|BX571856.1|mhcii|seq932
antigen90|A5IRH5|BX571856.1|mhcii|seq406	antigen90|A5IRH5|BX571856.1|mhcii|seq1201
antigen90|A5IRH5|BX571856.1|mhcii|seq406	antigen90|A5IRH5|BX571856.1|mhcii|seq1202
antigen90|A5IRH5|BX571856.1|mhcii|seq406	antigen90|A5IRH5|BX571856.1|mhcii|seq1203
antigen90|A5IRH5|BX571856.1|mhcii|seq406	antigen90|A5IRH5|BX571856.1|mhcii|seq1204
antigen90|A5IRH5|BX571856.1|mhcii|seq406	antigen90|A5IRH5|BX571856.1|mhcii|seq408
antigen90|A5IRH5|BX571856.1|mhcii|seq406	antigen90|A5IRH5|BX571856.1|mhcii|seq409
antigen90|A5IRH5|BX571856.1|mhcii|seq406	antigen90|A5IRH5|BX571856.1|mhcii|seq2516
antigen90|A5IRH5|BX571856.1|mhcii|seq470	antigen90|A5IRH5|BX571856.1|mhcii|seq470
antigen90|A5IRH5|BX571856.1|mhcii|seq470	antigen90|A5IRH5|BX571856.1|mhcii|seq3171
antigen90|A5IRH5|BX571856.1|mhcii|seq470	antigen90|A5IRH5|BX571856.1|mhcii|seq3172
antigen90|A5IRH5|BX571856.1|mhcii|seq470	antigen90|A5IRH5|BX571856.1|mhcii|seq3173
antigen90|A5IRH5|BX571856.1|mhcii|seq470	antigen90|A5IRH5|BX571856.1|mhcii|seq1768
antigen90|A5IRH5|BX571856.1|mhcii|seq470	antigen90|A5IRH5|BX571856.1|mhcii|seq1970
antigen90|A5IRH5|BX571856.1|mhcii|seq470	antigen90|A5IRH5|BX571856.1|mhcii|seq467
antigen90|A5IRH5|BX571856.1|mhcii|seq470	antigen90|A5IRH5|BX571856.1|mhcii|seq1971
antigen90|A5IRH5|BX571856.1|mhcii|seq470	antigen90|A5IRH5|BX571856.1|mhcii|seq468
antigen90|A5IRH5|BX571856.1|mhcii|seq470	antigen90|A5IRH5|BX571856.1|mhcii|seq469
antigen90|A5IRH5|BX571856.1|mhcii|seq470	antigen90|A5IRH5|BX571856.1|mhcii|seq471
antigen90|A5IRH5|BX571856.1|mhcii|seq470	antigen90|A5IRH5|BX571856.1|mhcii|seq472
antigen90|A5IRH5|BX571856.1|mhcii|seq1142	antigen90|A5IRH5|BX571856.1|mhcii|seq1142
antigen90|A5IRH5|BX571856.1|mhcii|seq1366	antigen90|A5IRH5|BX571856.1|mhcii|seq1366
antigen90|A5IRH5|BX571856.1|mhcii|seq1366	antigen90|A5IRH5|BX571856.1|mhcii|seq1365
antigen90|A5IRH5|BX571856.1|mhcii|seq1366	antigen90|A5IRH5|BX571856.1|mhcii|seq1367
antigen90|A5IRH5|BX571856.1|mhcii|seq1366	antigen90|A5IRH5|BX571856.1|mhcii|seq2977
antigen90|A5IRH5|BX571856.1|mhcii|seq1366	antigen90|A5IRH5|BX571856.1|mhcii|seq2276
antigen90|A5IRH5|BX571856.1|mhcii|seq1366	antigen90|A5IRH5|BX571856.1|mhcii|seq1783
antigen90|A5IRH5|BX571856.1|mhcii|seq1366	antigen90|A5IRH5|BX571856.1|mhcii|seq3130
antigen90|A5IRH5|BX571856.1|mhcii|seq1366	antigen90|A5IRH5|BX571856.1|mhcii|seq3131
antigen90|A5IRH5|BX571856.1|mhcii|seq1366	antigen90|A5IRH5|BX571856.1|mhcii|seq2111
antigen90|A5IRH5|BX571856.1|mhcii|seq1366	antigen90|A5IRH5|BX571856.1|mhcii|seq2272
antigen90|A5IRH5|BX571856.1|mhcii|seq1366	antigen90|A5IRH5|BX571856.1|mhcii|seq2273
antigen90|A5IRH5|BX571856.1|mhcii|seq1366	antigen90|A5IRH5|BX571856.1|mhcii|seq2274
antigen90|A5IRH5|BX571856.1|mhcii|seq1366	antigen90|A5IRH5|BX571856.1|mhcii|seq2275
antigen90|A5IRH5|BX571856.1|mhcii|seq1366	antigen90|A5IRH5|BX571856.1|mhcii|seq2269
antigen90|A5IRH5|BX571856.1|mhcii|seq1366	antigen90|A5IRH5|BX571856.1|mhcii|seq2270
antigen90|A5IRH5|BX571856.1|mhcii|seq1366	antigen90|A5IRH5|BX571856.1|mhcii|seq2271
antigen90|A5IRH5|BX571856.1|mhcii|seq1462	antigen90|A5IRH5|BX571856.1|mhcii|seq1462
antigen90|A5IRH5|BX571856.1|mhcii|seq1462	antigen90|A5IRH5|BX571856.1|mhcii|seq1460
antigen90|A5IRH5|BX571856.1|mhcii|seq1462	antigen90|A5IRH5|BX571856.1|mhcii|seq1461
antigen90|A5IRH5|BX571856.1|mhcii|seq1494	antigen90|A5IRH5|BX571856.1|mhcii|seq1494
antigen90|A5IRH5|BX571856.1|mhcii|seq1494	antigen90|A5IRH5|BX571856.1|mhcii|seq17
antigen90|A5IRH5|BX571856.1|mhcii|seq1494	antigen90|A5IRH5|BX571856.1|mhcii|seq1495
antigen90|A5IRH5|BX571856.1|mhcii|seq1494	antigen90|A5IRH5|BX571856.1|mhcii|seq18
antigen90|A5IRH5|BX571856.1|mhcii|seq1494	antigen90|A5IRH5|BX571856.1|mhcii|seq1496
antigen90|A5IRH5|BX571856.1|mhcii|seq1494	antigen90|A5IRH5|BX571856.1|mhcii|seq19
antigen90|A5IRH5|BX571856.1|mhcii|seq2390	antigen90|A5IRH5|BX571856.1|mhcii|seq2390
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq2550
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq1569
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq2551
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq2183
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq34
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq2194
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq2195
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq2548
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq2197
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq2637
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq2638
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq2639
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq2466
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq76
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq2196
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq2198
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq1597
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq1598
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq1599
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq2549
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq1143
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq2391
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq1144
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq2393
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq2392
antigen90|A5IRH5|BX571856.1|mhcii|seq2550	antigen90|A5IRH5|BX571856.1|mhcii|seq1568
antigen90|A5IRH5|BX571856.1|mhcii|seq2103	antigen90|A5IRH5|BX571856.1|mhcii|seq2103
antigen90|A5IRH5|BX571856.1|mhcii|seq2359	antigen90|A5IRH5|BX571856.1|mhcii|seq2359
antigen90|A5IRH5|BX571856.1|mhcii|seq120	antigen90|A5IRH5|BX571856.1|mhcii|seq120
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq216
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq1844
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq2586
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq215
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq1825
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq737
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq1826
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq1827
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq1828
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq1331
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq1843
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq2585
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq212
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq213
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq214
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq1822
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq1823
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq736
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq1824
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq1999
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq513
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq739
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq740
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq741
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq742
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq617
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq618
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq619
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq620
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq1996
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq621
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq1997
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq622
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq1998
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq2000
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq2001
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq1333
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq1334
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq1335
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq1336
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq217
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq1337
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq218
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq603
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq604
antigen90|A5IRH5|BX571856.1|mhcii|seq216	antigen90|A5IRH5|BX571856.1|mhcii|seq512
antigen90|A5IRH5|BX571856.1|mhcii|seq1912	antigen90|A5IRH5|BX571856.1|mhcii|seq1912
antigen90|A5IRH5|BX571856.1|mhcii|seq1912	antigen90|A5IRH5|BX571856.1|mhcii|seq1911
antigen90|A5IRH5|BX571856.1|mhcii|seq1912	antigen90|A5IRH5|BX571856.1|mhcii|seq1282
antigen90|A5IRH5|BX571856.1|mhcii|seq1912	antigen90|A5IRH5|BX571856.1|mhcii|seq1281
antigen90|A5IRH5|BX571856.1|mhcii|seq1912	antigen90|A5IRH5|BX571856.1|mhcii|seq1280
antigen90|A5IRH5|BX571856.1|mhcii|seq1912	antigen90|A5IRH5|BX571856.1|mhcii|seq2509
antigen90|A5IRH5|BX571856.1|mhcii|seq1912	antigen90|A5IRH5|BX571856.1|mhcii|seq1910
antigen90|A5IRH5|BX571856.1|mhcii|seq1912	antigen90|A5IRH5|BX571856.1|mhcii|seq1214
antigen90|A5IRH5|BX571856.1|mhcii|seq1912	antigen90|A5IRH5|BX571856.1|mhcii|seq2510
antigen90|A5IRH5|BX571856.1|mhcii|seq2744	antigen90|A5IRH5|BX571856.1|mhcii|seq2744
antigen90|A5IRH5|BX571856.1|mhcii|seq3256	antigen90|A5IRH5|BX571856.1|mhcii|seq3256
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq3320
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq2884
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq3319
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq2883
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq259
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq258
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq1155
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq260
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq1156
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq1157
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq1158
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq3317
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq2881
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq3318
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq2882
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq256
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq3303
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq3301
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq3302
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq3182
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq3183
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq3307
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq3304
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq3305
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq3306
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq2987
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq109
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq2988
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq110
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq3308
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq2989
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq111
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq3309
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq2990
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq112
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq3184
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq3185
antigen90|A5IRH5|BX571856.1|mhcii|seq3320	antigen90|A5IRH5|BX571856.1|mhcii|seq3186
