antigen169|Q7A0H5|CP002114.3|mhcii|seq289	antigen169|Q7A0H5|CP002114.3|mhcii|seq289
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq609
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq1729
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq1730
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq2065
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq2066
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq2067
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq501
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq2069
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq502
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq2070
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq503
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq2071
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq504
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq1624
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq505
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq1625
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq1626
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq1786
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq2021
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq1627
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq1787
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq2022
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq604
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq1628
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq1788
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq2023
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq605
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq1789
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq2024
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq606
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq1790
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq2025
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq607
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq1727
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq608
antigen169|Q7A0H5|CP002114.3|mhcii|seq2068	antigen169|Q7A0H5|CP002114.3|mhcii|seq1728
antigen169|Q7A0H5|CP002114.3|mhcii|seq789	antigen169|Q7A0H5|CP002114.3|mhcii|seq789
antigen169|Q7A0H5|CP002114.3|mhcii|seq789	antigen169|Q7A0H5|CP002114.3|mhcii|seq786
antigen169|Q7A0H5|CP002114.3|mhcii|seq789	antigen169|Q7A0H5|CP002114.3|mhcii|seq787
antigen169|Q7A0H5|CP002114.3|mhcii|seq789	antigen169|Q7A0H5|CP002114.3|mhcii|seq788
antigen169|Q7A0H5|CP002114.3|mhcii|seq789	antigen169|Q7A0H5|CP002114.3|mhcii|seq993
antigen169|Q7A0H5|CP002114.3|mhcii|seq789	antigen169|Q7A0H5|CP002114.3|mhcii|seq1145
antigen169|Q7A0H5|CP002114.3|mhcii|seq789	antigen169|Q7A0H5|CP002114.3|mhcii|seq965
antigen169|Q7A0H5|CP002114.3|mhcii|seq789	antigen169|Q7A0H5|CP002114.3|mhcii|seq966
antigen169|Q7A0H5|CP002114.3|mhcii|seq789	antigen169|Q7A0H5|CP002114.3|mhcii|seq1142
antigen169|Q7A0H5|CP002114.3|mhcii|seq789	antigen169|Q7A0H5|CP002114.3|mhcii|seq1143
antigen169|Q7A0H5|CP002114.3|mhcii|seq789	antigen169|Q7A0H5|CP002114.3|mhcii|seq280
antigen169|Q7A0H5|CP002114.3|mhcii|seq789	antigen169|Q7A0H5|CP002114.3|mhcii|seq1144
antigen169|Q7A0H5|CP002114.3|mhcii|seq789	antigen169|Q7A0H5|CP002114.3|mhcii|seq281
antigen169|Q7A0H5|CP002114.3|mhcii|seq789	antigen169|Q7A0H5|CP002114.3|mhcii|seq282
antigen169|Q7A0H5|CP002114.3|mhcii|seq789	antigen169|Q7A0H5|CP002114.3|mhcii|seq1852
antigen169|Q7A0H5|CP002114.3|mhcii|seq821	antigen169|Q7A0H5|CP002114.3|mhcii|seq821
antigen169|Q7A0H5|CP002114.3|mhcii|seq821	antigen169|Q7A0H5|CP002114.3|mhcii|seq879
antigen169|Q7A0H5|CP002114.3|mhcii|seq821	antigen169|Q7A0H5|CP002114.3|mhcii|seq58
antigen169|Q7A0H5|CP002114.3|mhcii|seq821	antigen169|Q7A0H5|CP002114.3|mhcii|seq774
antigen169|Q7A0H5|CP002114.3|mhcii|seq821	antigen169|Q7A0H5|CP002114.3|mhcii|seq1702
antigen169|Q7A0H5|CP002114.3|mhcii|seq821	antigen169|Q7A0H5|CP002114.3|mhcii|seq1703
antigen169|Q7A0H5|CP002114.3|mhcii|seq821	antigen169|Q7A0H5|CP002114.3|mhcii|seq458
antigen169|Q7A0H5|CP002114.3|mhcii|seq821	antigen169|Q7A0H5|CP002114.3|mhcii|seq41
antigen169|Q7A0H5|CP002114.3|mhcii|seq821	antigen169|Q7A0H5|CP002114.3|mhcii|seq875
antigen169|Q7A0H5|CP002114.3|mhcii|seq821	antigen169|Q7A0H5|CP002114.3|mhcii|seq54
antigen169|Q7A0H5|CP002114.3|mhcii|seq821	antigen169|Q7A0H5|CP002114.3|mhcii|seq876
antigen169|Q7A0H5|CP002114.3|mhcii|seq821	antigen169|Q7A0H5|CP002114.3|mhcii|seq55
antigen169|Q7A0H5|CP002114.3|mhcii|seq821	antigen169|Q7A0H5|CP002114.3|mhcii|seq877
antigen169|Q7A0H5|CP002114.3|mhcii|seq821	antigen169|Q7A0H5|CP002114.3|mhcii|seq56
antigen169|Q7A0H5|CP002114.3|mhcii|seq821	antigen169|Q7A0H5|CP002114.3|mhcii|seq878
antigen169|Q7A0H5|CP002114.3|mhcii|seq821	antigen169|Q7A0H5|CP002114.3|mhcii|seq57
antigen169|Q7A0H5|CP002114.3|mhcii|seq821	antigen169|Q7A0H5|CP002114.3|mhcii|seq822
antigen169|Q7A0H5|CP002114.3|mhcii|seq821	antigen169|Q7A0H5|CP002114.3|mhcii|seq823
antigen169|Q7A0H5|CP002114.3|mhcii|seq821	antigen169|Q7A0H5|CP002114.3|mhcii|seq824
antigen169|Q7A0H5|CP002114.3|mhcii|seq1621	antigen169|Q7A0H5|CP002114.3|mhcii|seq1621
antigen169|Q7A0H5|CP002114.3|mhcii|seq1621	antigen169|Q7A0H5|CP002114.3|mhcii|seq497
antigen169|Q7A0H5|CP002114.3|mhcii|seq1621	antigen169|Q7A0H5|CP002114.3|mhcii|seq496
antigen169|Q7A0H5|CP002114.3|mhcii|seq1621	antigen169|Q7A0H5|CP002114.3|mhcii|seq498
antigen169|Q7A0H5|CP002114.3|mhcii|seq1621	antigen169|Q7A0H5|CP002114.3|mhcii|seq1620
antigen169|Q7A0H5|CP002114.3|mhcii|seq1621	antigen169|Q7A0H5|CP002114.3|mhcii|seq1623
antigen169|Q7A0H5|CP002114.3|mhcii|seq1621	antigen169|Q7A0H5|CP002114.3|mhcii|seq1622
antigen169|Q7A0H5|CP002114.3|mhcii|seq1621	antigen169|Q7A0H5|CP002114.3|mhcii|seq601
antigen169|Q7A0H5|CP002114.3|mhcii|seq1621	antigen169|Q7A0H5|CP002114.3|mhcii|seq602
antigen169|Q7A0H5|CP002114.3|mhcii|seq1621	antigen169|Q7A0H5|CP002114.3|mhcii|seq603
antigen169|Q7A0H5|CP002114.3|mhcii|seq1973	antigen169|Q7A0H5|CP002114.3|mhcii|seq1973
antigen169|Q7A0H5|CP002114.3|mhcii|seq374	antigen169|Q7A0H5|CP002114.3|mhcii|seq374
antigen169|Q7A0H5|CP002114.3|mhcii|seq1814	antigen169|Q7A0H5|CP002114.3|mhcii|seq1814
antigen169|Q7A0H5|CP002114.3|mhcii|seq631	antigen169|Q7A0H5|CP002114.3|mhcii|seq631
antigen169|Q7A0H5|CP002114.3|mhcii|seq1303	antigen169|Q7A0H5|CP002114.3|mhcii|seq1303
antigen169|Q7A0H5|CP002114.3|mhcii|seq1303	antigen169|Q7A0H5|CP002114.3|mhcii|seq1876
antigen169|Q7A0H5|CP002114.3|mhcii|seq1303	antigen169|Q7A0H5|CP002114.3|mhcii|seq1302
antigen169|Q7A0H5|CP002114.3|mhcii|seq1303	antigen169|Q7A0H5|CP002114.3|mhcii|seq1875
antigen169|Q7A0H5|CP002114.3|mhcii|seq1303	antigen169|Q7A0H5|CP002114.3|mhcii|seq1913
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1655
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1249
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq99
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1409
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1473
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq322
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1250
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq100
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1474
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq323
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1475
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq324
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq325
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq326
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq327
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1652
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1653
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1654
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1431
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1432
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1656
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1433
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1657
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1658
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1404
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1405
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1406
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1407
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1408
antigen169|Q7A0H5|CP002114.3|mhcii|seq1655	antigen169|Q7A0H5|CP002114.3|mhcii|seq1472
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq408
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq405
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq406
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq407
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq411
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq1890
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq1889
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq1891
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq1372
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq435
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq434
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq436
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq437
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq2040
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq521
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq522
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq2037
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq438
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq439
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq1688
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq1689
antigen169|Q7A0H5|CP002114.3|mhcii|seq408	antigen169|Q7A0H5|CP002114.3|mhcii|seq410
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq1112
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq83
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq422
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq423
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq424
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq1673
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq1674
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq1582
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq1583
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq529
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq530
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq1109
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq80
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq1110
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq81
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq1111
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq82
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq1113
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq84
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq1716
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq425
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq426
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq427
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq1713
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq1714
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq531
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq1715
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq532
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq916
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq533
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq917
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq1717
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq534
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq694
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq918
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq1718
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq695
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq696
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq856
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq697
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq857
antigen169|Q7A0H5|CP002114.3|mhcii|seq1112	antigen169|Q7A0H5|CP002114.3|mhcii|seq1114
antigen169|Q7A0H5|CP002114.3|mhcii|seq1272	antigen169|Q7A0H5|CP002114.3|mhcii|seq1272
antigen169|Q7A0H5|CP002114.3|mhcii|seq1336	antigen169|Q7A0H5|CP002114.3|mhcii|seq1336
antigen169|Q7A0H5|CP002114.3|mhcii|seq1336	antigen169|Q7A0H5|CP002114.3|mhcii|seq107
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq313
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq1127
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq1128
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq1129
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq2121
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq217
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq1130
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq1131
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq1132
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq2128
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq1949
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq241
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq561
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq2129
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq1950
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq242
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq562
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq243
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq563
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq244
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq564
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq245
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq309
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq565
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq310
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq311
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq312
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq314
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq315
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq28
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq2118
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq214
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq29
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq2119
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq215
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq30
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq2120
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq216
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq239
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq1125
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq1126
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq236
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq237
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq238
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq559
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq240
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq560
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq307
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq308
antigen169|Q7A0H5|CP002114.3|mhcii|seq313	antigen169|Q7A0H5|CP002114.3|mhcii|seq24
