antigen64|Q6GID8|BX571856.1|mhci|seq46	antigen64|Q6GID8|BX571856.1|mhci|seq46
antigen64|Q6GID8|BX571856.1|mhci|seq204	antigen64|Q6GID8|CP000253.1|mhci|seq200
antigen64|Q6GID8|BX571856.1|mhci|seq236	antigen64|Q6GID8|BX571856.1|mhci|seq236
antigen64|Q6GID8|BX571856.1|mhci|seq236	antigen64|Q6GID8|CP000253.1|mhci|seq232
antigen64|Q6GID8|BX571856.1|mhci|seq268	antigen64|Q6GID8|BX571856.1|mhci|seq268
antigen64|Q6GID8|BX571856.1|mhci|seq268	antigen64|Q6GID8|CP000253.1|mhci|seq260
antigen64|Q6GID8|BX571856.1|mhci|seq300	antigen64|Q6GID8|BX571856.1|mhci|seq300
antigen64|Q6GID8|BX571856.1|mhci|seq300	antigen64|Q6GID8|CP000253.1|mhci|seq292
antigen64|Q6GID8|BX571856.1|mhci|seq396	antigen64|Q6GID8|BX571856.1|mhci|seq396
antigen64|Q6GID8|BX571856.1|mhci|seq396	antigen64|Q6GID8|BX571856.1|mhci|seq349
antigen64|Q6GID8|CP000253.1|mhci|seq11	antigen64|Q6GID8|CP000253.1|mhci|seq11
antigen64|Q6GID8|CP000253.1|mhci|seq11	antigen64|Q6GID8|BX571856.1|mhci|seq11
antigen64|Q6GID8|CP000253.1|mhci|seq11	antigen64|Q6GID8|CP000253.1|mhci|seq12
antigen64|Q6GID8|CP000253.1|mhci|seq11	antigen64|Q6GID8|BX571856.1|mhci|seq12
antigen64|Q6GID8|CP000253.1|mhci|seq43	antigen64|Q6GID8|CP000253.1|mhci|seq43
antigen64|Q6GID8|CP000253.1|mhci|seq43	antigen64|Q6GID8|BX571856.1|mhci|seq43
antigen64|Q6GID8|CP000253.1|mhci|seq43	antigen64|Q6GID8|CP000253.1|mhci|seq44
antigen64|Q6GID8|CP000253.1|mhci|seq43	antigen64|Q6GID8|BX571856.1|mhci|seq44
antigen64|Q6GID8|CP000253.1|mhci|seq75	antigen64|Q6GID8|CP000253.1|mhci|seq75
antigen64|Q6GID8|CP000253.1|mhci|seq75	antigen64|Q6GID8|BX571856.1|mhci|seq75
antigen64|Q6GID8|CP000253.1|mhci|seq107	antigen64|Q6GID8|CP000253.1|mhci|seq107
antigen64|Q6GID8|CP000253.1|mhci|seq107	antigen64|Q6GID8|BX571856.1|mhci|seq107
antigen64|Q6GID8|CP000253.1|mhci|seq139	antigen64|Q6GID8|CP000253.1|mhci|seq139
antigen64|Q6GID8|CP000253.1|mhci|seq139	antigen64|Q6GID8|BX571856.1|mhci|seq139
antigen64|Q6GID8|CP000253.1|mhci|seq331	antigen64|Q6GID8|CP000253.1|mhci|seq331
antigen64|Q6GID8|CP000253.1|mhci|seq331	antigen64|Q6GID8|BX571856.1|mhci|seq331
antigen64|Q6GID8|CP000253.1|mhci|seq363	antigen64|Q6GID8|CP000253.1|mhci|seq363
antigen64|Q6GID8|CP000253.1|mhci|seq363	antigen64|Q6GID8|BX571856.1|mhci|seq363
antigen64|Q6GID8|CP000253.1|mhci|seq395	antigen64|Q6GID8|CP000253.1|mhci|seq395
antigen64|Q6GID8|BX571856.1|mhci|seq45	antigen64|Q6GID8|BX571856.1|mhci|seq45
antigen64|Q6GID8|BX571856.1|mhci|seq77	antigen64|Q6GID8|BX571856.1|mhci|seq77
antigen64|Q6GID8|BX571856.1|mhci|seq205	antigen64|Q6GID8|BX571856.1|mhci|seq205
antigen64|Q6GID8|BX571856.1|mhci|seq205	antigen64|Q6GID8|CP000253.1|mhci|seq201
antigen64|Q6GID8|BX571856.1|mhci|seq237	antigen64|Q6GID8|BX571856.1|mhci|seq237
antigen64|Q6GID8|BX571856.1|mhci|seq237	antigen64|Q6GID8|CP000253.1|mhci|seq233
antigen64|Q6GID8|BX571856.1|mhci|seq269	antigen64|Q6GID8|BX571856.1|mhci|seq269
antigen64|Q6GID8|BX571856.1|mhci|seq269	antigen64|Q6GID8|CP000253.1|mhci|seq261
antigen64|Q6GID8|BX571856.1|mhci|seq269	antigen64|Q6GID8|BX571856.1|mhci|seq270
antigen64|Q6GID8|BX571856.1|mhci|seq269	antigen64|Q6GID8|CP000253.1|mhci|seq262
antigen64|Q6GID8|BX571856.1|mhci|seq301	antigen64|Q6GID8|BX571856.1|mhci|seq301
antigen64|Q6GID8|BX571856.1|mhci|seq301	antigen64|Q6GID8|CP000253.1|mhci|seq293
antigen64|Q6GID8|BX571856.1|mhci|seq301	antigen64|Q6GID8|BX571856.1|mhci|seq302
antigen64|Q6GID8|BX571856.1|mhci|seq301	antigen64|Q6GID8|CP000253.1|mhci|seq294
antigen64|Q6GID8|CP000253.1|mhci|seq76	antigen64|Q6GID8|CP000253.1|mhci|seq76
antigen64|Q6GID8|CP000253.1|mhci|seq76	antigen64|Q6GID8|BX571856.1|mhci|seq76
antigen64|Q6GID8|CP000253.1|mhci|seq108	antigen64|Q6GID8|CP000253.1|mhci|seq108
antigen64|Q6GID8|CP000253.1|mhci|seq108	antigen64|Q6GID8|BX571856.1|mhci|seq108
antigen64|Q6GID8|CP000253.1|mhci|seq140	antigen64|Q6GID8|CP000253.1|mhci|seq140
antigen64|Q6GID8|CP000253.1|mhci|seq140	antigen64|Q6GID8|BX571856.1|mhci|seq140
antigen64|Q6GID8|CP000253.1|mhci|seq332	antigen64|Q6GID8|CP000253.1|mhci|seq332
antigen64|Q6GID8|CP000253.1|mhci|seq332	antigen64|Q6GID8|BX571856.1|mhci|seq332
antigen64|Q6GID8|CP000253.1|mhci|seq364	antigen64|Q6GID8|CP000253.1|mhci|seq364
antigen64|Q6GID8|CP000253.1|mhci|seq364	antigen64|Q6GID8|BX571856.1|mhci|seq364
antigen64|Q6GID8|CP000253.1|mhci|seq396	antigen64|Q6GID8|CP000253.1|mhci|seq396
antigen64|Q6GID8|CP000253.1|mhci|seq396	antigen64|Q6GID8|CP000253.1|mhci|seq349
