antigen76|Q5HGQ3|BA000018.3|mhci|seq495	antigen76|Q5HGQ3|BA000018.3|mhci|seq495
antigen76|Q5HGQ3|BX571856.1|mhci|seq178	antigen76|Q5HGQ3|BA000018.3|mhci|seq179
antigen76|Q5HGQ3|BX571856.1|mhci|seq161	antigen76|Q5HGQ3|BX571856.1|mhci|seq161
antigen76|Q5HGQ3|BA000018.3|mhci|seq71	antigen76|Q5HGQ3|BA000018.3|mhci|seq71
antigen76|Q5HGQ3|BA000018.3|mhci|seq359	antigen76|Q5HGQ3|BA000018.3|mhci|seq359
antigen76|Q5HGQ3|BA000018.3|mhci|seq360	antigen76|Q5HGQ3|BA000018.3|mhci|seq360
antigen76|Q5HGQ3|BX571856.1|mhci|seq259	antigen76|Q5HGQ3|BX571856.1|mhci|seq259
antigen76|Q5HGQ3|BX571856.1|mhci|seq419	antigen76|Q5HGQ3|BX571856.1|mhci|seq419
antigen76|Q5HGQ3|BX571856.1|mhci|seq260	antigen76|Q5HGQ3|BX571856.1|mhci|seq260
antigen76|Q5HGQ3|BX571856.1|mhci|seq420	antigen76|Q5HGQ3|BX571856.1|mhci|seq420
antigen76|Q5HGQ3|BA000018.3|mhci|seq363	antigen76|Q5HGQ3|BA000018.3|mhci|seq363
antigen76|Q5HGQ3|BA000018.3|mhci|seq364	antigen76|Q5HGQ3|BA000018.3|mhci|seq364
antigen76|Q5HGQ3|BX571856.1|mhci|seq7	antigen76|Q5HGQ3|BX571856.1|mhci|seq7
antigen76|Q5HGQ3|BX571856.1|mhci|seq7	antigen76|Q5HGQ3|BA000018.3|mhci|seq7
antigen76|Q5HGQ3|BX571856.1|mhci|seq39	antigen76|Q5HGQ3|BX571856.1|mhci|seq39
antigen76|Q5HGQ3|BX571856.1|mhci|seq39	antigen76|Q5HGQ3|BA000018.3|mhci|seq39
antigen76|Q5HGQ3|BX571856.1|mhci|seq71	antigen76|Q5HGQ3|BX571856.1|mhci|seq71
antigen76|Q5HGQ3|BX571856.1|mhci|seq103	antigen76|Q5HGQ3|BX571856.1|mhci|seq103
antigen76|Q5HGQ3|BX571856.1|mhci|seq103	antigen76|Q5HGQ3|BA000018.3|mhci|seq103
antigen76|Q5HGQ3|BX571856.1|mhci|seq199	antigen76|Q5HGQ3|BX571856.1|mhci|seq199
antigen76|Q5HGQ3|BX571856.1|mhci|seq199	antigen76|Q5HGQ3|BA000018.3|mhci|seq199
antigen76|Q5HGQ3|BX571856.1|mhci|seq231	antigen76|Q5HGQ3|BX571856.1|mhci|seq231
antigen76|Q5HGQ3|BX571856.1|mhci|seq231	antigen76|Q5HGQ3|BA000018.3|mhci|seq231
antigen76|Q5HGQ3|BX571856.1|mhci|seq263	antigen76|Q5HGQ3|BX571856.1|mhci|seq263
antigen76|Q5HGQ3|BX571856.1|mhci|seq263	antigen76|Q5HGQ3|BA000018.3|mhci|seq263
antigen76|Q5HGQ3|BX571856.1|mhci|seq295	antigen76|Q5HGQ3|BX571856.1|mhci|seq295
antigen76|Q5HGQ3|BX571856.1|mhci|seq295	antigen76|Q5HGQ3|BA000018.3|mhci|seq295
antigen76|Q5HGQ3|BX571856.1|mhci|seq327	antigen76|Q5HGQ3|BX571856.1|mhci|seq327
antigen76|Q5HGQ3|BX571856.1|mhci|seq327	antigen76|Q5HGQ3|BA000018.3|mhci|seq327
antigen76|Q5HGQ3|BX571856.1|mhci|seq359	antigen76|Q5HGQ3|BX571856.1|mhci|seq359
antigen76|Q5HGQ3|BX571856.1|mhci|seq391	antigen76|Q5HGQ3|BX571856.1|mhci|seq391
antigen76|Q5HGQ3|BX571856.1|mhci|seq391	antigen76|Q5HGQ3|BA000018.3|mhci|seq391
antigen76|Q5HGQ3|BX571856.1|mhci|seq423	antigen76|Q5HGQ3|BX571856.1|mhci|seq423
antigen76|Q5HGQ3|BX571856.1|mhci|seq423	antigen76|Q5HGQ3|BA000018.3|mhci|seq423
antigen76|Q5HGQ3|BX571856.1|mhci|seq455	antigen76|Q5HGQ3|BX571856.1|mhci|seq455
antigen76|Q5HGQ3|BX571856.1|mhci|seq455	antigen76|Q5HGQ3|BA000018.3|mhci|seq455
antigen76|Q5HGQ3|BX571856.1|mhci|seq487	antigen76|Q5HGQ3|BX571856.1|mhci|seq487
antigen76|Q5HGQ3|BX571856.1|mhci|seq487	antigen76|Q5HGQ3|BA000018.3|mhci|seq487
antigen76|Q5HGQ3|BX571856.1|mhci|seq519	antigen76|Q5HGQ3|BX571856.1|mhci|seq519
antigen76|Q5HGQ3|BX571856.1|mhci|seq519	antigen76|Q5HGQ3|BA000018.3|mhci|seq519
antigen76|Q5HGQ3|BX571856.1|mhci|seq8	antigen76|Q5HGQ3|BX571856.1|mhci|seq8
antigen76|Q5HGQ3|BX571856.1|mhci|seq8	antigen76|Q5HGQ3|BA000018.3|mhci|seq8
antigen76|Q5HGQ3|BX571856.1|mhci|seq40	antigen76|Q5HGQ3|BX571856.1|mhci|seq40
antigen76|Q5HGQ3|BX571856.1|mhci|seq40	antigen76|Q5HGQ3|BA000018.3|mhci|seq40
antigen76|Q5HGQ3|BX571856.1|mhci|seq72	antigen76|Q5HGQ3|BX571856.1|mhci|seq72
antigen76|Q5HGQ3|BX571856.1|mhci|seq72	antigen76|Q5HGQ3|BA000018.3|mhci|seq72
antigen76|Q5HGQ3|BX571856.1|mhci|seq104	antigen76|Q5HGQ3|BX571856.1|mhci|seq104
antigen76|Q5HGQ3|BX571856.1|mhci|seq104	antigen76|Q5HGQ3|BA000018.3|mhci|seq104
antigen76|Q5HGQ3|BX571856.1|mhci|seq136	antigen76|Q5HGQ3|BX571856.1|mhci|seq136
antigen76|Q5HGQ3|BX571856.1|mhci|seq136	antigen76|Q5HGQ3|BA000018.3|mhci|seq136
antigen76|Q5HGQ3|BX571856.1|mhci|seq168	antigen76|Q5HGQ3|BX571856.1|mhci|seq168
antigen76|Q5HGQ3|BX571856.1|mhci|seq168	antigen76|Q5HGQ3|BA000018.3|mhci|seq168
antigen76|Q5HGQ3|BX571856.1|mhci|seq200	antigen76|Q5HGQ3|BX571856.1|mhci|seq200
antigen76|Q5HGQ3|BX571856.1|mhci|seq200	antigen76|Q5HGQ3|BA000018.3|mhci|seq200
antigen76|Q5HGQ3|BX571856.1|mhci|seq232	antigen76|Q5HGQ3|BX571856.1|mhci|seq232
antigen76|Q5HGQ3|BX571856.1|mhci|seq232	antigen76|Q5HGQ3|BA000018.3|mhci|seq232
antigen76|Q5HGQ3|BX571856.1|mhci|seq264	antigen76|Q5HGQ3|BX571856.1|mhci|seq264
antigen76|Q5HGQ3|BX571856.1|mhci|seq264	antigen76|Q5HGQ3|BA000018.3|mhci|seq264
antigen76|Q5HGQ3|BX571856.1|mhci|seq296	antigen76|Q5HGQ3|BX571856.1|mhci|seq296
antigen76|Q5HGQ3|BX571856.1|mhci|seq296	antigen76|Q5HGQ3|BA000018.3|mhci|seq296
antigen76|Q5HGQ3|BX571856.1|mhci|seq328	antigen76|Q5HGQ3|BX571856.1|mhci|seq328
antigen76|Q5HGQ3|BX571856.1|mhci|seq328	antigen76|Q5HGQ3|BA000018.3|mhci|seq328
antigen76|Q5HGQ3|BX571856.1|mhci|seq360	antigen76|Q5HGQ3|BX571856.1|mhci|seq360
antigen76|Q5HGQ3|BX571856.1|mhci|seq392	antigen76|Q5HGQ3|BX571856.1|mhci|seq392
antigen76|Q5HGQ3|BX571856.1|mhci|seq392	antigen76|Q5HGQ3|BA000018.3|mhci|seq392
antigen76|Q5HGQ3|BX571856.1|mhci|seq424	antigen76|Q5HGQ3|BX571856.1|mhci|seq424
antigen76|Q5HGQ3|BX571856.1|mhci|seq424	antigen76|Q5HGQ3|BA000018.3|mhci|seq424
antigen76|Q5HGQ3|BX571856.1|mhci|seq456	antigen76|Q5HGQ3|BX571856.1|mhci|seq456
antigen76|Q5HGQ3|BX571856.1|mhci|seq456	antigen76|Q5HGQ3|BA000018.3|mhci|seq456
antigen76|Q5HGQ3|BX571856.1|mhci|seq488	antigen76|Q5HGQ3|BX571856.1|mhci|seq488
antigen76|Q5HGQ3|BX571856.1|mhci|seq488	antigen76|Q5HGQ3|BA000018.3|mhci|seq488
antigen76|Q5HGQ3|BX571856.1|mhci|seq520	antigen76|Q5HGQ3|BX571856.1|mhci|seq520
antigen76|Q5HGQ3|BX571856.1|mhci|seq520	antigen76|Q5HGQ3|BA000018.3|mhci|seq520
antigen76|Q5HGQ3|BX571856.1|mhci|seq9	antigen76|Q5HGQ3|BX571856.1|mhci|seq9
antigen76|Q5HGQ3|BX571856.1|mhci|seq9	antigen76|Q5HGQ3|BA000018.3|mhci|seq9
antigen76|Q5HGQ3|BX571856.1|mhci|seq9	antigen76|Q5HGQ3|BX571856.1|mhci|seq10
antigen76|Q5HGQ3|BX571856.1|mhci|seq9	antigen76|Q5HGQ3|BA000018.3|mhci|seq10
antigen76|Q5HGQ3|BX571856.1|mhci|seq41	antigen76|Q5HGQ3|BX571856.1|mhci|seq41
antigen76|Q5HGQ3|BX571856.1|mhci|seq41	antigen76|Q5HGQ3|BA000018.3|mhci|seq41
antigen76|Q5HGQ3|BX571856.1|mhci|seq41	antigen76|Q5HGQ3|BX571856.1|mhci|seq42
antigen76|Q5HGQ3|BX571856.1|mhci|seq41	antigen76|Q5HGQ3|BA000018.3|mhci|seq42
antigen76|Q5HGQ3|BX571856.1|mhci|seq73	antigen76|Q5HGQ3|BX571856.1|mhci|seq73
antigen76|Q5HGQ3|BX571856.1|mhci|seq73	antigen76|Q5HGQ3|BA000018.3|mhci|seq73
antigen76|Q5HGQ3|BX571856.1|mhci|seq105	antigen76|Q5HGQ3|BX571856.1|mhci|seq105
antigen76|Q5HGQ3|BX571856.1|mhci|seq105	antigen76|Q5HGQ3|BA000018.3|mhci|seq105
antigen76|Q5HGQ3|BX571856.1|mhci|seq137	antigen76|Q5HGQ3|BX571856.1|mhci|seq137
antigen76|Q5HGQ3|BX571856.1|mhci|seq137	antigen76|Q5HGQ3|BA000018.3|mhci|seq137
antigen76|Q5HGQ3|BX571856.1|mhci|seq169	antigen76|Q5HGQ3|BX571856.1|mhci|seq169
antigen76|Q5HGQ3|BX571856.1|mhci|seq169	antigen76|Q5HGQ3|BA000018.3|mhci|seq169
antigen76|Q5HGQ3|BX571856.1|mhci|seq201	antigen76|Q5HGQ3|BX571856.1|mhci|seq201
antigen76|Q5HGQ3|BX571856.1|mhci|seq201	antigen76|Q5HGQ3|BA000018.3|mhci|seq201
antigen76|Q5HGQ3|BX571856.1|mhci|seq201	antigen76|Q5HGQ3|BX571856.1|mhci|seq202
antigen76|Q5HGQ3|BX571856.1|mhci|seq201	antigen76|Q5HGQ3|BA000018.3|mhci|seq202
antigen76|Q5HGQ3|BX571856.1|mhci|seq233	antigen76|Q5HGQ3|BX571856.1|mhci|seq233
antigen76|Q5HGQ3|BX571856.1|mhci|seq233	antigen76|Q5HGQ3|BA000018.3|mhci|seq233
antigen76|Q5HGQ3|BX571856.1|mhci|seq233	antigen76|Q5HGQ3|BX571856.1|mhci|seq234
antigen76|Q5HGQ3|BX571856.1|mhci|seq233	antigen76|Q5HGQ3|BA000018.3|mhci|seq234
antigen76|Q5HGQ3|BX571856.1|mhci|seq265	antigen76|Q5HGQ3|BX571856.1|mhci|seq265
antigen76|Q5HGQ3|BX571856.1|mhci|seq265	antigen76|Q5HGQ3|BA000018.3|mhci|seq265
antigen76|Q5HGQ3|BX571856.1|mhci|seq265	antigen76|Q5HGQ3|BX571856.1|mhci|seq266
antigen76|Q5HGQ3|BX571856.1|mhci|seq265	antigen76|Q5HGQ3|BA000018.3|mhci|seq266
antigen76|Q5HGQ3|BX571856.1|mhci|seq297	antigen76|Q5HGQ3|BX571856.1|mhci|seq297
antigen76|Q5HGQ3|BX571856.1|mhci|seq297	antigen76|Q5HGQ3|BA000018.3|mhci|seq297
antigen76|Q5HGQ3|BX571856.1|mhci|seq297	antigen76|Q5HGQ3|BX571856.1|mhci|seq298
antigen76|Q5HGQ3|BX571856.1|mhci|seq297	antigen76|Q5HGQ3|BA000018.3|mhci|seq298
antigen76|Q5HGQ3|BX571856.1|mhci|seq329	antigen76|Q5HGQ3|BX571856.1|mhci|seq329
antigen76|Q5HGQ3|BX571856.1|mhci|seq329	antigen76|Q5HGQ3|BA000018.3|mhci|seq329
antigen76|Q5HGQ3|BX571856.1|mhci|seq329	antigen76|Q5HGQ3|BX571856.1|mhci|seq330
antigen76|Q5HGQ3|BX571856.1|mhci|seq329	antigen76|Q5HGQ3|BA000018.3|mhci|seq330
antigen76|Q5HGQ3|BX571856.1|mhci|seq361	antigen76|Q5HGQ3|BX571856.1|mhci|seq361
antigen76|Q5HGQ3|BX571856.1|mhci|seq361	antigen76|Q5HGQ3|BA000018.3|mhci|seq361
antigen76|Q5HGQ3|BX571856.1|mhci|seq361	antigen76|Q5HGQ3|BX571856.1|mhci|seq362
antigen76|Q5HGQ3|BX571856.1|mhci|seq361	antigen76|Q5HGQ3|BA000018.3|mhci|seq362
antigen76|Q5HGQ3|BX571856.1|mhci|seq393	antigen76|Q5HGQ3|BX571856.1|mhci|seq393
antigen76|Q5HGQ3|BX571856.1|mhci|seq393	antigen76|Q5HGQ3|BA000018.3|mhci|seq393
antigen76|Q5HGQ3|BX571856.1|mhci|seq393	antigen76|Q5HGQ3|BX571856.1|mhci|seq394
antigen76|Q5HGQ3|BX571856.1|mhci|seq393	antigen76|Q5HGQ3|BA000018.3|mhci|seq394
antigen76|Q5HGQ3|BX571856.1|mhci|seq425	antigen76|Q5HGQ3|BX571856.1|mhci|seq425
antigen76|Q5HGQ3|BX571856.1|mhci|seq425	antigen76|Q5HGQ3|BA000018.3|mhci|seq425
antigen76|Q5HGQ3|BX571856.1|mhci|seq425	antigen76|Q5HGQ3|BX571856.1|mhci|seq426
antigen76|Q5HGQ3|BX571856.1|mhci|seq425	antigen76|Q5HGQ3|BA000018.3|mhci|seq426
antigen76|Q5HGQ3|BX571856.1|mhci|seq457	antigen76|Q5HGQ3|BX571856.1|mhci|seq457
antigen76|Q5HGQ3|BX571856.1|mhci|seq457	antigen76|Q5HGQ3|BA000018.3|mhci|seq457
antigen76|Q5HGQ3|BX571856.1|mhci|seq457	antigen76|Q5HGQ3|BX571856.1|mhci|seq458
antigen76|Q5HGQ3|BX571856.1|mhci|seq457	antigen76|Q5HGQ3|BA000018.3|mhci|seq458
antigen76|Q5HGQ3|BX571856.1|mhci|seq489	antigen76|Q5HGQ3|BX571856.1|mhci|seq489
antigen76|Q5HGQ3|BX571856.1|mhci|seq489	antigen76|Q5HGQ3|BA000018.3|mhci|seq489
antigen76|Q5HGQ3|BX571856.1|mhci|seq489	antigen76|Q5HGQ3|BX571856.1|mhci|seq490
antigen76|Q5HGQ3|BX571856.1|mhci|seq489	antigen76|Q5HGQ3|BA000018.3|mhci|seq490
antigen76|Q5HGQ3|BX571856.1|mhci|seq521	antigen76|Q5HGQ3|BX571856.1|mhci|seq521
antigen76|Q5HGQ3|BX571856.1|mhci|seq521	antigen76|Q5HGQ3|BA000018.3|mhci|seq521
antigen76|Q5HGQ3|BX571856.1|mhci|seq521	antigen76|Q5HGQ3|BX571856.1|mhci|seq522
antigen76|Q5HGQ3|BX571856.1|mhci|seq521	antigen76|Q5HGQ3|BA000018.3|mhci|seq522
antigen76|Q5HGQ3|BA000018.3|mhci|seq303	antigen76|Q5HGQ3|BA000018.3|mhci|seq303
antigen76|Q5HGQ3|BX571856.1|mhci|seq13	antigen76|Q5HGQ3|BX571856.1|mhci|seq13
antigen76|Q5HGQ3|BX571856.1|mhci|seq13	antigen76|Q5HGQ3|BA000018.3|mhci|seq13
antigen76|Q5HGQ3|BX571856.1|mhci|seq13	antigen76|Q5HGQ3|BX571856.1|mhci|seq14
antigen76|Q5HGQ3|BX571856.1|mhci|seq13	antigen76|Q5HGQ3|BA000018.3|mhci|seq14
antigen76|Q5HGQ3|BX571856.1|mhci|seq45	antigen76|Q5HGQ3|BX571856.1|mhci|seq45
antigen76|Q5HGQ3|BX571856.1|mhci|seq45	antigen76|Q5HGQ3|BA000018.3|mhci|seq45
antigen76|Q5HGQ3|BX571856.1|mhci|seq45	antigen76|Q5HGQ3|BX571856.1|mhci|seq46
antigen76|Q5HGQ3|BX571856.1|mhci|seq45	antigen76|Q5HGQ3|BA000018.3|mhci|seq46
antigen76|Q5HGQ3|BX571856.1|mhci|seq77	antigen76|Q5HGQ3|BX571856.1|mhci|seq77
antigen76|Q5HGQ3|BX571856.1|mhci|seq77	antigen76|Q5HGQ3|BA000018.3|mhci|seq77
antigen76|Q5HGQ3|BX571856.1|mhci|seq109	antigen76|Q5HGQ3|BX571856.1|mhci|seq109
antigen76|Q5HGQ3|BX571856.1|mhci|seq109	antigen76|Q5HGQ3|BA000018.3|mhci|seq109
antigen76|Q5HGQ3|BX571856.1|mhci|seq141	antigen76|Q5HGQ3|BX571856.1|mhci|seq141
antigen76|Q5HGQ3|BX571856.1|mhci|seq141	antigen76|Q5HGQ3|BA000018.3|mhci|seq141
antigen76|Q5HGQ3|BX571856.1|mhci|seq173	antigen76|Q5HGQ3|BX571856.1|mhci|seq173
antigen76|Q5HGQ3|BX571856.1|mhci|seq173	antigen76|Q5HGQ3|BA000018.3|mhci|seq173
antigen76|Q5HGQ3|BX571856.1|mhci|seq205	antigen76|Q5HGQ3|BX571856.1|mhci|seq205
antigen76|Q5HGQ3|BX571856.1|mhci|seq205	antigen76|Q5HGQ3|BA000018.3|mhci|seq205
antigen76|Q5HGQ3|BX571856.1|mhci|seq205	antigen76|Q5HGQ3|BX571856.1|mhci|seq206
antigen76|Q5HGQ3|BX571856.1|mhci|seq205	antigen76|Q5HGQ3|BA000018.3|mhci|seq206
antigen76|Q5HGQ3|BX571856.1|mhci|seq237	antigen76|Q5HGQ3|BX571856.1|mhci|seq237
antigen76|Q5HGQ3|BX571856.1|mhci|seq237	antigen76|Q5HGQ3|BA000018.3|mhci|seq237
antigen76|Q5HGQ3|BX571856.1|mhci|seq237	antigen76|Q5HGQ3|BX571856.1|mhci|seq238
antigen76|Q5HGQ3|BX571856.1|mhci|seq237	antigen76|Q5HGQ3|BA000018.3|mhci|seq238
antigen76|Q5HGQ3|BX571856.1|mhci|seq269	antigen76|Q5HGQ3|BX571856.1|mhci|seq269
antigen76|Q5HGQ3|BX571856.1|mhci|seq269	antigen76|Q5HGQ3|BA000018.3|mhci|seq269
antigen76|Q5HGQ3|BX571856.1|mhci|seq269	antigen76|Q5HGQ3|BX571856.1|mhci|seq270
antigen76|Q5HGQ3|BX571856.1|mhci|seq269	antigen76|Q5HGQ3|BA000018.3|mhci|seq270
antigen76|Q5HGQ3|BX571856.1|mhci|seq301	antigen76|Q5HGQ3|BX571856.1|mhci|seq301
antigen76|Q5HGQ3|BX571856.1|mhci|seq301	antigen76|Q5HGQ3|BA000018.3|mhci|seq301
antigen76|Q5HGQ3|BX571856.1|mhci|seq301	antigen76|Q5HGQ3|BX571856.1|mhci|seq302
antigen76|Q5HGQ3|BX571856.1|mhci|seq301	antigen76|Q5HGQ3|BA000018.3|mhci|seq302
antigen76|Q5HGQ3|BX571856.1|mhci|seq333	antigen76|Q5HGQ3|BX571856.1|mhci|seq333
antigen76|Q5HGQ3|BX571856.1|mhci|seq333	antigen76|Q5HGQ3|BA000018.3|mhci|seq333
antigen76|Q5HGQ3|BX571856.1|mhci|seq333	antigen76|Q5HGQ3|BX571856.1|mhci|seq334
antigen76|Q5HGQ3|BX571856.1|mhci|seq333	antigen76|Q5HGQ3|BA000018.3|mhci|seq334
antigen76|Q5HGQ3|BX571856.1|mhci|seq365	antigen76|Q5HGQ3|BX571856.1|mhci|seq365
antigen76|Q5HGQ3|BX571856.1|mhci|seq365	antigen76|Q5HGQ3|BA000018.3|mhci|seq365
antigen76|Q5HGQ3|BX571856.1|mhci|seq365	antigen76|Q5HGQ3|BX571856.1|mhci|seq366
antigen76|Q5HGQ3|BX571856.1|mhci|seq365	antigen76|Q5HGQ3|BA000018.3|mhci|seq366
antigen76|Q5HGQ3|BX571856.1|mhci|seq397	antigen76|Q5HGQ3|BX571856.1|mhci|seq397
antigen76|Q5HGQ3|BX571856.1|mhci|seq397	antigen76|Q5HGQ3|BA000018.3|mhci|seq397
antigen76|Q5HGQ3|BX571856.1|mhci|seq429	antigen76|Q5HGQ3|BX571856.1|mhci|seq429
antigen76|Q5HGQ3|BX571856.1|mhci|seq429	antigen76|Q5HGQ3|BA000018.3|mhci|seq429
antigen76|Q5HGQ3|BX571856.1|mhci|seq429	antigen76|Q5HGQ3|BX571856.1|mhci|seq430
antigen76|Q5HGQ3|BX571856.1|mhci|seq429	antigen76|Q5HGQ3|BA000018.3|mhci|seq430
antigen76|Q5HGQ3|BX571856.1|mhci|seq461	antigen76|Q5HGQ3|BX571856.1|mhci|seq461
antigen76|Q5HGQ3|BX571856.1|mhci|seq461	antigen76|Q5HGQ3|BA000018.3|mhci|seq461
antigen76|Q5HGQ3|BX571856.1|mhci|seq461	antigen76|Q5HGQ3|BX571856.1|mhci|seq462
antigen76|Q5HGQ3|BX571856.1|mhci|seq461	antigen76|Q5HGQ3|BA000018.3|mhci|seq462
antigen76|Q5HGQ3|BX571856.1|mhci|seq493	antigen76|Q5HGQ3|BX571856.1|mhci|seq493
antigen76|Q5HGQ3|BX571856.1|mhci|seq493	antigen76|Q5HGQ3|BA000018.3|mhci|seq493
antigen76|Q5HGQ3|BX571856.1|mhci|seq493	antigen76|Q5HGQ3|BX571856.1|mhci|seq494
antigen76|Q5HGQ3|BX571856.1|mhci|seq493	antigen76|Q5HGQ3|BA000018.3|mhci|seq494
antigen76|Q5HGQ3|BX571856.1|mhci|seq525	antigen76|Q5HGQ3|BX571856.1|mhci|seq525
antigen76|Q5HGQ3|BX571856.1|mhci|seq525	antigen76|Q5HGQ3|BA000018.3|mhci|seq525
antigen76|Q5HGQ3|BX571856.1|mhci|seq525	antigen76|Q5HGQ3|BX571856.1|mhci|seq526
antigen76|Q5HGQ3|BX571856.1|mhci|seq525	antigen76|Q5HGQ3|BA000018.3|mhci|seq526
antigen76|Q5HGQ3|BA000018.3|mhci|seq243	antigen76|Q5HGQ3|BA000018.3|mhci|seq243
antigen76|Q5HGQ3|BA000018.3|mhci|seq499	antigen76|Q5HGQ3|BA000018.3|mhci|seq499
antigen76|Q5HGQ3|BX571856.1|mhci|seq78	antigen76|Q5HGQ3|BX571856.1|mhci|seq78
antigen76|Q5HGQ3|BX571856.1|mhci|seq78	antigen76|Q5HGQ3|BA000018.3|mhci|seq78
antigen76|Q5HGQ3|BX571856.1|mhci|seq110	antigen76|Q5HGQ3|BX571856.1|mhci|seq110
antigen76|Q5HGQ3|BX571856.1|mhci|seq110	antigen76|Q5HGQ3|BA000018.3|mhci|seq110
antigen76|Q5HGQ3|BX571856.1|mhci|seq110	antigen76|Q5HGQ3|BX571856.1|mhci|seq111
antigen76|Q5HGQ3|BX571856.1|mhci|seq110	antigen76|Q5HGQ3|BA000018.3|mhci|seq111
antigen76|Q5HGQ3|BX571856.1|mhci|seq142	antigen76|Q5HGQ3|BX571856.1|mhci|seq142
antigen76|Q5HGQ3|BX571856.1|mhci|seq142	antigen76|Q5HGQ3|BA000018.3|mhci|seq142
antigen76|Q5HGQ3|BX571856.1|mhci|seq142	antigen76|Q5HGQ3|BX571856.1|mhci|seq143
antigen76|Q5HGQ3|BX571856.1|mhci|seq142	antigen76|Q5HGQ3|BA000018.3|mhci|seq143
antigen76|Q5HGQ3|BX571856.1|mhci|seq174	antigen76|Q5HGQ3|BX571856.1|mhci|seq174
antigen76|Q5HGQ3|BX571856.1|mhci|seq174	antigen76|Q5HGQ3|BA000018.3|mhci|seq174
antigen76|Q5HGQ3|BX571856.1|mhci|seq174	antigen76|Q5HGQ3|BX571856.1|mhci|seq175
antigen76|Q5HGQ3|BX571856.1|mhci|seq174	antigen76|Q5HGQ3|BA000018.3|mhci|seq175
antigen76|Q5HGQ3|BX571856.1|mhci|seq398	antigen76|Q5HGQ3|BX571856.1|mhci|seq398
antigen76|Q5HGQ3|BX571856.1|mhci|seq398	antigen76|Q5HGQ3|BA000018.3|mhci|seq398
antigen76|Q5HGQ3|BA000018.3|mhci|seq244	antigen76|Q5HGQ3|BA000018.3|mhci|seq244
antigen76|Q5HGQ3|BA000018.3|mhci|seq500	antigen76|Q5HGQ3|BA000018.3|mhci|seq500
antigen76|Q5HGQ3|BX571856.1|mhci|seq15	antigen76|Q5HGQ3|BX571856.1|mhci|seq15
antigen76|Q5HGQ3|BX571856.1|mhci|seq15	antigen76|Q5HGQ3|BA000018.3|mhci|seq15
antigen76|Q5HGQ3|BX571856.1|mhci|seq47	antigen76|Q5HGQ3|BX571856.1|mhci|seq47
antigen76|Q5HGQ3|BX571856.1|mhci|seq47	antigen76|Q5HGQ3|BA000018.3|mhci|seq47
antigen76|Q5HGQ3|BX571856.1|mhci|seq79	antigen76|Q5HGQ3|BX571856.1|mhci|seq79
antigen76|Q5HGQ3|BX571856.1|mhci|seq79	antigen76|Q5HGQ3|BA000018.3|mhci|seq79
antigen76|Q5HGQ3|BX571856.1|mhci|seq207	antigen76|Q5HGQ3|BX571856.1|mhci|seq207
antigen76|Q5HGQ3|BX571856.1|mhci|seq207	antigen76|Q5HGQ3|BA000018.3|mhci|seq207
antigen76|Q5HGQ3|BX571856.1|mhci|seq239	antigen76|Q5HGQ3|BX571856.1|mhci|seq239
antigen76|Q5HGQ3|BX571856.1|mhci|seq239	antigen76|Q5HGQ3|BA000018.3|mhci|seq239
antigen76|Q5HGQ3|BX571856.1|mhci|seq271	antigen76|Q5HGQ3|BX571856.1|mhci|seq271
antigen76|Q5HGQ3|BX571856.1|mhci|seq271	antigen76|Q5HGQ3|BA000018.3|mhci|seq271
antigen76|Q5HGQ3|BX571856.1|mhci|seq303	antigen76|Q5HGQ3|BX571856.1|mhci|seq303
antigen76|Q5HGQ3|BX571856.1|mhci|seq335	antigen76|Q5HGQ3|BX571856.1|mhci|seq335
antigen76|Q5HGQ3|BX571856.1|mhci|seq335	antigen76|Q5HGQ3|BA000018.3|mhci|seq335
antigen76|Q5HGQ3|BX571856.1|mhci|seq367	antigen76|Q5HGQ3|BX571856.1|mhci|seq367
antigen76|Q5HGQ3|BX571856.1|mhci|seq367	antigen76|Q5HGQ3|BA000018.3|mhci|seq367
antigen76|Q5HGQ3|BX571856.1|mhci|seq399	antigen76|Q5HGQ3|BX571856.1|mhci|seq399
antigen76|Q5HGQ3|BX571856.1|mhci|seq399	antigen76|Q5HGQ3|BA000018.3|mhci|seq399
antigen76|Q5HGQ3|BX571856.1|mhci|seq431	antigen76|Q5HGQ3|BX571856.1|mhci|seq431
antigen76|Q5HGQ3|BX571856.1|mhci|seq431	antigen76|Q5HGQ3|BA000018.3|mhci|seq431
antigen76|Q5HGQ3|BX571856.1|mhci|seq463	antigen76|Q5HGQ3|BX571856.1|mhci|seq463
antigen76|Q5HGQ3|BX571856.1|mhci|seq463	antigen76|Q5HGQ3|BA000018.3|mhci|seq463
antigen76|Q5HGQ3|BX571856.1|mhci|seq495	antigen76|Q5HGQ3|BX571856.1|mhci|seq495
antigen76|Q5HGQ3|BX571856.1|mhci|seq527	antigen76|Q5HGQ3|BX571856.1|mhci|seq527
antigen76|Q5HGQ3|BX571856.1|mhci|seq527	antigen76|Q5HGQ3|BA000018.3|mhci|seq527
antigen76|Q5HGQ3|BX571856.1|mhci|seq25	antigen76|Q5HGQ3|BX571856.1|mhci|seq25
antigen76|Q5HGQ3|BX571856.1|mhci|seq25	antigen76|Q5HGQ3|BA000018.3|mhci|seq25
antigen76|Q5HGQ3|BX571856.1|mhci|seq25	antigen76|Q5HGQ3|BX571856.1|mhci|seq26
