antigen46|Q2YWH4|BX571856.1|mhci|seq709	antigen46|Q2YWH4|BX571856.1|mhci|seq709
antigen46|Q2YWH4|CP000253.1|mhci|seq617	antigen46|Q2YWH4|CP002114.3|mhci|seq613
antigen46|Q2YWH4|CP000253.1|mhci|seq713	antigen46|Q2YWH4|CP000253.1|mhci|seq713
antigen46|Q2YWH4|CP000253.1|mhci|seq745	antigen46|Q2YWH4|CP000253.1|mhci|seq745
antigen46|Q2YWH4|CP000253.1|mhci|seq745	antigen46|Q2YWH4|BX571856.1|mhci|seq741
antigen46|Q2YWH4|CP000253.1|mhci|seq745	antigen46|Q2YWH4|CP002114.3|mhci|seq741
antigen46|Q2YWH4|CP000253.1|mhci|seq745	antigen46|Q2YWH4|CP000253.1|mhci|seq746
antigen46|Q2YWH4|CP000253.1|mhci|seq745	antigen46|Q2YWH4|BX571856.1|mhci|seq742
antigen46|Q2YWH4|CP000253.1|mhci|seq745	antigen46|Q2YWH4|CP002114.3|mhci|seq742
antigen46|Q2YWH4|CP000253.1|mhci|seq777	antigen46|Q2YWH4|CP000253.1|mhci|seq777
antigen46|Q2YWH4|CP000253.1|mhci|seq777	antigen46|Q2YWH4|BX571856.1|mhci|seq773
antigen46|Q2YWH4|CP000253.1|mhci|seq777	antigen46|Q2YWH4|CP002114.3|mhci|seq773
antigen46|Q2YWH4|CP000253.1|mhci|seq809	antigen46|Q2YWH4|CP000253.1|mhci|seq809
antigen46|Q2YWH4|CP000253.1|mhci|seq809	antigen46|Q2YWH4|BX571856.1|mhci|seq805
antigen46|Q2YWH4|CP000253.1|mhci|seq809	antigen46|Q2YWH4|CP002114.3|mhci|seq805
antigen46|Q2YWH4|CP000253.1|mhci|seq809	antigen46|Q2YWH4|CP000253.1|mhci|seq810
antigen46|Q2YWH4|CP000253.1|mhci|seq809	antigen46|Q2YWH4|BX571856.1|mhci|seq806
antigen46|Q2YWH4|CP000253.1|mhci|seq809	antigen46|Q2YWH4|CP002114.3|mhci|seq806
antigen46|Q2YWH4|CP000253.1|mhci|seq841	antigen46|Q2YWH4|CP000253.1|mhci|seq841
antigen46|Q2YWH4|CP000253.1|mhci|seq841	antigen46|Q2YWH4|BX571856.1|mhci|seq837
antigen46|Q2YWH4|CP000253.1|mhci|seq841	antigen46|Q2YWH4|CP002114.3|mhci|seq833
antigen46|Q2YWH4|CP000253.1|mhci|seq841	antigen46|Q2YWH4|CP000253.1|mhci|seq842
antigen46|Q2YWH4|CP000253.1|mhci|seq841	antigen46|Q2YWH4|BX571856.1|mhci|seq838
antigen46|Q2YWH4|CP000253.1|mhci|seq841	antigen46|Q2YWH4|CP002114.3|mhci|seq834
antigen46|Q2YWH4|CP000253.1|mhci|seq873	antigen46|Q2YWH4|CP000253.1|mhci|seq873
antigen46|Q2YWH4|CP000253.1|mhci|seq873	antigen46|Q2YWH4|BX571856.1|mhci|seq869
antigen46|Q2YWH4|CP000253.1|mhci|seq873	antigen46|Q2YWH4|CP002114.3|mhci|seq869
antigen46|Q2YWH4|CP000253.1|mhci|seq873	antigen46|Q2YWH4|CP000253.1|mhci|seq874
antigen46|Q2YWH4|CP000253.1|mhci|seq873	antigen46|Q2YWH4|BX571856.1|mhci|seq870
antigen46|Q2YWH4|CP000253.1|mhci|seq873	antigen46|Q2YWH4|CP002114.3|mhci|seq870
antigen46|Q2YWH4|CP000253.1|mhci|seq905	antigen46|Q2YWH4|CP000253.1|mhci|seq905
antigen46|Q2YWH4|CP000253.1|mhci|seq905	antigen46|Q2YWH4|BX571856.1|mhci|seq901
antigen46|Q2YWH4|CP000253.1|mhci|seq905	antigen46|Q2YWH4|CP002114.3|mhci|seq901
antigen46|Q2YWH4|CP000253.1|mhci|seq905	antigen46|Q2YWH4|CP000253.1|mhci|seq906
antigen46|Q2YWH4|CP000253.1|mhci|seq905	antigen46|Q2YWH4|BX571856.1|mhci|seq902
antigen46|Q2YWH4|CP000253.1|mhci|seq905	antigen46|Q2YWH4|CP002114.3|mhci|seq902
antigen46|Q2YWH4|CP000253.1|mhci|seq937	antigen46|Q2YWH4|CP000253.1|mhci|seq937
antigen46|Q2YWH4|CP000253.1|mhci|seq937	antigen46|Q2YWH4|BX571856.1|mhci|seq933
antigen46|Q2YWH4|CP000253.1|mhci|seq937	antigen46|Q2YWH4|CP002114.3|mhci|seq933
antigen46|Q2YWH4|CP000253.1|mhci|seq969	antigen46|Q2YWH4|CP000253.1|mhci|seq969
antigen46|Q2YWH4|CP000253.1|mhci|seq969	antigen46|Q2YWH4|BX571856.1|mhci|seq965
antigen46|Q2YWH4|CP000253.1|mhci|seq969	antigen46|Q2YWH4|CP002114.3|mhci|seq965
antigen46|Q2YWH4|CP000253.1|mhci|seq969	antigen46|Q2YWH4|CP000253.1|mhci|seq970
antigen46|Q2YWH4|CP000253.1|mhci|seq969	antigen46|Q2YWH4|BX571856.1|mhci|seq966
antigen46|Q2YWH4|CP000253.1|mhci|seq969	antigen46|Q2YWH4|CP002114.3|mhci|seq966
antigen46|Q2YWH4|CP000253.1|mhci|seq1001	antigen46|Q2YWH4|CP000253.1|mhci|seq1001
antigen46|Q2YWH4|CP000253.1|mhci|seq1001	antigen46|Q2YWH4|BX571856.1|mhci|seq997
antigen46|Q2YWH4|CP000253.1|mhci|seq1001	antigen46|Q2YWH4|CP002114.3|mhci|seq1001
antigen46|Q2YWH4|CP000253.1|mhci|seq1001	antigen46|Q2YWH4|CP000253.1|mhci|seq1002
antigen46|Q2YWH4|CP000253.1|mhci|seq1001	antigen46|Q2YWH4|BX571856.1|mhci|seq998
antigen46|Q2YWH4|CP000253.1|mhci|seq1001	antigen46|Q2YWH4|CP002114.3|mhci|seq1002
antigen46|Q2YWH4|CP000253.1|mhci|seq1001	antigen46|Q2YWH4|CP002114.3|mhci|seq475
antigen46|Q2YWH4|CP000253.1|mhci|seq1001	antigen46|Q2YWH4|BX571856.1|mhci|seq471
antigen46|Q2YWH4|CP000253.1|mhci|seq1001	antigen46|Q2YWH4|CP000253.1|mhci|seq479
antigen46|Q2YWH4|CP000253.1|mhci|seq1033	antigen46|Q2YWH4|CP000253.1|mhci|seq1033
antigen46|Q2YWH4|CP000253.1|mhci|seq1033	antigen46|Q2YWH4|BX571856.1|mhci|seq1029
antigen46|Q2YWH4|CP000253.1|mhci|seq1033	antigen46|Q2YWH4|CP002114.3|mhci|seq1033
antigen46|Q2YWH4|CP000253.1|mhci|seq1065	antigen46|Q2YWH4|CP000253.1|mhci|seq1065
antigen46|Q2YWH4|CP000253.1|mhci|seq1065	antigen46|Q2YWH4|BX571856.1|mhci|seq1065
antigen46|Q2YWH4|CP000253.1|mhci|seq1065	antigen46|Q2YWH4|CP002114.3|mhci|seq1065
antigen46|Q2YWH4|CP000253.1|mhci|seq1097	antigen46|Q2YWH4|CP000253.1|mhci|seq1097
antigen46|Q2YWH4|CP000253.1|mhci|seq1097	antigen46|Q2YWH4|BX571856.1|mhci|seq1097
antigen46|Q2YWH4|CP000253.1|mhci|seq1097	antigen46|Q2YWH4|CP002114.3|mhci|seq1097
antigen46|Q2YWH4|CP000253.1|mhci|seq1097	antigen46|Q2YWH4|CP000253.1|mhci|seq1098
antigen46|Q2YWH4|CP000253.1|mhci|seq1097	antigen46|Q2YWH4|BX571856.1|mhci|seq1098
antigen46|Q2YWH4|CP000253.1|mhci|seq1097	antigen46|Q2YWH4|CP002114.3|mhci|seq1098
antigen46|Q2YWH4|CP000253.1|mhci|seq1129	antigen46|Q2YWH4|CP000253.1|mhci|seq1129
antigen46|Q2YWH4|CP000253.1|mhci|seq1129	antigen46|Q2YWH4|BX571856.1|mhci|seq1129
antigen46|Q2YWH4|CP000253.1|mhci|seq1129	antigen46|Q2YWH4|CP002114.3|mhci|seq1129
antigen46|Q2YWH4|CP000253.1|mhci|seq1129	antigen46|Q2YWH4|CP000253.1|mhci|seq1130
antigen46|Q2YWH4|CP000253.1|mhci|seq1129	antigen46|Q2YWH4|BX571856.1|mhci|seq1130
antigen46|Q2YWH4|CP000253.1|mhci|seq1129	antigen46|Q2YWH4|CP002114.3|mhci|seq1130
antigen46|Q2YWH4|CP000253.1|mhci|seq1161	antigen46|Q2YWH4|CP000253.1|mhci|seq1161
antigen46|Q2YWH4|CP000253.1|mhci|seq1161	antigen46|Q2YWH4|BX571856.1|mhci|seq1161
antigen46|Q2YWH4|CP000253.1|mhci|seq1161	antigen46|Q2YWH4|CP002114.3|mhci|seq1161
antigen46|Q2YWH4|CP000253.1|mhci|seq1193	antigen46|Q2YWH4|CP000253.1|mhci|seq1193
antigen46|Q2YWH4|CP000253.1|mhci|seq1193	antigen46|Q2YWH4|BX571856.1|mhci|seq1193
antigen46|Q2YWH4|CP000253.1|mhci|seq1193	antigen46|Q2YWH4|CP002114.3|mhci|seq1193
antigen46|Q2YWH4|CP000253.1|mhci|seq1193	antigen46|Q2YWH4|CP000253.1|mhci|seq1194
antigen46|Q2YWH4|CP000253.1|mhci|seq1193	antigen46|Q2YWH4|BX571856.1|mhci|seq1194
antigen46|Q2YWH4|CP000253.1|mhci|seq1193	antigen46|Q2YWH4|CP002114.3|mhci|seq1194
antigen46|Q2YWH4|CP002114.3|mhci|seq55	antigen46|Q2YWH4|CP002114.3|mhci|seq55
antigen46|Q2YWH4|CP002114.3|mhci|seq55	antigen46|Q2YWH4|CP000253.1|mhci|seq59
antigen46|Q2YWH4|CP002114.3|mhci|seq55	antigen46|Q2YWH4|BX571856.1|mhci|seq59
antigen46|Q2YWH4|CP002114.3|mhci|seq55	antigen46|Q2YWH4|CP002114.3|mhci|seq56
antigen46|Q2YWH4|CP002114.3|mhci|seq55	antigen46|Q2YWH4|CP000253.1|mhci|seq60
antigen46|Q2YWH4|CP002114.3|mhci|seq55	antigen46|Q2YWH4|BX571856.1|mhci|seq60
antigen46|Q2YWH4|CP002114.3|mhci|seq87	antigen46|Q2YWH4|CP002114.3|mhci|seq87
antigen46|Q2YWH4|CP002114.3|mhci|seq87	antigen46|Q2YWH4|CP000253.1|mhci|seq91
antigen46|Q2YWH4|CP002114.3|mhci|seq87	antigen46|Q2YWH4|BX571856.1|mhci|seq91
antigen46|Q2YWH4|CP002114.3|mhci|seq151	antigen46|Q2YWH4|CP002114.3|mhci|seq151
antigen46|Q2YWH4|CP002114.3|mhci|seq151	antigen46|Q2YWH4|CP000253.1|mhci|seq151
antigen46|Q2YWH4|CP002114.3|mhci|seq151	antigen46|Q2YWH4|BX571856.1|mhci|seq151
antigen46|Q2YWH4|CP002114.3|mhci|seq215	antigen46|Q2YWH4|CP002114.3|mhci|seq215
antigen46|Q2YWH4|CP002114.3|mhci|seq215	antigen46|Q2YWH4|CP000253.1|mhci|seq219
antigen46|Q2YWH4|CP002114.3|mhci|seq215	antigen46|Q2YWH4|BX571856.1|mhci|seq215
antigen46|Q2YWH4|CP002114.3|mhci|seq215	antigen46|Q2YWH4|CP002114.3|mhci|seq216
antigen46|Q2YWH4|CP002114.3|mhci|seq215	antigen46|Q2YWH4|CP000253.1|mhci|seq220
antigen46|Q2YWH4|CP002114.3|mhci|seq215	antigen46|Q2YWH4|BX571856.1|mhci|seq216
antigen46|Q2YWH4|CP002114.3|mhci|seq247	antigen46|Q2YWH4|CP002114.3|mhci|seq247
antigen46|Q2YWH4|CP002114.3|mhci|seq247	antigen46|Q2YWH4|CP000253.1|mhci|seq251
antigen46|Q2YWH4|CP002114.3|mhci|seq247	antigen46|Q2YWH4|BX571856.1|mhci|seq247
antigen46|Q2YWH4|CP002114.3|mhci|seq247	antigen46|Q2YWH4|CP002114.3|mhci|seq248
antigen46|Q2YWH4|CP002114.3|mhci|seq247	antigen46|Q2YWH4|CP000253.1|mhci|seq252
antigen46|Q2YWH4|CP002114.3|mhci|seq247	antigen46|Q2YWH4|BX571856.1|mhci|seq248
antigen46|Q2YWH4|CP002114.3|mhci|seq311	antigen46|Q2YWH4|CP002114.3|mhci|seq311
antigen46|Q2YWH4|CP002114.3|mhci|seq311	antigen46|Q2YWH4|CP000253.1|mhci|seq315
antigen46|Q2YWH4|CP002114.3|mhci|seq311	antigen46|Q2YWH4|BX571856.1|mhci|seq311
antigen46|Q2YWH4|CP002114.3|mhci|seq311	antigen46|Q2YWH4|CP002114.3|mhci|seq312
antigen46|Q2YWH4|CP002114.3|mhci|seq311	antigen46|Q2YWH4|CP000253.1|mhci|seq316
antigen46|Q2YWH4|CP002114.3|mhci|seq311	antigen46|Q2YWH4|BX571856.1|mhci|seq312
antigen46|Q2YWH4|CP002114.3|mhci|seq343	antigen46|Q2YWH4|CP002114.3|mhci|seq343
antigen46|Q2YWH4|CP002114.3|mhci|seq343	antigen46|Q2YWH4|CP000253.1|mhci|seq347
antigen46|Q2YWH4|CP002114.3|mhci|seq343	antigen46|Q2YWH4|BX571856.1|mhci|seq343
antigen46|Q2YWH4|CP002114.3|mhci|seq343	antigen46|Q2YWH4|CP002114.3|mhci|seq344
antigen46|Q2YWH4|CP002114.3|mhci|seq343	antigen46|Q2YWH4|CP000253.1|mhci|seq348
antigen46|Q2YWH4|CP002114.3|mhci|seq343	antigen46|Q2YWH4|BX571856.1|mhci|seq344
antigen46|Q2YWH4|CP002114.3|mhci|seq375	antigen46|Q2YWH4|CP002114.3|mhci|seq375
antigen46|Q2YWH4|CP002114.3|mhci|seq375	antigen46|Q2YWH4|CP000253.1|mhci|seq379
antigen46|Q2YWH4|CP002114.3|mhci|seq375	antigen46|Q2YWH4|BX571856.1|mhci|seq375
antigen46|Q2YWH4|CP002114.3|mhci|seq375	antigen46|Q2YWH4|CP002114.3|mhci|seq376
antigen46|Q2YWH4|CP002114.3|mhci|seq375	antigen46|Q2YWH4|CP000253.1|mhci|seq380
antigen46|Q2YWH4|CP002114.3|mhci|seq375	antigen46|Q2YWH4|BX571856.1|mhci|seq376
antigen46|Q2YWH4|CP002114.3|mhci|seq407	antigen46|Q2YWH4|CP002114.3|mhci|seq407
antigen46|Q2YWH4|CP002114.3|mhci|seq407	antigen46|Q2YWH4|CP000253.1|mhci|seq411
antigen46|Q2YWH4|CP002114.3|mhci|seq407	antigen46|Q2YWH4|BX571856.1|mhci|seq407
antigen46|Q2YWH4|CP002114.3|mhci|seq407	antigen46|Q2YWH4|CP002114.3|mhci|seq408
antigen46|Q2YWH4|CP002114.3|mhci|seq407	antigen46|Q2YWH4|CP000253.1|mhci|seq412
antigen46|Q2YWH4|CP002114.3|mhci|seq407	antigen46|Q2YWH4|BX571856.1|mhci|seq408
antigen46|Q2YWH4|CP002114.3|mhci|seq439	antigen46|Q2YWH4|CP002114.3|mhci|seq439
antigen46|Q2YWH4|CP002114.3|mhci|seq439	antigen46|Q2YWH4|CP000253.1|mhci|seq443
antigen46|Q2YWH4|CP002114.3|mhci|seq439	antigen46|Q2YWH4|BX571856.1|mhci|seq439
antigen46|Q2YWH4|CP002114.3|mhci|seq471	antigen46|Q2YWH4|CP002114.3|mhci|seq471
antigen46|Q2YWH4|CP002114.3|mhci|seq471	antigen46|Q2YWH4|BX571856.1|mhci|seq467
antigen46|Q2YWH4|CP002114.3|mhci|seq471	antigen46|Q2YWH4|CP000253.1|mhci|seq475
antigen46|Q2YWH4|CP002114.3|mhci|seq503	antigen46|Q2YWH4|CP002114.3|mhci|seq503
antigen46|Q2YWH4|CP002114.3|mhci|seq503	antigen46|Q2YWH4|BX571856.1|mhci|seq499
antigen46|Q2YWH4|CP002114.3|mhci|seq503	antigen46|Q2YWH4|CP000253.1|mhci|seq507
antigen46|Q2YWH4|CP002114.3|mhci|seq503	antigen46|Q2YWH4|CP002114.3|mhci|seq504
antigen46|Q2YWH4|CP002114.3|mhci|seq503	antigen46|Q2YWH4|BX571856.1|mhci|seq500
antigen46|Q2YWH4|CP002114.3|mhci|seq503	antigen46|Q2YWH4|CP000253.1|mhci|seq508
antigen46|Q2YWH4|CP002114.3|mhci|seq535	antigen46|Q2YWH4|CP002114.3|mhci|seq535
antigen46|Q2YWH4|CP002114.3|mhci|seq535	antigen46|Q2YWH4|CP002114.3|mhci|seq536
antigen46|Q2YWH4|CP002114.3|mhci|seq535	antigen46|Q2YWH4|CP000253.1|mhci|seq547
antigen46|Q2YWH4|CP002114.3|mhci|seq567	antigen46|Q2YWH4|CP002114.3|mhci|seq567
antigen46|Q2YWH4|CP002114.3|mhci|seq567	antigen46|Q2YWH4|BX571856.1|mhci|seq563
antigen46|Q2YWH4|CP002114.3|mhci|seq567	antigen46|Q2YWH4|CP000253.1|mhci|seq571
antigen46|Q2YWH4|CP002114.3|mhci|seq631	antigen46|Q2YWH4|CP002114.3|mhci|seq631
antigen46|Q2YWH4|CP002114.3|mhci|seq631	antigen46|Q2YWH4|BX571856.1|mhci|seq627
antigen46|Q2YWH4|CP002114.3|mhci|seq631	antigen46|Q2YWH4|CP000253.1|mhci|seq635
antigen46|Q2YWH4|CP002114.3|mhci|seq663	antigen46|Q2YWH4|CP002114.3|mhci|seq663
antigen46|Q2YWH4|CP002114.3|mhci|seq663	antigen46|Q2YWH4|BX571856.1|mhci|seq659
antigen46|Q2YWH4|CP002114.3|mhci|seq663	antigen46|Q2YWH4|CP000253.1|mhci|seq667
antigen46|Q2YWH4|CP002114.3|mhci|seq695	antigen46|Q2YWH4|CP002114.3|mhci|seq695
antigen46|Q2YWH4|CP002114.3|mhci|seq727	antigen46|Q2YWH4|CP002114.3|mhci|seq727
antigen46|Q2YWH4|CP002114.3|mhci|seq759	antigen46|Q2YWH4|CP002114.3|mhci|seq759
antigen46|Q2YWH4|CP002114.3|mhci|seq759	antigen46|Q2YWH4|CP000253.1|mhci|seq763
antigen46|Q2YWH4|CP002114.3|mhci|seq759	antigen46|Q2YWH4|BX571856.1|mhci|seq759
antigen46|Q2YWH4|CP002114.3|mhci|seq791	antigen46|Q2YWH4|CP002114.3|mhci|seq791
antigen46|Q2YWH4|CP002114.3|mhci|seq791	antigen46|Q2YWH4|CP000253.1|mhci|seq795
antigen46|Q2YWH4|CP002114.3|mhci|seq791	antigen46|Q2YWH4|BX571856.1|mhci|seq791
antigen46|Q2YWH4|CP002114.3|mhci|seq823	antigen46|Q2YWH4|CP002114.3|mhci|seq823
antigen46|Q2YWH4|CP002114.3|mhci|seq823	antigen46|Q2YWH4|CP000253.1|mhci|seq827
antigen46|Q2YWH4|CP002114.3|mhci|seq823	antigen46|Q2YWH4|BX571856.1|mhci|seq823
antigen46|Q2YWH4|CP002114.3|mhci|seq855	antigen46|Q2YWH4|CP002114.3|mhci|seq855
antigen46|Q2YWH4|CP002114.3|mhci|seq919	antigen46|Q2YWH4|CP002114.3|mhci|seq919
antigen46|Q2YWH4|CP002114.3|mhci|seq919	antigen46|Q2YWH4|BX571856.1|mhci|seq915
antigen46|Q2YWH4|CP002114.3|mhci|seq919	antigen46|Q2YWH4|CP000253.1|mhci|seq923
antigen46|Q2YWH4|CP002114.3|mhci|seq951	antigen46|Q2YWH4|CP002114.3|mhci|seq951
antigen46|Q2YWH4|CP002114.3|mhci|seq951	antigen46|Q2YWH4|CP000253.1|mhci|seq955
antigen46|Q2YWH4|CP002114.3|mhci|seq951	antigen46|Q2YWH4|BX571856.1|mhci|seq951
antigen46|Q2YWH4|CP002114.3|mhci|seq1015	antigen46|Q2YWH4|CP002114.3|mhci|seq1015
antigen46|Q2YWH4|CP002114.3|mhci|seq1015	antigen46|Q2YWH4|CP000253.1|mhci|seq1015
antigen46|Q2YWH4|CP002114.3|mhci|seq1015	antigen46|Q2YWH4|BX571856.1|mhci|seq1011
antigen46|Q2YWH4|CP002114.3|mhci|seq1047	antigen46|Q2YWH4|CP002114.3|mhci|seq1047
antigen46|Q2YWH4|CP002114.3|mhci|seq1047	antigen46|Q2YWH4|CP000253.1|mhci|seq1047
antigen46|Q2YWH4|CP002114.3|mhci|seq1047	antigen46|Q2YWH4|BX571856.1|mhci|seq1043
antigen46|Q2YWH4|CP002114.3|mhci|seq1079	antigen46|Q2YWH4|CP002114.3|mhci|seq1079
antigen46|Q2YWH4|CP002114.3|mhci|seq1079	antigen46|Q2YWH4|CP000253.1|mhci|seq1079
antigen46|Q2YWH4|CP002114.3|mhci|seq1079	antigen46|Q2YWH4|BX571856.1|mhci|seq1079
antigen46|Q2YWH4|CP002114.3|mhci|seq1111	antigen46|Q2YWH4|CP002114.3|mhci|seq1111
antigen46|Q2YWH4|CP002114.3|mhci|seq1111	antigen46|Q2YWH4|CP000253.1|mhci|seq1111
antigen46|Q2YWH4|CP002114.3|mhci|seq1111	antigen46|Q2YWH4|BX571856.1|mhci|seq1111
antigen46|Q2YWH4|CP002114.3|mhci|seq1143	antigen46|Q2YWH4|CP002114.3|mhci|seq1143
antigen46|Q2YWH4|CP002114.3|mhci|seq1143	antigen46|Q2YWH4|CP000253.1|mhci|seq1143
antigen46|Q2YWH4|CP002114.3|mhci|seq1143	antigen46|Q2YWH4|BX571856.1|mhci|seq1143
antigen46|Q2YWH4|CP002114.3|mhci|seq1175	antigen46|Q2YWH4|CP002114.3|mhci|seq1175
antigen46|Q2YWH4|CP002114.3|mhci|seq1175	antigen46|Q2YWH4|CP000253.1|mhci|seq1175
antigen46|Q2YWH4|CP002114.3|mhci|seq1175	antigen46|Q2YWH4|BX571856.1|mhci|seq1175
antigen46|Q2YWH4|BX571856.1|mhci|seq165	antigen46|Q2YWH4|BX571856.1|mhci|seq165
antigen46|Q2YWH4|BX571856.1|mhci|seq165	antigen46|Q2YWH4|CP000253.1|mhci|seq165
antigen46|Q2YWH4|BX571856.1|mhci|seq229	antigen46|Q2YWH4|BX571856.1|mhci|seq229
antigen46|Q2YWH4|BX571856.1|mhci|seq261	antigen46|Q2YWH4|BX571856.1|mhci|seq261
antigen46|Q2YWH4|BX571856.1|mhci|seq261	antigen46|Q2YWH4|CP000253.1|mhci|seq269
antigen46|Q2YWH4|BX571856.1|mhci|seq261	antigen46|Q2YWH4|CP002114.3|mhci|seq265
antigen46|Q2YWH4|BX571856.1|mhci|seq453	antigen46|Q2YWH4|BX571856.1|mhci|seq453
antigen46|Q2YWH4|BX571856.1|mhci|seq453	antigen46|Q2YWH4|CP000253.1|mhci|seq461
antigen46|Q2YWH4|BX571856.1|mhci|seq453	antigen46|Q2YWH4|CP002114.3|mhci|seq457
antigen46|Q2YWH4|BX571856.1|mhci|seq485	antigen46|Q2YWH4|BX571856.1|mhci|seq485
antigen46|Q2YWH4|BX571856.1|mhci|seq485	antigen46|Q2YWH4|CP000253.1|mhci|seq493
antigen46|Q2YWH4|BX571856.1|mhci|seq485	antigen46|Q2YWH4|CP002114.3|mhci|seq489
antigen46|Q2YWH4|BX571856.1|mhci|seq517	antigen46|Q2YWH4|BX571856.1|mhci|seq517
antigen46|Q2YWH4|BX571856.1|mhci|seq517	antigen46|Q2YWH4|CP000253.1|mhci|seq525
antigen46|Q2YWH4|BX571856.1|mhci|seq517	antigen46|Q2YWH4|CP002114.3|mhci|seq521
antigen46|Q2YWH4|BX571856.1|mhci|seq549	antigen46|Q2YWH4|BX571856.1|mhci|seq549
antigen46|Q2YWH4|BX571856.1|mhci|seq549	antigen46|Q2YWH4|CP000253.1|mhci|seq557
antigen46|Q2YWH4|BX571856.1|mhci|seq549	antigen46|Q2YWH4|CP002114.3|mhci|seq553
antigen46|Q2YWH4|BX571856.1|mhci|seq581	antigen46|Q2YWH4|BX571856.1|mhci|seq581
antigen46|Q2YWH4|BX571856.1|mhci|seq645	antigen46|Q2YWH4|BX571856.1|mhci|seq645
antigen46|Q2YWH4|BX571856.1|mhci|seq645	antigen46|Q2YWH4|CP000253.1|mhci|seq653
antigen46|Q2YWH4|BX571856.1|mhci|seq645	antigen46|Q2YWH4|CP002114.3|mhci|seq649
antigen46|Q2YWH4|BX571856.1|mhci|seq645	antigen46|Q2YWH4|BX571856.1|mhci|seq646
antigen46|Q2YWH4|BX571856.1|mhci|seq645	antigen46|Q2YWH4|CP000253.1|mhci|seq654
antigen46|Q2YWH4|BX571856.1|mhci|seq645	antigen46|Q2YWH4|CP002114.3|mhci|seq650
antigen46|Q2YWH4|BX571856.1|mhci|seq262	antigen46|Q2YWH4|BX571856.1|mhci|seq262
antigen46|Q2YWH4|BX571856.1|mhci|seq262	antigen46|Q2YWH4|CP000253.1|mhci|seq270
antigen46|Q2YWH4|BX571856.1|mhci|seq262	antigen46|Q2YWH4|CP002114.3|mhci|seq266
antigen46|Q2YWH4|BX571856.1|mhci|seq454	antigen46|Q2YWH4|BX571856.1|mhci|seq454
antigen46|Q2YWH4|BX571856.1|mhci|seq454	antigen46|Q2YWH4|CP000253.1|mhci|seq462
antigen46|Q2YWH4|BX571856.1|mhci|seq454	antigen46|Q2YWH4|CP002114.3|mhci|seq458
antigen46|Q2YWH4|BX571856.1|mhci|seq486	antigen46|Q2YWH4|BX571856.1|mhci|seq486
antigen46|Q2YWH4|BX571856.1|mhci|seq486	antigen46|Q2YWH4|CP000253.1|mhci|seq494
antigen46|Q2YWH4|BX571856.1|mhci|seq486	antigen46|Q2YWH4|CP002114.3|mhci|seq490
antigen46|Q2YWH4|BX571856.1|mhci|seq518	antigen46|Q2YWH4|BX571856.1|mhci|seq518
antigen46|Q2YWH4|BX571856.1|mhci|seq518	antigen46|Q2YWH4|CP000253.1|mhci|seq526
antigen46|Q2YWH4|BX571856.1|mhci|seq518	antigen46|Q2YWH4|CP002114.3|mhci|seq522
antigen46|Q2YWH4|BX571856.1|mhci|seq550	antigen46|Q2YWH4|BX571856.1|mhci|seq550
antigen46|Q2YWH4|BX571856.1|mhci|seq550	antigen46|Q2YWH4|CP000253.1|mhci|seq558
antigen46|Q2YWH4|BX571856.1|mhci|seq550	antigen46|Q2YWH4|CP002114.3|mhci|seq554
antigen46|Q2YWH4|BX571856.1|mhci|seq774	antigen46|Q2YWH4|BX571856.1|mhci|seq774
antigen46|Q2YWH4|BX571856.1|mhci|seq774	antigen46|Q2YWH4|CP000253.1|mhci|seq778
antigen46|Q2YWH4|CP000253.1|mhci|seq11	antigen46|Q2YWH4|CP000253.1|mhci|seq11
antigen46|Q2YWH4|CP000253.1|mhci|seq11	antigen46|Q2YWH4|BX571856.1|mhci|seq11
antigen46|Q2YWH4|CP000253.1|mhci|seq11	antigen46|Q2YWH4|CP002114.3|mhci|seq11
antigen46|Q2YWH4|CP000253.1|mhci|seq11	antigen46|Q2YWH4|CP000253.1|mhci|seq12
antigen46|Q2YWH4|CP000253.1|mhci|seq11	antigen46|Q2YWH4|BX571856.1|mhci|seq12
antigen46|Q2YWH4|CP000253.1|mhci|seq11	antigen46|Q2YWH4|CP002114.3|mhci|seq12
antigen46|Q2YWH4|CP000253.1|mhci|seq11	antigen46|Q2YWH4|CP002114.3|mhci|seq47
antigen46|Q2YWH4|CP000253.1|mhci|seq11	antigen46|Q2YWH4|CP002114.3|mhci|seq506
antigen46|Q2YWH4|CP000253.1|mhci|seq11	antigen46|Q2YWH4|CP000253.1|mhci|seq51
antigen46|Q2YWH4|CP000253.1|mhci|seq11	antigen46|Q2YWH4|BX571856.1|mhci|seq51
antigen46|Q2YWH4|CP000253.1|mhci|seq11	antigen46|Q2YWH4|BX571856.1|mhci|seq502
antigen46|Q2YWH4|CP000253.1|mhci|seq11	antigen46|Q2YWH4|CP000253.1|mhci|seq510
antigen46|Q2YWH4|CP000253.1|mhci|seq43	antigen46|Q2YWH4|CP000253.1|mhci|seq43
antigen46|Q2YWH4|CP000253.1|mhci|seq43	antigen46|Q2YWH4|BX571856.1|mhci|seq43
antigen46|Q2YWH4|CP000253.1|mhci|seq43	antigen46|Q2YWH4|CP002114.3|mhci|seq39
antigen46|Q2YWH4|CP000253.1|mhci|seq43	antigen46|Q2YWH4|CP002114.3|mhci|seq370
antigen46|Q2YWH4|CP000253.1|mhci|seq43	antigen46|Q2YWH4|CP000253.1|mhci|seq374
