antigen41|Q5HEC4|CP000253.1|mhcii|seq1298	antigen41|Q5HEC4|CP000253.1|mhcii|seq1298
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq1523
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq500
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq1524
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq85
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq501
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq1525
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq86
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq502
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq1526
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq87
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq503
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq88
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq89
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq58
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq90
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq59
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq60
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq735
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq1279
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq1599
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq736
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq1280
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq1600
antigen41|Q5HEC4|CP000253.1|mhcii|seq1156	antigen41|Q5HEC4|CP000253.1|mhcii|seq1156
antigen41|Q5HEC4|CP000253.1|mhcii|seq1252	antigen41|Q5HEC4|CP000253.1|mhcii|seq1252
antigen41|Q5HEC4|CP000253.1|mhcii|seq1252	antigen41|Q5HEC4|CP000253.1|mhcii|seq1253
antigen41|Q5HEC4|CP000253.1|mhcii|seq1252	antigen41|Q5HEC4|CP000253.1|mhcii|seq1251
antigen41|Q5HEC4|CP000253.1|mhcii|seq1252	antigen41|Q5HEC4|CP000253.1|mhcii|seq774
antigen41|Q5HEC4|CP000253.1|mhcii|seq1252	antigen41|Q5HEC4|CP000253.1|mhcii|seq95
antigen41|Q5HEC4|CP000253.1|mhcii|seq1252	antigen41|Q5HEC4|CP000253.1|mhcii|seq772
antigen41|Q5HEC4|CP000253.1|mhcii|seq1252	antigen41|Q5HEC4|CP000253.1|mhcii|seq93
antigen41|Q5HEC4|CP000253.1|mhcii|seq1252	antigen41|Q5HEC4|CP000253.1|mhcii|seq773
antigen41|Q5HEC4|CP000253.1|mhcii|seq1252	antigen41|Q5HEC4|CP000253.1|mhcii|seq94
antigen41|Q5HEC4|CP000253.1|mhcii|seq1252	antigen41|Q5HEC4|CP000253.1|mhcii|seq747
antigen41|Q5HEC4|CP000253.1|mhcii|seq1252	antigen41|Q5HEC4|CP000253.1|mhcii|seq1414
antigen41|Q5HEC4|CP000253.1|mhcii|seq1252	antigen41|Q5HEC4|CP000253.1|mhcii|seq378
antigen41|Q5HEC4|CP000253.1|mhcii|seq1252	antigen41|Q5HEC4|CP000253.1|mhcii|seq466
antigen41|Q5HEC4|CP000253.1|mhcii|seq1252	antigen41|Q5HEC4|CP000253.1|mhcii|seq465
antigen41|Q5HEC4|CP000253.1|mhcii|seq133	antigen41|Q5HEC4|CP000253.1|mhcii|seq133
antigen41|Q5HEC4|CP000253.1|mhcii|seq133	antigen41|Q5HEC4|CP000253.1|mhcii|seq18
antigen41|Q5HEC4|CP000253.1|mhcii|seq133	antigen41|Q5HEC4|CP000253.1|mhcii|seq132
antigen41|Q5HEC4|CP000253.1|mhcii|seq133	antigen41|Q5HEC4|CP000253.1|mhcii|seq1266
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq805
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq1348
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq802
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq1345
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq803
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq1346
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq804
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq1347
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq806
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq1349
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq807
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq654
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq655
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq656
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq1104
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq657
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq1041
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq1042
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq885
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq886
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq439
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq887
antigen41|Q5HEC4|CP000253.1|mhcii|seq805	antigen41|Q5HEC4|CP000253.1|mhcii|seq440
antigen41|Q5HEC4|CP000253.1|mhcii|seq869	antigen41|Q5HEC4|CP000253.1|mhcii|seq869
antigen41|Q5HEC4|CP000253.1|mhcii|seq869	antigen41|Q5HEC4|CP000253.1|mhcii|seq867
antigen41|Q5HEC4|CP000253.1|mhcii|seq869	antigen41|Q5HEC4|CP000253.1|mhcii|seq868
antigen41|Q5HEC4|CP000253.1|mhcii|seq869	antigen41|Q5HEC4|CP000253.1|mhcii|seq301
antigen41|Q5HEC4|CP000253.1|mhcii|seq869	antigen41|Q5HEC4|CP000253.1|mhcii|seq302
antigen41|Q5HEC4|CP000253.1|mhcii|seq869	antigen41|Q5HEC4|CP000253.1|mhcii|seq1620
antigen41|Q5HEC4|CP000253.1|mhcii|seq869	antigen41|Q5HEC4|CP000253.1|mhcii|seq1621
antigen41|Q5HEC4|CP000253.1|mhcii|seq869	antigen41|Q5HEC4|CP000253.1|mhcii|seq1622
antigen41|Q5HEC4|CP000253.1|mhcii|seq869	antigen41|Q5HEC4|CP000253.1|mhcii|seq1528
antigen41|Q5HEC4|CP000253.1|mhcii|seq869	antigen41|Q5HEC4|CP000253.1|mhcii|seq1529
antigen41|Q5HEC4|CP000253.1|mhcii|seq869	antigen41|Q5HEC4|CP000253.1|mhcii|seq1530
antigen41|Q5HEC4|CP000253.1|mhcii|seq869	antigen41|Q5HEC4|CP000253.1|mhcii|seq1531
antigen41|Q5HEC4|CP000253.1|mhcii|seq1157	antigen41|Q5HEC4|CP000253.1|mhcii|seq1157
antigen41|Q5HEC4|CP000253.1|mhcii|seq1605	antigen41|Q5HEC4|CP000253.1|mhcii|seq1605
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq70
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq66
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq67
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq68
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq69
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq71
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq584
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq585
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq586
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq587
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq588
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq717
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq718
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq399
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq719
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq1236
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq1237
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq1238
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq1239
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq1565
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq958
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq1566
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq959
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq1567
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq960
antigen41|Q5HEC4|CP000253.1|mhcii|seq70	antigen41|Q5HEC4|CP000253.1|mhcii|seq1568
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq390
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq385
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq386
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq387
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq388
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq389
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq102
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq838
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq103
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq839
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq104
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq840
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq105
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq841
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq842
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq843
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq1260
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq1420
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq781
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq1261
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq1421
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq782
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq1262
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq783
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq1263
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq784
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq1264
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq753
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq785
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq1265
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq690
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq754
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq691
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq755
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq692
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq693
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq1589
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq694
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq695
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq823
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq824
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq825
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq474
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq826
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq475
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq827
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq476
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq828
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq477
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq478
antigen41|Q5HEC4|CP000253.1|mhcii|seq390	antigen41|Q5HEC4|CP000253.1|mhcii|seq479
antigen41|Q5HEC4|CP000253.1|mhcii|seq422	antigen41|Q5HEC4|CP000253.1|mhcii|seq422
antigen41|Q5HEC4|CP000253.1|mhcii|seq422	antigen41|Q5HEC4|CP000253.1|mhcii|seq421
antigen41|Q5HEC4|CP000253.1|mhcii|seq422	antigen41|Q5HEC4|CP000253.1|mhcii|seq423
antigen41|Q5HEC4|CP000253.1|mhcii|seq422	antigen41|Q5HEC4|CP000253.1|mhcii|seq303
antigen41|Q5HEC4|CP000253.1|mhcii|seq422	antigen41|Q5HEC4|CP000253.1|mhcii|seq117
antigen41|Q5HEC4|CP000253.1|mhcii|seq486	antigen41|Q5HEC4|CP000253.1|mhcii|seq486
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq966
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq961
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1569
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq962
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1090
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1570
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq963
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1091
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1571
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq964
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1092
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1572
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq965
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1093
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1573
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1094
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1574
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1095
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq72
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq73
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq74
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq75
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq300
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq589
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq590
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq591
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1135
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq592
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1136
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq593
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1137
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq370
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1138
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq371
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq723
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1139
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq372
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq404
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq724
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1140
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq373
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq405
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq725
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq374
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq375
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1240
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1241
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1242
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1243
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1244
antigen41|Q5HEC4|CP000253.1|mhcii|seq966	antigen41|Q5HEC4|CP000253.1|mhcii|seq1245
antigen41|Q5HEC4|CP000253.1|mhcii|seq1158	antigen41|Q5HEC4|CP000253.1|mhcii|seq1158
antigen41|Q5HEC4|CP000253.1|mhcii|seq1542	antigen41|Q5HEC4|CP000253.1|mhcii|seq1542
antigen41|Q5HEC4|CP000253.1|mhcii|seq1542	antigen41|Q5HEC4|CP000253.1|mhcii|seq1543
antigen41|Q5HEC4|CP000253.1|mhcii|seq1542	antigen41|Q5HEC4|CP000253.1|mhcii|seq1050
antigen41|Q5HEC4|CP000253.1|mhcii|seq167	antigen41|Q5HEC4|CP000253.1|mhcii|seq167
antigen41|Q5HEC4|CP000253.1|mhcii|seq167	antigen41|Q5HEC4|CP000253.1|mhcii|seq1380
antigen41|Q5HEC4|CP000253.1|mhcii|seq167	antigen41|Q5HEC4|CP000253.1|mhcii|seq1366
antigen41|Q5HEC4|CP000253.1|mhcii|seq167	antigen41|Q5HEC4|CP000253.1|mhcii|seq164
antigen41|Q5HEC4|CP000253.1|mhcii|seq167	antigen41|Q5HEC4|CP000253.1|mhcii|seq165
antigen41|Q5HEC4|CP000253.1|mhcii|seq167	antigen41|Q5HEC4|CP000253.1|mhcii|seq166
antigen41|Q5HEC4|CP000253.1|mhcii|seq167	antigen41|Q5HEC4|CP000253.1|mhcii|seq168
antigen41|Q5HEC4|CP000253.1|mhcii|seq167	antigen41|Q5HEC4|CP000253.1|mhcii|seq1381
antigen41|Q5HEC4|CP000253.1|mhcii|seq167	antigen41|Q5HEC4|CP000253.1|mhcii|seq1367
antigen41|Q5HEC4|CP000253.1|mhcii|seq167	antigen41|Q5HEC4|CP000253.1|mhcii|seq536
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq743
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq1410
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq742
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq1409
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq771
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq92
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq741
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq1408
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq1580
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq187
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq1025
