antigen26|Q5HHQ3|BX571857.1|mhcii|seq2906	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2906
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2770	antigen26|Q5HHQ3|BX571857.1|mhcii|seq688
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2770	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2771
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2770	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2772
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2770	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2773
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3026	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3026
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3026	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3027
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3762	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3762
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3890	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3890
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3890	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1527
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3890	antigen26|Q5HHQ3|BX571857.1|mhcii|seq97
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3890	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1439
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3890	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1440
antigen26|Q5HHQ3|BX571857.1|mhcii|seq499	antigen26|Q5HHQ3|BX571857.1|mhcii|seq499
antigen26|Q5HHQ3|BX571857.1|mhcii|seq499	antigen26|Q5HHQ3|BX571857.1|mhcii|seq497
antigen26|Q5HHQ3|BX571857.1|mhcii|seq499	antigen26|Q5HHQ3|BX571857.1|mhcii|seq498
antigen26|Q5HHQ3|BX571857.1|mhcii|seq499	antigen26|Q5HHQ3|BX571857.1|mhcii|seq152
antigen26|Q5HHQ3|BX571857.1|mhcii|seq499	antigen26|Q5HHQ3|BX571857.1|mhcii|seq153
antigen26|Q5HHQ3|BX571857.1|mhcii|seq499	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3597
antigen26|Q5HHQ3|BX571857.1|mhcii|seq499	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3538
antigen26|Q5HHQ3|BX571857.1|mhcii|seq499	antigen26|Q5HHQ3|BX571857.1|mhcii|seq154
antigen26|Q5HHQ3|BX571857.1|mhcii|seq499	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3598
antigen26|Q5HHQ3|BX571857.1|mhcii|seq499	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3539
antigen26|Q5HHQ3|BX571857.1|mhcii|seq691	antigen26|Q5HHQ3|BX571857.1|mhcii|seq691
antigen26|Q5HHQ3|BX571857.1|mhcii|seq691	antigen26|Q5HHQ3|BX571857.1|mhcii|seq692
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq755
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3012
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3013
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3014
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3015
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2735
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq752
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq753
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq754
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1278
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2558
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2556
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2557
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2559
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2560
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1279
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1281
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3433
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2736
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2737
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2937
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2938
antigen26|Q5HHQ3|BX571857.1|mhcii|seq755	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1280
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1747	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1747
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2003	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2003
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2003	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2006
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2003	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2002
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2593
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3937
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3938
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2988
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2989
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2990
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2096
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2097
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq530
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2098
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq531
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq532
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1620
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2100
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq533
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1621
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq534
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1622
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq187
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq188
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq380
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq189
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq381
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq382
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2590
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq383
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2591
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq384
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2592
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2099	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3936
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2451	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2451
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2451	antigen26|Q5HHQ3|BX571857.1|mhcii|seq362
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2451	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2451	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2452
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3283	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3283
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3283	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3524
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3283	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3282
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3283	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3523
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3283	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3285
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3283	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3526
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3283	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3286
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3283	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3527
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3283	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4158
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3987	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3987
antigen26|Q5HHQ3|BX571857.1|mhcii|seq212	antigen26|Q5HHQ3|BX571857.1|mhcii|seq212
antigen26|Q5HHQ3|BX571857.1|mhcii|seq212	antigen26|Q5HHQ3|BX571857.1|mhcii|seq211
antigen26|Q5HHQ3|BX571857.1|mhcii|seq212	antigen26|Q5HHQ3|BX571857.1|mhcii|seq215
antigen26|Q5HHQ3|BX571857.1|mhcii|seq212	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3823
antigen26|Q5HHQ3|BX571857.1|mhcii|seq212	antigen26|Q5HHQ3|BX571857.1|mhcii|seq391
antigen26|Q5HHQ3|BX571857.1|mhcii|seq212	antigen26|Q5HHQ3|BX571857.1|mhcii|seq392
antigen26|Q5HHQ3|BX571857.1|mhcii|seq212	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3822
antigen26|Q5HHQ3|BX571857.1|mhcii|seq212	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3824
antigen26|Q5HHQ3|BX571857.1|mhcii|seq436	antigen26|Q5HHQ3|BX571857.1|mhcii|seq436
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1202
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1203
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1205
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq741
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq738
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq739
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq740
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1897
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1901
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq742
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq743
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1898
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1899
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1900
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1902
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1903
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1904
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1206
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1207
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3255
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1208
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3256
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1209
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3001
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3257
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2138
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3419
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3002
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2139
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3420
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3003
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2140
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3421
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3252
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3253
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3254
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2999
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2997
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2998
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1204	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3000
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq289
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq290
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq291
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1251
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3647
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq292
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq484
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1252
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3648
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq293
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1253
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3649
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq294
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1254
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3650
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1255
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2065
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2066
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2067
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2069
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2070
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1690
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1691
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2068	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1692
antigen26|Q5HHQ3|BX571857.1|mhcii|seq4212	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4212
antigen26|Q5HHQ3|BX571857.1|mhcii|seq4212	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4211
antigen26|Q5HHQ3|BX571857.1|mhcii|seq4212	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2816
antigen26|Q5HHQ3|BX571857.1|mhcii|seq661	antigen26|Q5HHQ3|BX571857.1|mhcii|seq661
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1173	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1173
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1173	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1172
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1173	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1353
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1173	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1627
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1173	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1628
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1717	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1717
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1973	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1973
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1973	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1972
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1973	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1974
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1973	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1233
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1973	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1232
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1973	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1234
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1973	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1235
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1973	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3507
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2549	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2549
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2549	antigen26|Q5HHQ3|BX571857.1|mhcii|seq744
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2549	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2548
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2549	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1210
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2549	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2235
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2549	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3004
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3477	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3477
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3957	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3957
antigen26|Q5HHQ3|BX571857.1|mhcii|seq406	antigen26|Q5HHQ3|BX571857.1|mhcii|seq406
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1462	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1462
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1462	antigen26|Q5HHQ3|BX571857.1|mhcii|seq77
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2145
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3426
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1570
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq110
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2146
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3427
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1571
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq111
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2634
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2635
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2636
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2637
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2638
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2639
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1555
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1556
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1557
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1559
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1560
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3258
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3259
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3260
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2141
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3422
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1558	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3261
