antigen14|A5IRD0|CP000253.1|mhcii|seq6120	antigen14|A5IRD0|CP000253.1|mhcii|seq6120
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq6697
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq6218
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq6219
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq2380
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq6220
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq7948
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq9964
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq1869
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq6221
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq7949
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq9965
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq1870
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq7950
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq9966
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq7951
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq9967
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq7952
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq9968
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq3729
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq9969
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq3730
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq3731
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq3732
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq3733
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq3734
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq7640
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq7641
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq7642
antigen14|A5IRD0|CP000253.1|mhcii|seq6149	antigen14|A5IRD0|CP000253.1|mhcii|seq6144
antigen14|A5IRD0|CP000253.1|mhcii|seq6373	antigen14|A5IRD0|CP000253.1|mhcii|seq6373
antigen14|A5IRD0|CP000253.1|mhcii|seq6373	antigen14|A5IRD0|CP000253.1|mhcii|seq6372
antigen14|A5IRD0|CP000253.1|mhcii|seq6373	antigen14|A5IRD0|CP000253.1|mhcii|seq7823
antigen14|A5IRD0|CP000253.1|mhcii|seq6373	antigen14|A5IRD0|CP000253.1|mhcii|seq6181
antigen14|A5IRD0|CP000253.1|mhcii|seq6373	antigen14|A5IRD0|CP000253.1|mhcii|seq10167
antigen14|A5IRD0|CP000253.1|mhcii|seq6373	antigen14|A5IRD0|CP000253.1|mhcii|seq6180
antigen14|A5IRD0|CP000253.1|mhcii|seq6373	antigen14|A5IRD0|CP000253.1|mhcii|seq10166
antigen14|A5IRD0|CP000253.1|mhcii|seq6373	antigen14|A5IRD0|CP000253.1|mhcii|seq7824
antigen14|A5IRD0|CP000253.1|mhcii|seq6533	antigen14|A5IRD0|CP000253.1|mhcii|seq6533
antigen14|A5IRD0|CP000253.1|mhcii|seq6533	antigen14|A5IRD0|CP000253.1|mhcii|seq6534
antigen14|A5IRD0|CP000253.1|mhcii|seq6565	antigen14|A5IRD0|CP000253.1|mhcii|seq6565
antigen14|A5IRD0|CP000253.1|mhcii|seq6565	antigen14|A5IRD0|CP000253.1|mhcii|seq6566
antigen14|A5IRD0|CP000253.1|mhcii|seq6565	antigen14|A5IRD0|CP000253.1|mhcii|seq6567
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq6757
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq6753
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq6754
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq6755
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq10307
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq6756
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq10308
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq5413
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq10309
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq838
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq5414
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq10310
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq839
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq10311
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq840
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq10312
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq8393
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq8394
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq8395
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq8396
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq8397
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq462
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq8398
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq463
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq464
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq9904
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq465
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq9905
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq8498
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq9906
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq8499
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq9907
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq8500
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq9908
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq8501
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq9909
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq8502
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq8503
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq2874
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq2875
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq2876
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq2877
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq2878
antigen14|A5IRD0|CP000253.1|mhcii|seq6757	antigen14|A5IRD0|CP000253.1|mhcii|seq2879
antigen14|A5IRD0|CP000253.1|mhcii|seq6821	antigen14|A5IRD0|CP000253.1|mhcii|seq6821
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq6853
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq6305
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq7425
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq6850
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq7426
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq6851
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq6852
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq6854
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq10886
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq6855
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq10887
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq6856
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq10888
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq10889
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq10890
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq10891
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq10990
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq10991
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq10992
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq10705
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq10993
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq10706
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq10994
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq10995
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq8090
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq8091
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq8092
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq8093
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq7422
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq8094
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq6303
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq7423
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq6304
antigen14|A5IRD0|CP000253.1|mhcii|seq6853	antigen14|A5IRD0|CP000253.1|mhcii|seq7424
antigen14|A5IRD0|CP000253.1|mhcii|seq166	antigen14|A5IRD0|CP000253.1|mhcii|seq166
antigen14|A5IRD0|CP000253.1|mhcii|seq198	antigen14|A5IRD0|CP000253.1|mhcii|seq198
antigen14|A5IRD0|CP000253.1|mhcii|seq198	antigen14|A5IRD0|CP000253.1|mhcii|seq199
antigen14|A5IRD0|CP000253.1|mhcii|seq198	antigen14|A5IRD0|CP000253.1|mhcii|seq200
antigen14|A5IRD0|CP000253.1|mhcii|seq646	antigen14|A5IRD0|CP000253.1|mhcii|seq646
antigen14|A5IRD0|CP000253.1|mhcii|seq646	antigen14|A5IRD0|CP000253.1|mhcii|seq11454
antigen14|A5IRD0|CP000253.1|mhcii|seq646	antigen14|A5IRD0|CP000253.1|mhcii|seq11453
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq774
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq11656
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq11655
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq8971
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq771
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq11652
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq8968
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq11649
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq768
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq8969
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq769
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq11650
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq8970
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq770
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq11651
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq8972
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq772
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq11653
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq8973
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq773
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq11654
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq3248
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq3246
antigen14|A5IRD0|CP000253.1|mhcii|seq774	antigen14|A5IRD0|CP000253.1|mhcii|seq3247
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq1510
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq1505
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq1506
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq1507
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq1508
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq1509
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq2630
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq2631
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq2632
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq2633
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq2634
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq2635
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq2540
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq7980
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq2541
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq7981
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq2542
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq7982
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq2543
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq2544
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq4884
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq3445
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq4885
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq3446
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq4886
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq3447
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq4599
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq4887
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq3448
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq4600
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq4888
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq3449
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq4601
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq4889
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq7609
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq3834
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq7610
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq3835
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq7611
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq3836
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq7612
antigen14|A5IRD0|CP000253.1|mhcii|seq1510	antigen14|A5IRD0|CP000253.1|mhcii|seq3837
antigen14|A5IRD0|CP000253.1|mhcii|seq1542	antigen14|A5IRD0|CP000253.1|mhcii|seq1542
antigen14|A5IRD0|CP000253.1|mhcii|seq1542	antigen14|A5IRD0|CP000253.1|mhcii|seq1541
antigen14|A5IRD0|CP000253.1|mhcii|seq1542	antigen14|A5IRD0|CP000253.1|mhcii|seq3180
antigen14|A5IRD0|CP000253.1|mhcii|seq1542	antigen14|A5IRD0|CP000253.1|mhcii|seq3181
antigen14|A5IRD0|CP000253.1|mhcii|seq1542	antigen14|A5IRD0|CP000253.1|mhcii|seq5567
antigen14|A5IRD0|CP000253.1|mhcii|seq1542	antigen14|A5IRD0|CP000253.1|mhcii|seq334
antigen14|A5IRD0|CP000253.1|mhcii|seq1542	antigen14|A5IRD0|CP000253.1|mhcii|seq5569
antigen14|A5IRD0|CP000253.1|mhcii|seq1542	antigen14|A5IRD0|CP000253.1|mhcii|seq336
antigen14|A5IRD0|CP000253.1|mhcii|seq1542	antigen14|A5IRD0|CP000253.1|mhcii|seq5565
antigen14|A5IRD0|CP000253.1|mhcii|seq1542	antigen14|A5IRD0|CP000253.1|mhcii|seq332
antigen14|A5IRD0|CP000253.1|mhcii|seq1542	antigen14|A5IRD0|CP000253.1|mhcii|seq5566
antigen14|A5IRD0|CP000253.1|mhcii|seq1542	antigen14|A5IRD0|CP000253.1|mhcii|seq333
antigen14|A5IRD0|CP000253.1|mhcii|seq1542	antigen14|A5IRD0|CP000253.1|mhcii|seq5568
antigen14|A5IRD0|CP000253.1|mhcii|seq1542	antigen14|A5IRD0|CP000253.1|mhcii|seq335
antigen14|A5IRD0|CP000253.1|mhcii|seq1766	antigen14|A5IRD0|CP000253.1|mhcii|seq1766
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq1990
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq1985
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq1986
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq1987
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq1988
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq11044
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq1989
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq11045
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq11046
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq4647
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq6407
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq11047
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq4648
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq6408
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq4649
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq5609
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq6409
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq7817
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq9065
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq6410
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq7818
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq9066
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq6411
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq7819
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq9067
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq1644
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq6412
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq7820
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq9068
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq1645
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq7821
antigen14|A5IRD0|CP000253.1|mhcii|seq1990	antigen14|A5IRD0|CP000253.1|mhcii|seq9069
