antigen91|Q6GIE0|BX571857.1|mhcii|seq129	antigen91|Q6GIE0|BX571857.1|mhcii|seq129
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq1087
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq1088
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq101
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq97
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq897
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1752
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq98
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq898
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1753
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq99
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq899
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1754
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq100
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq900
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1755
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1316
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq901
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1756
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1317
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq102
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1286
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1318
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq103
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1287
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1319
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1256
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1288
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1257
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1289
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1258
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1290
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1259
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1260
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1261
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1009
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1010
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1011
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1012
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1013
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq442
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq443
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq444
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq896
antigen91|Q6GIE0|BX571857.1|mhcii|seq101	antigen91|Q6GIE0|BX571857.1|mhcii|seq1751
antigen91|Q6GIE0|BX571857.1|mhcii|seq197	antigen91|Q6GIE0|BX571857.1|mhcii|seq197
antigen91|Q6GIE0|BX571857.1|mhcii|seq197	antigen91|Q6GIE0|BX571857.1|mhcii|seq196
antigen91|Q6GIE0|BX571857.1|mhcii|seq197	antigen91|Q6GIE0|BX571857.1|mhcii|seq1772
antigen91|Q6GIE0|BX571857.1|mhcii|seq197	antigen91|Q6GIE0|BX571857.1|mhcii|seq1997
antigen91|Q6GIE0|BX571857.1|mhcii|seq197	antigen91|Q6GIE0|BX571857.1|mhcii|seq1669
antigen91|Q6GIE0|BX571857.1|mhcii|seq197	antigen91|Q6GIE0|BX571857.1|mhcii|seq1996
antigen91|Q6GIE0|BX571857.1|mhcii|seq197	antigen91|Q6GIE0|BX571857.1|mhcii|seq1668
antigen91|Q6GIE0|BX571857.1|mhcii|seq197	antigen91|Q6GIE0|BX571857.1|mhcii|seq1998
antigen91|Q6GIE0|BX571857.1|mhcii|seq197	antigen91|Q6GIE0|BX571857.1|mhcii|seq1670
antigen91|Q6GIE0|BX571857.1|mhcii|seq197	antigen91|Q6GIE0|BX571857.1|mhcii|seq1999
antigen91|Q6GIE0|BX571857.1|mhcii|seq197	antigen91|Q6GIE0|BX571857.1|mhcii|seq1671
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq645
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq641
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq642
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq643
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq644
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1766
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq807
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1767
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq808
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1768
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq809
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1769
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq330
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq810
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1770
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq811
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1099
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1771
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq460
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq812
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1100
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq461
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1101
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq462
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1102
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq463
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq655
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq719
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1103
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq464
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq656
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq720
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq465
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq657
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq721
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq658
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq722
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq659
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1203
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq660
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1204
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1334
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1335
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1336
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1337
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1338
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1339
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1724
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1725
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq1726
antigen91|Q6GIE0|BX571857.1|mhcii|seq645	antigen91|Q6GIE0|BX571857.1|mhcii|seq640
antigen91|Q6GIE0|BX571857.1|mhcii|seq1029	antigen91|Q6GIE0|BX571857.1|mhcii|seq1029
antigen91|Q6GIE0|BX571857.1|mhcii|seq1061	antigen91|Q6GIE0|BX571857.1|mhcii|seq1061
antigen91|Q6GIE0|BX571857.1|mhcii|seq1061	antigen91|Q6GIE0|BX571857.1|mhcii|seq1059
antigen91|Q6GIE0|BX571857.1|mhcii|seq1061	antigen91|Q6GIE0|BX571857.1|mhcii|seq1060
antigen91|Q6GIE0|BX571857.1|mhcii|seq1061	antigen91|Q6GIE0|BX571857.1|mhcii|seq1062
antigen91|Q6GIE0|BX571857.1|mhcii|seq1061	antigen91|Q6GIE0|BX571857.1|mhcii|seq696
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq486
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq1513
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq483
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq1510
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq484
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq1511
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq485
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq1512
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq487
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq1514
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq488
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq1515
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq1076
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq1077
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq248
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq249
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq2043
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq380
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq2044
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq381
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq573
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq2045
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq382
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq383
antigen91|Q6GIE0|BX571857.1|mhcii|seq486	antigen91|Q6GIE0|BX571857.1|mhcii|seq384
antigen91|Q6GIE0|BX571857.1|mhcii|seq678	antigen91|Q6GIE0|BX571857.1|mhcii|seq678
antigen91|Q6GIE0|BX571857.1|mhcii|seq1190	antigen91|Q6GIE0|BX571857.1|mhcii|seq1190
antigen91|Q6GIE0|BX571857.1|mhcii|seq1190	antigen91|Q6GIE0|BX571857.1|mhcii|seq1191
antigen91|Q6GIE0|BX571857.1|mhcii|seq1862	antigen91|Q6GIE0|BX571857.1|mhcii|seq1862
antigen91|Q6GIE0|BX571857.1|mhcii|seq1862	antigen91|Q6GIE0|BX571857.1|mhcii|seq1863
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq615
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq610
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq611
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq612
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq613
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq550
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq614
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq1990
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq551
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq1991
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq552
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq1992
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq553
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq1993
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq10
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq554
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq1994
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq11
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq555
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq1995
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq12
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq13
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq1229
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq14
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq1230
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq15
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq1167
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq1231
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq1168
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq1232
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq1169
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq1233
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq1905
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq626
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq1234
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq1906
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq627
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq340
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq628
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq341
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq629
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq342
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq630
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq343
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq344
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq345
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq857
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq1276
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq1277
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq1278
antigen91|Q6GIE0|BX571857.1|mhcii|seq615	antigen91|Q6GIE0|BX571857.1|mhcii|seq1279
antigen91|Q6GIE0|BX571857.1|mhcii|seq1415	antigen91|Q6GIE0|BX571857.1|mhcii|seq1415
antigen91|Q6GIE0|BX571857.1|mhcii|seq1415	antigen91|Q6GIE0|BX571857.1|mhcii|seq1416
antigen91|Q6GIE0|BX571857.1|mhcii|seq1415	antigen91|Q6GIE0|BX571857.1|mhcii|seq1417
antigen91|Q6GIE0|BX571857.1|mhcii|seq1479	antigen91|Q6GIE0|BX571857.1|mhcii|seq1479
antigen91|Q6GIE0|BX571857.1|mhcii|seq1479	antigen91|Q6GIE0|BX571857.1|mhcii|seq1788
antigen91|Q6GIE0|BX571857.1|mhcii|seq1479	antigen91|Q6GIE0|BX571857.1|mhcii|seq1789
antigen91|Q6GIE0|BX571857.1|mhcii|seq1479	antigen91|Q6GIE0|BX571857.1|mhcii|seq1480
antigen91|Q6GIE0|BX571857.1|mhcii|seq1479	antigen91|Q6GIE0|BX571857.1|mhcii|seq144
antigen91|Q6GIE0|BX571857.1|mhcii|seq1479	antigen91|Q6GIE0|BX571857.1|mhcii|seq1787
antigen91|Q6GIE0|BX571857.1|mhcii|seq1479	antigen91|Q6GIE0|BX571857.1|mhcii|seq1790
antigen91|Q6GIE0|BX571857.1|mhcii|seq1479	antigen91|Q6GIE0|BX571857.1|mhcii|seq1481
antigen91|Q6GIE0|BX571857.1|mhcii|seq1479	antigen91|Q6GIE0|BX571857.1|mhcii|seq145
antigen91|Q6GIE0|BX571857.1|mhcii|seq1479	antigen91|Q6GIE0|BX571857.1|mhcii|seq1791
antigen91|Q6GIE0|BX571857.1|mhcii|seq1479	antigen91|Q6GIE0|BX571857.1|mhcii|seq1482
antigen91|Q6GIE0|BX571857.1|mhcii|seq1479	antigen91|Q6GIE0|BX571857.1|mhcii|seq146
antigen91|Q6GIE0|BX571857.1|mhcii|seq1607	antigen91|Q6GIE0|BX571857.1|mhcii|seq1607
antigen91|Q6GIE0|BX571857.1|mhcii|seq1639	antigen91|Q6GIE0|BX571857.1|mhcii|seq1639
antigen91|Q6GIE0|BX571857.1|mhcii|seq1639	antigen91|Q6GIE0|BX571857.1|mhcii|seq723
antigen91|Q6GIE0|BX571857.1|mhcii|seq1639	antigen91|Q6GIE0|BX571857.1|mhcii|seq1728
antigen91|Q6GIE0|BX571857.1|mhcii|seq1639	antigen91|Q6GIE0|BX571857.1|mhcii|seq1640
antigen91|Q6GIE0|BX571857.1|mhcii|seq1639	antigen91|Q6GIE0|BX571857.1|mhcii|seq1729
antigen91|Q6GIE0|BX571857.1|mhcii|seq1639	antigen91|Q6GIE0|BX571857.1|mhcii|seq724
antigen91|Q6GIE0|BX571857.1|mhcii|seq1639	antigen91|Q6GIE0|BX571857.1|mhcii|seq1641
antigen91|Q6GIE0|BX571857.1|mhcii|seq1639	antigen91|Q6GIE0|BX571857.1|mhcii|seq1730
antigen91|Q6GIE0|BX571857.1|mhcii|seq1639	antigen91|Q6GIE0|BX571857.1|mhcii|seq725
antigen91|Q6GIE0|BX571857.1|mhcii|seq1639	antigen91|Q6GIE0|BX571857.1|mhcii|seq1637
antigen91|Q6GIE0|BX571857.1|mhcii|seq1639	antigen91|Q6GIE0|BX571857.1|mhcii|seq1727
antigen91|Q6GIE0|BX571857.1|mhcii|seq1639	antigen91|Q6GIE0|BX571857.1|mhcii|seq1638
antigen91|Q6GIE0|BX571857.1|mhcii|seq1799	antigen91|Q6GIE0|BX571857.1|mhcii|seq1799
antigen91|Q6GIE0|BX571857.1|mhcii|seq1799	antigen91|Q6GIE0|BX571857.1|mhcii|seq1490
antigen91|Q6GIE0|BX571857.1|mhcii|seq1799	antigen91|Q6GIE0|BX571857.1|mhcii|seq154
antigen91|Q6GIE0|BX571857.1|mhcii|seq1799	antigen91|Q6GIE0|BX571857.1|mhcii|seq1218
antigen91|Q6GIE0|BX571857.1|mhcii|seq2087	antigen91|Q6GIE0|BX571857.1|mhcii|seq2087
antigen91|Q6GIE0|BX571857.1|mhcii|seq2087	antigen91|Q6GIE0|BX571857.1|mhcii|seq2086
antigen91|Q6GIE0|BX571857.1|mhcii|seq2087	antigen91|Q6GIE0|BX571857.1|mhcii|seq2090
antigen91|Q6GIE0|BX571857.1|mhcii|seq968	antigen91|Q6GIE0|BX571857.1|mhcii|seq968
antigen91|Q6GIE0|BX571857.1|mhcii|seq1000	antigen91|Q6GIE0|BX571857.1|mhcii|seq1000
antigen91|Q6GIE0|BX571857.1|mhcii|seq1000	antigen91|Q6GIE0|BX571857.1|mhcii|seq999
antigen91|Q6GIE0|BX571857.1|mhcii|seq1000	antigen91|Q6GIE0|BX571857.1|mhcii|seq1742
antigen91|Q6GIE0|BX571857.1|mhcii|seq1384	antigen91|Q6GIE0|BX571857.1|mhcii|seq1384
antigen91|Q6GIE0|BX571857.1|mhcii|seq1384	antigen91|Q6GIE0|BX571857.1|mhcii|seq1379
antigen91|Q6GIE0|BX571857.1|mhcii|seq1384	antigen91|Q6GIE0|BX571857.1|mhcii|seq1380
antigen91|Q6GIE0|BX571857.1|mhcii|seq1384	antigen91|Q6GIE0|BX571857.1|mhcii|seq1381
antigen91|Q6GIE0|BX571857.1|mhcii|seq1384	antigen91|Q6GIE0|BX571857.1|mhcii|seq1382
