antigen5|Q7A768|CP000253.1|mhcii|seq4739	antigen5|Q7A768|CP000253.1|mhcii|seq4739
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq4868
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq2022
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq2566
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq2023
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq2024
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq2025
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq2281
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq2282
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq915
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq916
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq917
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq918
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq919
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq2903
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq2904
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq2905
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq2266
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq2906
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq2267
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq2907
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq2172
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq2268
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq2173
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq2174
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq2175
antigen5|Q7A768|CP000253.1|mhcii|seq2177	antigen5|Q7A768|CP000253.1|mhcii|seq2176
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq2241
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq4897
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq4354
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq4898
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq4355
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq4899
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq4356
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1451
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1452
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq525
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1453
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1454
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1455
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1456
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1616
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1617
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1618
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1331
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1619
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1332
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1620
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1333
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1621
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq3797
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1334
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq3798
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq5110
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1335
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq3799
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq5111
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1336
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq3800
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq5112
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq5624
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1977
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq3801
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq5113
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq5625
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1978
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq5114
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1979
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq5115
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1980
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq2236
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1981
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq2237
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq1982
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq2238
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq2239
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq2240
antigen5|Q7A768|CP000253.1|mhcii|seq2241	antigen5|Q7A768|CP000253.1|mhcii|seq4896
antigen5|Q7A768|CP000253.1|mhcii|seq2497	antigen5|Q7A768|CP000253.1|mhcii|seq2497
antigen5|Q7A768|CP000253.1|mhcii|seq2593	antigen5|Q7A768|CP000253.1|mhcii|seq2593
antigen5|Q7A768|CP000253.1|mhcii|seq2593	antigen5|Q7A768|CP000253.1|mhcii|seq2594
antigen5|Q7A768|CP000253.1|mhcii|seq2593	antigen5|Q7A768|CP000253.1|mhcii|seq2595
antigen5|Q7A768|CP000253.1|mhcii|seq2593	antigen5|Q7A768|CP000253.1|mhcii|seq5319
antigen5|Q7A768|CP000253.1|mhcii|seq2593	antigen5|Q7A768|CP000253.1|mhcii|seq5167
antigen5|Q7A768|CP000253.1|mhcii|seq2593	antigen5|Q7A768|CP000253.1|mhcii|seq5168
antigen5|Q7A768|CP000253.1|mhcii|seq2593	antigen5|Q7A768|CP000253.1|mhcii|seq5169
antigen5|Q7A768|CP000253.1|mhcii|seq2593	antigen5|Q7A768|CP000253.1|mhcii|seq1461
antigen5|Q7A768|CP000253.1|mhcii|seq2593	antigen5|Q7A768|CP000253.1|mhcii|seq1626
antigen5|Q7A768|CP000253.1|mhcii|seq2593	antigen5|Q7A768|CP000253.1|mhcii|seq1627
antigen5|Q7A768|CP000253.1|mhcii|seq2593	antigen5|Q7A768|CP000253.1|mhcii|seq3644
antigen5|Q7A768|CP000253.1|mhcii|seq2593	antigen5|Q7A768|CP000253.1|mhcii|seq3645
antigen5|Q7A768|CP000253.1|mhcii|seq2593	antigen5|Q7A768|CP000253.1|mhcii|seq1630
antigen5|Q7A768|CP000253.1|mhcii|seq2593	antigen5|Q7A768|CP000253.1|mhcii|seq2590
antigen5|Q7A768|CP000253.1|mhcii|seq2593	antigen5|Q7A768|CP000253.1|mhcii|seq1631
antigen5|Q7A768|CP000253.1|mhcii|seq2593	antigen5|Q7A768|CP000253.1|mhcii|seq2591
antigen5|Q7A768|CP000253.1|mhcii|seq2593	antigen5|Q7A768|CP000253.1|mhcii|seq2592
antigen5|Q7A768|CP000253.1|mhcii|seq2593	antigen5|Q7A768|CP000253.1|mhcii|seq5318
antigen5|Q7A768|CP000253.1|mhcii|seq2593	antigen5|Q7A768|CP000253.1|mhcii|seq3643
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2721
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq1921
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq1922
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq4546
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq4547
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2948
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq4548
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2341
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2821
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2949
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq4549
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2342
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2822
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2950
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq4006
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq4550
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2343
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2823
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2951
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq4007
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq4551
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2344
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2824
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2952
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq4008
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2345
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2825
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq4009
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq4489
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2346
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2826
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq4010
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq4490
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq4011
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq4491
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq1773
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq1774
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq1775
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq1776
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq505
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq506
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq507
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq508
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2716
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq509
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2717
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq510
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2718
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2719
antigen5|Q7A768|CP000253.1|mhcii|seq2721	antigen5|Q7A768|CP000253.1|mhcii|seq2720
antigen5|Q7A768|CP000253.1|mhcii|seq2913	antigen5|Q7A768|CP000253.1|mhcii|seq2913
antigen5|Q7A768|CP000253.1|mhcii|seq2913	antigen5|Q7A768|CP000253.1|mhcii|seq2914
antigen5|Q7A768|CP000253.1|mhcii|seq2913	antigen5|Q7A768|CP000253.1|mhcii|seq2915
antigen5|Q7A768|CP000253.1|mhcii|seq2913	antigen5|Q7A768|CP000253.1|mhcii|seq2910
antigen5|Q7A768|CP000253.1|mhcii|seq2913	antigen5|Q7A768|CP000253.1|mhcii|seq2911
antigen5|Q7A768|CP000253.1|mhcii|seq2913	antigen5|Q7A768|CP000253.1|mhcii|seq2912
antigen5|Q7A768|CP000253.1|mhcii|seq2913	antigen5|Q7A768|CP000253.1|mhcii|seq1002
antigen5|Q7A768|CP000253.1|mhcii|seq2913	antigen5|Q7A768|CP000253.1|mhcii|seq999
antigen5|Q7A768|CP000253.1|mhcii|seq2913	antigen5|Q7A768|CP000253.1|mhcii|seq1000
antigen5|Q7A768|CP000253.1|mhcii|seq2913	antigen5|Q7A768|CP000253.1|mhcii|seq1001
antigen5|Q7A768|CP000253.1|mhcii|seq2913	antigen5|Q7A768|CP000253.1|mhcii|seq1003
antigen5|Q7A768|CP000253.1|mhcii|seq2913	antigen5|Q7A768|CP000253.1|mhcii|seq1004
antigen5|Q7A768|CP000253.1|mhcii|seq2913	antigen5|Q7A768|CP000253.1|mhcii|seq1005
antigen5|Q7A768|CP000253.1|mhcii|seq2913	antigen5|Q7A768|CP000253.1|mhcii|seq2650
antigen5|Q7A768|CP000253.1|mhcii|seq2913	antigen5|Q7A768|CP000253.1|mhcii|seq2648
antigen5|Q7A768|CP000253.1|mhcii|seq2913	antigen5|Q7A768|CP000253.1|mhcii|seq2649
antigen5|Q7A768|CP000253.1|mhcii|seq2913	antigen5|Q7A768|CP000253.1|mhcii|seq2651
antigen5|Q7A768|CP000253.1|mhcii|seq2913	antigen5|Q7A768|CP000253.1|mhcii|seq2652
antigen5|Q7A768|CP000253.1|mhcii|seq2913	antigen5|Q7A768|CP000253.1|mhcii|seq2653
antigen5|Q7A768|CP000253.1|mhcii|seq3073	antigen5|Q7A768|CP000253.1|mhcii|seq3073
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq3201
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq5249
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq5250
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq358
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq359
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq2887
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq360
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq2888
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq2889
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq2890
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq2891
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq2892
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq1485
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq4461
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq5485
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq1486
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq5486
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq4879
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq5487
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq4368
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq4880
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq5488
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq4369
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq4881
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq5489
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq2962
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq4370
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq4882
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq5490
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq2067
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq2963
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq4371
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq4883
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq2068
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq2964
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq4884
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq2069
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq2965
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq2070
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq2966
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq2071
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq2967
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq2072
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq3196
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq3197
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq3198
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq5246
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq3199
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq5247
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq3200
antigen5|Q7A768|CP000253.1|mhcii|seq3201	antigen5|Q7A768|CP000253.1|mhcii|seq5248
antigen5|Q7A768|CP000253.1|mhcii|seq3457	antigen5|Q7A768|CP000253.1|mhcii|seq3457
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq3681
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq4737
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq5057
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq4738
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq905
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq1996
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq1997
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq975
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq2671
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq976
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq2672
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq977
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq2673
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq5425
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq978
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq2674
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq5426
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq979
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq2675
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq5427
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq980
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq2676
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq5428
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq5429
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq5398
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq5430
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq1111
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq5399
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq1112
antigen5|Q7A768|CP000253.1|mhcii|seq3681	antigen5|Q7A768|CP000253.1|mhcii|seq4248
