antigen100|Q5HGP6|BX571856.1|mhcii|seq1	antigen100|Q5HGP6|BX571856.1|mhcii|seq1
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq3645
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq4701
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq3646
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq4702
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq3647
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq4703
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq3648
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq1674
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq4705
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq4706
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq4707
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq1671
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq968
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq1672
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq1673
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq1675
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq6353
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq1746
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq5634
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq6354
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq1747
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq5635
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq1748
antigen100|Q5HGP6|BX571856.1|mhcii|seq6352	antigen100|Q5HGP6|BX571856.1|mhcii|seq5636
antigen100|Q5HGP6|BX571856.1|mhcii|seq6736	antigen100|Q5HGP6|BX571856.1|mhcii|seq6736
antigen100|Q5HGP6|BX571856.1|mhcii|seq6736	antigen100|Q5HGP6|BX571856.1|mhcii|seq6737
antigen100|Q5HGP6|BX571856.1|mhcii|seq497	antigen100|Q5HGP6|BX571856.1|mhcii|seq497
antigen100|Q5HGP6|BX571856.1|mhcii|seq497	antigen100|Q5HGP6|BX571856.1|mhcii|seq496
antigen100|Q5HGP6|BX571856.1|mhcii|seq497	antigen100|Q5HGP6|BX571856.1|mhcii|seq498
antigen100|Q5HGP6|BX571856.1|mhcii|seq497	antigen100|Q5HGP6|BX571856.1|mhcii|seq499
antigen100|Q5HGP6|BX571856.1|mhcii|seq497	antigen100|Q5HGP6|BX571856.1|mhcii|seq1804
antigen100|Q5HGP6|BX571856.1|mhcii|seq497	antigen100|Q5HGP6|BX571856.1|mhcii|seq1805
antigen100|Q5HGP6|BX571856.1|mhcii|seq497	antigen100|Q5HGP6|BX571856.1|mhcii|seq1806
antigen100|Q5HGP6|BX571856.1|mhcii|seq561	antigen100|Q5HGP6|BX571856.1|mhcii|seq561
antigen100|Q5HGP6|BX571856.1|mhcii|seq561	antigen100|Q5HGP6|BX571856.1|mhcii|seq558
antigen100|Q5HGP6|BX571856.1|mhcii|seq561	antigen100|Q5HGP6|BX571856.1|mhcii|seq559
antigen100|Q5HGP6|BX571856.1|mhcii|seq561	antigen100|Q5HGP6|BX571856.1|mhcii|seq560
antigen100|Q5HGP6|BX571856.1|mhcii|seq561	antigen100|Q5HGP6|BX571856.1|mhcii|seq562
antigen100|Q5HGP6|BX571856.1|mhcii|seq561	antigen100|Q5HGP6|BX571856.1|mhcii|seq563
antigen100|Q5HGP6|BX571856.1|mhcii|seq561	antigen100|Q5HGP6|BX571856.1|mhcii|seq564
antigen100|Q5HGP6|BX571856.1|mhcii|seq977	antigen100|Q5HGP6|BX571856.1|mhcii|seq977
antigen100|Q5HGP6|BX571856.1|mhcii|seq977	antigen100|Q5HGP6|BX571856.1|mhcii|seq976
antigen100|Q5HGP6|BX571856.1|mhcii|seq977	antigen100|Q5HGP6|BX571856.1|mhcii|seq978
antigen100|Q5HGP6|BX571856.1|mhcii|seq977	antigen100|Q5HGP6|BX571856.1|mhcii|seq979
antigen100|Q5HGP6|BX571856.1|mhcii|seq977	antigen100|Q5HGP6|BX571856.1|mhcii|seq5826
antigen100|Q5HGP6|BX571856.1|mhcii|seq977	antigen100|Q5HGP6|BX571856.1|mhcii|seq6467
antigen100|Q5HGP6|BX571856.1|mhcii|seq977	antigen100|Q5HGP6|BX571856.1|mhcii|seq6466
antigen100|Q5HGP6|BX571856.1|mhcii|seq977	antigen100|Q5HGP6|BX571856.1|mhcii|seq6468
antigen100|Q5HGP6|BX571856.1|mhcii|seq977	antigen100|Q5HGP6|BX571856.1|mhcii|seq6469
antigen100|Q5HGP6|BX571856.1|mhcii|seq977	antigen100|Q5HGP6|BX571856.1|mhcii|seq1126
antigen100|Q5HGP6|BX571856.1|mhcii|seq977	antigen100|Q5HGP6|BX571856.1|mhcii|seq1130
antigen100|Q5HGP6|BX571856.1|mhcii|seq977	antigen100|Q5HGP6|BX571856.1|mhcii|seq1127
antigen100|Q5HGP6|BX571856.1|mhcii|seq977	antigen100|Q5HGP6|BX571856.1|mhcii|seq1128
antigen100|Q5HGP6|BX571856.1|mhcii|seq977	antigen100|Q5HGP6|BX571856.1|mhcii|seq1129
antigen100|Q5HGP6|BX571856.1|mhcii|seq977	antigen100|Q5HGP6|BX571856.1|mhcii|seq975
antigen100|Q5HGP6|BX571856.1|mhcii|seq1969	antigen100|Q5HGP6|BX571856.1|mhcii|seq1969
antigen100|Q5HGP6|BX571856.1|mhcii|seq3505	antigen100|Q5HGP6|BX571856.1|mhcii|seq3505
antigen100|Q5HGP6|BX571856.1|mhcii|seq1202	antigen100|Q5HGP6|BX571856.1|mhcii|seq1202
antigen100|Q5HGP6|BX571856.1|mhcii|seq1202	antigen100|Q5HGP6|BX571856.1|mhcii|seq673
antigen100|Q5HGP6|BX571856.1|mhcii|seq1202	antigen100|Q5HGP6|BX571856.1|mhcii|seq3407
antigen100|Q5HGP6|BX571856.1|mhcii|seq1202	antigen100|Q5HGP6|BX571856.1|mhcii|seq3471
antigen100|Q5HGP6|BX571856.1|mhcii|seq1202	antigen100|Q5HGP6|BX571856.1|mhcii|seq1200
antigen100|Q5HGP6|BX571856.1|mhcii|seq1202	antigen100|Q5HGP6|BX571856.1|mhcii|seq3408
antigen100|Q5HGP6|BX571856.1|mhcii|seq1202	antigen100|Q5HGP6|BX571856.1|mhcii|seq3472
antigen100|Q5HGP6|BX571856.1|mhcii|seq1202	antigen100|Q5HGP6|BX571856.1|mhcii|seq1201
antigen100|Q5HGP6|BX571856.1|mhcii|seq1202	antigen100|Q5HGP6|BX571856.1|mhcii|seq3473
antigen100|Q5HGP6|BX571856.1|mhcii|seq1202	antigen100|Q5HGP6|BX571856.1|mhcii|seq1593
antigen100|Q5HGP6|BX571856.1|mhcii|seq1202	antigen100|Q5HGP6|BX571856.1|mhcii|seq5345
antigen100|Q5HGP6|BX571856.1|mhcii|seq1202	antigen100|Q5HGP6|BX571856.1|mhcii|seq3565
antigen100|Q5HGP6|BX571856.1|mhcii|seq1202	antigen100|Q5HGP6|BX571856.1|mhcii|seq3474
antigen100|Q5HGP6|BX571856.1|mhcii|seq1202	antigen100|Q5HGP6|BX571856.1|mhcii|seq1203
antigen100|Q5HGP6|BX571856.1|mhcii|seq1202	antigen100|Q5HGP6|BX571856.1|mhcii|seq1592
antigen100|Q5HGP6|BX571856.1|mhcii|seq1202	antigen100|Q5HGP6|BX571856.1|mhcii|seq671
antigen100|Q5HGP6|BX571856.1|mhcii|seq1202	antigen100|Q5HGP6|BX571856.1|mhcii|seq672
antigen100|Q5HGP6|BX571856.1|mhcii|seq1202	antigen100|Q5HGP6|BX571856.1|mhcii|seq1591
antigen100|Q5HGP6|BX571856.1|mhcii|seq1202	antigen100|Q5HGP6|BX571856.1|mhcii|seq5344
antigen100|Q5HGP6|BX571856.1|mhcii|seq1426	antigen100|Q5HGP6|BX571856.1|mhcii|seq1426
antigen100|Q5HGP6|BX571856.1|mhcii|seq1426	antigen100|Q5HGP6|BX571856.1|mhcii|seq5195
antigen100|Q5HGP6|BX571856.1|mhcii|seq1650	antigen100|Q5HGP6|BX571856.1|mhcii|seq1650
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq2034
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq6562
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq6561
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq6563
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq6564
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq6565
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq6566
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq1098
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq1099
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq1100
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq2796
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq1101
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq1102
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq1103
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq1104
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq2033
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq531
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq2035
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq2036
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq533
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq2037
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq534
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq858
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq859
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq860
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq6559
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq6560
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq2792
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq2789
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq2790
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq2791
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq2793
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq2794
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq2795
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq1293
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq1294
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq2030
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq527
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq1295
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq2031
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq528
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq1296
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq2032
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq529
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq1297
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq530
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq1298
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq6557
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq6558
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq1299
antigen100|Q5HGP6|BX571856.1|mhcii|seq2034	antigen100|Q5HGP6|BX571856.1|mhcii|seq532
antigen100|Q5HGP6|BX571856.1|mhcii|seq2450	antigen100|Q5HGP6|BX571856.1|mhcii|seq2450
antigen100|Q5HGP6|BX571856.1|mhcii|seq2450	antigen100|Q5HGP6|BX571856.1|mhcii|seq2451
antigen100|Q5HGP6|BX571856.1|mhcii|seq2450	antigen100|Q5HGP6|BX571856.1|mhcii|seq5991
antigen100|Q5HGP6|BX571856.1|mhcii|seq2450	antigen100|Q5HGP6|BX571856.1|mhcii|seq5992
antigen100|Q5HGP6|BX571856.1|mhcii|seq2450	antigen100|Q5HGP6|BX571856.1|mhcii|seq332
antigen100|Q5HGP6|BX571856.1|mhcii|seq2450	antigen100|Q5HGP6|BX571856.1|mhcii|seq3
antigen100|Q5HGP6|BX571856.1|mhcii|seq2450	antigen100|Q5HGP6|BX571856.1|mhcii|seq331
antigen100|Q5HGP6|BX571856.1|mhcii|seq2450	antigen100|Q5HGP6|BX571856.1|mhcii|seq2
antigen100|Q5HGP6|BX571856.1|mhcii|seq2450	antigen100|Q5HGP6|BX571856.1|mhcii|seq334
antigen100|Q5HGP6|BX571856.1|mhcii|seq2450	antigen100|Q5HGP6|BX571856.1|mhcii|seq5
antigen100|Q5HGP6|BX571856.1|mhcii|seq2450	antigen100|Q5HGP6|BX571856.1|mhcii|seq2449
antigen100|Q5HGP6|BX571856.1|mhcii|seq720	antigen100|Q5HGP6|BX571856.1|mhcii|seq720
antigen100|Q5HGP6|BX571856.1|mhcii|seq720	antigen100|Q5HGP6|BX571856.1|mhcii|seq5135
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq880
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq1538
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq877
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq878
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq879
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq2543
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq5698
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq2544
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq5699
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq881
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq2545
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq5700
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq882
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq2546
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq5701
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq883
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq2547
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq5702
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq3607
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq3608
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq3609
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq3450
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq3610
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq3451
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq3452
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq3453
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq3454
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq4322
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq1537
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq4321
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq1539
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq4323
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq1703
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq1704
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq6069
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq4320
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq3449
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq3606
antigen100|Q5HGP6|BX571856.1|mhcii|seq880	antigen100|Q5HGP6|BX571856.1|mhcii|seq3448
antigen100|Q5HGP6|BX571856.1|mhcii|seq1456	antigen100|Q5HGP6|BX571856.1|mhcii|seq1456
antigen100|Q5HGP6|BX571856.1|mhcii|seq1520	antigen100|Q5HGP6|BX571856.1|mhcii|seq1520
antigen100|Q5HGP6|BX571856.1|mhcii|seq1520	antigen100|Q5HGP6|BX571856.1|mhcii|seq2881
antigen100|Q5HGP6|BX571856.1|mhcii|seq1520	antigen100|Q5HGP6|BX571856.1|mhcii|seq5303
antigen100|Q5HGP6|BX571856.1|mhcii|seq1520	antigen100|Q5HGP6|BX571856.1|mhcii|seq2882
antigen100|Q5HGP6|BX571856.1|mhcii|seq1520	antigen100|Q5HGP6|BX571856.1|mhcii|seq5304
antigen100|Q5HGP6|BX571856.1|mhcii|seq1520	antigen100|Q5HGP6|BX571856.1|mhcii|seq1517
antigen100|Q5HGP6|BX571856.1|mhcii|seq1520	antigen100|Q5HGP6|BX571856.1|mhcii|seq1518
antigen100|Q5HGP6|BX571856.1|mhcii|seq1520	antigen100|Q5HGP6|BX571856.1|mhcii|seq1519
antigen100|Q5HGP6|BX571856.1|mhcii|seq1520	antigen100|Q5HGP6|BX571856.1|mhcii|seq1521
antigen100|Q5HGP6|BX571856.1|mhcii|seq1520	antigen100|Q5HGP6|BX571856.1|mhcii|seq1523
antigen100|Q5HGP6|BX571856.1|mhcii|seq1520	antigen100|Q5HGP6|BX571856.1|mhcii|seq4183
antigen100|Q5HGP6|BX571856.1|mhcii|seq1520	antigen100|Q5HGP6|BX571856.1|mhcii|seq4184
antigen100|Q5HGP6|BX571856.1|mhcii|seq1520	antigen100|Q5HGP6|BX571856.1|mhcii|seq4185
antigen100|Q5HGP6|BX571856.1|mhcii|seq1744	antigen100|Q5HGP6|BX571856.1|mhcii|seq1744
antigen100|Q5HGP6|BX571856.1|mhcii|seq1744	antigen100|Q5HGP6|BX571856.1|mhcii|seq5632
antigen100|Q5HGP6|BX571856.1|mhcii|seq1744	antigen100|Q5HGP6|BX571856.1|mhcii|seq1745
antigen100|Q5HGP6|BX571856.1|mhcii|seq1744	antigen100|Q5HGP6|BX571856.1|mhcii|seq5633
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq1776
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq5649
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq1774
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq5647
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq1777
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq5650
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq2406
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq2957
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq2407
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq2954
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq2955
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq2956
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq1775
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq5648
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq3002
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq6481
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq6485
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq6529
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq6530
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq2408
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq2410
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq2411
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq1778
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq5651
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq6482
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq1779
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq5652
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq6483
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq468
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq1780
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq5653
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq6484
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq469
antigen100|Q5HGP6|BX571856.1|mhcii|seq1776	antigen100|Q5HGP6|BX571856.1|mhcii|seq6486
