antigen184|A7X1D2|CP000253.1|mhcii|seq1	antigen184|A7X1D2|CP000253.1|mhcii|seq1
antigen184|A7X1D2|CP000253.1|mhcii|seq1235	antigen184|A7X1D2|CP000253.1|mhcii|seq2137
antigen184|A7X1D2|CP000253.1|mhcii|seq1235	antigen184|A7X1D2|CP000253.1|mhcii|seq2242
antigen184|A7X1D2|CP000253.1|mhcii|seq1235	antigen184|A7X1D2|CP000253.1|mhcii|seq969
antigen184|A7X1D2|CP000253.1|mhcii|seq1235	antigen184|A7X1D2|CP000253.1|mhcii|seq2138
antigen184|A7X1D2|CP000253.1|mhcii|seq1235	antigen184|A7X1D2|CP000253.1|mhcii|seq2243
antigen184|A7X1D2|CP000253.1|mhcii|seq1235	antigen184|A7X1D2|CP000253.1|mhcii|seq970
antigen184|A7X1D2|CP000253.1|mhcii|seq1235	antigen184|A7X1D2|CP000253.1|mhcii|seq2139
antigen184|A7X1D2|CP000253.1|mhcii|seq1235	antigen184|A7X1D2|CP000253.1|mhcii|seq2244
antigen184|A7X1D2|CP000253.1|mhcii|seq1235	antigen184|A7X1D2|CP000253.1|mhcii|seq971
antigen184|A7X1D2|CP000253.1|mhcii|seq1235	antigen184|A7X1D2|CP000253.1|mhcii|seq2140
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1363
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq2530
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq2531
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq2532
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq2533
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1449
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1801
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq2061
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1450
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1802
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq2062
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1451
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1803
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq2063
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1452
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1804
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq941
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq2003
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq942
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq2004
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq943
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq2005
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1359
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq944
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq2006
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1360
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1361
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1362
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1429
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1430
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1431
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1432
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1404
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1405
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1406
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1407
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1448
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq2529
antigen184|A7X1D2|CP000253.1|mhcii|seq1363	antigen184|A7X1D2|CP000253.1|mhcii|seq1447
antigen184|A7X1D2|CP000253.1|mhcii|seq1491	antigen184|A7X1D2|CP000253.1|mhcii|seq1491
antigen184|A7X1D2|CP000253.1|mhcii|seq1491	antigen184|A7X1D2|CP000253.1|mhcii|seq2185
antigen184|A7X1D2|CP000253.1|mhcii|seq1491	antigen184|A7X1D2|CP000253.1|mhcii|seq1488
antigen184|A7X1D2|CP000253.1|mhcii|seq1491	antigen184|A7X1D2|CP000253.1|mhcii|seq2182
antigen184|A7X1D2|CP000253.1|mhcii|seq1491	antigen184|A7X1D2|CP000253.1|mhcii|seq1489
antigen184|A7X1D2|CP000253.1|mhcii|seq1491	antigen184|A7X1D2|CP000253.1|mhcii|seq2183
antigen184|A7X1D2|CP000253.1|mhcii|seq1491	antigen184|A7X1D2|CP000253.1|mhcii|seq1490
antigen184|A7X1D2|CP000253.1|mhcii|seq1491	antigen184|A7X1D2|CP000253.1|mhcii|seq2184
antigen184|A7X1D2|CP000253.1|mhcii|seq1491	antigen184|A7X1D2|CP000253.1|mhcii|seq1492
antigen184|A7X1D2|CP000253.1|mhcii|seq1491	antigen184|A7X1D2|CP000253.1|mhcii|seq1494
antigen184|A7X1D2|CP000253.1|mhcii|seq1491	antigen184|A7X1D2|CP000253.1|mhcii|seq1495
antigen184|A7X1D2|CP000253.1|mhcii|seq1491	antigen184|A7X1D2|CP000253.1|mhcii|seq362
antigen184|A7X1D2|CP000253.1|mhcii|seq52	antigen184|A7X1D2|CP000253.1|mhcii|seq52
antigen184|A7X1D2|CP000253.1|mhcii|seq308	antigen184|A7X1D2|CP000253.1|mhcii|seq308
antigen184|A7X1D2|CP000253.1|mhcii|seq308	antigen184|A7X1D2|CP000253.1|mhcii|seq307
antigen184|A7X1D2|CP000253.1|mhcii|seq308	antigen184|A7X1D2|CP000253.1|mhcii|seq309
antigen184|A7X1D2|CP000253.1|mhcii|seq500	antigen184|A7X1D2|CP000253.1|mhcii|seq500
antigen184|A7X1D2|CP000253.1|mhcii|seq500	antigen184|A7X1D2|CP000253.1|mhcii|seq498
antigen184|A7X1D2|CP000253.1|mhcii|seq500	antigen184|A7X1D2|CP000253.1|mhcii|seq499
antigen184|A7X1D2|CP000253.1|mhcii|seq500	antigen184|A7X1D2|CP000253.1|mhcii|seq116
antigen184|A7X1D2|CP000253.1|mhcii|seq500	antigen184|A7X1D2|CP000253.1|mhcii|seq2028
antigen184|A7X1D2|CP000253.1|mhcii|seq500	antigen184|A7X1D2|CP000253.1|mhcii|seq1558
antigen184|A7X1D2|CP000253.1|mhcii|seq500	antigen184|A7X1D2|CP000253.1|mhcii|seq501
antigen184|A7X1D2|CP000253.1|mhcii|seq500	antigen184|A7X1D2|CP000253.1|mhcii|seq502
antigen184|A7X1D2|CP000253.1|mhcii|seq500	antigen184|A7X1D2|CP000253.1|mhcii|seq503
antigen184|A7X1D2|CP000253.1|mhcii|seq500	antigen184|A7X1D2|CP000253.1|mhcii|seq2085
antigen184|A7X1D2|CP000253.1|mhcii|seq500	antigen184|A7X1D2|CP000253.1|mhcii|seq1980
antigen184|A7X1D2|CP000253.1|mhcii|seq500	antigen184|A7X1D2|CP000253.1|mhcii|seq2086
antigen184|A7X1D2|CP000253.1|mhcii|seq1204	antigen184|A7X1D2|CP000253.1|mhcii|seq1204
antigen184|A7X1D2|CP000253.1|mhcii|seq2484	antigen184|A7X1D2|CP000253.1|mhcii|seq2484
antigen184|A7X1D2|CP000253.1|mhcii|seq53	antigen184|A7X1D2|CP000253.1|mhcii|seq53
antigen184|A7X1D2|CP000253.1|mhcii|seq53	antigen184|A7X1D2|CP000253.1|mhcii|seq54
antigen184|A7X1D2|CP000253.1|mhcii|seq1781	antigen184|A7X1D2|CP000253.1|mhcii|seq1781
antigen184|A7X1D2|CP000253.1|mhcii|seq1781	antigen184|A7X1D2|CP000253.1|mhcii|seq1782
antigen184|A7X1D2|CP000253.1|mhcii|seq2357	antigen184|A7X1D2|CP000253.1|mhcii|seq2357
antigen184|A7X1D2|CP000253.1|mhcii|seq2357	antigen184|A7X1D2|CP000253.1|mhcii|seq642
antigen184|A7X1D2|CP000253.1|mhcii|seq2357	antigen184|A7X1D2|CP000253.1|mhcii|seq641
antigen184|A7X1D2|CP000253.1|mhcii|seq2357	antigen184|A7X1D2|CP000253.1|mhcii|seq644
antigen184|A7X1D2|CP000253.1|mhcii|seq2357	antigen184|A7X1D2|CP000253.1|mhcii|seq643
antigen184|A7X1D2|CP000253.1|mhcii|seq2357	antigen184|A7X1D2|CP000253.1|mhcii|seq645
antigen184|A7X1D2|CP000253.1|mhcii|seq2357	antigen184|A7X1D2|CP000253.1|mhcii|seq2356
antigen184|A7X1D2|CP000253.1|mhcii|seq2357	antigen184|A7X1D2|CP000253.1|mhcii|seq766
antigen184|A7X1D2|CP000253.1|mhcii|seq2357	antigen184|A7X1D2|CP000253.1|mhcii|seq767
antigen184|A7X1D2|CP000253.1|mhcii|seq2357	antigen184|A7X1D2|CP000253.1|mhcii|seq768
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq790
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq1761
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq1762
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq1763
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq1164
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq1165
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq1166
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq1007
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq81
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq1167
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq848
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq849
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq786
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq850
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq787
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq851
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq788
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq852
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq789
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq791
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq601
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq602
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq251
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq603
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq252
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq604
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq253
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq1885
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq1006
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq80
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq254
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq255
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq1759
antigen184|A7X1D2|CP000253.1|mhcii|seq790	antigen184|A7X1D2|CP000253.1|mhcii|seq1760
antigen184|A7X1D2|CP000253.1|mhcii|seq950	antigen184|A7X1D2|CP000253.1|mhcii|seq950
antigen184|A7X1D2|CP000253.1|mhcii|seq950	antigen184|A7X1D2|CP000253.1|mhcii|seq1384
antigen184|A7X1D2|CP000253.1|mhcii|seq950	antigen184|A7X1D2|CP000253.1|mhcii|seq949
antigen184|A7X1D2|CP000253.1|mhcii|seq567	antigen184|A7X1D2|CP000253.1|mhcii|seq567
antigen184|A7X1D2|CP000253.1|mhcii|seq567	antigen184|A7X1D2|CP000253.1|mhcii|seq566
antigen184|A7X1D2|CP000253.1|mhcii|seq567	antigen184|A7X1D2|CP000253.1|mhcii|seq568
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1015
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1889
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq129
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq2071
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1890
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1857
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq130
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq2072
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1891
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1858
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq131
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq2073
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1892
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1859
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq132
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq2074
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1893
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1860
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq133
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq2075
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1894
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1861
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq134
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq2076
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1576
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1577
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1578
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1579
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1517
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1518
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1519
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1012
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1013
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1014
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq2423
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq2108
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1016
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq2424
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1017
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1575
antigen184|A7X1D2|CP000253.1|mhcii|seq1015	antigen184|A7X1D2|CP000253.1|mhcii|seq1516
antigen184|A7X1D2|CP000253.1|mhcii|seq184	antigen184|A7X1D2|CP000253.1|mhcii|seq184
antigen184|A7X1D2|CP000253.1|mhcii|seq216	antigen184|A7X1D2|CP000253.1|mhcii|seq216
antigen184|A7X1D2|CP000253.1|mhcii|seq408	antigen184|A7X1D2|CP000253.1|mhcii|seq408
antigen184|A7X1D2|CP000253.1|mhcii|seq536	antigen184|A7X1D2|CP000253.1|mhcii|seq536
antigen184|A7X1D2|CP000253.1|mhcii|seq856	antigen184|A7X1D2|CP000253.1|mhcii|seq856
antigen184|A7X1D2|CP000253.1|mhcii|seq888	antigen184|A7X1D2|CP000253.1|mhcii|seq888
antigen184|A7X1D2|CP000253.1|mhcii|seq888	antigen184|A7X1D2|CP000253.1|mhcii|seq2115
antigen184|A7X1D2|CP000253.1|mhcii|seq888	antigen184|A7X1D2|CP000253.1|mhcii|seq2116
antigen184|A7X1D2|CP000253.1|mhcii|seq888	antigen184|A7X1D2|CP000253.1|mhcii|seq261
antigen184|A7X1D2|CP000253.1|mhcii|seq888	antigen184|A7X1D2|CP000253.1|mhcii|seq886
antigen184|A7X1D2|CP000253.1|mhcii|seq888	antigen184|A7X1D2|CP000253.1|mhcii|seq887
antigen184|A7X1D2|CP000253.1|mhcii|seq888	antigen184|A7X1D2|CP000253.1|mhcii|seq1977
antigen184|A7X1D2|CP000253.1|mhcii|seq888	antigen184|A7X1D2|CP000253.1|mhcii|seq1978
antigen184|A7X1D2|CP000253.1|mhcii|seq888	antigen184|A7X1D2|CP000253.1|mhcii|seq1979
antigen184|A7X1D2|CP000253.1|mhcii|seq1272	antigen184|A7X1D2|CP000253.1|mhcii|seq1272
antigen184|A7X1D2|CP000253.1|mhcii|seq1624	antigen184|A7X1D2|CP000253.1|mhcii|seq1624
antigen184|A7X1D2|CP000253.1|mhcii|seq1624	antigen184|A7X1D2|CP000253.1|mhcii|seq1623
antigen184|A7X1D2|CP000253.1|mhcii|seq1624	antigen184|A7X1D2|CP000253.1|mhcii|seq2048
antigen184|A7X1D2|CP000253.1|mhcii|seq1624	antigen184|A7X1D2|CP000253.1|mhcii|seq1701
antigen184|A7X1D2|CP000253.1|mhcii|seq1624	antigen184|A7X1D2|CP000253.1|mhcii|seq1696
antigen184|A7X1D2|CP000253.1|mhcii|seq1624	antigen184|A7X1D2|CP000253.1|mhcii|seq1697
antigen184|A7X1D2|CP000253.1|mhcii|seq1624	antigen184|A7X1D2|CP000253.1|mhcii|seq1698
antigen184|A7X1D2|CP000253.1|mhcii|seq1624	antigen184|A7X1D2|CP000253.1|mhcii|seq1699
antigen184|A7X1D2|CP000253.1|mhcii|seq1624	antigen184|A7X1D2|CP000253.1|mhcii|seq1700
antigen184|A7X1D2|CP000253.1|mhcii|seq1624	antigen184|A7X1D2|CP000253.1|mhcii|seq1693
antigen184|A7X1D2|CP000253.1|mhcii|seq1624	antigen184|A7X1D2|CP000253.1|mhcii|seq1694
antigen184|A7X1D2|CP000253.1|mhcii|seq1624	antigen184|A7X1D2|CP000253.1|mhcii|seq1695
antigen184|A7X1D2|CP000253.1|mhcii|seq1752	antigen184|A7X1D2|CP000253.1|mhcii|seq1752
antigen184|A7X1D2|CP000253.1|mhcii|seq1752	antigen184|A7X1D2|CP000253.1|mhcii|seq841
antigen184|A7X1D2|CP000253.1|mhcii|seq1752	antigen184|A7X1D2|CP000253.1|mhcii|seq1751
antigen184|A7X1D2|CP000253.1|mhcii|seq1976	antigen184|A7X1D2|CP000253.1|mhcii|seq1976
antigen184|A7X1D2|CP000253.1|mhcii|seq1369	antigen184|A7X1D2|CP000253.1|mhcii|seq1369
antigen184|A7X1D2|CP000253.1|mhcii|seq1369	antigen184|A7X1D2|CP000253.1|mhcii|seq1370
antigen184|A7X1D2|CP000253.1|mhcii|seq1369	antigen184|A7X1D2|CP000253.1|mhcii|seq1371
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq1401
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq1796
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq2056
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq938
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq2000
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq1446
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq2018
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq935
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq1997
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq936
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq1998
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq937
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq1999
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq939
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq2001
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq940
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq2002
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq1357
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq2527
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq2528
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq1400
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq2055
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq1355
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq1354
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq1356
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq1358
antigen184|A7X1D2|CP000253.1|mhcii|seq1401	antigen184|A7X1D2|CP000253.1|mhcii|seq1399
antigen184|A7X1D2|CP000253.1|mhcii|seq2265	antigen184|A7X1D2|CP000253.1|mhcii|seq2265
antigen184|A7X1D2|CP000253.1|mhcii|seq2265	antigen184|A7X1D2|CP000253.1|mhcii|seq2266
antigen184|A7X1D2|CP000253.1|mhcii|seq2265	antigen184|A7X1D2|CP000253.1|mhcii|seq2267
antigen184|A7X1D2|CP000253.1|mhcii|seq2265	antigen184|A7X1D2|CP000253.1|mhcii|seq2537
antigen184|A7X1D2|CP000253.1|mhcii|seq2265	antigen184|A7X1D2|CP000253.1|mhcii|seq2536
antigen184|A7X1D2|CP000253.1|mhcii|seq2297	antigen184|A7X1D2|CP000253.1|mhcii|seq2297
antigen184|A7X1D2|CP000253.1|mhcii|seq2297	antigen184|A7X1D2|CP000253.1|mhcii|seq2296
antigen184|A7X1D2|CP000253.1|mhcii|seq2297	antigen184|A7X1D2|CP000253.1|mhcii|seq518
