antigen37|Q2YY04|BX571856.1|mhcii|seq339	antigen37|Q2YY04|BX571856.1|mhcii|seq339
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq243
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq245
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq246
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq247
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq248
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq404
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq401
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq402
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq403
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq405
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq406
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq407
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq1109
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq1110
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq408
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq571
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq572
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq573
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq575
antigen37|Q2YY04|BX571856.1|mhcii|seq309	antigen37|Q2YY04|BX571856.1|mhcii|seq309
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq533
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq97
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq98
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq99
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq329
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq746
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq747
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq748
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq749
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq941
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq141
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq988
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq942
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq142
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq989
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq943
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq143
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq990
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq944
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq144
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq991
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq529
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq434
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq530
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq435
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq531
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq436
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq532
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq437
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq344
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq345
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq346
antigen37|Q2YY04|BX571856.1|mhcii|seq533	antigen37|Q2YY04|BX571856.1|mhcii|seq347
antigen37|Q2YY04|BX571856.1|mhcii|seq757	antigen37|Q2YY04|BX571856.1|mhcii|seq757
antigen37|Q2YY04|BX571856.1|mhcii|seq757	antigen37|Q2YY04|BX571856.1|mhcii|seq513
antigen37|Q2YY04|BX571856.1|mhcii|seq757	antigen37|Q2YY04|BX571856.1|mhcii|seq514
antigen37|Q2YY04|BX571856.1|mhcii|seq757	antigen37|Q2YY04|BX571856.1|mhcii|seq515
antigen37|Q2YY04|BX571856.1|mhcii|seq757	antigen37|Q2YY04|BX571856.1|mhcii|seq107
antigen37|Q2YY04|BX571856.1|mhcii|seq757	antigen37|Q2YY04|BX571856.1|mhcii|seq106
antigen37|Q2YY04|BX571856.1|mhcii|seq757	antigen37|Q2YY04|BX571856.1|mhcii|seq108
antigen37|Q2YY04|BX571856.1|mhcii|seq757	antigen37|Q2YY04|BX571856.1|mhcii|seq756
antigen37|Q2YY04|BX571856.1|mhcii|seq757	antigen37|Q2YY04|BX571856.1|mhcii|seq471
antigen37|Q2YY04|BX571856.1|mhcii|seq757	antigen37|Q2YY04|BX571856.1|mhcii|seq469
antigen37|Q2YY04|BX571856.1|mhcii|seq757	antigen37|Q2YY04|BX571856.1|mhcii|seq470
antigen37|Q2YY04|BX571856.1|mhcii|seq757	antigen37|Q2YY04|BX571856.1|mhcii|seq472
antigen37|Q2YY04|BX571856.1|mhcii|seq917	antigen37|Q2YY04|BX571856.1|mhcii|seq917
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq630
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq626
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq627
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq628
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq629
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq631
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq632
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq633
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq634
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq865
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq909
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq1005
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq910
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq1039
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq908
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq1004
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq862
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq863
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq864
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq1121
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq617
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq276
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq1117
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq1118
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq1119
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq1120
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq272
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq273
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq274
antigen37|Q2YY04|BX571856.1|mhcii|seq630	antigen37|Q2YY04|BX571856.1|mhcii|seq275
antigen37|Q2YY04|BX571856.1|mhcii|seq1046	antigen37|Q2YY04|BX571856.1|mhcii|seq1046
antigen37|Q2YY04|BX571856.1|mhcii|seq119	antigen37|Q2YY04|BX571856.1|mhcii|seq119
antigen37|Q2YY04|BX571856.1|mhcii|seq1082	antigen37|Q2YY04|BX571856.1|mhcii|seq1082
antigen37|Q2YY04|BX571856.1|mhcii|seq1082	antigen37|Q2YY04|BX571856.1|mhcii|seq1080
antigen37|Q2YY04|BX571856.1|mhcii|seq1082	antigen37|Q2YY04|BX571856.1|mhcii|seq1081
antigen37|Q2YY04|BX571856.1|mhcii|seq1082	antigen37|Q2YY04|BX571856.1|mhcii|seq1083
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq1115
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq609
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq610
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq611
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq612
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq613
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq614
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq615
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq616
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq268
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq269
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq270
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq271
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq592
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq593
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq594
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq595
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq596
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq597
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq598
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq599
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq1077
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq1078
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq1079
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq120
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq1112
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq121
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq1113
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq1114
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq123
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq122
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq124
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq125
antigen37|Q2YY04|BX571856.1|mhcii|seq1115	antigen37|Q2YY04|BX571856.1|mhcii|seq1116
antigen37|Q2YY04|BX571856.1|mhcii|seq636	antigen37|Q2YY04|BX571856.1|mhcii|seq636
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq668
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq1031
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq1033
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq902
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq998
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq1034
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq903
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq999
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq179
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq180
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq181
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq182
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq183
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq666
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq667
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq828
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq827
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq829
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq830
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq669
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq670
antigen37|Q2YY04|BX571856.1|mhcii|seq668	antigen37|Q2YY04|BX571856.1|mhcii|seq671
antigen37|Q2YY04|BX571856.1|mhcii|seq157	antigen37|Q2YY04|BX571856.1|mhcii|seq157
antigen37|Q2YY04|BX571856.1|mhcii|seq157	antigen37|Q2YY04|BX571856.1|mhcii|seq851
antigen37|Q2YY04|BX571856.1|mhcii|seq414	antigen37|Q2YY04|BX571856.1|mhcii|seq414
antigen37|Q2YY04|BX571856.1|mhcii|seq414	antigen37|Q2YY04|BX571856.1|mhcii|seq257
antigen37|Q2YY04|BX571856.1|mhcii|seq414	antigen37|Q2YY04|BX571856.1|mhcii|seq485
antigen37|Q2YY04|BX571856.1|mhcii|seq414	antigen37|Q2YY04|BX571856.1|mhcii|seq875
antigen37|Q2YY04|BX571856.1|mhcii|seq414	antigen37|Q2YY04|BX571856.1|mhcii|seq486
antigen37|Q2YY04|BX571856.1|mhcii|seq414	antigen37|Q2YY04|BX571856.1|mhcii|seq876
antigen37|Q2YY04|BX571856.1|mhcii|seq414	antigen37|Q2YY04|BX571856.1|mhcii|seq487
antigen37|Q2YY04|BX571856.1|mhcii|seq414	antigen37|Q2YY04|BX571856.1|mhcii|seq877
antigen37|Q2YY04|BX571856.1|mhcii|seq414	antigen37|Q2YY04|BX571856.1|mhcii|seq456
antigen37|Q2YY04|BX571856.1|mhcii|seq414	antigen37|Q2YY04|BX571856.1|mhcii|seq457
antigen37|Q2YY04|BX571856.1|mhcii|seq414	antigen37|Q2YY04|BX571856.1|mhcii|seq411
antigen37|Q2YY04|BX571856.1|mhcii|seq414	antigen37|Q2YY04|BX571856.1|mhcii|seq412
antigen37|Q2YY04|BX571856.1|mhcii|seq414	antigen37|Q2YY04|BX571856.1|mhcii|seq413
antigen37|Q2YY04|BX571856.1|mhcii|seq414	antigen37|Q2YY04|BX571856.1|mhcii|seq255
antigen37|Q2YY04|BX571856.1|mhcii|seq414	antigen37|Q2YY04|BX571856.1|mhcii|seq415
antigen37|Q2YY04|BX571856.1|mhcii|seq414	antigen37|Q2YY04|BX571856.1|mhcii|seq256
antigen37|Q2YY04|BX571856.1|mhcii|seq31	antigen37|Q2YY04|BX571856.1|mhcii|seq31
antigen37|Q2YY04|BX571856.1|mhcii|seq279	antigen37|Q2YY04|BX571856.1|mhcii|seq279
antigen37|Q2YY04|BX571856.1|mhcii|seq279	antigen37|Q2YY04|BX571856.1|mhcii|seq280
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq343
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq526
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq527
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq528
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq340
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq341
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq342
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq325
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq324
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq328
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq744
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq326
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq742
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq327
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq743
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq745
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq93
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq94
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq95
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq96
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq92
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq741
antigen37|Q2YY04|BX571856.1|mhcii|seq343	antigen37|Q2YY04|BX571856.1|mhcii|seq91
antigen37|Q2YY04|BX571856.1|mhcii|seq439	antigen37|Q2YY04|BX571856.1|mhcii|seq439
antigen37|Q2YY04|BX571856.1|mhcii|seq887	antigen37|Q2YY04|BX571856.1|mhcii|seq887
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq1015
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq966
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq919
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq1013
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq214
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq229
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq230
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq231
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq232
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq233
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq172
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq211
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq212
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq788
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq213
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq789
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq790
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq215
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq216
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq1016
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq967
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq920
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq32
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq217
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq1017
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq33
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq968
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq921
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq218
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq1018
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq34
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq969
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq922
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq1019
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq35
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq970
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq923
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq918
antigen37|Q2YY04|BX571856.1|mhcii|seq1015	antigen37|Q2YY04|BX571856.1|mhcii|seq1014
antigen37|Q2YY04|BX571856.1|mhcii|seq952	antigen37|Q2YY04|BX571856.1|mhcii|seq952
antigen37|Q2YY04|BX571856.1|mhcii|seq952	antigen37|Q2YY04|BX571856.1|mhcii|seq1091
