antigen36|Q6GAB5|BX571857.1|mhcii|seq1	antigen36|Q6GAB5|BX571857.1|mhcii|seq1
antigen36|Q6GAB5|BX571857.1|mhcii|seq3221	antigen36|Q6GAB5|BX571857.1|mhcii|seq2073
antigen36|Q6GAB5|BX571857.1|mhcii|seq3221	antigen36|Q6GAB5|BX571857.1|mhcii|seq1082
antigen36|Q6GAB5|BX571857.1|mhcii|seq3221	antigen36|Q6GAB5|BX571857.1|mhcii|seq2074
antigen36|Q6GAB5|BX571857.1|mhcii|seq3221	antigen36|Q6GAB5|BX571857.1|mhcii|seq1083
antigen36|Q6GAB5|BX571857.1|mhcii|seq182	antigen36|Q6GAB5|BX571857.1|mhcii|seq182
antigen36|Q6GAB5|BX571857.1|mhcii|seq182	antigen36|Q6GAB5|BX571857.1|mhcii|seq181
antigen36|Q6GAB5|BX571857.1|mhcii|seq182	antigen36|Q6GAB5|BX571857.1|mhcii|seq183
antigen36|Q6GAB5|BX571857.1|mhcii|seq566	antigen36|Q6GAB5|BX571857.1|mhcii|seq566
antigen36|Q6GAB5|BX571857.1|mhcii|seq566	antigen36|Q6GAB5|BX571857.1|mhcii|seq565
antigen36|Q6GAB5|BX571857.1|mhcii|seq566	antigen36|Q6GAB5|BX571857.1|mhcii|seq567
antigen36|Q6GAB5|BX571857.1|mhcii|seq566	antigen36|Q6GAB5|BX571857.1|mhcii|seq2439
antigen36|Q6GAB5|BX571857.1|mhcii|seq566	antigen36|Q6GAB5|BX571857.1|mhcii|seq2440
antigen36|Q6GAB5|BX571857.1|mhcii|seq566	antigen36|Q6GAB5|BX571857.1|mhcii|seq2441
antigen36|Q6GAB5|BX571857.1|mhcii|seq566	antigen36|Q6GAB5|BX571857.1|mhcii|seq2571
antigen36|Q6GAB5|BX571857.1|mhcii|seq566	antigen36|Q6GAB5|BX571857.1|mhcii|seq2573
antigen36|Q6GAB5|BX571857.1|mhcii|seq566	antigen36|Q6GAB5|BX571857.1|mhcii|seq2572
antigen36|Q6GAB5|BX571857.1|mhcii|seq566	antigen36|Q6GAB5|BX571857.1|mhcii|seq2574
antigen36|Q6GAB5|BX571857.1|mhcii|seq566	antigen36|Q6GAB5|BX571857.1|mhcii|seq564
antigen36|Q6GAB5|BX571857.1|mhcii|seq566	antigen36|Q6GAB5|BX571857.1|mhcii|seq2424
antigen36|Q6GAB5|BX571857.1|mhcii|seq566	antigen36|Q6GAB5|BX571857.1|mhcii|seq2425
antigen36|Q6GAB5|BX571857.1|mhcii|seq566	antigen36|Q6GAB5|BX571857.1|mhcii|seq2426
antigen36|Q6GAB5|BX571857.1|mhcii|seq694	antigen36|Q6GAB5|BX571857.1|mhcii|seq694
antigen36|Q6GAB5|BX571857.1|mhcii|seq694	antigen36|Q6GAB5|BX571857.1|mhcii|seq693
antigen36|Q6GAB5|BX571857.1|mhcii|seq918	antigen36|Q6GAB5|BX571857.1|mhcii|seq918
antigen36|Q6GAB5|BX571857.1|mhcii|seq918	antigen36|Q6GAB5|BX571857.1|mhcii|seq919
antigen36|Q6GAB5|BX571857.1|mhcii|seq1398	antigen36|Q6GAB5|BX571857.1|mhcii|seq1398
antigen36|Q6GAB5|BX571857.1|mhcii|seq1398	antigen36|Q6GAB5|BX571857.1|mhcii|seq2376
antigen36|Q6GAB5|BX571857.1|mhcii|seq1398	antigen36|Q6GAB5|BX571857.1|mhcii|seq2377
antigen36|Q6GAB5|BX571857.1|mhcii|seq1398	antigen36|Q6GAB5|BX571857.1|mhcii|seq1741
antigen36|Q6GAB5|BX571857.1|mhcii|seq1398	antigen36|Q6GAB5|BX571857.1|mhcii|seq116
antigen36|Q6GAB5|BX571857.1|mhcii|seq1398	antigen36|Q6GAB5|BX571857.1|mhcii|seq1550
antigen36|Q6GAB5|BX571857.1|mhcii|seq1398	antigen36|Q6GAB5|BX571857.1|mhcii|seq60
antigen36|Q6GAB5|BX571857.1|mhcii|seq1398	antigen36|Q6GAB5|BX571857.1|mhcii|seq1742
antigen36|Q6GAB5|BX571857.1|mhcii|seq1398	antigen36|Q6GAB5|BX571857.1|mhcii|seq117
antigen36|Q6GAB5|BX571857.1|mhcii|seq1398	antigen36|Q6GAB5|BX571857.1|mhcii|seq1551
antigen36|Q6GAB5|BX571857.1|mhcii|seq1398	antigen36|Q6GAB5|BX571857.1|mhcii|seq1395
antigen36|Q6GAB5|BX571857.1|mhcii|seq1398	antigen36|Q6GAB5|BX571857.1|mhcii|seq1396
antigen36|Q6GAB5|BX571857.1|mhcii|seq1398	antigen36|Q6GAB5|BX571857.1|mhcii|seq1397
antigen36|Q6GAB5|BX571857.1|mhcii|seq1398	antigen36|Q6GAB5|BX571857.1|mhcii|seq1399
antigen36|Q6GAB5|BX571857.1|mhcii|seq1398	antigen36|Q6GAB5|BX571857.1|mhcii|seq504
antigen36|Q6GAB5|BX571857.1|mhcii|seq1398	antigen36|Q6GAB5|BX571857.1|mhcii|seq505
antigen36|Q6GAB5|BX571857.1|mhcii|seq1398	antigen36|Q6GAB5|BX571857.1|mhcii|seq1979
antigen36|Q6GAB5|BX571857.1|mhcii|seq1398	antigen36|Q6GAB5|BX571857.1|mhcii|seq1980
antigen36|Q6GAB5|BX571857.1|mhcii|seq3286	antigen36|Q6GAB5|BX571857.1|mhcii|seq3286
antigen36|Q6GAB5|BX571857.1|mhcii|seq3286	antigen36|Q6GAB5|BX571857.1|mhcii|seq3049
antigen36|Q6GAB5|BX571857.1|mhcii|seq3286	antigen36|Q6GAB5|BX571857.1|mhcii|seq3048
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1367
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq3266
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq3270
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq3267
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq3268
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq3269
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1351
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1352
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1353
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1354
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1355
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1356
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1772
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq2924
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1773
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq2925
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1774
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq2926
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1775
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq2927
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1776
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq2928
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq2929
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq535
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq536
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq537
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1017
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1369
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq538
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1018
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1370
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq539
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1019
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1371
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1020
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1021
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1022
antigen36|Q6GAB5|BX571857.1|mhcii|seq1367	antigen36|Q6GAB5|BX571857.1|mhcii|seq1368
antigen36|Q6GAB5|BX571857.1|mhcii|seq1687	antigen36|Q6GAB5|BX571857.1|mhcii|seq1687
antigen36|Q6GAB5|BX571857.1|mhcii|seq1719	antigen36|Q6GAB5|BX571857.1|mhcii|seq1719
antigen36|Q6GAB5|BX571857.1|mhcii|seq1719	antigen36|Q6GAB5|BX571857.1|mhcii|seq422
antigen36|Q6GAB5|BX571857.1|mhcii|seq1719	antigen36|Q6GAB5|BX571857.1|mhcii|seq1717
antigen36|Q6GAB5|BX571857.1|mhcii|seq1719	antigen36|Q6GAB5|BX571857.1|mhcii|seq1718
antigen36|Q6GAB5|BX571857.1|mhcii|seq1719	antigen36|Q6GAB5|BX571857.1|mhcii|seq421
antigen36|Q6GAB5|BX571857.1|mhcii|seq1719	antigen36|Q6GAB5|BX571857.1|mhcii|seq423
antigen36|Q6GAB5|BX571857.1|mhcii|seq1719	antigen36|Q6GAB5|BX571857.1|mhcii|seq1103
antigen36|Q6GAB5|BX571857.1|mhcii|seq1719	antigen36|Q6GAB5|BX571857.1|mhcii|seq1102
antigen36|Q6GAB5|BX571857.1|mhcii|seq1719	antigen36|Q6GAB5|BX571857.1|mhcii|seq1104
antigen36|Q6GAB5|BX571857.1|mhcii|seq1719	antigen36|Q6GAB5|BX571857.1|mhcii|seq1105
antigen36|Q6GAB5|BX571857.1|mhcii|seq1719	antigen36|Q6GAB5|BX571857.1|mhcii|seq31
antigen36|Q6GAB5|BX571857.1|mhcii|seq1719	antigen36|Q6GAB5|BX571857.1|mhcii|seq32
antigen36|Q6GAB5|BX571857.1|mhcii|seq1815	antigen36|Q6GAB5|BX571857.1|mhcii|seq1815
antigen36|Q6GAB5|BX571857.1|mhcii|seq1815	antigen36|Q6GAB5|BX571857.1|mhcii|seq1484
antigen36|Q6GAB5|BX571857.1|mhcii|seq1815	antigen36|Q6GAB5|BX571857.1|mhcii|seq1488
antigen36|Q6GAB5|BX571857.1|mhcii|seq1815	antigen36|Q6GAB5|BX571857.1|mhcii|seq1812
antigen36|Q6GAB5|BX571857.1|mhcii|seq1815	antigen36|Q6GAB5|BX571857.1|mhcii|seq1813
antigen36|Q6GAB5|BX571857.1|mhcii|seq1815	antigen36|Q6GAB5|BX571857.1|mhcii|seq1814
antigen36|Q6GAB5|BX571857.1|mhcii|seq1815	antigen36|Q6GAB5|BX571857.1|mhcii|seq1816
antigen36|Q6GAB5|BX571857.1|mhcii|seq1815	antigen36|Q6GAB5|BX571857.1|mhcii|seq1817
antigen36|Q6GAB5|BX571857.1|mhcii|seq1815	antigen36|Q6GAB5|BX571857.1|mhcii|seq1818
antigen36|Q6GAB5|BX571857.1|mhcii|seq1815	antigen36|Q6GAB5|BX571857.1|mhcii|seq1819
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq2295
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq147
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq3009
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq2770
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq787
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq3010
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq2771
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq788
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq3011
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq2772
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq789
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq3012
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq2773
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq790
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq3013
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq2774
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq791
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq3014
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq2775
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq792
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq615
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq1063
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq3015
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq2776
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq793
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq616
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq1064
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq3016
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq2777
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq794
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq617
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq1065
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq618
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq1066
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq619
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq1067
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq399
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq1711
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq400
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq1712
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq401
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq1713
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq402
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq1714
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq403
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq1715
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq2291
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq143
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq404
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq1716
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq2292
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq144
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq405
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq2293
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq145
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq2294
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq146
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq2296
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq148
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq2297
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq149
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq2298
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq150
antigen36|Q6GAB5|BX571857.1|mhcii|seq2295	antigen36|Q6GAB5|BX571857.1|mhcii|seq2299
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2519
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2369
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2370
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2371
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2372
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq1542
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq52
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2374
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2373
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2375
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq1543
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq53
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq1544
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq54
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq1545
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq55
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq1546
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq56
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq1547
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq57
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq1548
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq58
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq1549
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq59
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2667
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2636
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2668
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2637
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2638
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq1392
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq1393
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq1394
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2515
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2516
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2517
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2518
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2520
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2521
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2523
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2522
antigen36|Q6GAB5|BX571857.1|mhcii|seq2519	antigen36|Q6GAB5|BX571857.1|mhcii|seq2524
antigen36|Q6GAB5|BX571857.1|mhcii|seq2615	antigen36|Q6GAB5|BX571857.1|mhcii|seq2615
antigen36|Q6GAB5|BX571857.1|mhcii|seq3063	antigen36|Q6GAB5|BX571857.1|mhcii|seq3063
antigen36|Q6GAB5|BX571857.1|mhcii|seq600	antigen36|Q6GAB5|BX571857.1|mhcii|seq600
antigen36|Q6GAB5|BX571857.1|mhcii|seq600	antigen36|Q6GAB5|BX571857.1|mhcii|seq597
antigen36|Q6GAB5|BX571857.1|mhcii|seq600	antigen36|Q6GAB5|BX571857.1|mhcii|seq598
antigen36|Q6GAB5|BX571857.1|mhcii|seq600	antigen36|Q6GAB5|BX571857.1|mhcii|seq599
antigen36|Q6GAB5|BX571857.1|mhcii|seq600	antigen36|Q6GAB5|BX571857.1|mhcii|seq601
antigen36|Q6GAB5|BX571857.1|mhcii|seq600	antigen36|Q6GAB5|BX571857.1|mhcii|seq602
antigen36|Q6GAB5|BX571857.1|mhcii|seq600	antigen36|Q6GAB5|BX571857.1|mhcii|seq294
antigen36|Q6GAB5|BX571857.1|mhcii|seq1784	antigen36|Q6GAB5|BX571857.1|mhcii|seq1784
antigen36|Q6GAB5|BX571857.1|mhcii|seq1784	antigen36|Q6GAB5|BX571857.1|mhcii|seq643
antigen36|Q6GAB5|BX571857.1|mhcii|seq1784	antigen36|Q6GAB5|BX571857.1|mhcii|seq644
antigen36|Q6GAB5|BX571857.1|mhcii|seq1784	antigen36|Q6GAB5|BX571857.1|mhcii|seq645
antigen36|Q6GAB5|BX571857.1|mhcii|seq1784	antigen36|Q6GAB5|BX571857.1|mhcii|seq646
antigen36|Q6GAB5|BX571857.1|mhcii|seq1784	antigen36|Q6GAB5|BX571857.1|mhcii|seq647
antigen36|Q6GAB5|BX571857.1|mhcii|seq1784	antigen36|Q6GAB5|BX571857.1|mhcii|seq1169
antigen36|Q6GAB5|BX571857.1|mhcii|seq1784	antigen36|Q6GAB5|BX571857.1|mhcii|seq1170
antigen36|Q6GAB5|BX571857.1|mhcii|seq1784	antigen36|Q6GAB5|BX571857.1|mhcii|seq1171
antigen36|Q6GAB5|BX571857.1|mhcii|seq1784	antigen36|Q6GAB5|BX571857.1|mhcii|seq1172
antigen36|Q6GAB5|BX571857.1|mhcii|seq1784	antigen36|Q6GAB5|BX571857.1|mhcii|seq3380
antigen36|Q6GAB5|BX571857.1|mhcii|seq1784	antigen36|Q6GAB5|BX571857.1|mhcii|seq1173
antigen36|Q6GAB5|BX571857.1|mhcii|seq1784	antigen36|Q6GAB5|BX571857.1|mhcii|seq1781
