antigen115|Q7A7G0|BX571856.1|mhcii|seq196	antigen115|Q7A7G0|BX571856.1|mhcii|seq196
antigen115|Q7A7G0|BX571856.1|mhcii|seq3287	antigen115|Q7A7G0|BX571856.1|mhcii|seq2297
antigen115|Q7A7G0|BX571856.1|mhcii|seq3287	antigen115|Q7A7G0|BX571856.1|mhcii|seq1009
antigen115|Q7A7G0|BX571856.1|mhcii|seq3287	antigen115|Q7A7G0|BX571856.1|mhcii|seq2295
antigen115|Q7A7G0|BX571856.1|mhcii|seq3287	antigen115|Q7A7G0|BX571856.1|mhcii|seq2296
antigen115|Q7A7G0|BX571856.1|mhcii|seq3287	antigen115|Q7A7G0|BX571856.1|mhcii|seq2298
antigen115|Q7A7G0|BX571856.1|mhcii|seq3287	antigen115|Q7A7G0|BX571856.1|mhcii|seq2299
antigen115|Q7A7G0|BX571856.1|mhcii|seq3287	antigen115|Q7A7G0|BX571856.1|mhcii|seq3289
antigen115|Q7A7G0|BX571856.1|mhcii|seq3287	antigen115|Q7A7G0|BX571856.1|mhcii|seq3288
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq440
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq3233
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq439
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq1721
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq820
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq821
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq1717
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq822
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq1718
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq823
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq1719
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq824
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq1720
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq441
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq825
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq826
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq1722
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq827
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq1723
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq828
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq1724
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq1725
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq381
antigen115|Q7A7G0|BX571856.1|mhcii|seq440	antigen115|Q7A7G0|BX571856.1|mhcii|seq3232
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq568
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq2508
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq96
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq2505
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq93
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq2506
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq94
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq2507
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq95
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq1457
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq1634
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq2509
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq97
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq1454
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq1455
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq1456
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq2010
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq2011
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq2036
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq2038
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq1901
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq2037
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq567
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq570
antigen115|Q7A7G0|BX571856.1|mhcii|seq568	antigen115|Q7A7G0|BX571856.1|mhcii|seq569
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq729
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq2884
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq1889
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq65
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq1890
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq66
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq1849
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq730
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq2885
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq731
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq2886
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq732
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq2887
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq63
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq1888
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq64
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq1623
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq2881
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq2882
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq2694
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq3185
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq1261
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq1262
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq1620
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq1844
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq1621
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq1845
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq726
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq1622
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq1846
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq727
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq1847
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq728
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq2883
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq1624
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq1848
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq1625
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq1626
antigen115|Q7A7G0|BX571856.1|mhcii|seq729	antigen115|Q7A7G0|BX571856.1|mhcii|seq2880
antigen115|Q7A7G0|BX571856.1|mhcii|seq2585	antigen115|Q7A7G0|BX571856.1|mhcii|seq2585
antigen115|Q7A7G0|BX571856.1|mhcii|seq3225	antigen115|Q7A7G0|BX571856.1|mhcii|seq3225
antigen115|Q7A7G0|BX571856.1|mhcii|seq3225	antigen115|Q7A7G0|BX571856.1|mhcii|seq3226
antigen115|Q7A7G0|BX571856.1|mhcii|seq3225	antigen115|Q7A7G0|BX571856.1|mhcii|seq374
antigen115|Q7A7G0|BX571856.1|mhcii|seq3225	antigen115|Q7A7G0|BX571856.1|mhcii|seq373
antigen115|Q7A7G0|BX571856.1|mhcii|seq3195	antigen115|Q7A7G0|BX571856.1|mhcii|seq3195
antigen115|Q7A7G0|BX571856.1|mhcii|seq3483	antigen115|Q7A7G0|BX571856.1|mhcii|seq3483
antigen115|Q7A7G0|BX571856.1|mhcii|seq3483	antigen115|Q7A7G0|BX571856.1|mhcii|seq3481
antigen115|Q7A7G0|BX571856.1|mhcii|seq3483	antigen115|Q7A7G0|BX571856.1|mhcii|seq3482
antigen115|Q7A7G0|BX571856.1|mhcii|seq3483	antigen115|Q7A7G0|BX571856.1|mhcii|seq3484
antigen115|Q7A7G0|BX571856.1|mhcii|seq3483	antigen115|Q7A7G0|BX571856.1|mhcii|seq3485
antigen115|Q7A7G0|BX571856.1|mhcii|seq3483	antigen115|Q7A7G0|BX571856.1|mhcii|seq1348
antigen115|Q7A7G0|BX571856.1|mhcii|seq3483	antigen115|Q7A7G0|BX571856.1|mhcii|seq2414
antigen115|Q7A7G0|BX571856.1|mhcii|seq3483	antigen115|Q7A7G0|BX571856.1|mhcii|seq2415
antigen115|Q7A7G0|BX571856.1|mhcii|seq3483	antigen115|Q7A7G0|BX571856.1|mhcii|seq2864
antigen115|Q7A7G0|BX571856.1|mhcii|seq3483	antigen115|Q7A7G0|BX571856.1|mhcii|seq2985
antigen115|Q7A7G0|BX571856.1|mhcii|seq3483	antigen115|Q7A7G0|BX571856.1|mhcii|seq2863
antigen115|Q7A7G0|BX571856.1|mhcii|seq3483	antigen115|Q7A7G0|BX571856.1|mhcii|seq2984
antigen115|Q7A7G0|BX571856.1|mhcii|seq3483	antigen115|Q7A7G0|BX571856.1|mhcii|seq2865
antigen115|Q7A7G0|BX571856.1|mhcii|seq3483	antigen115|Q7A7G0|BX571856.1|mhcii|seq2986
antigen115|Q7A7G0|BX571856.1|mhcii|seq3483	antigen115|Q7A7G0|BX571856.1|mhcii|seq2835
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq348
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq1953
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq3173
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq1954
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq1891
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq67
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq1892
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq68
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq1893
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq69
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq1894
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq2326
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq2327
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq2647
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq2328
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq2648
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq345
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq2329
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq3513
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq346
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq2330
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq3514
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq347
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq2331
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq3515
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq3516
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq349
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq1949
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq3169
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq3517
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq350
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq1950
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq3170
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq351
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq1951
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq3171
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq1952
antigen115|Q7A7G0|BX571856.1|mhcii|seq348	antigen115|Q7A7G0|BX571856.1|mhcii|seq3172
antigen115|Q7A7G0|BX571856.1|mhcii|seq1308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1308
antigen115|Q7A7G0|BX571856.1|mhcii|seq1308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1305
antigen115|Q7A7G0|BX571856.1|mhcii|seq1308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1306
antigen115|Q7A7G0|BX571856.1|mhcii|seq1308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1307
antigen115|Q7A7G0|BX571856.1|mhcii|seq1308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1311
antigen115|Q7A7G0|BX571856.1|mhcii|seq1308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1250
antigen115|Q7A7G0|BX571856.1|mhcii|seq1308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1249
antigen115|Q7A7G0|BX571856.1|mhcii|seq1308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1251
antigen115|Q7A7G0|BX571856.1|mhcii|seq1308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1611
antigen115|Q7A7G0|BX571856.1|mhcii|seq1308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1247
antigen115|Q7A7G0|BX571856.1|mhcii|seq1308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1248
antigen115|Q7A7G0|BX571856.1|mhcii|seq1308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1933
antigen115|Q7A7G0|BX571856.1|mhcii|seq1308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1931
antigen115|Q7A7G0|BX571856.1|mhcii|seq1308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1932
antigen115|Q7A7G0|BX571856.1|mhcii|seq1308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1934
antigen115|Q7A7G0|BX571856.1|mhcii|seq1308	antigen115|Q7A7G0|BX571856.1|mhcii|seq2451
antigen115|Q7A7G0|BX571856.1|mhcii|seq1308	antigen115|Q7A7G0|BX571856.1|mhcii|seq2449
antigen115|Q7A7G0|BX571856.1|mhcii|seq1308	antigen115|Q7A7G0|BX571856.1|mhcii|seq2450
antigen115|Q7A7G0|BX571856.1|mhcii|seq1308	antigen115|Q7A7G0|BX571856.1|mhcii|seq2452
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq1372
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2787
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq1377
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2785
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2786
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq748
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq1836
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2092
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq749
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq1837
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2093
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq750
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq1838
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2094
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq751
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq1839
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2095
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq752
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq1840
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq753
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq1108
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq85
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq1109
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq3445
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq86
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2198
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq3446
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq3478
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq87
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2199
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq3447
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq3479
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq88
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2200
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq3448
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq3480
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq89
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2201
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2233
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq3449
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq90
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2202
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq3450
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2203
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2782
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2783
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2784
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq3309
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq3054
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2254
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq3444
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq1371
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq1373
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq1327
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2209
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2210
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2211
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2116
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2212
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2117
antigen115|Q7A7G0|BX571856.1|mhcii|seq1372	antigen115|Q7A7G0|BX571856.1|mhcii|seq2213
