antigen14|A5IRD0|HE681097.1|mhcii|seq1	antigen14|A5IRD0|HE681097.1|mhcii|seq1
antigen14|A5IRD0|HE681097.1|mhcii|seq3345	antigen14|A5IRD0|HE681097.1|mhcii|seq3348
antigen14|A5IRD0|HE681097.1|mhcii|seq3345	antigen14|A5IRD0|HE681097.1|mhcii|seq3349
antigen14|A5IRD0|HE681097.1|mhcii|seq3345	antigen14|A5IRD0|HE681097.1|mhcii|seq3350
antigen14|A5IRD0|HE681097.1|mhcii|seq3345	antigen14|A5IRD0|HE681097.1|mhcii|seq2839
antigen14|A5IRD0|HE681097.1|mhcii|seq3345	antigen14|A5IRD0|HE681097.1|mhcii|seq4452
antigen14|A5IRD0|HE681097.1|mhcii|seq3345	antigen14|A5IRD0|HE681097.1|mhcii|seq2840
antigen14|A5IRD0|HE681097.1|mhcii|seq3345	antigen14|A5IRD0|HE681097.1|mhcii|seq1720
antigen14|A5IRD0|HE681097.1|mhcii|seq3345	antigen14|A5IRD0|HE681097.1|mhcii|seq1721
antigen14|A5IRD0|HE681097.1|mhcii|seq3345	antigen14|A5IRD0|HE681097.1|mhcii|seq1722
antigen14|A5IRD0|HE681097.1|mhcii|seq3345	antigen14|A5IRD0|HE681097.1|mhcii|seq4924
antigen14|A5IRD0|HE681097.1|mhcii|seq3345	antigen14|A5IRD0|HE681097.1|mhcii|seq4925
antigen14|A5IRD0|HE681097.1|mhcii|seq3345	antigen14|A5IRD0|HE681097.1|mhcii|seq4926
antigen14|A5IRD0|HE681097.1|mhcii|seq3345	antigen14|A5IRD0|HE681097.1|mhcii|seq4927
antigen14|A5IRD0|HE681097.1|mhcii|seq3345	antigen14|A5IRD0|HE681097.1|mhcii|seq4923
antigen14|A5IRD0|HE681097.1|mhcii|seq3345	antigen14|A5IRD0|HE681097.1|mhcii|seq1023
antigen14|A5IRD0|HE681097.1|mhcii|seq3345	antigen14|A5IRD0|HE681097.1|mhcii|seq1024
antigen14|A5IRD0|HE681097.1|mhcii|seq3889	antigen14|A5IRD0|HE681097.1|mhcii|seq3889
antigen14|A5IRD0|HE681097.1|mhcii|seq4849	antigen14|A5IRD0|HE681097.1|mhcii|seq4849
antigen14|A5IRD0|HE681097.1|mhcii|seq5297	antigen14|A5IRD0|HE681097.1|mhcii|seq5297
antigen14|A5IRD0|HE681097.1|mhcii|seq5297	antigen14|A5IRD0|HE681097.1|mhcii|seq5296
antigen14|A5IRD0|HE681097.1|mhcii|seq5297	antigen14|A5IRD0|HE681097.1|mhcii|seq5298
antigen14|A5IRD0|HE681097.1|mhcii|seq5297	antigen14|A5IRD0|HE681097.1|mhcii|seq5299
antigen14|A5IRD0|HE681097.1|mhcii|seq5297	antigen14|A5IRD0|HE681097.1|mhcii|seq3237
antigen14|A5IRD0|HE681097.1|mhcii|seq5297	antigen14|A5IRD0|HE681097.1|mhcii|seq3665
antigen14|A5IRD0|HE681097.1|mhcii|seq5521	antigen14|A5IRD0|HE681097.1|mhcii|seq5521
antigen14|A5IRD0|HE681097.1|mhcii|seq242	antigen14|A5IRD0|HE681097.1|mhcii|seq242
antigen14|A5IRD0|HE681097.1|mhcii|seq242	antigen14|A5IRD0|HE681097.1|mhcii|seq482
antigen14|A5IRD0|HE681097.1|mhcii|seq242	antigen14|A5IRD0|HE681097.1|mhcii|seq481
antigen14|A5IRD0|HE681097.1|mhcii|seq242	antigen14|A5IRD0|HE681097.1|mhcii|seq2596
antigen14|A5IRD0|HE681097.1|mhcii|seq242	antigen14|A5IRD0|HE681097.1|mhcii|seq2593
antigen14|A5IRD0|HE681097.1|mhcii|seq242	antigen14|A5IRD0|HE681097.1|mhcii|seq2594
antigen14|A5IRD0|HE681097.1|mhcii|seq242	antigen14|A5IRD0|HE681097.1|mhcii|seq483
antigen14|A5IRD0|HE681097.1|mhcii|seq242	antigen14|A5IRD0|HE681097.1|mhcii|seq2595
antigen14|A5IRD0|HE681097.1|mhcii|seq242	antigen14|A5IRD0|HE681097.1|mhcii|seq484
antigen14|A5IRD0|HE681097.1|mhcii|seq242	antigen14|A5IRD0|HE681097.1|mhcii|seq485
antigen14|A5IRD0|HE681097.1|mhcii|seq242	antigen14|A5IRD0|HE681097.1|mhcii|seq2597
antigen14|A5IRD0|HE681097.1|mhcii|seq242	antigen14|A5IRD0|HE681097.1|mhcii|seq934
antigen14|A5IRD0|HE681097.1|mhcii|seq242	antigen14|A5IRD0|HE681097.1|mhcii|seq935
antigen14|A5IRD0|HE681097.1|mhcii|seq242	antigen14|A5IRD0|HE681097.1|mhcii|seq936
antigen14|A5IRD0|HE681097.1|mhcii|seq242	antigen14|A5IRD0|HE681097.1|mhcii|seq937
antigen14|A5IRD0|HE681097.1|mhcii|seq242	antigen14|A5IRD0|HE681097.1|mhcii|seq241
antigen14|A5IRD0|HE681097.1|mhcii|seq242	antigen14|A5IRD0|HE681097.1|mhcii|seq2877
antigen14|A5IRD0|HE681097.1|mhcii|seq1810	antigen14|A5IRD0|HE681097.1|mhcii|seq1810
antigen14|A5IRD0|HE681097.1|mhcii|seq1810	antigen14|A5IRD0|HE681097.1|mhcii|seq1811
antigen14|A5IRD0|HE681097.1|mhcii|seq1810	antigen14|A5IRD0|HE681097.1|mhcii|seq1812
antigen14|A5IRD0|HE681097.1|mhcii|seq2322	antigen14|A5IRD0|HE681097.1|mhcii|seq2322
antigen14|A5IRD0|HE681097.1|mhcii|seq2322	antigen14|A5IRD0|HE681097.1|mhcii|seq2323
antigen14|A5IRD0|HE681097.1|mhcii|seq2802	antigen14|A5IRD0|HE681097.1|mhcii|seq2802
antigen14|A5IRD0|HE681097.1|mhcii|seq3410	antigen14|A5IRD0|HE681097.1|mhcii|seq3410
antigen14|A5IRD0|HE681097.1|mhcii|seq3410	antigen14|A5IRD0|HE681097.1|mhcii|seq2210
antigen14|A5IRD0|HE681097.1|mhcii|seq3410	antigen14|A5IRD0|HE681097.1|mhcii|seq5394
antigen14|A5IRD0|HE681097.1|mhcii|seq3410	antigen14|A5IRD0|HE681097.1|mhcii|seq1818
antigen14|A5IRD0|HE681097.1|mhcii|seq3410	antigen14|A5IRD0|HE681097.1|mhcii|seq5274
antigen14|A5IRD0|HE681097.1|mhcii|seq3410	antigen14|A5IRD0|HE681097.1|mhcii|seq1435
antigen14|A5IRD0|HE681097.1|mhcii|seq3410	antigen14|A5IRD0|HE681097.1|mhcii|seq2207
antigen14|A5IRD0|HE681097.1|mhcii|seq4594	antigen14|A5IRD0|HE681097.1|mhcii|seq4594
antigen14|A5IRD0|HE681097.1|mhcii|seq4850	antigen14|A5IRD0|HE681097.1|mhcii|seq4850
antigen14|A5IRD0|HE681097.1|mhcii|seq4850	antigen14|A5IRD0|HE681097.1|mhcii|seq4851
antigen14|A5IRD0|HE681097.1|mhcii|seq4850	antigen14|A5IRD0|HE681097.1|mhcii|seq4853
antigen14|A5IRD0|HE681097.1|mhcii|seq4850	antigen14|A5IRD0|HE681097.1|mhcii|seq4567
antigen14|A5IRD0|HE681097.1|mhcii|seq4850	antigen14|A5IRD0|HE681097.1|mhcii|seq348
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq5106
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq67
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq291
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq3376
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq68
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq292
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq3377
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq69
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq293
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq3378
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq70
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq294
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq3379
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq1037
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq1038
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq1039
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq5103
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq1040
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq5104
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq1041
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq5105
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq3666
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq3667
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq5107
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq3668
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq5108
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq3669
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq5109
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq5110
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq2714
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq2715
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq2716
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq2717
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq2718
antigen14|A5IRD0|HE681097.1|mhcii|seq5106	antigen14|A5IRD0|HE681097.1|mhcii|seq2719
antigen14|A5IRD0|HE681097.1|mhcii|seq5266	antigen14|A5IRD0|HE681097.1|mhcii|seq5266
antigen14|A5IRD0|HE681097.1|mhcii|seq211	antigen14|A5IRD0|HE681097.1|mhcii|seq211
antigen14|A5IRD0|HE681097.1|mhcii|seq339	antigen14|A5IRD0|HE681097.1|mhcii|seq339
antigen14|A5IRD0|HE681097.1|mhcii|seq339	antigen14|A5IRD0|HE681097.1|mhcii|seq3911
antigen14|A5IRD0|HE681097.1|mhcii|seq339	antigen14|A5IRD0|HE681097.1|mhcii|seq3912
antigen14|A5IRD0|HE681097.1|mhcii|seq915	antigen14|A5IRD0|HE681097.1|mhcii|seq915
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq1587
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq4411
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq4227
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq4228
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq3597
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq310
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq3598
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq311
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq3599
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq312
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq1584
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq4408
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq3600
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq313
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq1585
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq4409
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq1586
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq4410
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq1588
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq4412
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq1589
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq4413
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq1590
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq1689
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq1690
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq1691
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq1692
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq1693
antigen14|A5IRD0|HE681097.1|mhcii|seq1587	antigen14|A5IRD0|HE681097.1|mhcii|seq1694
antigen14|A5IRD0|HE681097.1|mhcii|seq1683	antigen14|A5IRD0|HE681097.1|mhcii|seq1683
antigen14|A5IRD0|HE681097.1|mhcii|seq1683	antigen14|A5IRD0|HE681097.1|mhcii|seq301
antigen14|A5IRD0|HE681097.1|mhcii|seq1683	antigen14|A5IRD0|HE681097.1|mhcii|seq1681
antigen14|A5IRD0|HE681097.1|mhcii|seq1683	antigen14|A5IRD0|HE681097.1|mhcii|seq1682
antigen14|A5IRD0|HE681097.1|mhcii|seq1683	antigen14|A5IRD0|HE681097.1|mhcii|seq1684
antigen14|A5IRD0|HE681097.1|mhcii|seq1683	antigen14|A5IRD0|HE681097.1|mhcii|seq1685
antigen14|A5IRD0|HE681097.1|mhcii|seq1683	antigen14|A5IRD0|HE681097.1|mhcii|seq1686
antigen14|A5IRD0|HE681097.1|mhcii|seq1683	antigen14|A5IRD0|HE681097.1|mhcii|seq3589
antigen14|A5IRD0|HE681097.1|mhcii|seq1683	antigen14|A5IRD0|HE681097.1|mhcii|seq302
antigen14|A5IRD0|HE681097.1|mhcii|seq1683	antigen14|A5IRD0|HE681097.1|mhcii|seq1578
antigen14|A5IRD0|HE681097.1|mhcii|seq1683	antigen14|A5IRD0|HE681097.1|mhcii|seq4402
antigen14|A5IRD0|HE681097.1|mhcii|seq1683	antigen14|A5IRD0|HE681097.1|mhcii|seq1576
antigen14|A5IRD0|HE681097.1|mhcii|seq1683	antigen14|A5IRD0|HE681097.1|mhcii|seq4400
antigen14|A5IRD0|HE681097.1|mhcii|seq1683	antigen14|A5IRD0|HE681097.1|mhcii|seq1577
antigen14|A5IRD0|HE681097.1|mhcii|seq1683	antigen14|A5IRD0|HE681097.1|mhcii|seq4401
antigen14|A5IRD0|HE681097.1|mhcii|seq1779	antigen14|A5IRD0|HE681097.1|mhcii|seq1779
antigen14|A5IRD0|HE681097.1|mhcii|seq1779	antigen14|A5IRD0|HE681097.1|mhcii|seq150
antigen14|A5IRD0|HE681097.1|mhcii|seq1779	antigen14|A5IRD0|HE681097.1|mhcii|seq1545
antigen14|A5IRD0|HE681097.1|mhcii|seq1779	antigen14|A5IRD0|HE681097.1|mhcii|seq1777
antigen14|A5IRD0|HE681097.1|mhcii|seq1779	antigen14|A5IRD0|HE681097.1|mhcii|seq148
antigen14|A5IRD0|HE681097.1|mhcii|seq1779	antigen14|A5IRD0|HE681097.1|mhcii|seq1778
antigen14|A5IRD0|HE681097.1|mhcii|seq1779	antigen14|A5IRD0|HE681097.1|mhcii|seq149
antigen14|A5IRD0|HE681097.1|mhcii|seq1779	antigen14|A5IRD0|HE681097.1|mhcii|seq1275
antigen14|A5IRD0|HE681097.1|mhcii|seq1779	antigen14|A5IRD0|HE681097.1|mhcii|seq1276
antigen14|A5IRD0|HE681097.1|mhcii|seq1939	antigen14|A5IRD0|HE681097.1|mhcii|seq1939
antigen14|A5IRD0|HE681097.1|mhcii|seq2067	antigen14|A5IRD0|HE681097.1|mhcii|seq2067
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq2099
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq2097
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq2098
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq2100
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq2101
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq740
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq4599
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq737
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq4596
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq738
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq4597
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq739
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq4598
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq741
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq4600
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq742
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq4601
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq3755
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq3754
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq3756
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq1308
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq119
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq1312
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq123
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq743
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq4602
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq744
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq3757
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq3758
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq1309
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq120
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq1310
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq121
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq1311
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq122
antigen14|A5IRD0|HE681097.1|mhcii|seq2099	antigen14|A5IRD0|HE681097.1|mhcii|seq1155
antigen14|A5IRD0|HE681097.1|mhcii|seq2547	antigen14|A5IRD0|HE681097.1|mhcii|seq2547
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq3635
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq4806
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq5028
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq5026
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq5027
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq5029
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq5030
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq1170
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq1747
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq1172
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq1171
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq1173
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq1174
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq1175
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq1748
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq3636
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq4807
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq3637
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq4808
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq1751
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq1749
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq1750
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq1752
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq1753
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq3639
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq4810
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq3638
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq4809
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq3640
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq4811
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq3641
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq4812
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq3642
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq4813
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq4805
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq3634
antigen14|A5IRD0|HE681097.1|mhcii|seq3635	antigen14|A5IRD0|HE681097.1|mhcii|seq2264
antigen14|A5IRD0|HE681097.1|mhcii|seq3859	antigen14|A5IRD0|HE681097.1|mhcii|seq3859
antigen14|A5IRD0|HE681097.1|mhcii|seq3859	antigen14|A5IRD0|HE681097.1|mhcii|seq317
antigen14|A5IRD0|HE681097.1|mhcii|seq4339	antigen14|A5IRD0|HE681097.1|mhcii|seq4339
antigen14|A5IRD0|HE681097.1|mhcii|seq5331	antigen14|A5IRD0|HE681097.1|mhcii|seq5331
antigen14|A5IRD0|HE681097.1|mhcii|seq5331	antigen14|A5IRD0|HE681097.1|mhcii|seq412
antigen14|A5IRD0|HE681097.1|mhcii|seq5331	antigen14|A5IRD0|HE681097.1|mhcii|seq1189
antigen14|A5IRD0|HE681097.1|mhcii|seq5331	antigen14|A5IRD0|HE681097.1|mhcii|seq1190
antigen14|A5IRD0|HE681097.1|mhcii|seq5331	antigen14|A5IRD0|HE681097.1|mhcii|seq1191
antigen14|A5IRD0|HE681097.1|mhcii|seq5331	antigen14|A5IRD0|HE681097.1|mhcii|seq1192
antigen14|A5IRD0|HE681097.1|mhcii|seq5331	antigen14|A5IRD0|HE681097.1|mhcii|seq1193
