antigen98|A5IVY0|BA000018.3|mhcii|seq1	antigen98|A5IVY0|BA000018.3|mhcii|seq1
antigen98|A5IVY0|BA000018.3|mhcii|seq5429	antigen98|A5IVY0|BA000018.3|mhcii|seq5428
antigen98|A5IVY0|BA000018.3|mhcii|seq5429	antigen98|A5IVY0|BA000018.3|mhcii|seq4031
antigen98|A5IVY0|BA000018.3|mhcii|seq5429	antigen98|A5IVY0|BA000018.3|mhcii|seq4032
antigen98|A5IVY0|BA000018.3|mhcii|seq5429	antigen98|A5IVY0|BA000018.3|mhcii|seq5430
antigen98|A5IVY0|BA000018.3|mhcii|seq5429	antigen98|A5IVY0|BA000018.3|mhcii|seq4033
antigen98|A5IVY0|BA000018.3|mhcii|seq5429	antigen98|A5IVY0|BA000018.3|mhcii|seq5431
antigen98|A5IVY0|BA000018.3|mhcii|seq5429	antigen98|A5IVY0|BA000018.3|mhcii|seq4034
antigen98|A5IVY0|BA000018.3|mhcii|seq5429	antigen98|A5IVY0|BA000018.3|mhcii|seq5432
antigen98|A5IVY0|BA000018.3|mhcii|seq5429	antigen98|A5IVY0|BA000018.3|mhcii|seq6545
antigen98|A5IVY0|BA000018.3|mhcii|seq5429	antigen98|A5IVY0|BA000018.3|mhcii|seq5594
antigen98|A5IVY0|BA000018.3|mhcii|seq5429	antigen98|A5IVY0|BA000018.3|mhcii|seq6544
antigen98|A5IVY0|BA000018.3|mhcii|seq5429	antigen98|A5IVY0|BA000018.3|mhcii|seq6546
antigen98|A5IVY0|BA000018.3|mhcii|seq5429	antigen98|A5IVY0|BA000018.3|mhcii|seq5595
antigen98|A5IVY0|BA000018.3|mhcii|seq5429	antigen98|A5IVY0|BA000018.3|mhcii|seq6547
antigen98|A5IVY0|BA000018.3|mhcii|seq5429	antigen98|A5IVY0|BA000018.3|mhcii|seq5596
antigen98|A5IVY0|BA000018.3|mhcii|seq5429	antigen98|A5IVY0|BA000018.3|mhcii|seq4030
antigen98|A5IVY0|BA000018.3|mhcii|seq5653	antigen98|A5IVY0|BA000018.3|mhcii|seq5653
antigen98|A5IVY0|BA000018.3|mhcii|seq5653	antigen98|A5IVY0|BA000018.3|mhcii|seq5652
antigen98|A5IVY0|BA000018.3|mhcii|seq5653	antigen98|A5IVY0|BA000018.3|mhcii|seq2757
antigen98|A5IVY0|BA000018.3|mhcii|seq5653	antigen98|A5IVY0|BA000018.3|mhcii|seq2755
antigen98|A5IVY0|BA000018.3|mhcii|seq5653	antigen98|A5IVY0|BA000018.3|mhcii|seq2756
antigen98|A5IVY0|BA000018.3|mhcii|seq5653	antigen98|A5IVY0|BA000018.3|mhcii|seq2758
antigen98|A5IVY0|BA000018.3|mhcii|seq5653	antigen98|A5IVY0|BA000018.3|mhcii|seq2759
antigen98|A5IVY0|BA000018.3|mhcii|seq5653	antigen98|A5IVY0|BA000018.3|mhcii|seq1484
antigen98|A5IVY0|BA000018.3|mhcii|seq5653	antigen98|A5IVY0|BA000018.3|mhcii|seq1483
antigen98|A5IVY0|BA000018.3|mhcii|seq5653	antigen98|A5IVY0|BA000018.3|mhcii|seq1485
antigen98|A5IVY0|BA000018.3|mhcii|seq5653	antigen98|A5IVY0|BA000018.3|mhcii|seq1486
antigen98|A5IVY0|BA000018.3|mhcii|seq5653	antigen98|A5IVY0|BA000018.3|mhcii|seq1236
antigen98|A5IVY0|BA000018.3|mhcii|seq5653	antigen98|A5IVY0|BA000018.3|mhcii|seq1237
antigen98|A5IVY0|BA000018.3|mhcii|seq5653	antigen98|A5IVY0|BA000018.3|mhcii|seq5654
antigen98|A5IVY0|BA000018.3|mhcii|seq5909	antigen98|A5IVY0|BA000018.3|mhcii|seq5909
antigen98|A5IVY0|BA000018.3|mhcii|seq5909	antigen98|A5IVY0|BA000018.3|mhcii|seq3086
antigen98|A5IVY0|BA000018.3|mhcii|seq5909	antigen98|A5IVY0|BA000018.3|mhcii|seq3087
antigen98|A5IVY0|BA000018.3|mhcii|seq5909	antigen98|A5IVY0|BA000018.3|mhcii|seq3088
antigen98|A5IVY0|BA000018.3|mhcii|seq5909	antigen98|A5IVY0|BA000018.3|mhcii|seq3089
antigen98|A5IVY0|BA000018.3|mhcii|seq5909	antigen98|A5IVY0|BA000018.3|mhcii|seq3090
antigen98|A5IVY0|BA000018.3|mhcii|seq5909	antigen98|A5IVY0|BA000018.3|mhcii|seq5907
antigen98|A5IVY0|BA000018.3|mhcii|seq5909	antigen98|A5IVY0|BA000018.3|mhcii|seq5908
antigen98|A5IVY0|BA000018.3|mhcii|seq5909	antigen98|A5IVY0|BA000018.3|mhcii|seq5910
antigen98|A5IVY0|BA000018.3|mhcii|seq5909	antigen98|A5IVY0|BA000018.3|mhcii|seq5911
antigen98|A5IVY0|BA000018.3|mhcii|seq5909	antigen98|A5IVY0|BA000018.3|mhcii|seq5912
antigen98|A5IVY0|BA000018.3|mhcii|seq5909	antigen98|A5IVY0|BA000018.3|mhcii|seq5052
antigen98|A5IVY0|BA000018.3|mhcii|seq5909	antigen98|A5IVY0|BA000018.3|mhcii|seq5053
antigen98|A5IVY0|BA000018.3|mhcii|seq5909	antigen98|A5IVY0|BA000018.3|mhcii|seq286
antigen98|A5IVY0|BA000018.3|mhcii|seq1206	antigen98|A5IVY0|BA000018.3|mhcii|seq1206
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1718
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1700
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1669
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1701
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1414
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1670
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1702
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1415
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1671
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1703
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1416
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1672
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1704
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1417
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1673
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1997
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1998
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1999
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq2000
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1716
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1717
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1719
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq1720
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq4733
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq4734
antigen98|A5IVY0|BA000018.3|mhcii|seq1718	antigen98|A5IVY0|BA000018.3|mhcii|seq4735
antigen98|A5IVY0|BA000018.3|mhcii|seq1846	antigen98|A5IVY0|BA000018.3|mhcii|seq1846
antigen98|A5IVY0|BA000018.3|mhcii|seq1942	antigen98|A5IVY0|BA000018.3|mhcii|seq1942
antigen98|A5IVY0|BA000018.3|mhcii|seq2710	antigen98|A5IVY0|BA000018.3|mhcii|seq2710
antigen98|A5IVY0|BA000018.3|mhcii|seq2710	antigen98|A5IVY0|BA000018.3|mhcii|seq227
antigen98|A5IVY0|BA000018.3|mhcii|seq3670	antigen98|A5IVY0|BA000018.3|mhcii|seq3670
antigen98|A5IVY0|BA000018.3|mhcii|seq3670	antigen98|A5IVY0|BA000018.3|mhcii|seq3671
antigen98|A5IVY0|BA000018.3|mhcii|seq4150	antigen98|A5IVY0|BA000018.3|mhcii|seq4150
antigen98|A5IVY0|BA000018.3|mhcii|seq4150	antigen98|A5IVY0|BA000018.3|mhcii|seq4151
antigen98|A5IVY0|BA000018.3|mhcii|seq4982	antigen98|A5IVY0|BA000018.3|mhcii|seq4982
antigen98|A5IVY0|BA000018.3|mhcii|seq5622	antigen98|A5IVY0|BA000018.3|mhcii|seq5622
antigen98|A5IVY0|BA000018.3|mhcii|seq5622	antigen98|A5IVY0|BA000018.3|mhcii|seq5953
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq6102
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq996
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq997
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq1000
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq998
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq999
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq3956
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq3477
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq3957
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq3478
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq3958
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq3479
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq3959
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq3480
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq3960
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq6104
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq3481
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq2350
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq2351
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq2352
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq2353
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq3475
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq3476
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq6100
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq6101
antigen98|A5IVY0|BA000018.3|mhcii|seq6102	antigen98|A5IVY0|BA000018.3|mhcii|seq6103
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq6390
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq1283
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq1284
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq1285
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq1893
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq1286
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq1894
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq4582
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq1287
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq4583
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq4584
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq4585
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq4586
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq4587
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq6641
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq6005
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq6642
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq6387
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq6388
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq5045
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq6389
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq4470
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq5046
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq4471
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq5047
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq6391
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq4472
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq5048
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq6392
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq4473
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq5049
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq6393
antigen98|A5IVY0|BA000018.3|mhcii|seq6390	antigen98|A5IVY0|BA000018.3|mhcii|seq5050
antigen98|A5IVY0|BA000018.3|mhcii|seq6454	antigen98|A5IVY0|BA000018.3|mhcii|seq6454
antigen98|A5IVY0|BA000018.3|mhcii|seq6454	antigen98|A5IVY0|BA000018.3|mhcii|seq652
antigen98|A5IVY0|BA000018.3|mhcii|seq6454	antigen98|A5IVY0|BA000018.3|mhcii|seq6455
antigen98|A5IVY0|BA000018.3|mhcii|seq6454	antigen98|A5IVY0|BA000018.3|mhcii|seq653
antigen98|A5IVY0|BA000018.3|mhcii|seq6646	antigen98|A5IVY0|BA000018.3|mhcii|seq6646
antigen98|A5IVY0|BA000018.3|mhcii|seq6646	antigen98|A5IVY0|BA000018.3|mhcii|seq6647
antigen98|A5IVY0|BA000018.3|mhcii|seq151	antigen98|A5IVY0|BA000018.3|mhcii|seq151
antigen98|A5IVY0|BA000018.3|mhcii|seq183	antigen98|A5IVY0|BA000018.3|mhcii|seq183
antigen98|A5IVY0|BA000018.3|mhcii|seq183	antigen98|A5IVY0|BA000018.3|mhcii|seq19
antigen98|A5IVY0|BA000018.3|mhcii|seq183	antigen98|A5IVY0|BA000018.3|mhcii|seq2215
antigen98|A5IVY0|BA000018.3|mhcii|seq183	antigen98|A5IVY0|BA000018.3|mhcii|seq18
antigen98|A5IVY0|BA000018.3|mhcii|seq183	antigen98|A5IVY0|BA000018.3|mhcii|seq2593
antigen98|A5IVY0|BA000018.3|mhcii|seq183	antigen98|A5IVY0|BA000018.3|mhcii|seq215
antigen98|A5IVY0|BA000018.3|mhcii|seq183	antigen98|A5IVY0|BA000018.3|mhcii|seq2214
antigen98|A5IVY0|BA000018.3|mhcii|seq183	antigen98|A5IVY0|BA000018.3|mhcii|seq16
antigen98|A5IVY0|BA000018.3|mhcii|seq183	antigen98|A5IVY0|BA000018.3|mhcii|seq17
antigen98|A5IVY0|BA000018.3|mhcii|seq183	antigen98|A5IVY0|BA000018.3|mhcii|seq181
antigen98|A5IVY0|BA000018.3|mhcii|seq183	antigen98|A5IVY0|BA000018.3|mhcii|seq182
antigen98|A5IVY0|BA000018.3|mhcii|seq183	antigen98|A5IVY0|BA000018.3|mhcii|seq4476
antigen98|A5IVY0|BA000018.3|mhcii|seq183	antigen98|A5IVY0|BA000018.3|mhcii|seq4477
antigen98|A5IVY0|BA000018.3|mhcii|seq183	antigen98|A5IVY0|BA000018.3|mhcii|seq2592
antigen98|A5IVY0|BA000018.3|mhcii|seq183	antigen98|A5IVY0|BA000018.3|mhcii|seq214
antigen98|A5IVY0|BA000018.3|mhcii|seq183	antigen98|A5IVY0|BA000018.3|mhcii|seq2590
antigen98|A5IVY0|BA000018.3|mhcii|seq183	antigen98|A5IVY0|BA000018.3|mhcii|seq2591
antigen98|A5IVY0|BA000018.3|mhcii|seq183	antigen98|A5IVY0|BA000018.3|mhcii|seq213
antigen98|A5IVY0|BA000018.3|mhcii|seq279	antigen98|A5IVY0|BA000018.3|mhcii|seq279
antigen98|A5IVY0|BA000018.3|mhcii|seq951	antigen98|A5IVY0|BA000018.3|mhcii|seq951
antigen98|A5IVY0|BA000018.3|mhcii|seq951	antigen98|A5IVY0|BA000018.3|mhcii|seq952
antigen98|A5IVY0|BA000018.3|mhcii|seq951	antigen98|A5IVY0|BA000018.3|mhcii|seq953
antigen98|A5IVY0|BA000018.3|mhcii|seq2199	antigen98|A5IVY0|BA000018.3|mhcii|seq2199
antigen98|A5IVY0|BA000018.3|mhcii|seq2199	antigen98|A5IVY0|BA000018.3|mhcii|seq5353
antigen98|A5IVY0|BA000018.3|mhcii|seq2199	antigen98|A5IVY0|BA000018.3|mhcii|seq2200
antigen98|A5IVY0|BA000018.3|mhcii|seq2199	antigen98|A5IVY0|BA000018.3|mhcii|seq5354
antigen98|A5IVY0|BA000018.3|mhcii|seq2455	antigen98|A5IVY0|BA000018.3|mhcii|seq2455
antigen98|A5IVY0|BA000018.3|mhcii|seq2487	antigen98|A5IVY0|BA000018.3|mhcii|seq2487
antigen98|A5IVY0|BA000018.3|mhcii|seq2487	antigen98|A5IVY0|BA000018.3|mhcii|seq2485
antigen98|A5IVY0|BA000018.3|mhcii|seq2487	antigen98|A5IVY0|BA000018.3|mhcii|seq2486
antigen98|A5IVY0|BA000018.3|mhcii|seq2487	antigen98|A5IVY0|BA000018.3|mhcii|seq2488
antigen98|A5IVY0|BA000018.3|mhcii|seq2487	antigen98|A5IVY0|BA000018.3|mhcii|seq2489
antigen98|A5IVY0|BA000018.3|mhcii|seq2487	antigen98|A5IVY0|BA000018.3|mhcii|seq2490
antigen98|A5IVY0|BA000018.3|mhcii|seq2487	antigen98|A5IVY0|BA000018.3|mhcii|seq1743
antigen98|A5IVY0|BA000018.3|mhcii|seq2487	antigen98|A5IVY0|BA000018.3|mhcii|seq1741
antigen98|A5IVY0|BA000018.3|mhcii|seq2487	antigen98|A5IVY0|BA000018.3|mhcii|seq1742
antigen98|A5IVY0|BA000018.3|mhcii|seq2487	antigen98|A5IVY0|BA000018.3|mhcii|seq1744
antigen98|A5IVY0|BA000018.3|mhcii|seq2487	antigen98|A5IVY0|BA000018.3|mhcii|seq1745
antigen98|A5IVY0|BA000018.3|mhcii|seq2487	antigen98|A5IVY0|BA000018.3|mhcii|seq1746
antigen98|A5IVY0|BA000018.3|mhcii|seq3415	antigen98|A5IVY0|BA000018.3|mhcii|seq3415
antigen98|A5IVY0|BA000018.3|mhcii|seq3415	antigen98|A5IVY0|BA000018.3|mhcii|seq3416
antigen98|A5IVY0|BA000018.3|mhcii|seq3895	antigen98|A5IVY0|BA000018.3|mhcii|seq3895
antigen98|A5IVY0|BA000018.3|mhcii|seq3895	antigen98|A5IVY0|BA000018.3|mhcii|seq5818
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq4759
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq4757
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq4758
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq1221
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq1222
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq786
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq790
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq577
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq5893
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq5894
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq1223
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq1224
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq1225
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq787
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq788
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq789
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq791
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq792
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq4760
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq793
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq4761
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq4764
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq4683
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq4682
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq4684
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq4685
antigen98|A5IVY0|BA000018.3|mhcii|seq4759	antigen98|A5IVY0|BA000018.3|mhcii|seq4686
antigen98|A5IVY0|BA000018.3|mhcii|seq5239	antigen98|A5IVY0|BA000018.3|mhcii|seq5239
antigen98|A5IVY0|BA000018.3|mhcii|seq5239	antigen98|A5IVY0|BA000018.3|mhcii|seq202
antigen98|A5IVY0|BA000018.3|mhcii|seq5239	antigen98|A5IVY0|BA000018.3|mhcii|seq2294
antigen98|A5IVY0|BA000018.3|mhcii|seq5239	antigen98|A5IVY0|BA000018.3|mhcii|seq204
antigen98|A5IVY0|BA000018.3|mhcii|seq5239	antigen98|A5IVY0|BA000018.3|mhcii|seq5236
antigen98|A5IVY0|BA000018.3|mhcii|seq5239	antigen98|A5IVY0|BA000018.3|mhcii|seq199
antigen98|A5IVY0|BA000018.3|mhcii|seq5239	antigen98|A5IVY0|BA000018.3|mhcii|seq2291
antigen98|A5IVY0|BA000018.3|mhcii|seq5239	antigen98|A5IVY0|BA000018.3|mhcii|seq5237
antigen98|A5IVY0|BA000018.3|mhcii|seq5239	antigen98|A5IVY0|BA000018.3|mhcii|seq200
antigen98|A5IVY0|BA000018.3|mhcii|seq5239	antigen98|A5IVY0|BA000018.3|mhcii|seq2292
antigen98|A5IVY0|BA000018.3|mhcii|seq5239	antigen98|A5IVY0|BA000018.3|mhcii|seq5238
antigen98|A5IVY0|BA000018.3|mhcii|seq5239	antigen98|A5IVY0|BA000018.3|mhcii|seq201
antigen98|A5IVY0|BA000018.3|mhcii|seq5239	antigen98|A5IVY0|BA000018.3|mhcii|seq2293
antigen98|A5IVY0|BA000018.3|mhcii|seq5239	antigen98|A5IVY0|BA000018.3|mhcii|seq5240
antigen98|A5IVY0|BA000018.3|mhcii|seq5239	antigen98|A5IVY0|BA000018.3|mhcii|seq203
antigen98|A5IVY0|BA000018.3|mhcii|seq5239	antigen98|A5IVY0|BA000018.3|mhcii|seq2295
antigen98|A5IVY0|BA000018.3|mhcii|seq5239	antigen98|A5IVY0|BA000018.3|mhcii|seq2297
antigen98|A5IVY0|BA000018.3|mhcii|seq5239	antigen98|A5IVY0|BA000018.3|mhcii|seq2298
antigen98|A5IVY0|BA000018.3|mhcii|seq5463	antigen98|A5IVY0|BA000018.3|mhcii|seq5463
antigen98|A5IVY0|BA000018.3|mhcii|seq5463	antigen98|A5IVY0|BA000018.3|mhcii|seq2371
antigen98|A5IVY0|BA000018.3|mhcii|seq5463	antigen98|A5IVY0|BA000018.3|mhcii|seq2372
antigen98|A5IVY0|BA000018.3|mhcii|seq5463	antigen98|A5IVY0|BA000018.3|mhcii|seq4393
antigen98|A5IVY0|BA000018.3|mhcii|seq5463	antigen98|A5IVY0|BA000018.3|mhcii|seq4394
