antigen95|Q7A7B2|BX571857.1|mhcii|seq2851	antigen95|Q7A7B2|BX571857.1|mhcii|seq2851
antigen95|Q7A7B2|BX571857.1|mhcii|seq2626	antigen95|Q7A7B2|BX571857.1|mhcii|seq537
antigen95|Q7A7B2|BX571857.1|mhcii|seq2626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2425
antigen95|Q7A7B2|BX571857.1|mhcii|seq2626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2521
antigen95|Q7A7B2|BX571857.1|mhcii|seq2626	antigen95|Q7A7B2|BX571857.1|mhcii|seq538
antigen95|Q7A7B2|BX571857.1|mhcii|seq2626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2426
antigen95|Q7A7B2|BX571857.1|mhcii|seq2626	antigen95|Q7A7B2|BX571857.1|mhcii|seq539
antigen95|Q7A7B2|BX571857.1|mhcii|seq2626	antigen95|Q7A7B2|BX571857.1|mhcii|seq1915
antigen95|Q7A7B2|BX571857.1|mhcii|seq2626	antigen95|Q7A7B2|BX571857.1|mhcii|seq540
antigen95|Q7A7B2|BX571857.1|mhcii|seq2626	antigen95|Q7A7B2|BX571857.1|mhcii|seq541
antigen95|Q7A7B2|BX571857.1|mhcii|seq2626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2621
antigen95|Q7A7B2|BX571857.1|mhcii|seq2626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2622
antigen95|Q7A7B2|BX571857.1|mhcii|seq2626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2623
antigen95|Q7A7B2|BX571857.1|mhcii|seq2626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2624
antigen95|Q7A7B2|BX571857.1|mhcii|seq99	antigen95|Q7A7B2|BX571857.1|mhcii|seq99
antigen95|Q7A7B2|BX571857.1|mhcii|seq707	antigen95|Q7A7B2|BX571857.1|mhcii|seq707
antigen95|Q7A7B2|BX571857.1|mhcii|seq707	antigen95|Q7A7B2|BX571857.1|mhcii|seq708
antigen95|Q7A7B2|BX571857.1|mhcii|seq739	antigen95|Q7A7B2|BX571857.1|mhcii|seq739
antigen95|Q7A7B2|BX571857.1|mhcii|seq739	antigen95|Q7A7B2|BX571857.1|mhcii|seq2869
antigen95|Q7A7B2|BX571857.1|mhcii|seq739	antigen95|Q7A7B2|BX571857.1|mhcii|seq737
antigen95|Q7A7B2|BX571857.1|mhcii|seq739	antigen95|Q7A7B2|BX571857.1|mhcii|seq738
antigen95|Q7A7B2|BX571857.1|mhcii|seq739	antigen95|Q7A7B2|BX571857.1|mhcii|seq2868
antigen95|Q7A7B2|BX571857.1|mhcii|seq739	antigen95|Q7A7B2|BX571857.1|mhcii|seq740
antigen95|Q7A7B2|BX571857.1|mhcii|seq739	antigen95|Q7A7B2|BX571857.1|mhcii|seq2870
antigen95|Q7A7B2|BX571857.1|mhcii|seq739	antigen95|Q7A7B2|BX571857.1|mhcii|seq1541
antigen95|Q7A7B2|BX571857.1|mhcii|seq739	antigen95|Q7A7B2|BX571857.1|mhcii|seq1538
antigen95|Q7A7B2|BX571857.1|mhcii|seq739	antigen95|Q7A7B2|BX571857.1|mhcii|seq1539
antigen95|Q7A7B2|BX571857.1|mhcii|seq739	antigen95|Q7A7B2|BX571857.1|mhcii|seq1540
antigen95|Q7A7B2|BX571857.1|mhcii|seq739	antigen95|Q7A7B2|BX571857.1|mhcii|seq1542
antigen95|Q7A7B2|BX571857.1|mhcii|seq739	antigen95|Q7A7B2|BX571857.1|mhcii|seq1543
antigen95|Q7A7B2|BX571857.1|mhcii|seq739	antigen95|Q7A7B2|BX571857.1|mhcii|seq1544
antigen95|Q7A7B2|BX571857.1|mhcii|seq739	antigen95|Q7A7B2|BX571857.1|mhcii|seq3181
antigen95|Q7A7B2|BX571857.1|mhcii|seq739	antigen95|Q7A7B2|BX571857.1|mhcii|seq3182
antigen95|Q7A7B2|BX571857.1|mhcii|seq739	antigen95|Q7A7B2|BX571857.1|mhcii|seq3346
antigen95|Q7A7B2|BX571857.1|mhcii|seq835	antigen95|Q7A7B2|BX571857.1|mhcii|seq835
antigen95|Q7A7B2|BX571857.1|mhcii|seq835	antigen95|Q7A7B2|BX571857.1|mhcii|seq1954
antigen95|Q7A7B2|BX571857.1|mhcii|seq835	antigen95|Q7A7B2|BX571857.1|mhcii|seq1470
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq931
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq673
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq929
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq1793
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq674
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq930
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq1794
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq675
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq1795
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq676
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq303
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq2671
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq304
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq2576
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq305
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq2577
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq306
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq2578
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq3250
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq307
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq2579
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq3251
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq308
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq2580
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq3252
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq1941
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq2581
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq3253
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq1942
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq2742
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq3254
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq1943
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq2743
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq3255
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq1944
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq2744
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq761
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq1945
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq2745
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq762
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq763
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq764
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq765
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq766
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq926
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq990
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq671
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq927
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq991
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq672
antigen95|Q7A7B2|BX571857.1|mhcii|seq931	antigen95|Q7A7B2|BX571857.1|mhcii|seq928
antigen95|Q7A7B2|BX571857.1|mhcii|seq1731	antigen95|Q7A7B2|BX571857.1|mhcii|seq1731
antigen95|Q7A7B2|BX571857.1|mhcii|seq1731	antigen95|Q7A7B2|BX571857.1|mhcii|seq1732
antigen95|Q7A7B2|BX571857.1|mhcii|seq1731	antigen95|Q7A7B2|BX571857.1|mhcii|seq1733
antigen95|Q7A7B2|BX571857.1|mhcii|seq1827	antigen95|Q7A7B2|BX571857.1|mhcii|seq1827
antigen95|Q7A7B2|BX571857.1|mhcii|seq1827	antigen95|Q7A7B2|BX571857.1|mhcii|seq71
antigen95|Q7A7B2|BX571857.1|mhcii|seq1827	antigen95|Q7A7B2|BX571857.1|mhcii|seq1826
antigen95|Q7A7B2|BX571857.1|mhcii|seq1827	antigen95|Q7A7B2|BX571857.1|mhcii|seq70
antigen95|Q7A7B2|BX571857.1|mhcii|seq1827	antigen95|Q7A7B2|BX571857.1|mhcii|seq1830
antigen95|Q7A7B2|BX571857.1|mhcii|seq1827	antigen95|Q7A7B2|BX571857.1|mhcii|seq74
antigen95|Q7A7B2|BX571857.1|mhcii|seq1827	antigen95|Q7A7B2|BX571857.1|mhcii|seq2941
antigen95|Q7A7B2|BX571857.1|mhcii|seq2051	antigen95|Q7A7B2|BX571857.1|mhcii|seq2051
antigen95|Q7A7B2|BX571857.1|mhcii|seq2051	antigen95|Q7A7B2|BX571857.1|mhcii|seq100
antigen95|Q7A7B2|BX571857.1|mhcii|seq2627	antigen95|Q7A7B2|BX571857.1|mhcii|seq2627
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq2820
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq2817
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq2786
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq2818
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq3010
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq2787
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq2819
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq3011
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq836
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq900
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq2788
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq3012
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq837
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq901
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq2533
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq2789
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq3013
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq838
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq2534
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq2790
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq3014
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq839
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq2535
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq3015
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq840
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq2536
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq841
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq171
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq108
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq172
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq2060
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq109
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq173
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq2061
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq110
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq2062
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq111
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq2063
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq112
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq2064
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq113
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq2065
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq3030
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq791
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq792
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq793
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq794
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq795
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq796
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq2815
antigen95|Q7A7B2|BX571857.1|mhcii|seq2820	antigen95|Q7A7B2|BX571857.1|mhcii|seq2816
antigen95|Q7A7B2|BX571857.1|mhcii|seq69	antigen95|Q7A7B2|BX571857.1|mhcii|seq69
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq773
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq2634
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq2497
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq770
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq2631
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq2498
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq771
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq2632
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq2499
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq772
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq2633
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq2500
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq774
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq2635
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq775
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq1100
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq1101
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq1102
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq1103
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq3217
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq3218
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq3219
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq1145
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq3289
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq1146
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq3290
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq1147
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq3291
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq1148
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq3292
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq1149
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq3293
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq3294
antigen95|Q7A7B2|BX571857.1|mhcii|seq773	antigen95|Q7A7B2|BX571857.1|mhcii|seq3295
antigen95|Q7A7B2|BX571857.1|mhcii|seq1477	antigen95|Q7A7B2|BX571857.1|mhcii|seq1477
antigen95|Q7A7B2|BX571857.1|mhcii|seq1797	antigen95|Q7A7B2|BX571857.1|mhcii|seq1797
antigen95|Q7A7B2|BX571857.1|mhcii|seq1797	antigen95|Q7A7B2|BX571857.1|mhcii|seq1796
antigen95|Q7A7B2|BX571857.1|mhcii|seq1797	antigen95|Q7A7B2|BX571857.1|mhcii|seq3080
antigen95|Q7A7B2|BX571857.1|mhcii|seq1797	antigen95|Q7A7B2|BX571857.1|mhcii|seq3077
antigen95|Q7A7B2|BX571857.1|mhcii|seq1797	antigen95|Q7A7B2|BX571857.1|mhcii|seq1798
antigen95|Q7A7B2|BX571857.1|mhcii|seq1797	antigen95|Q7A7B2|BX571857.1|mhcii|seq3078
antigen95|Q7A7B2|BX571857.1|mhcii|seq1797	antigen95|Q7A7B2|BX571857.1|mhcii|seq1799
antigen95|Q7A7B2|BX571857.1|mhcii|seq1797	antigen95|Q7A7B2|BX571857.1|mhcii|seq3079
antigen95|Q7A7B2|BX571857.1|mhcii|seq1797	antigen95|Q7A7B2|BX571857.1|mhcii|seq1800
antigen95|Q7A7B2|BX571857.1|mhcii|seq1797	antigen95|Q7A7B2|BX571857.1|mhcii|seq2217
antigen95|Q7A7B2|BX571857.1|mhcii|seq1797	antigen95|Q7A7B2|BX571857.1|mhcii|seq2763
antigen95|Q7A7B2|BX571857.1|mhcii|seq1797	antigen95|Q7A7B2|BX571857.1|mhcii|seq2218
antigen95|Q7A7B2|BX571857.1|mhcii|seq1797	antigen95|Q7A7B2|BX571857.1|mhcii|seq2764
antigen95|Q7A7B2|BX571857.1|mhcii|seq1797	antigen95|Q7A7B2|BX571857.1|mhcii|seq2219
antigen95|Q7A7B2|BX571857.1|mhcii|seq1797	antigen95|Q7A7B2|BX571857.1|mhcii|seq2765
antigen95|Q7A7B2|BX571857.1|mhcii|seq1797	antigen95|Q7A7B2|BX571857.1|mhcii|seq2220
antigen95|Q7A7B2|BX571857.1|mhcii|seq1797	antigen95|Q7A7B2|BX571857.1|mhcii|seq2766
antigen95|Q7A7B2|BX571857.1|mhcii|seq1797	antigen95|Q7A7B2|BX571857.1|mhcii|seq401
antigen95|Q7A7B2|BX571857.1|mhcii|seq1797	antigen95|Q7A7B2|BX571857.1|mhcii|seq402
antigen95|Q7A7B2|BX571857.1|mhcii|seq1797	antigen95|Q7A7B2|BX571857.1|mhcii|seq471
antigen95|Q7A7B2|BX571857.1|mhcii|seq1797	antigen95|Q7A7B2|BX571857.1|mhcii|seq2761
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq2341
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq2337
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq2338
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq2339
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq2340
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq2501
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq2502
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq2503
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq776
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq2504
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq777
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq2636
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq2637
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq2638
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq3220
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq3221
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq3222
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq3223
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq3224
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq124
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq125
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq1213
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq126
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq1214
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq127
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq1215
antigen95|Q7A7B2|BX571857.1|mhcii|seq2341	antigen95|Q7A7B2|BX571857.1|mhcii|seq128
