antigen121|Q99U50|CP000253.1|mhcii|seq1	antigen121|Q99U50|CP000253.1|mhcii|seq1
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq1031
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq1032
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq876
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq877
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq878
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq1902
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq879
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq1903
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq880
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq1904
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq881
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq882
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq1906
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq1907
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq1908
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq3861
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq3862
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq3863
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq3864
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq3865
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq3866
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq3135
antigen121|Q99U50|CP000253.1|mhcii|seq1905	antigen121|Q99U50|CP000253.1|mhcii|seq3136
antigen121|Q99U50|CP000253.1|mhcii|seq3601	antigen121|Q99U50|CP000253.1|mhcii|seq3601
antigen121|Q99U50|CP000253.1|mhcii|seq3601	antigen121|Q99U50|CP000253.1|mhcii|seq3662
antigen121|Q99U50|CP000253.1|mhcii|seq3601	antigen121|Q99U50|CP000253.1|mhcii|seq3602
antigen121|Q99U50|CP000253.1|mhcii|seq3601	antigen121|Q99U50|CP000253.1|mhcii|seq3663
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq1394
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq117
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq2634
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq2635
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq2636
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq2637
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq1390
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq113
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq2638
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq1391
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq114
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq2639
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq3503
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq486
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq4056
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq1392
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq115
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq3504
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq487
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq4057
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq1393
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq116
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq3505
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq488
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq4058
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq3506
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq489
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq4059
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq1363
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq1395
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq118
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq2707
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq1364
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq1396
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq119
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq1844
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq2708
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq1365
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq1845
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq2709
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq1366
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq1846
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq2710
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq1367
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq1847
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq2711
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq1848
antigen121|Q99U50|CP000253.1|mhcii|seq1394	antigen121|Q99U50|CP000253.1|mhcii|seq2712
antigen121|Q99U50|CP000253.1|mhcii|seq1458	antigen121|Q99U50|CP000253.1|mhcii|seq1458
antigen121|Q99U50|CP000253.1|mhcii|seq1458	antigen121|Q99U50|CP000253.1|mhcii|seq3557
antigen121|Q99U50|CP000253.1|mhcii|seq2002	antigen121|Q99U50|CP000253.1|mhcii|seq2002
antigen121|Q99U50|CP000253.1|mhcii|seq2226	antigen121|Q99U50|CP000253.1|mhcii|seq2226
antigen121|Q99U50|CP000253.1|mhcii|seq2610	antigen121|Q99U50|CP000253.1|mhcii|seq2610
antigen121|Q99U50|CP000253.1|mhcii|seq2610	antigen121|Q99U50|CP000253.1|mhcii|seq2611
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq2994
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq1815
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq2632
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq2629
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq2630
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq2631
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq2633
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq1387
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq110
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq1388
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq111
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq1389
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq112
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq1360
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq2704
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq1361
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq2705
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq1362
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq2995
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq3699
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq3695
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq2626
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq2627
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq2628
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq1354
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq1355
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq1356
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq3692
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq1357
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq2989
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq3693
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq1358
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq2990
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq3694
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq1359
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq2991
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq2992
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq3696
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq2993
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq3697
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq1810
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq124
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq3698
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq1811
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq125
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq1812
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq126
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq1813
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq127
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq1814
antigen121|Q99U50|CP000253.1|mhcii|seq2994	antigen121|Q99U50|CP000253.1|mhcii|seq128
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq3666
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq2005
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq3605
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq3664
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq2003
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq3603
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq3665
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq2004
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq3604
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq3667
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq2006
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq3606
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq3668
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq2007
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq3607
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq3669
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq2008
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq3608
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq2583
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq2584
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq2585
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq2586
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq2587
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq2588
antigen121|Q99U50|CP000253.1|mhcii|seq3666	antigen121|Q99U50|CP000253.1|mhcii|seq2461
antigen121|Q99U50|CP000253.1|mhcii|seq435	antigen121|Q99U50|CP000253.1|mhcii|seq435
antigen121|Q99U50|CP000253.1|mhcii|seq499	antigen121|Q99U50|CP000253.1|mhcii|seq499
antigen121|Q99U50|CP000253.1|mhcii|seq499	antigen121|Q99U50|CP000253.1|mhcii|seq498
antigen121|Q99U50|CP000253.1|mhcii|seq499	antigen121|Q99U50|CP000253.1|mhcii|seq500
antigen121|Q99U50|CP000253.1|mhcii|seq915	antigen121|Q99U50|CP000253.1|mhcii|seq915
antigen121|Q99U50|CP000253.1|mhcii|seq3347	antigen121|Q99U50|CP000253.1|mhcii|seq3347
antigen121|Q99U50|CP000253.1|mhcii|seq3347	antigen121|Q99U50|CP000253.1|mhcii|seq332
antigen121|Q99U50|CP000253.1|mhcii|seq3347	antigen121|Q99U50|CP000253.1|mhcii|seq331
antigen121|Q99U50|CP000253.1|mhcii|seq3347	antigen121|Q99U50|CP000253.1|mhcii|seq334
antigen121|Q99U50|CP000253.1|mhcii|seq3347	antigen121|Q99U50|CP000253.1|mhcii|seq2657
antigen121|Q99U50|CP000253.1|mhcii|seq3347	antigen121|Q99U50|CP000253.1|mhcii|seq3349
antigen121|Q99U50|CP000253.1|mhcii|seq3347	antigen121|Q99U50|CP000253.1|mhcii|seq333
antigen121|Q99U50|CP000253.1|mhcii|seq3347	antigen121|Q99U50|CP000253.1|mhcii|seq3348
antigen121|Q99U50|CP000253.1|mhcii|seq3347	antigen121|Q99U50|CP000253.1|mhcii|seq2656
antigen121|Q99U50|CP000253.1|mhcii|seq3347	antigen121|Q99U50|CP000253.1|mhcii|seq335
antigen121|Q99U50|CP000253.1|mhcii|seq3347	antigen121|Q99U50|CP000253.1|mhcii|seq2658
antigen121|Q99U50|CP000253.1|mhcii|seq3347	antigen121|Q99U50|CP000253.1|mhcii|seq3350
antigen121|Q99U50|CP000253.1|mhcii|seq3347	antigen121|Q99U50|CP000253.1|mhcii|seq3346
antigen121|Q99U50|CP000253.1|mhcii|seq3347	antigen121|Q99U50|CP000253.1|mhcii|seq2655
antigen121|Q99U50|CP000253.1|mhcii|seq4051	antigen121|Q99U50|CP000253.1|mhcii|seq4051
antigen121|Q99U50|CP000253.1|mhcii|seq4051	antigen121|Q99U50|CP000253.1|mhcii|seq481
antigen121|Q99U50|CP000253.1|mhcii|seq4051	antigen121|Q99U50|CP000253.1|mhcii|seq3498
antigen121|Q99U50|CP000253.1|mhcii|seq1556	antigen121|Q99U50|CP000253.1|mhcii|seq1556
antigen121|Q99U50|CP000253.1|mhcii|seq3316	antigen121|Q99U50|CP000253.1|mhcii|seq3316
antigen121|Q99U50|CP000253.1|mhcii|seq181	antigen121|Q99U50|CP000253.1|mhcii|seq181
antigen121|Q99U50|CP000253.1|mhcii|seq181	antigen121|Q99U50|CP000253.1|mhcii|seq180
antigen121|Q99U50|CP000253.1|mhcii|seq181	antigen121|Q99U50|CP000253.1|mhcii|seq2092
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq1461
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq3560
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq2794
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq260
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq2977
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq2791
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq257
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq2792
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq258
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq2793
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq259
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq2795
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq261
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq2796
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq262
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq1459
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq3558
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq1460
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq3559
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq2973
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq2974
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq2975
antigen121|Q99U50|CP000253.1|mhcii|seq1461	antigen121|Q99U50|CP000253.1|mhcii|seq2976
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq1685
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq833
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq1192
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq3294
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq905
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq1193
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq906
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq907
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq908
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq909
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq910
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq2510
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq911
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq2511
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq2512
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq1681
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq2513
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq1682
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq2514
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq1683
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq2515
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq1684
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq1686
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq1687
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq3831
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq1688
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq3832
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq3833
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq2810
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq3834
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq2811
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq3835
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq2812
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq2813
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq831
antigen121|Q99U50|CP000253.1|mhcii|seq1685	antigen121|Q99U50|CP000253.1|mhcii|seq832
antigen121|Q99U50|CP000253.1|mhcii|seq2197	antigen121|Q99U50|CP000253.1|mhcii|seq2197
antigen121|Q99U50|CP000253.1|mhcii|seq2197	antigen121|Q99U50|CP000253.1|mhcii|seq2196
antigen121|Q99U50|CP000253.1|mhcii|seq2197	antigen121|Q99U50|CP000253.1|mhcii|seq2474
antigen121|Q99U50|CP000253.1|mhcii|seq2197	antigen121|Q99U50|CP000253.1|mhcii|seq2472
antigen121|Q99U50|CP000253.1|mhcii|seq2197	antigen121|Q99U50|CP000253.1|mhcii|seq2473
antigen121|Q99U50|CP000253.1|mhcii|seq2197	antigen121|Q99U50|CP000253.1|mhcii|seq2475
antigen121|Q99U50|CP000253.1|mhcii|seq2197	antigen121|Q99U50|CP000253.1|mhcii|seq2940
