antigen111|A5ISH9|CP000253.1|mhcii|seq1	antigen111|A5ISH9|CP000253.1|mhcii|seq1
antigen111|A5ISH9|CP000253.1|mhcii|seq3811	antigen111|A5ISH9|CP000253.1|mhcii|seq3811
antigen111|A5ISH9|CP000253.1|mhcii|seq196	antigen111|A5ISH9|CP000253.1|mhcii|seq196
antigen111|A5ISH9|CP000253.1|mhcii|seq196	antigen111|A5ISH9|CP000253.1|mhcii|seq18
antigen111|A5ISH9|CP000253.1|mhcii|seq196	antigen111|A5ISH9|CP000253.1|mhcii|seq197
antigen111|A5ISH9|CP000253.1|mhcii|seq196	antigen111|A5ISH9|CP000253.1|mhcii|seq3317
antigen111|A5ISH9|CP000253.1|mhcii|seq196	antigen111|A5ISH9|CP000253.1|mhcii|seq16
antigen111|A5ISH9|CP000253.1|mhcii|seq196	antigen111|A5ISH9|CP000253.1|mhcii|seq17
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq292
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq289
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq290
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq291
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq2819
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq2820
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq293
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq549
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq2277
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq2821
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq7429
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq294
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq2278
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq2822
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq7430
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq2279
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq2823
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq7431
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq2280
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq7432
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq2281
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq1130
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq2282
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq1131
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq2283
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq1132
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq1133
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq5041
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq5042
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq5043
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq5044
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq5045
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq5046
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq295
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq5047
antigen111|A5ISH9|CP000253.1|mhcii|seq292	antigen111|A5ISH9|CP000253.1|mhcii|seq296
antigen111|A5ISH9|CP000253.1|mhcii|seq676	antigen111|A5ISH9|CP000253.1|mhcii|seq676
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq1124
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq1121
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq1122
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq355
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq1123
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq356
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq357
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq358
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq359
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq4337
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq5393
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq4338
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq5394
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq7090
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq4339
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq5395
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq7091
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq4340
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq5396
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq7092
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq4341
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq4629
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq5397
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq7093
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq4342
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq4630
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq7094
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq4631
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq7095
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq2072
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq4632
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq2073
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq4217
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq2074
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq4218
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq2075
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq4219
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq2076
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq4220
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq2077
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq4221
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq4222
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq1119
antigen111|A5ISH9|CP000253.1|mhcii|seq1124	antigen111|A5ISH9|CP000253.1|mhcii|seq1120
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq1284
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq1281
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq7393
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq1282
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq7394
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq1283
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq1285
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq1286
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq4878
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq6126
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq7249
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq6200
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq4879
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq6127
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq7250
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq6201
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq4880
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq6128
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq7251
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq6202
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq4881
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq6129
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq7252
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq6203
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq4882
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq6130
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq7253
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq6204
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq4883
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq2325
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq2326
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq7254
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq2327
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq2328
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq2329
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq2330
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq7389
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq7390
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq7391
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq1280
antigen111|A5ISH9|CP000253.1|mhcii|seq1284	antigen111|A5ISH9|CP000253.1|mhcii|seq7392
antigen111|A5ISH9|CP000253.1|mhcii|seq1860	antigen111|A5ISH9|CP000253.1|mhcii|seq1860
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq1892
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq5791
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq1890
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq5789
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq3874
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq5930
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq1891
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq5790
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq3875
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq5931
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq3876
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq5932
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq3877
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq5933
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq1895
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq5794
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq1893
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq5792
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq1894
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq5793
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq3878
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq5934
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq3886
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq3887
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq3888
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq3889
antigen111|A5ISH9|CP000253.1|mhcii|seq1892	antigen111|A5ISH9|CP000253.1|mhcii|seq5905
antigen111|A5ISH9|CP000253.1|mhcii|seq1988	antigen111|A5ISH9|CP000253.1|mhcii|seq1988
antigen111|A5ISH9|CP000253.1|mhcii|seq2244	antigen111|A5ISH9|CP000253.1|mhcii|seq2244
antigen111|A5ISH9|CP000253.1|mhcii|seq2244	antigen111|A5ISH9|CP000253.1|mhcii|seq2243
antigen111|A5ISH9|CP000253.1|mhcii|seq2244	antigen111|A5ISH9|CP000253.1|mhcii|seq2245
antigen111|A5ISH9|CP000253.1|mhcii|seq2244	antigen111|A5ISH9|CP000253.1|mhcii|seq7471
antigen111|A5ISH9|CP000253.1|mhcii|seq2244	antigen111|A5ISH9|CP000253.1|mhcii|seq7472
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq2500
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq2497
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq2498
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq2499
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq5347
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq3748
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq5348
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq3749
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq5349
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq3750
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq5350
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq5351
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq2632
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq3176
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq5352
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq2633
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq3177
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq2634
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq3178
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq2635
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq3179
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq2636
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq3180
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq5772
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq2637
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq3181
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq4494
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq4495
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq4496
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq4497
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq3605
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq3606
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq3607
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq3576
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq3608
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq3577
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq3609
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq5497
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq3578
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq3610
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq5498
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq1243
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq3579
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq5499
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq1244
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq3580
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq5500
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq5501
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq5502
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq2495
antigen111|A5ISH9|CP000253.1|mhcii|seq2500	antigen111|A5ISH9|CP000253.1|mhcii|seq2496
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq2628
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq2626
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq2627
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq2629
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq3600
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq3601
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq3602
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq3603
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq3604
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq5205
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq5494
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq5495
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq5496
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq7128
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq7129
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq7130
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq5340
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq5341
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq5342
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq5343
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq5344
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq3172
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq2625
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq3169
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq3170
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq3171
antigen111|A5ISH9|CP000253.1|mhcii|seq2628	antigen111|A5ISH9|CP000253.1|mhcii|seq3173
