antigen150|O50581|HE681097.1|mhcii|seq1	antigen150|O50581|HE681097.1|mhcii|seq1
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq1383
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq264
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq616
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq1384
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq265
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq1385
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq266
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq1675
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq1676
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq1677
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq526
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq1678
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq527
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq1679
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq114
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq115
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq2067
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq116
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq2068
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq117
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq277
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq2069
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq278
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq2070
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq279
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq567
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq280
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq568
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq281
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq569
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq570
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq571
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq572
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq777
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq289
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq290
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq1060
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq1061
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq774
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq1062
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq775
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq1063
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq776
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq778
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq139
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq140
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq141
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq653
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq142
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq654
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq143
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq655
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq144
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq656
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq625
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq626
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq1436
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq1437
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq1438
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq1439
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq288
antigen150|O50581|HE681097.1|mhcii|seq777	antigen150|O50581|HE681097.1|mhcii|seq1440
antigen150|O50581|HE681097.1|mhcii|seq905	antigen150|O50581|HE681097.1|mhcii|seq905
antigen150|O50581|HE681097.1|mhcii|seq905	antigen150|O50581|HE681097.1|mhcii|seq963
antigen150|O50581|HE681097.1|mhcii|seq905	antigen150|O50581|HE681097.1|mhcii|seq679
antigen150|O50581|HE681097.1|mhcii|seq905	antigen150|O50581|HE681097.1|mhcii|seq903
antigen150|O50581|HE681097.1|mhcii|seq905	antigen150|O50581|HE681097.1|mhcii|seq680
antigen150|O50581|HE681097.1|mhcii|seq905	antigen150|O50581|HE681097.1|mhcii|seq904
antigen150|O50581|HE681097.1|mhcii|seq905	antigen150|O50581|HE681097.1|mhcii|seq681
antigen150|O50581|HE681097.1|mhcii|seq905	antigen150|O50581|HE681097.1|mhcii|seq682
antigen150|O50581|HE681097.1|mhcii|seq905	antigen150|O50581|HE681097.1|mhcii|seq906
antigen150|O50581|HE681097.1|mhcii|seq905	antigen150|O50581|HE681097.1|mhcii|seq299
antigen150|O50581|HE681097.1|mhcii|seq905	antigen150|O50581|HE681097.1|mhcii|seq1613
antigen150|O50581|HE681097.1|mhcii|seq905	antigen150|O50581|HE681097.1|mhcii|seq300
antigen150|O50581|HE681097.1|mhcii|seq905	antigen150|O50581|HE681097.1|mhcii|seq1614
antigen150|O50581|HE681097.1|mhcii|seq905	antigen150|O50581|HE681097.1|mhcii|seq301
antigen150|O50581|HE681097.1|mhcii|seq905	antigen150|O50581|HE681097.1|mhcii|seq1615
antigen150|O50581|HE681097.1|mhcii|seq905	antigen150|O50581|HE681097.1|mhcii|seq302
antigen150|O50581|HE681097.1|mhcii|seq905	antigen150|O50581|HE681097.1|mhcii|seq1616
antigen150|O50581|HE681097.1|mhcii|seq905	antigen150|O50581|HE681097.1|mhcii|seq1726
antigen150|O50581|HE681097.1|mhcii|seq905	antigen150|O50581|HE681097.1|mhcii|seq1727
antigen150|O50581|HE681097.1|mhcii|seq905	antigen150|O50581|HE681097.1|mhcii|seq1728
antigen150|O50581|HE681097.1|mhcii|seq905	antigen150|O50581|HE681097.1|mhcii|seq964
antigen150|O50581|HE681097.1|mhcii|seq1801	antigen150|O50581|HE681097.1|mhcii|seq1801
antigen150|O50581|HE681097.1|mhcii|seq298	antigen150|O50581|HE681097.1|mhcii|seq298
antigen150|O50581|HE681097.1|mhcii|seq298	antigen150|O50581|HE681097.1|mhcii|seq1612
antigen150|O50581|HE681097.1|mhcii|seq298	antigen150|O50581|HE681097.1|mhcii|seq678
antigen150|O50581|HE681097.1|mhcii|seq298	antigen150|O50581|HE681097.1|mhcii|seq297
antigen150|O50581|HE681097.1|mhcii|seq298	antigen150|O50581|HE681097.1|mhcii|seq1611
antigen150|O50581|HE681097.1|mhcii|seq298	antigen150|O50581|HE681097.1|mhcii|seq1610
antigen150|O50581|HE681097.1|mhcii|seq1386	antigen150|O50581|HE681097.1|mhcii|seq1386
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq1898
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq2017
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq2018
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq2019
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq1990
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq1895
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq1991
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq712
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq1896
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq713
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq937
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq1897
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq714
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq938
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq715
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq939
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq1899
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq716
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq940
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq941
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq50
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq51
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq52
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq53
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq1146
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq1651
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq1147
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq1652
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq1148
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq1653
antigen150|O50581|HE681097.1|mhcii|seq1898	antigen150|O50581|HE681097.1|mhcii|seq2016
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq1962
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq1959
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq1960
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq1961
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq1963
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq1964
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq1517
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq1965
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq1518
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq1519
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq1520
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq1521
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq410
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq1349
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq1355
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq1350
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq1351
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq1352
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq1353
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq1354
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq335
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq1690
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq334
antigen150|O50581|HE681097.1|mhcii|seq1962	antigen150|O50581|HE681097.1|mhcii|seq1689
antigen150|O50581|HE681097.1|mhcii|seq107	antigen150|O50581|HE681097.1|mhcii|seq107
antigen150|O50581|HE681097.1|mhcii|seq107	antigen150|O50581|HE681097.1|mhcii|seq1669
antigen150|O50581|HE681097.1|mhcii|seq107	antigen150|O50581|HE681097.1|mhcii|seq105
antigen150|O50581|HE681097.1|mhcii|seq107	antigen150|O50581|HE681097.1|mhcii|seq1667
antigen150|O50581|HE681097.1|mhcii|seq107	antigen150|O50581|HE681097.1|mhcii|seq106
antigen150|O50581|HE681097.1|mhcii|seq107	antigen150|O50581|HE681097.1|mhcii|seq1668
antigen150|O50581|HE681097.1|mhcii|seq107	antigen150|O50581|HE681097.1|mhcii|seq108
antigen150|O50581|HE681097.1|mhcii|seq107	antigen150|O50581|HE681097.1|mhcii|seq1670
antigen150|O50581|HE681097.1|mhcii|seq107	antigen150|O50581|HE681097.1|mhcii|seq109
antigen150|O50581|HE681097.1|mhcii|seq107	antigen150|O50581|HE681097.1|mhcii|seq1671
antigen150|O50581|HE681097.1|mhcii|seq107	antigen150|O50581|HE681097.1|mhcii|seq888
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq171
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq168
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq169
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq170
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq1002
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq1003
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq172
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq1004
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq173
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq1005
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq846
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq847
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq848
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq849
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq1329
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq850
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq1330
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq1331
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq1332
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq1333
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq1334
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq952
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq505
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq1704
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq953
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq506
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq1705
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq954
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq507
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq1706
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq955
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq508
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq1707
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq636
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq956
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq637
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq638
antigen150|O50581|HE681097.1|mhcii|seq171	antigen150|O50581|HE681097.1|mhcii|seq639
antigen150|O50581|HE681097.1|mhcii|seq267	antigen150|O50581|HE681097.1|mhcii|seq267
antigen150|O50581|HE681097.1|mhcii|seq1131	antigen150|O50581|HE681097.1|mhcii|seq1131
antigen150|O50581|HE681097.1|mhcii|seq1131	antigen150|O50581|HE681097.1|mhcii|seq1571
antigen150|O50581|HE681097.1|mhcii|seq1131	antigen150|O50581|HE681097.1|mhcii|seq1926
antigen150|O50581|HE681097.1|mhcii|seq1131	antigen150|O50581|HE681097.1|mhcii|seq1128
antigen150|O50581|HE681097.1|mhcii|seq1131	antigen150|O50581|HE681097.1|mhcii|seq1129
antigen150|O50581|HE681097.1|mhcii|seq1131	antigen150|O50581|HE681097.1|mhcii|seq394
antigen150|O50581|HE681097.1|mhcii|seq1131	antigen150|O50581|HE681097.1|mhcii|seq1130
antigen150|O50581|HE681097.1|mhcii|seq1131	antigen150|O50581|HE681097.1|mhcii|seq2000
antigen150|O50581|HE681097.1|mhcii|seq1131	antigen150|O50581|HE681097.1|mhcii|seq2001
antigen150|O50581|HE681097.1|mhcii|seq1131	antigen150|O50581|HE681097.1|mhcii|seq1789
antigen150|O50581|HE681097.1|mhcii|seq1131	antigen150|O50581|HE681097.1|mhcii|seq1096
antigen150|O50581|HE681097.1|mhcii|seq1131	antigen150|O50581|HE681097.1|mhcii|seq1743
antigen150|O50581|HE681097.1|mhcii|seq1131	antigen150|O50581|HE681097.1|mhcii|seq1791
antigen150|O50581|HE681097.1|mhcii|seq1131	antigen150|O50581|HE681097.1|mhcii|seq1098
antigen150|O50581|HE681097.1|mhcii|seq1131	antigen150|O50581|HE681097.1|mhcii|seq1745
antigen150|O50581|HE681097.1|mhcii|seq1131	antigen150|O50581|HE681097.1|mhcii|seq1790
antigen150|O50581|HE681097.1|mhcii|seq1131	antigen150|O50581|HE681097.1|mhcii|seq1097
antigen150|O50581|HE681097.1|mhcii|seq1131	antigen150|O50581|HE681097.1|mhcii|seq1744
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq1419
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq1417
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq1418
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq1771
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq1772
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq1550
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq317
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq1631
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq321
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq1635
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq314
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq1628
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq315
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq1629
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq316
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq1630
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq318
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq1632
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq319
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq1633
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq320
antigen150|O50581|HE681097.1|mhcii|seq1419	antigen150|O50581|HE681097.1|mhcii|seq1634
antigen150|O50581|HE681097.1|mhcii|seq876	antigen150|O50581|HE681097.1|mhcii|seq876
antigen150|O50581|HE681097.1|mhcii|seq876	antigen150|O50581|HE681097.1|mhcii|seq874
antigen150|O50581|HE681097.1|mhcii|seq876	antigen150|O50581|HE681097.1|mhcii|seq875
antigen150|O50581|HE681097.1|mhcii|seq876	antigen150|O50581|HE681097.1|mhcii|seq877
antigen150|O50581|HE681097.1|mhcii|seq876	antigen150|O50581|HE681097.1|mhcii|seq878
antigen150|O50581|HE681097.1|mhcii|seq876	antigen150|O50581|HE681097.1|mhcii|seq879
antigen150|O50581|HE681097.1|mhcii|seq876	antigen150|O50581|HE681097.1|mhcii|seq860
antigen150|O50581|HE681097.1|mhcii|seq876	antigen150|O50581|HE681097.1|mhcii|seq1714
antigen150|O50581|HE681097.1|mhcii|seq876	antigen150|O50581|HE681097.1|mhcii|seq873
antigen150|O50581|HE681097.1|mhcii|seq876	antigen150|O50581|HE681097.1|mhcii|seq858
antigen150|O50581|HE681097.1|mhcii|seq876	antigen150|O50581|HE681097.1|mhcii|seq1712
antigen150|O50581|HE681097.1|mhcii|seq876	antigen150|O50581|HE681097.1|mhcii|seq859
antigen150|O50581|HE681097.1|mhcii|seq876	antigen150|O50581|HE681097.1|mhcii|seq1713
antigen150|O50581|HE681097.1|mhcii|seq876	antigen150|O50581|HE681097.1|mhcii|seq861
antigen150|O50581|HE681097.1|mhcii|seq876	antigen150|O50581|HE681097.1|mhcii|seq1715
antigen150|O50581|HE681097.1|mhcii|seq876	antigen150|O50581|HE681097.1|mhcii|seq862
antigen150|O50581|HE681097.1|mhcii|seq876	antigen150|O50581|HE681097.1|mhcii|seq1716
antigen150|O50581|HE681097.1|mhcii|seq876	antigen150|O50581|HE681097.1|mhcii|seq863
antigen150|O50581|HE681097.1|mhcii|seq876	antigen150|O50581|HE681097.1|mhcii|seq1717
antigen150|O50581|HE681097.1|mhcii|seq876	antigen150|O50581|HE681097.1|mhcii|seq864
antigen150|O50581|HE681097.1|mhcii|seq876	antigen150|O50581|HE681097.1|mhcii|seq1718
antigen150|O50581|HE681097.1|mhcii|seq1260	antigen150|O50581|HE681097.1|mhcii|seq1260
antigen150|O50581|HE681097.1|mhcii|seq1548	antigen150|O50581|HE681097.1|mhcii|seq1548
antigen150|O50581|HE681097.1|mhcii|seq1548	antigen150|O50581|HE681097.1|mhcii|seq450
antigen150|O50581|HE681097.1|mhcii|seq1548	antigen150|O50581|HE681097.1|mhcii|seq1540
antigen150|O50581|HE681097.1|mhcii|seq1548	antigen150|O50581|HE681097.1|mhcii|seq1541
antigen150|O50581|HE681097.1|mhcii|seq1548	antigen150|O50581|HE681097.1|mhcii|seq1545
antigen150|O50581|HE681097.1|mhcii|seq1548	antigen150|O50581|HE681097.1|mhcii|seq1546
antigen150|O50581|HE681097.1|mhcii|seq1548	antigen150|O50581|HE681097.1|mhcii|seq1547
antigen150|O50581|HE681097.1|mhcii|seq1548	antigen150|O50581|HE681097.1|mhcii|seq1549
antigen150|O50581|HE681097.1|mhcii|seq1548	antigen150|O50581|HE681097.1|mhcii|seq1077
antigen150|O50581|HE681097.1|mhcii|seq1548	antigen150|O50581|HE681097.1|mhcii|seq1078
antigen150|O50581|HE681097.1|mhcii|seq1548	antigen150|O50581|HE681097.1|mhcii|seq439
antigen150|O50581|HE681097.1|mhcii|seq1548	antigen150|O50581|HE681097.1|mhcii|seq1079
antigen150|O50581|HE681097.1|mhcii|seq1548	antigen150|O50581|HE681097.1|mhcii|seq440
antigen150|O50581|HE681097.1|mhcii|seq1548	antigen150|O50581|HE681097.1|mhcii|seq1278
antigen150|O50581|HE681097.1|mhcii|seq1548	antigen150|O50581|HE681097.1|mhcii|seq1663
