antigen198|Q9ZEH3|CP002114.3|mhcii|seq1	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3867
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8420
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7221
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8417
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7218
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8418
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7219
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8419
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7220
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8421
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7222
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq678
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8422
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7223
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8423
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7224
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1678
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1679
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1680
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5552
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1681
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5553
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1682
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5554
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5555
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5556
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5557
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3863
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq681
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq679
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3864	antigen198|Q9ZEH3|CP002114.3|mhcii|seq680
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4024	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4024
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4472	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4472
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4568	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4568
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4568	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4195
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4568	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1289
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4568	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1290
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4568	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1291
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4568	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5323
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4568	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1292
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4568	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5324
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4568	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5325
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4568	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5326
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4568	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5327
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4568	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5328
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4568	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2678
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4568	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4566
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4568	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4567
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4568	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4280
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4568	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4281
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4568	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4569
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4568	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4282
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4568	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4570
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4952	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4952
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4952	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4518
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4952	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4519
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4952	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4953
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4952	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4954
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5656	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5656
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5656	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5657
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4697	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4697
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4697	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4698
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5881	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5881
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6841	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6841
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6841	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7142
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2298	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2298
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2298	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8583
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2298	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8584
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2298	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8585
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2298	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8586
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2298	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8587
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2298	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1622
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2298	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1623
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2298	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2295
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2298	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1624
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2298	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2296
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2298	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1625
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2298	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2297
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2298	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2299
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2298	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2300
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2298	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2301
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2298	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7743
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2298	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7174
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2298	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7839
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4442	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4442
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4922	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4922
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6593
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6594
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6595
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4746
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4747
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4748
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4749
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4718
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4750
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4719
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4720
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4721
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3602
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4722
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6515
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6516
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6517
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6518
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6710
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5399
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6519
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6711
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5400
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6712
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5401
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6713
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5403
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6591
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6592
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5402	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3603
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5626
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5627
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5628
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6362	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6362
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6362	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1527
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6362	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1528
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6362	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6361
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7593
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6617
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7592
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3876
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7367
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2038
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6183
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6181
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6182
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7590
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6184
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6632
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6185
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6633
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6634
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6635
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6636
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2447
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2444
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2445
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2446
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2448
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2449
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2450
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6616
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7591
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6003
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3874
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3875
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7366
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6001
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6618	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6002
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3003	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3003
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3003	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3337
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3003	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3335
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3003	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3336
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3003	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1264
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3003	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1553
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3355	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3355
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3994
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3996
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3997
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3998
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8268
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8266
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8267
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8269
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8270
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1587
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1588
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2143
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2144
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2009
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7353
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2222
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2008
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7352
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2010
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7354
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2011
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7355
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2012
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3995	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7356
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4667	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4667
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4667	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4668
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5371	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5371
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5371	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4584
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5371	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7029
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5371	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4585
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5371	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5372
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5371	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5373
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5851
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8165
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7191
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8162
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7188
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8163
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7189
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq868
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8164
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7190
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq869
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq870
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8166
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7192
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq871
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8167
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7193
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq872
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8168
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7194
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2895
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2896
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2897
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7802
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7803
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6139	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6140
