antigen76|Q5HGQ3|BA000018.3|mhcii|seq1346	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1346
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq59
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1435
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq60
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq701
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq702
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1224	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1224
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1672	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1672
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq265
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq769
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq770
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq771
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq772
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq261
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq773
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1445
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq262
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1446
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq263
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1447
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq264
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1448
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1449
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq266
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq650
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq267
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq651
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq652
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq653
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq654
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq655
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1396
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1397
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1398
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1782
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1399
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1783
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq184
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1784
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq185
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1785
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq186
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1786
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq187
antigen76|Q5HGQ3|BA000018.3|mhcii|seq265	antigen76|Q5HGQ3|BA000018.3|mhcii|seq768
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq361
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq359
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1807
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1377
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1331
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1376
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1806
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq946
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1646
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq360
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq944
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1644
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq945
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1645
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq947
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1647
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq92
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq96
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq97
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq98
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq362
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq363
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq364
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq365
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1808
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1809
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1810
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq948
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1648
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq949
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1649
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq950
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1650
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq951
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1884
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq93
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq94
antigen76|Q5HGQ3|BA000018.3|mhcii|seq361	antigen76|Q5HGQ3|BA000018.3|mhcii|seq95
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1033	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1033
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1033	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1658
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1826
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1825
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1827
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1828
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1829
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq934
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq935
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq936
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1488
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1489
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1244
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq5
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1245
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq6
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1246
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq7
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1247
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq8
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1823
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1824
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1063
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq808
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1598
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1064
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1065	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1597
antigen76|Q5HGQ3|BA000018.3|mhcii|seq106	antigen76|Q5HGQ3|BA000018.3|mhcii|seq106
antigen76|Q5HGQ3|BA000018.3|mhcii|seq778	antigen76|Q5HGQ3|BA000018.3|mhcii|seq778
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1258	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1258
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1258	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1585
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1258	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1764
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1258	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1256
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1258	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1583
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1258	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1257
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1258	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1584
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1258	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1437
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1258	antigen76|Q5HGQ3|BA000018.3|mhcii|seq643
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1258	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1436
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1642	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1642
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1866	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1866
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1866	antigen76|Q5HGQ3|BA000018.3|mhcii|seq498
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1866	antigen76|Q5HGQ3|BA000018.3|mhcii|seq497
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1866	antigen76|Q5HGQ3|BA000018.3|mhcii|seq499
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1866	antigen76|Q5HGQ3|BA000018.3|mhcii|seq500
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1866	antigen76|Q5HGQ3|BA000018.3|mhcii|seq501
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1612	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1612
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1836	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1836
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1836	antigen76|Q5HGQ3|BA000018.3|mhcii|seq525
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1836	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1837
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1836	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1838
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1836	antigen76|Q5HGQ3|BA000018.3|mhcii|seq375
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1836	antigen76|Q5HGQ3|BA000018.3|mhcii|seq376
antigen76|Q5HGQ3|BA000018.3|mhcii|seq973	antigen76|Q5HGQ3|BA000018.3|mhcii|seq973
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1662
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1034
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1659
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1035
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1660
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1036
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1661
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1038
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1663
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1039
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1664
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1169
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1170
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq916
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq917
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq918
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq919
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq920
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1272
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1145
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1273
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1274
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1037	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1275
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1421	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1421
antigen76|Q5HGQ3|BA000018.3|mhcii|seq46	antigen76|Q5HGQ3|BA000018.3|mhcii|seq46
antigen76|Q5HGQ3|BA000018.3|mhcii|seq302	antigen76|Q5HGQ3|BA000018.3|mhcii|seq302
antigen76|Q5HGQ3|BA000018.3|mhcii|seq302	antigen76|Q5HGQ3|BA000018.3|mhcii|seq301
antigen76|Q5HGQ3|BA000018.3|mhcii|seq302	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1197
antigen76|Q5HGQ3|BA000018.3|mhcii|seq302	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1196
antigen76|Q5HGQ3|BA000018.3|mhcii|seq302	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1198
antigen76|Q5HGQ3|BA000018.3|mhcii|seq302	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1020
antigen76|Q5HGQ3|BA000018.3|mhcii|seq302	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1406
antigen76|Q5HGQ3|BA000018.3|mhcii|seq302	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1407
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq334
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq337
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1796
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1707
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1185
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1793
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1704
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1186
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1794
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1705
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1187
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1795
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1706
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1188
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1797
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1708
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1798
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1709
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq107
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq108
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq109
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq110
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq335
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq336
antigen76|Q5HGQ3|BA000018.3|mhcii|seq334	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1184
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq782
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq545
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq964
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq965
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq136
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq137
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq138
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq139
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq779
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq140
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq780
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1004
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq141
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq781
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1005
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1006
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq783
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq48
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq784
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq49
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq785
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq50
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq51
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq408
antigen76|Q5HGQ3|BA000018.3|mhcii|seq782	antigen76|Q5HGQ3|BA000018.3|mhcii|seq409
antigen76|Q5HGQ3|BA000018.3|mhcii|seq242	antigen76|Q5HGQ3|BA000018.3|mhcii|seq242
antigen76|Q5HGQ3|BA000018.3|mhcii|seq242	antigen76|Q5HGQ3|BA000018.3|mhcii|seq245
antigen76|Q5HGQ3|BA000018.3|mhcii|seq242	antigen76|Q5HGQ3|BA000018.3|mhcii|seq243
antigen76|Q5HGQ3|BA000018.3|mhcii|seq242	antigen76|Q5HGQ3|BA000018.3|mhcii|seq244
antigen76|Q5HGQ3|BA000018.3|mhcii|seq242	antigen76|Q5HGQ3|BA000018.3|mhcii|seq241
antigen76|Q5HGQ3|BA000018.3|mhcii|seq306	antigen76|Q5HGQ3|BA000018.3|mhcii|seq306
antigen76|Q5HGQ3|BA000018.3|mhcii|seq306	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1025
antigen76|Q5HGQ3|BA000018.3|mhcii|seq306	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1409
