antigen95|Q7A7B2|CP000253.1|mhcii|seq4639	antigen95|Q7A7B2|CP000253.1|mhcii|seq4639
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq15160
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq13318
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq1864
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq14184
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq564
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq6809
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq15161
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq13319
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq1865
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq14185
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq565
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq6810
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq15162
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq13320
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq1866
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq14186
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq566
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq6811
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq15163
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq13321
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq1867
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq14187
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq567
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq6812
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq15164
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq13322
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq1868
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq14188
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq568
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq6813
antigen95|Q7A7B2|CP000253.1|mhcii|seq6808	antigen95|Q7A7B2|CP000253.1|mhcii|seq6814
antigen95|Q7A7B2|CP000253.1|mhcii|seq7832	antigen95|Q7A7B2|CP000253.1|mhcii|seq7832
antigen95|Q7A7B2|CP000253.1|mhcii|seq7832	antigen95|Q7A7B2|CP000253.1|mhcii|seq289
antigen95|Q7A7B2|CP000253.1|mhcii|seq7832	antigen95|Q7A7B2|CP000253.1|mhcii|seq7831
antigen95|Q7A7B2|CP000253.1|mhcii|seq7832	antigen95|Q7A7B2|CP000253.1|mhcii|seq7833
antigen95|Q7A7B2|CP000253.1|mhcii|seq7832	antigen95|Q7A7B2|CP000253.1|mhcii|seq290
antigen95|Q7A7B2|CP000253.1|mhcii|seq7832	antigen95|Q7A7B2|CP000253.1|mhcii|seq7834
antigen95|Q7A7B2|CP000253.1|mhcii|seq7832	antigen95|Q7A7B2|CP000253.1|mhcii|seq291
antigen95|Q7A7B2|CP000253.1|mhcii|seq7832	antigen95|Q7A7B2|CP000253.1|mhcii|seq7835
antigen95|Q7A7B2|CP000253.1|mhcii|seq7832	antigen95|Q7A7B2|CP000253.1|mhcii|seq292
antigen95|Q7A7B2|CP000253.1|mhcii|seq7832	antigen95|Q7A7B2|CP000253.1|mhcii|seq13597
antigen95|Q7A7B2|CP000253.1|mhcii|seq7832	antigen95|Q7A7B2|CP000253.1|mhcii|seq7830
antigen95|Q7A7B2|CP000253.1|mhcii|seq7832	antigen95|Q7A7B2|CP000253.1|mhcii|seq13596
antigen95|Q7A7B2|CP000253.1|mhcii|seq7832	antigen95|Q7A7B2|CP000253.1|mhcii|seq5629
antigen95|Q7A7B2|CP000253.1|mhcii|seq8056	antigen95|Q7A7B2|CP000253.1|mhcii|seq8056
antigen95|Q7A7B2|CP000253.1|mhcii|seq8056	antigen95|Q7A7B2|CP000253.1|mhcii|seq16069
antigen95|Q7A7B2|CP000253.1|mhcii|seq8056	antigen95|Q7A7B2|CP000253.1|mhcii|seq16070
antigen95|Q7A7B2|CP000253.1|mhcii|seq8056	antigen95|Q7A7B2|CP000253.1|mhcii|seq8055
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq8088
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq17092
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq4257
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq17089
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq17090
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq17091
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq9765
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq17093
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq9766
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq17094
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq9767
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq16327
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq16328
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq17079
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq8089
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq8090
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq10618
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq10619
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq10620
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq10621
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq16325
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq16326
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq12237
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq16329
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq12234
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq13642
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq16682
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq12235
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq13643
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq12236
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq6907
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq13644
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq8091
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq6908
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq13645
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq8086
antigen95|Q7A7B2|CP000253.1|mhcii|seq8088	antigen95|Q7A7B2|CP000253.1|mhcii|seq8087
antigen95|Q7A7B2|CP000253.1|mhcii|seq8280	antigen95|Q7A7B2|CP000253.1|mhcii|seq8280
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq8728
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq14778
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq8729
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq14779
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq8730
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq14780
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq5794
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq5795
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq5796
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq6095
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq6098
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq6096
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq6097
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq8726
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq8727
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq14777
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq14776
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq10843
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq472
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq11206
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq10350
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq10351
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq10352
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq10840
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq469
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq10841
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq470
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq10842
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq471
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq10844
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq473
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq10845
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq474
antigen95|Q7A7B2|CP000253.1|mhcii|seq8728	antigen95|Q7A7B2|CP000253.1|mhcii|seq10846
antigen95|Q7A7B2|CP000253.1|mhcii|seq9080	antigen95|Q7A7B2|CP000253.1|mhcii|seq9080
antigen95|Q7A7B2|CP000253.1|mhcii|seq9080	antigen95|Q7A7B2|CP000253.1|mhcii|seq9079
antigen95|Q7A7B2|CP000253.1|mhcii|seq9080	antigen95|Q7A7B2|CP000253.1|mhcii|seq9083
antigen95|Q7A7B2|CP000253.1|mhcii|seq9080	antigen95|Q7A7B2|CP000253.1|mhcii|seq10479
antigen95|Q7A7B2|CP000253.1|mhcii|seq10239	antigen95|Q7A7B2|CP000253.1|mhcii|seq10239
antigen95|Q7A7B2|CP000253.1|mhcii|seq10719	antigen95|Q7A7B2|CP000253.1|mhcii|seq10719
antigen95|Q7A7B2|CP000253.1|mhcii|seq10719	antigen95|Q7A7B2|CP000253.1|mhcii|seq10720
antigen95|Q7A7B2|CP000253.1|mhcii|seq11199	antigen95|Q7A7B2|CP000253.1|mhcii|seq11199
antigen95|Q7A7B2|CP000253.1|mhcii|seq11199	antigen95|Q7A7B2|CP000253.1|mhcii|seq10344
antigen95|Q7A7B2|CP000253.1|mhcii|seq11199	antigen95|Q7A7B2|CP000253.1|mhcii|seq10345
antigen95|Q7A7B2|CP000253.1|mhcii|seq11199	antigen95|Q7A7B2|CP000253.1|mhcii|seq16205
antigen95|Q7A7B2|CP000253.1|mhcii|seq11199	antigen95|Q7A7B2|CP000253.1|mhcii|seq11198
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq12319
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq12321
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq11107
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq11105
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq7202
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq11106
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq7203
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq12739
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq7204
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq12740
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq7205
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq7749
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq6374
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq7206
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq7750
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq2407
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq6375
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq7207
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq7751
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq2408
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq6376
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq7752
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq2409
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq6377
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq7753
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq2410
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq6378
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq7754
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq2411
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq6379
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq2412
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq13934
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq15025
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq13202
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq15026
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq13203
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq15027
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq13204
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq15028
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq13205
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq15029
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq4126
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq11102
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq4127
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq11103
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq4128
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq11104
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq7748
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq7189
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq14667
antigen95|Q7A7B2|CP000253.1|mhcii|seq12319	antigen95|Q7A7B2|CP000253.1|mhcii|seq12320
antigen95|Q7A7B2|CP000253.1|mhcii|seq12383	antigen95|Q7A7B2|CP000253.1|mhcii|seq12383
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq12863
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq12865
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq7241
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq7239
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq7240
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq7242
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq7243
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq7244
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq7980
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq7981
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq7982
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq2939
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq6395
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq2940
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq6396
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq2941
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq6397
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq12861
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq2942
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq6398
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq12862
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq2943
antigen95|Q7A7B2|CP000253.1|mhcii|seq12863	antigen95|Q7A7B2|CP000253.1|mhcii|seq12864
antigen95|Q7A7B2|CP000253.1|mhcii|seq13087	antigen95|Q7A7B2|CP000253.1|mhcii|seq13087
antigen95|Q7A7B2|CP000253.1|mhcii|seq13087	antigen95|Q7A7B2|CP000253.1|mhcii|seq13671
antigen95|Q7A7B2|CP000253.1|mhcii|seq13087	antigen95|Q7A7B2|CP000253.1|mhcii|seq13086
antigen95|Q7A7B2|CP000253.1|mhcii|seq13311	antigen95|Q7A7B2|CP000253.1|mhcii|seq13311
antigen95|Q7A7B2|CP000253.1|mhcii|seq14175	antigen95|Q7A7B2|CP000253.1|mhcii|seq14175
antigen95|Q7A7B2|CP000253.1|mhcii|seq14655	antigen95|Q7A7B2|CP000253.1|mhcii|seq14655
antigen95|Q7A7B2|CP000253.1|mhcii|seq14911	antigen95|Q7A7B2|CP000253.1|mhcii|seq14911
antigen95|Q7A7B2|CP000253.1|mhcii|seq14911	antigen95|Q7A7B2|CP000253.1|mhcii|seq9924
antigen95|Q7A7B2|CP000253.1|mhcii|seq14911	antigen95|Q7A7B2|CP000253.1|mhcii|seq14910
antigen95|Q7A7B2|CP000253.1|mhcii|seq15391	antigen95|Q7A7B2|CP000253.1|mhcii|seq15391
antigen95|Q7A7B2|CP000253.1|mhcii|seq15615	antigen95|Q7A7B2|CP000253.1|mhcii|seq15615
antigen95|Q7A7B2|CP000253.1|mhcii|seq15871	antigen95|Q7A7B2|CP000253.1|mhcii|seq15871
antigen95|Q7A7B2|CP000253.1|mhcii|seq15871	antigen95|Q7A7B2|CP000253.1|mhcii|seq15873
antigen95|Q7A7B2|CP000253.1|mhcii|seq15871	antigen95|Q7A7B2|CP000253.1|mhcii|seq15872
antigen95|Q7A7B2|CP000253.1|mhcii|seq15871	antigen95|Q7A7B2|CP000253.1|mhcii|seq4984
antigen95|Q7A7B2|CP000253.1|mhcii|seq15871	antigen95|Q7A7B2|CP000253.1|mhcii|seq15870
antigen95|Q7A7B2|CP000253.1|mhcii|seq16415	antigen95|Q7A7B2|CP000253.1|mhcii|seq16415
antigen95|Q7A7B2|CP000253.1|mhcii|seq16415	antigen95|Q7A7B2|CP000253.1|mhcii|seq16414
antigen95|Q7A7B2|CP000253.1|mhcii|seq16415	antigen95|Q7A7B2|CP000253.1|mhcii|seq13566
antigen95|Q7A7B2|CP000253.1|mhcii|seq3328	antigen95|Q7A7B2|CP000253.1|mhcii|seq3328
antigen95|Q7A7B2|CP000253.1|mhcii|seq3808	antigen95|Q7A7B2|CP000253.1|mhcii|seq3808
antigen95|Q7A7B2|CP000253.1|mhcii|seq4256	antigen95|Q7A7B2|CP000253.1|mhcii|seq4256
antigen95|Q7A7B2|CP000253.1|mhcii|seq4256	antigen95|Q7A7B2|CP000253.1|mhcii|seq17078
antigen95|Q7A7B2|CP000253.1|mhcii|seq4256	antigen95|Q7A7B2|CP000253.1|mhcii|seq17077
antigen95|Q7A7B2|CP000253.1|mhcii|seq4256	antigen95|Q7A7B2|CP000253.1|mhcii|seq15773
