antigen174|Q2FHM8|BA000018.3|mhcii|seq1	antigen174|Q2FHM8|BA000018.3|mhcii|seq1
antigen174|Q2FHM8|BA000018.3|mhcii|seq87	antigen174|Q2FHM8|BA000018.3|mhcii|seq274
antigen174|Q2FHM8|BA000018.3|mhcii|seq87	antigen174|Q2FHM8|BA000018.3|mhcii|seq275
antigen174|Q2FHM8|BA000018.3|mhcii|seq87	antigen174|Q2FHM8|BA000018.3|mhcii|seq84
antigen174|Q2FHM8|BA000018.3|mhcii|seq87	antigen174|Q2FHM8|BA000018.3|mhcii|seq85
antigen174|Q2FHM8|BA000018.3|mhcii|seq87	antigen174|Q2FHM8|BA000018.3|mhcii|seq86
antigen174|Q2FHM8|BA000018.3|mhcii|seq87	antigen174|Q2FHM8|BA000018.3|mhcii|seq88
antigen174|Q2FHM8|BA000018.3|mhcii|seq87	antigen174|Q2FHM8|BA000018.3|mhcii|seq155
antigen174|Q2FHM8|BA000018.3|mhcii|seq87	antigen174|Q2FHM8|BA000018.3|mhcii|seq156
antigen174|Q2FHM8|BA000018.3|mhcii|seq87	antigen174|Q2FHM8|BA000018.3|mhcii|seq157
antigen174|Q2FHM8|BA000018.3|mhcii|seq87	antigen174|Q2FHM8|BA000018.3|mhcii|seq605
antigen174|Q2FHM8|BA000018.3|mhcii|seq87	antigen174|Q2FHM8|BA000018.3|mhcii|seq158
antigen174|Q2FHM8|BA000018.3|mhcii|seq87	antigen174|Q2FHM8|BA000018.3|mhcii|seq606
antigen174|Q2FHM8|BA000018.3|mhcii|seq87	antigen174|Q2FHM8|BA000018.3|mhcii|seq607
antigen174|Q2FHM8|BA000018.3|mhcii|seq87	antigen174|Q2FHM8|BA000018.3|mhcii|seq128
antigen174|Q2FHM8|BA000018.3|mhcii|seq87	antigen174|Q2FHM8|BA000018.3|mhcii|seq608
antigen174|Q2FHM8|BA000018.3|mhcii|seq119	antigen174|Q2FHM8|BA000018.3|mhcii|seq119
antigen174|Q2FHM8|BA000018.3|mhcii|seq215	antigen174|Q2FHM8|BA000018.3|mhcii|seq215
antigen174|Q2FHM8|BA000018.3|mhcii|seq215	antigen174|Q2FHM8|BA000018.3|mhcii|seq216
antigen174|Q2FHM8|BA000018.3|mhcii|seq215	antigen174|Q2FHM8|BA000018.3|mhcii|seq217
antigen174|Q2FHM8|BA000018.3|mhcii|seq375	antigen174|Q2FHM8|BA000018.3|mhcii|seq375
antigen174|Q2FHM8|BA000018.3|mhcii|seq601	antigen174|Q2FHM8|BA000018.3|mhcii|seq601
antigen174|Q2FHM8|BA000018.3|mhcii|seq122	antigen174|Q2FHM8|BA000018.3|mhcii|seq122
antigen174|Q2FHM8|BA000018.3|mhcii|seq122	antigen174|Q2FHM8|BA000018.3|mhcii|seq267
antigen174|Q2FHM8|BA000018.3|mhcii|seq122	antigen174|Q2FHM8|BA000018.3|mhcii|seq268
antigen174|Q2FHM8|BA000018.3|mhcii|seq122	antigen174|Q2FHM8|BA000018.3|mhcii|seq269
antigen174|Q2FHM8|BA000018.3|mhcii|seq122	antigen174|Q2FHM8|BA000018.3|mhcii|seq120
antigen174|Q2FHM8|BA000018.3|mhcii|seq122	antigen174|Q2FHM8|BA000018.3|mhcii|seq121
antigen174|Q2FHM8|BA000018.3|mhcii|seq122	antigen174|Q2FHM8|BA000018.3|mhcii|seq123
antigen174|Q2FHM8|BA000018.3|mhcii|seq282	antigen174|Q2FHM8|BA000018.3|mhcii|seq282
antigen174|Q2FHM8|BA000018.3|mhcii|seq410	antigen174|Q2FHM8|BA000018.3|mhcii|seq410
antigen174|Q2FHM8|BA000018.3|mhcii|seq410	antigen174|Q2FHM8|BA000018.3|mhcii|seq482
antigen174|Q2FHM8|BA000018.3|mhcii|seq410	antigen174|Q2FHM8|BA000018.3|mhcii|seq483
antigen174|Q2FHM8|BA000018.3|mhcii|seq410	antigen174|Q2FHM8|BA000018.3|mhcii|seq484
antigen174|Q2FHM8|BA000018.3|mhcii|seq410	antigen174|Q2FHM8|BA000018.3|mhcii|seq485
antigen174|Q2FHM8|BA000018.3|mhcii|seq410	antigen174|Q2FHM8|BA000018.3|mhcii|seq486
antigen174|Q2FHM8|BA000018.3|mhcii|seq410	antigen174|Q2FHM8|BA000018.3|mhcii|seq487
antigen174|Q2FHM8|BA000018.3|mhcii|seq410	antigen174|Q2FHM8|BA000018.3|mhcii|seq468
antigen174|Q2FHM8|BA000018.3|mhcii|seq410	antigen174|Q2FHM8|BA000018.3|mhcii|seq469
antigen174|Q2FHM8|BA000018.3|mhcii|seq410	antigen174|Q2FHM8|BA000018.3|mhcii|seq470
antigen174|Q2FHM8|BA000018.3|mhcii|seq410	antigen174|Q2FHM8|BA000018.3|mhcii|seq407
antigen174|Q2FHM8|BA000018.3|mhcii|seq410	antigen174|Q2FHM8|BA000018.3|mhcii|seq471
antigen174|Q2FHM8|BA000018.3|mhcii|seq410	antigen174|Q2FHM8|BA000018.3|mhcii|seq408
antigen174|Q2FHM8|BA000018.3|mhcii|seq410	antigen174|Q2FHM8|BA000018.3|mhcii|seq472
antigen174|Q2FHM8|BA000018.3|mhcii|seq410	antigen174|Q2FHM8|BA000018.3|mhcii|seq409
antigen174|Q2FHM8|BA000018.3|mhcii|seq410	antigen174|Q2FHM8|BA000018.3|mhcii|seq473
antigen174|Q2FHM8|BA000018.3|mhcii|seq410	antigen174|Q2FHM8|BA000018.3|mhcii|seq474
antigen174|Q2FHM8|BA000018.3|mhcii|seq410	antigen174|Q2FHM8|BA000018.3|mhcii|seq411
antigen174|Q2FHM8|BA000018.3|mhcii|seq410	antigen174|Q2FHM8|BA000018.3|mhcii|seq412
antigen174|Q2FHM8|BA000018.3|mhcii|seq410	antigen174|Q2FHM8|BA000018.3|mhcii|seq413
antigen174|Q2FHM8|BA000018.3|mhcii|seq570	antigen174|Q2FHM8|BA000018.3|mhcii|seq570
antigen174|Q2FHM8|BA000018.3|mhcii|seq540	antigen174|Q2FHM8|BA000018.3|mhcii|seq540
antigen174|Q2FHM8|BA000018.3|mhcii|seq540	antigen174|Q2FHM8|BA000018.3|mhcii|seq541
antigen174|Q2FHM8|BA000018.3|mhcii|seq797	antigen174|Q2FHM8|BA000018.3|mhcii|seq797
antigen174|Q2FHM8|BA000018.3|mhcii|seq797	antigen174|Q2FHM8|BA000018.3|mhcii|seq796
antigen174|Q2FHM8|BA000018.3|mhcii|seq797	antigen174|Q2FHM8|BA000018.3|mhcii|seq798
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq254
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq253
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq65
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq353
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq696
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq351
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq694
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq352
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq695
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq68
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq722
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq768
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq813
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq811
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq812
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq814
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq815
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq376
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq379
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq257
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq377
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq378
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq380
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq381
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq255
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq256
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq252
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq767
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq67
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq766
antigen174|Q2FHM8|BA000018.3|mhcii|seq254	antigen174|Q2FHM8|BA000018.3|mhcii|seq66
antigen174|Q2FHM8|BA000018.3|mhcii|seq286	antigen174|Q2FHM8|BA000018.3|mhcii|seq286
antigen174|Q2FHM8|BA000018.3|mhcii|seq286	antigen174|Q2FHM8|BA000018.3|mhcii|seq337
antigen174|Q2FHM8|BA000018.3|mhcii|seq286	antigen174|Q2FHM8|BA000018.3|mhcii|seq283
antigen174|Q2FHM8|BA000018.3|mhcii|seq286	antigen174|Q2FHM8|BA000018.3|mhcii|seq284
antigen174|Q2FHM8|BA000018.3|mhcii|seq286	antigen174|Q2FHM8|BA000018.3|mhcii|seq285
antigen174|Q2FHM8|BA000018.3|mhcii|seq286	antigen174|Q2FHM8|BA000018.3|mhcii|seq350
antigen174|Q2FHM8|BA000018.3|mhcii|seq286	antigen174|Q2FHM8|BA000018.3|mhcii|seq693
antigen174|Q2FHM8|BA000018.3|mhcii|seq286	antigen174|Q2FHM8|BA000018.3|mhcii|seq336
antigen174|Q2FHM8|BA000018.3|mhcii|seq286	antigen174|Q2FHM8|BA000018.3|mhcii|seq334
antigen174|Q2FHM8|BA000018.3|mhcii|seq286	antigen174|Q2FHM8|BA000018.3|mhcii|seq335
antigen174|Q2FHM8|BA000018.3|mhcii|seq286	antigen174|Q2FHM8|BA000018.3|mhcii|seq349
antigen174|Q2FHM8|BA000018.3|mhcii|seq286	antigen174|Q2FHM8|BA000018.3|mhcii|seq692
antigen174|Q2FHM8|BA000018.3|mhcii|seq286	antigen174|Q2FHM8|BA000018.3|mhcii|seq338
antigen174|Q2FHM8|BA000018.3|mhcii|seq286	antigen174|Q2FHM8|BA000018.3|mhcii|seq755
antigen174|Q2FHM8|BA000018.3|mhcii|seq286	antigen174|Q2FHM8|BA000018.3|mhcii|seq709
antigen174|Q2FHM8|BA000018.3|mhcii|seq286	antigen174|Q2FHM8|BA000018.3|mhcii|seq573
antigen174|Q2FHM8|BA000018.3|mhcii|seq95	antigen174|Q2FHM8|BA000018.3|mhcii|seq95
antigen174|Q2FHM8|BA000018.3|mhcii|seq95	antigen174|Q2FHM8|BA000018.3|mhcii|seq17
antigen174|Q2FHM8|BA000018.3|mhcii|seq319	antigen174|Q2FHM8|BA000018.3|mhcii|seq319
