antigen42|A5IPD1|CP002114.3|mhcii|seq262	antigen42|A5IPD1|CP002114.3|mhcii|seq262
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq1752
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq1753
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq1343
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq1344
antigen42|A5IPD1|CP002114.3|mhcii|seq1732	antigen42|A5IPD1|CP002114.3|mhcii|seq1732
antigen42|A5IPD1|CP002114.3|mhcii|seq1732	antigen42|A5IPD1|CP002114.3|mhcii|seq1729
antigen42|A5IPD1|CP002114.3|mhcii|seq1732	antigen42|A5IPD1|CP002114.3|mhcii|seq97
antigen42|A5IPD1|CP002114.3|mhcii|seq1732	antigen42|A5IPD1|CP002114.3|mhcii|seq1730
antigen42|A5IPD1|CP002114.3|mhcii|seq1732	antigen42|A5IPD1|CP002114.3|mhcii|seq98
antigen42|A5IPD1|CP002114.3|mhcii|seq1732	antigen42|A5IPD1|CP002114.3|mhcii|seq1731
antigen42|A5IPD1|CP002114.3|mhcii|seq1732	antigen42|A5IPD1|CP002114.3|mhcii|seq99
antigen42|A5IPD1|CP002114.3|mhcii|seq1732	antigen42|A5IPD1|CP002114.3|mhcii|seq334
antigen42|A5IPD1|CP002114.3|mhcii|seq1732	antigen42|A5IPD1|CP002114.3|mhcii|seq331
antigen42|A5IPD1|CP002114.3|mhcii|seq1732	antigen42|A5IPD1|CP002114.3|mhcii|seq332
antigen42|A5IPD1|CP002114.3|mhcii|seq1732	antigen42|A5IPD1|CP002114.3|mhcii|seq333
antigen42|A5IPD1|CP002114.3|mhcii|seq1732	antigen42|A5IPD1|CP002114.3|mhcii|seq335
antigen42|A5IPD1|CP002114.3|mhcii|seq1732	antigen42|A5IPD1|CP002114.3|mhcii|seq336
antigen42|A5IPD1|CP002114.3|mhcii|seq1732	antigen42|A5IPD1|CP002114.3|mhcii|seq337
antigen42|A5IPD1|CP002114.3|mhcii|seq1732	antigen42|A5IPD1|CP002114.3|mhcii|seq782
antigen42|A5IPD1|CP002114.3|mhcii|seq1732	antigen42|A5IPD1|CP002114.3|mhcii|seq779
antigen42|A5IPD1|CP002114.3|mhcii|seq1732	antigen42|A5IPD1|CP002114.3|mhcii|seq780
antigen42|A5IPD1|CP002114.3|mhcii|seq1732	antigen42|A5IPD1|CP002114.3|mhcii|seq781
antigen42|A5IPD1|CP002114.3|mhcii|seq1732	antigen42|A5IPD1|CP002114.3|mhcii|seq783
antigen42|A5IPD1|CP002114.3|mhcii|seq1732	antigen42|A5IPD1|CP002114.3|mhcii|seq115
antigen42|A5IPD1|CP002114.3|mhcii|seq1732	antigen42|A5IPD1|CP002114.3|mhcii|seq116
antigen42|A5IPD1|CP002114.3|mhcii|seq389	antigen42|A5IPD1|CP002114.3|mhcii|seq389
antigen42|A5IPD1|CP002114.3|mhcii|seq805	antigen42|A5IPD1|CP002114.3|mhcii|seq805
antigen42|A5IPD1|CP002114.3|mhcii|seq869	antigen42|A5IPD1|CP002114.3|mhcii|seq869
antigen42|A5IPD1|CP002114.3|mhcii|seq901	antigen42|A5IPD1|CP002114.3|mhcii|seq901
antigen42|A5IPD1|CP002114.3|mhcii|seq901	antigen42|A5IPD1|CP002114.3|mhcii|seq899
antigen42|A5IPD1|CP002114.3|mhcii|seq901	antigen42|A5IPD1|CP002114.3|mhcii|seq900
antigen42|A5IPD1|CP002114.3|mhcii|seq901	antigen42|A5IPD1|CP002114.3|mhcii|seq293
antigen42|A5IPD1|CP002114.3|mhcii|seq901	antigen42|A5IPD1|CP002114.3|mhcii|seq292
antigen42|A5IPD1|CP002114.3|mhcii|seq901	antigen42|A5IPD1|CP002114.3|mhcii|seq1829
antigen42|A5IPD1|CP002114.3|mhcii|seq901	antigen42|A5IPD1|CP002114.3|mhcii|seq1830
antigen42|A5IPD1|CP002114.3|mhcii|seq901	antigen42|A5IPD1|CP002114.3|mhcii|seq1757
antigen42|A5IPD1|CP002114.3|mhcii|seq901	antigen42|A5IPD1|CP002114.3|mhcii|seq1755
antigen42|A5IPD1|CP002114.3|mhcii|seq901	antigen42|A5IPD1|CP002114.3|mhcii|seq1756
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq1093
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq1089
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq1090
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq1091
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq1763
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq1092
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq1764
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq1765
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq1766
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq1767
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq41
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq42
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq490
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq43
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq491
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq44
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq492
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq908
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq1676
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq45
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq301
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq493
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq717
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq909
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq1677
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq302
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq718
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq910
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq1678
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq1838
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq303
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq911
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq1839
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq1723
antigen42|A5IPD1|CP002114.3|mhcii|seq1093	antigen42|A5IPD1|CP002114.3|mhcii|seq1088
antigen42|A5IPD1|CP002114.3|mhcii|seq1349	antigen42|A5IPD1|CP002114.3|mhcii|seq1349
antigen42|A5IPD1|CP002114.3|mhcii|seq1413	antigen42|A5IPD1|CP002114.3|mhcii|seq1413
antigen42|A5IPD1|CP002114.3|mhcii|seq1413	antigen42|A5IPD1|CP002114.3|mhcii|seq62
antigen42|A5IPD1|CP002114.3|mhcii|seq1893	antigen42|A5IPD1|CP002114.3|mhcii|seq1893
antigen42|A5IPD1|CP002114.3|mhcii|seq1893	antigen42|A5IPD1|CP002114.3|mhcii|seq1502
antigen42|A5IPD1|CP002114.3|mhcii|seq1893	antigen42|A5IPD1|CP002114.3|mhcii|seq1892
antigen42|A5IPD1|CP002114.3|mhcii|seq1893	antigen42|A5IPD1|CP002114.3|mhcii|seq1501
antigen42|A5IPD1|CP002114.3|mhcii|seq1893	antigen42|A5IPD1|CP002114.3|mhcii|seq1186
antigen42|A5IPD1|CP002114.3|mhcii|seq1893	antigen42|A5IPD1|CP002114.3|mhcii|seq929
antigen42|A5IPD1|CP002114.3|mhcii|seq1893	antigen42|A5IPD1|CP002114.3|mhcii|seq1429
antigen42|A5IPD1|CP002114.3|mhcii|seq1893	antigen42|A5IPD1|CP002114.3|mhcii|seq1891
antigen42|A5IPD1|CP002114.3|mhcii|seq1893	antigen42|A5IPD1|CP002114.3|mhcii|seq1801
antigen42|A5IPD1|CP002114.3|mhcii|seq1893	antigen42|A5IPD1|CP002114.3|mhcii|seq1185
antigen42|A5IPD1|CP002114.3|mhcii|seq1893	antigen42|A5IPD1|CP002114.3|mhcii|seq1799
antigen42|A5IPD1|CP002114.3|mhcii|seq1893	antigen42|A5IPD1|CP002114.3|mhcii|seq1800
antigen42|A5IPD1|CP002114.3|mhcii|seq1893	antigen42|A5IPD1|CP002114.3|mhcii|seq1428
antigen42|A5IPD1|CP002114.3|mhcii|seq1893	antigen42|A5IPD1|CP002114.3|mhcii|seq1184
antigen42|A5IPD1|CP002114.3|mhcii|seq1607	antigen42|A5IPD1|CP002114.3|mhcii|seq1607
antigen42|A5IPD1|CP002114.3|mhcii|seq232	antigen42|A5IPD1|CP002114.3|mhcii|seq232
antigen42|A5IPD1|CP002114.3|mhcii|seq360	antigen42|A5IPD1|CP002114.3|mhcii|seq360
antigen42|A5IPD1|CP002114.3|mhcii|seq584	antigen42|A5IPD1|CP002114.3|mhcii|seq584
antigen42|A5IPD1|CP002114.3|mhcii|seq1544	antigen42|A5IPD1|CP002114.3|mhcii|seq1544
antigen42|A5IPD1|CP002114.3|mhcii|seq1544	antigen42|A5IPD1|CP002114.3|mhcii|seq1470
antigen42|A5IPD1|CP002114.3|mhcii|seq1544	antigen42|A5IPD1|CP002114.3|mhcii|seq1545
antigen42|A5IPD1|CP002114.3|mhcii|seq1544	antigen42|A5IPD1|CP002114.3|mhcii|seq1471
antigen42|A5IPD1|CP002114.3|mhcii|seq233	antigen42|A5IPD1|CP002114.3|mhcii|seq233
antigen42|A5IPD1|CP002114.3|mhcii|seq585	antigen42|A5IPD1|CP002114.3|mhcii|seq585
antigen42|A5IPD1|CP002114.3|mhcii|seq1649	antigen42|A5IPD1|CP002114.3|mhcii|seq1649
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq1745
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq1746
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq1325
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq737
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq738
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq739
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq740
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq741
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq742
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq1322
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq139
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq811
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq1323
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq140
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq812
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq1324
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq141
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq813
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq142
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq814
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq1326
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq143
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq1327
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq1747
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq1748
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq1749
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq1339
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq1340
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq1341
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq1342
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq64
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq1415
antigen42|A5IPD1|CP002114.3|mhcii|seq1745	antigen42|A5IPD1|CP002114.3|mhcii|seq791
antigen42|A5IPD1|CP002114.3|mhcii|seq114	antigen42|A5IPD1|CP002114.3|mhcii|seq114
antigen42|A5IPD1|CP002114.3|mhcii|seq114	antigen42|A5IPD1|CP002114.3|mhcii|seq865
antigen42|A5IPD1|CP002114.3|mhcii|seq434	antigen42|A5IPD1|CP002114.3|mhcii|seq434
antigen42|A5IPD1|CP002114.3|mhcii|seq434	antigen42|A5IPD1|CP002114.3|mhcii|seq1530
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq307
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq1515
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq108
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq994
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq993
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq995
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq996
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq997
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq991
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq992
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq106
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq1514
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq107
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq109
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq1774
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq1771
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq1772
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq1773
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq1775
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq1776
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq1777
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq855
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq854
antigen42|A5IPD1|CP002114.3|mhcii|seq307	antigen42|A5IPD1|CP002114.3|mhcii|seq856
antigen42|A5IPD1|CP002114.3|mhcii|seq659	antigen42|A5IPD1|CP002114.3|mhcii|seq659
antigen42|A5IPD1|CP002114.3|mhcii|seq1139	antigen42|A5IPD1|CP002114.3|mhcii|seq1139
antigen42|A5IPD1|CP002114.3|mhcii|seq1619	antigen42|A5IPD1|CP002114.3|mhcii|seq1619
antigen42|A5IPD1|CP002114.3|mhcii|seq404	antigen42|A5IPD1|CP002114.3|mhcii|seq404
antigen42|A5IPD1|CP002114.3|mhcii|seq820	antigen42|A5IPD1|CP002114.3|mhcii|seq820
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1268
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1264
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1265
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1266
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1267
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq666
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq667
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1148
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1149
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1281
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1282
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1280
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1131
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1129
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1130
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1132
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1234
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1233
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1235
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1236
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1237
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1145
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1146
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1147
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq254
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq1382
antigen42|A5IPD1|CP002114.3|mhcii|seq1268	antigen42|A5IPD1|CP002114.3|mhcii|seq255
antigen42|A5IPD1|CP002114.3|mhcii|seq1460	antigen42|A5IPD1|CP002114.3|mhcii|seq1460
antigen42|A5IPD1|CP002114.3|mhcii|seq1460	antigen42|A5IPD1|CP002114.3|mhcii|seq1610
antigen42|A5IPD1|CP002114.3|mhcii|seq1460	antigen42|A5IPD1|CP002114.3|mhcii|seq1608
antigen42|A5IPD1|CP002114.3|mhcii|seq1460	antigen42|A5IPD1|CP002114.3|mhcii|seq1390
antigen42|A5IPD1|CP002114.3|mhcii|seq1460	antigen42|A5IPD1|CP002114.3|mhcii|seq1389
antigen42|A5IPD1|CP002114.3|mhcii|seq1460	antigen42|A5IPD1|CP002114.3|mhcii|seq1458
antigen42|A5IPD1|CP002114.3|mhcii|seq1460	antigen42|A5IPD1|CP002114.3|mhcii|seq1365
antigen42|A5IPD1|CP002114.3|mhcii|seq1460	antigen42|A5IPD1|CP002114.3|mhcii|seq1881
antigen42|A5IPD1|CP002114.3|mhcii|seq1460	antigen42|A5IPD1|CP002114.3|mhcii|seq1609
antigen42|A5IPD1|CP002114.3|mhcii|seq1460	antigen42|A5IPD1|CP002114.3|mhcii|seq1459
antigen42|A5IPD1|CP002114.3|mhcii|seq1460	antigen42|A5IPD1|CP002114.3|mhcii|seq1364
antigen42|A5IPD1|CP002114.3|mhcii|seq1460	antigen42|A5IPD1|CP002114.3|mhcii|seq1879
antigen42|A5IPD1|CP002114.3|mhcii|seq1460	antigen42|A5IPD1|CP002114.3|mhcii|seq1880
antigen42|A5IPD1|CP002114.3|mhcii|seq1460	antigen42|A5IPD1|CP002114.3|mhcii|seq1882
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq1908
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq1864
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq1865
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq1866
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq1867
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq1906
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq435
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq1531
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq1907
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq436
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq1532
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq437
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq1533
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq1909
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq438
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq1534
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq1910
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq439
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq1535
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq1592
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq1593
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq126
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq127
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq128
antigen42|A5IPD1|CP002114.3|mhcii|seq1908	antigen42|A5IPD1|CP002114.3|mhcii|seq1863
antigen42|A5IPD1|CP002114.3|mhcii|seq479	antigen42|A5IPD1|CP002114.3|mhcii|seq479
antigen42|A5IPD1|CP002114.3|mhcii|seq959	antigen42|A5IPD1|CP002114.3|mhcii|seq959
antigen42|A5IPD1|CP002114.3|mhcii|seq480	antigen42|A5IPD1|CP002114.3|mhcii|seq480
antigen42|A5IPD1|CP002114.3|mhcii|seq704	antigen42|A5IPD1|CP002114.3|mhcii|seq704
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq736
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq735
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq137
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq136
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq138
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq1321
