antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1741	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1741
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq405
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq118
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq119
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq120
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq569
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq570
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq571
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq572
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq573
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq574
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq767
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq768
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1348	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1348
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1476	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1476
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq421	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq421
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1313
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1314
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1315
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1316
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq102
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq103
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq104
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq105
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1196
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1197
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1710
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq627
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq212
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq628
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq213
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq629
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq630
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq918
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1270
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq599
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq631
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq919
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1271
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq600
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq920
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1272
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq601
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq921
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq602
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq922
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq253
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq254
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq255
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1695
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1317	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1312
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq166	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq166
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq166	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1409
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq230	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq230
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq230	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq136
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq230	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq137
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq230	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq17
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq230	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq229
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq230	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq16
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq230	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq18
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq230	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq19
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq230	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq20
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq737
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq738
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq739
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq740
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq741
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1254
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq71
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1255
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1735
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq72
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1256
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1736
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq73
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1257
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1737
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq74
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1738
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq75
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1739
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1425
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq370
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1426
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1650
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq371
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1427
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1651
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq372
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1428
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1652
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq373
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1429
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1653
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq374
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1430
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq375
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq280
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq281
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq282
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq283
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq284
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq742	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq285
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1446	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1446
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1446	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1447
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq647	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq647
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq647	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1432
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq647	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq648
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq647	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1433
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq871	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq871
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq871	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq752
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq871	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq753
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq871	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq754
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq871	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1014
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq871	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq183
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq871	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1015
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq871	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1591
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq871	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq184
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq871	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1016
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq871	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq185
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq962
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq963
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq964
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq325
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq965
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq326
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq966
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq327
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq615
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1575
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq40
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq328
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq616
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1576
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq41
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq329
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq617
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1577
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq42
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq330
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1578
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq43
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1387
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1579
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq44
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq556
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1388
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1580
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1740
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq45
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq557
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1389
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq558
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1390
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1486
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq559
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1391
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1487
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1392
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1488
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq977
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1489
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq978
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1490
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq979
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq980
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq981
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq982
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1654
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq967	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1655
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq968	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq968
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq968	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq954
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq968	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1478
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq968	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq953
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq968	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1477
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq968	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq955
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq968	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1479
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1288	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1288
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq713	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq713
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq745	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq745
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq745	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq743
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq745	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq744
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq745	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq746
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq745	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq76
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq745	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq77
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq745	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1581
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq745	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1582
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq745	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1583
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq745	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq177
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq745	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq174
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq745	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq175
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq745	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq176
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq745	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq178
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq745	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq179
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq745	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq180
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1001	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1001
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1001	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1000
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1001	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1408
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1353	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1353
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1353	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1247
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1353	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq64
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1353	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1218
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1353	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1219
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1353	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1220
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1353	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1221
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1353	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1351
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1353	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1245
