query_accession,uniparc_upi,Uniprot_ID,organism
YP_500739.1,UPI000069AB1C,Q2FWN1,Staphylococcus aureus (strain NCTC 8325 / PS 47)
YP_500742.1,UPI0000000A3A,Q7DIE8,Staphylococcus aureus
YP_500744.1,UPI0000054241,Q53643,Staphylococcus aureus
YP_500806.1,UPI00000522A6,W8U485,Staphylococcus aureus
YP_500812.1,UPI00000545E2,A0A0E8J2S9,Staphylococcus aureus
YP_500825.1,UPI00000545F0,A0A0D1GSZ4,Staphylococcus aureus
YP_500861.1,UPI00000D76A1,W8U915,Staphylococcus aureus
YP_500868.1,UPI000069AB2D,A0A2I7Y9L9,Staphylococcus aureus
YP_500880.1,UPI0000054626,A0AAW4Y4U5,Staphylococcus aureus
YP_500882.1,UPI0000054628,Q9ZAI5,Staphylococcus aureus
YP_500892.1,UPI0000054BD8,X5EK28,Staphylococcus aureus
YP_500900.1,UPI00000CAB53,W8U414,Staphylococcus aureus
YP_500927.1,UPI0000054BFD,A0A068E6F4,Staphylococcus aureus
YP_500931.1,UPI000012D050,A0A0D6H7X3,Staphylococcus aureus
YP_500990.1,UPI00000B1611,Q9RQG6,Staphylococcus aureus
YP_501011.1,UPI00004B5C9B,A0A0D6H3T6,Staphylococcus aureus
YP_501016.1,UPI00000547D7,Q7BGA5,Staphylococcus aureus
YP_501032.1,UPI000005225C,A0A0D6WBZ7,Staphylococcus aureus
YP_501037.1,UPI000005434E,W8TR90,Staphylococcus aureus
YP_501054.1,UPI00000549F6,W8TR80,Staphylococcus aureus
YP_501055.1,UPI00000549F7,A0A0C2LBT4,Staphylococcus aureus
YP_501112.1,UPI0000054A31,A0A0D6H001,Staphylococcus aureus
YP_501150.1,UPI00000D9FAB,A0A0D3QAT6,Staphylococcus aureus
YP_501152.1,UPI00004B5CBF,A0A0D3QA93,Staphylococcus aureus
YP_501156.1,UPI0000054B9A,Q9EYL5,Staphylococcus aureus
YP_501157.1,UPI000069AB5F,Q2FVL6,Staphylococcus aureus (strain NCTC 8325 / PS 47)
YP_501161.1,UPI0000054BA0,X5EJN4,Staphylococcus aureus
YP_501168.1,UPI0000052259,A0A0D3QAF5,Staphylococcus aureus
YP_501170.1,UPI00000522DF,P0A074,Staphylococcus aureus
YP_501171.1,UPI000012C93F,Q07227,Staphylococcus aureus
YP_501172.1,UPI0000046EFC,P0A077,Staphylococcus aureus
YP_501184.1,UPI0000054BB5,A0A2C9TTS8,Staphylococcus aureus
YP_501197.1,UPI0000054BC3,Q9KJ74,Staphylococcus aureus
YP_501203.1,UPI0000054BC9,A0A0D3QAE7,Staphylococcus aureus
YP_501218.1,UPI00000D9FCA,X5EK72,Staphylococcus aureus
YP_501226.1,UPI0000054864,Q2FVE7,Staphylococcus aureus (strain NCTC 8325 / PS 47)
YP_501234.1,UPI000005486D,A0A0D3QAH7,Staphylococcus aureus
YP_501235.1,UPI000005486E,A0A266CTA0,Staphylococcus aureus
YP_501237.1,UPI00004B5CDF,A0A0D6GXZ6,Staphylococcus aureus
YP_501243.1,UPI00004B5CE2,A0A0D3QB23,Staphylococcus aureus
YP_501248.1,UPI000069AB66,Q2FVC5,Staphylococcus aureus (strain NCTC 8325 / PS 47)
YP_501257.1,UPI000069AB69,Q2G2B2,Staphylococcus aureus (strain NCTC 8325 / PS 47)
YP_501293.1,UPI00000B26CB,Q9S446,Staphylococcus aureus
YP_501295.1,UPI00000D9FFB,A0A084NXQ2,Staphylococcus aureus
YP_501301.1,UPI000069AB77,A0A2I7YAS3,Staphylococcus aureus
YP_501302.1,UPI00000548AC,A0A0D6GUP8,Staphylococcus aureus
YP_501311.1,UPI00000548B8,W8U332,Staphylococcus aureus
YP_501319.1,UPI00000DA004,X5DWZ3,Staphylococcus aureus
YP_501322.1,UPI000069AB79,A0AAQ1CLX2,Staphylococcus aureus
YP_501324.1,UPI00004B5CF8,A0A133QA85,Staphylococcus aureus
YP_501327.1,UPI00000CAA05,A0A0D1HLP4,Staphylococcus aureus
YP_501332.1,UPI00000548CF,A0A0D6GUT9,Staphylococcus aureus
YP_501334.1,UPI00000DA010,A0A0D6GUE2,Staphylococcus aureus
YP_501336.1,UPI00004B5CFE,A0A2Y9TTN6,Staphylococcus aureus
YP_501337.1,UPI00000D7806,W8U7V9,Staphylococcus aureus
YP_501340.1,UPI0000052252,P60158,Staphylococcus aureus
YP_501408.1,UPI000005491F,A0A0D3QB03,Staphylococcus aureus
YP_501410.1,UPI0000054920,H6UH57,Staphylococcus aureus
YP_501414.1,UPI000069AB8C,Q2FUY2,Staphylococcus aureus (strain NCTC 8325 / PS 47)
YP_501422.1,UPI000069AB8E,A0AAN1H0Q7,Staphylococcus aureus
YP_501423.1,UPI000005492F,Q9LAB5,Staphylococcus aureus
YP_501424.1,UPI00004B5D18,A0A2C9TMN6,Staphylococcus aureus
YP_501429.1,UPI000005224F,A0AAQ1CIB4,Staphylococcus aureus
YP_501431.1,UPI00004B5D1B,A0A1K9AE69,Staphylococcus aureus
YP_501435.1,UPI00004B5D1C,A0A0D6GPA6,Staphylococcus aureus
YP_501453.1,UPI00000DA049,A0A1M4RHY1,Staphylococcus aureus
YP_501455.1,UPI00004B5D21,A0A2Y9TLI2,Staphylococcus aureus
YP_501465.1,UPI0000054963,X5ELQ6,Staphylococcus aureus
